Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
12000	0.4000226	0.2399015	0.1334973	0.1220756	0.1115482	0.0431258	0.0329691	0.0806691	0.0505997	0.2570451	0.2408589	0.0973301	0.1052898	-638241.144
13000	0.4003615	0.2460291	0.1399407	0.1289181	0.1155425	0.0401477	0.0248384	0.0744428	0.0538197	0.2785602	0.1651834	0.1016118	0.0971894	-638243.131
14000	0.4083622	0.2318461	0.1381871	0.1238141	0.1084821	0.0416021	0.0263918	0.0761911	0.0621368	0.2635411	0.1135430	0.2621187	0.1575197	-638245.440
15000	0.3843104	0.2468796	0.1427860	0.1269873	0.1029727	0.0358665	0.0253274	0.0796219	0.0511453	0.2731487	0.1053408	0.2451549	0.1444880	-638240.864
16000	0.4120371	0.2448967	0.1330446	0.1218397	0.1086494	0.0407324	0.0247794	0.0684035	0.0557121	0.2759587	0.1141871	0.0801280	0.1836326	-638240.723
17000	0.3978010	0.2268194	0.1259167	0.1153181	0.1008180	0.0462393	0.0298575	0.0760640	0.0638260	0.2969860	0.1056507	0.1337711	0.1421907	-638234.197
18000	0.3890167	0.2502778	0.1266976	0.1171876	0.1016561	0.0409593	0.0305212	0.0713228	0.0554200	0.2522548	0.1181619	0.1809106	0.2259987	-638239.360
19000	0.3920705	0.2482406	0.1534913	0.1413575	0.1266767	0.0552995	0.0412192	0.0577960	0.0470266	0.2058695	0.1515619	0.1277620	0.1185789	-638242.552
20000	0.3801998	0.2315608	0.1471602	0.1343481	0.1232207	0.0458032	0.0274229	0.0750511	0.0548989	0.2808886	0.0828051	0.0777900	0.1549514	-638236.992
21000	0.3898753	0.2505054	0.1592756	0.1379706	0.1192844	0.0460241	0.0327059	0.0785363	0.0425199	0.2348095	0.1861677	0.0961257	0.3478936	-638240.204
22000	0.4037496	0.2648513	0.1380836	0.1303073	0.1203255	0.0374571	0.0285465	0.0882223	0.0525838	0.3189426	0.3063866	0.1435101	0.2505991	-638233.999
23000	0.3946690	0.2774419	0.1458360	0.1228325	0.1055039	0.0403277	0.0237334	0.0688736	0.0533314	0.2100542	0.1659666	0.2175249	0.2157797	-638234.010
24000	0.4073664	0.2428581	0.1220930	0.1084490	0.0943665	0.0429416	0.0312007	0.1055070	0.0544429	0.2318781	0.2965217	0.0983333	0.1600827	-638238.519
25000	0.4033322	0.2365091	0.1391922	0.1189024	0.1079113	0.0388153	0.0280721	0.1086235	0.0527006	0.2075579	0.3194976	0.1152712	0.1344316	-638240.472
26000	0.3737578	0.2429213	0.1288478	0.1141714	0.1038149	0.0434711	0.0309302	0.0682316	0.0663965	0.2082974	0.0978803	0.3080084	0.2108399	-638236.550
27000	0.3967671	0.2547778	0.1207245	0.1095912	0.0967935	0.0486013	0.0337637	0.0757762	0.0545262	0.2774655	0.2365555	0.1623977	0.1926028	-638238.186
28000	0.3898670	0.2347859	0.1226561	0.1129347	0.1022440	0.0375359	0.0238896	0.0766028	0.0544810	0.2894113	0.1305619	0.1380247	0.1975478	-638239.404
29000	0.4023670	0.2450891	0.1387541	0.1231866	0.1096238	0.0509945	0.0280199	0.0669379	0.0561944	0.2440012	0.1459201	0.2314989	0.3245421	-638242.664
30000	0.3827331	0.2362809	0.1424479	0.1262447	0.1094160	0.0435733	0.0282540	0.0796292	0.0570964	0.2696057	0.1822260	0.1650450	0.3339069	-638237.031
31000	0.3926833	0.2462273	0.1402562	0.1227546	0.1083995	0.0419407	0.0274336	0.0819526	0.0547394	0.2821826	0.1355884	0.0930143	0.2859676	-638249.772
32000	0.3975566	0.2494547	0.1425662	0.1277168	0.1062492	0.0480952	0.0354994	0.0702173	0.0508355	0.2112717	0.0847936	0.1502336	0.1438582	-638233.957
33000	0.3950981	0.2508681	0.1550980	0.1380491	0.1263908	0.0471494	0.0341114	0.0760242	0.0575451	0.1902821	0.1439802	0.1536996	0.2089586	-638231.109
34000	0.3912239	0.2679309	0.1565225	0.1400281	0.1271398	0.0490172	0.0339144	0.0638196	0.0555369	0.1991628	0.1607089	0.1186044	0.1533258	-638232.872
35000	0.3894620	0.2423843	0.1508893	0.1364973	0.1254565	0.0356353	0.0262491	0.0736656	0.0553378	0.2417742	0.2024110	0.1648201	0.1157618	-638237.492
36000	0.3937881	0.2686579	0.1654442	0.1516477	0.1275252	0.0546311	0.0337142	0.0762829	0.0424777	0.2524187	0.1458164	0.0771327	0.2041189	-638236.944
37000	0.3552229	0.2564096	0.1558024	0.1432706	0.1244444	0.0544627	0.0396473	0.0748623	0.0511034	0.2679044	0.1412911	0.1254771	0.2953833	-638238.955
38000	0.3955707	0.2865388	0.1658574	0.1451355	0.1288017	0.0446321	0.0274799	0.0716781	0.0468801	0.2369752	0.1543219	0.1414538	0.3320199	-638239.769
39000	0.4016541	0.2505610	0.1589308	0.1398973	0.1191497	0.0546112	0.0362227	0.0844029	0.0428709	0.1980153	0.2611243	0.1303088	0.2456291	-638250.224
40000	0.4012419	0.2659718	0.1550543	0.1371192	0.1211632	0.0465949	0.0325433	0.0694111	0.0451555	0.1877816	0.1496188	0.1034757	0.1309275	-638237.099
41000	0.3964425	0.2891079	0.1579754	0.1442244	0.1309546	0.0443607	0.0314380	0.0679656	0.0595522	0.2364290	0.1379444	0.1736017	0.1156966	-638230.477
42000	0.3811392	0.2526136	0.1529876	0.1342393	0.1158936	0.0435128	0.0332940	0.0784934	0.0547910	0.2364296	0.2877184	0.1695109	0.1343856	-638231.980
43000	0.4127785	0.2381547	0.1407245	0.1274458	0.1088208	0.0472246	0.0297456	0.0930977	0.0483536	0.2227923	0.1535249	0.1348760	0.3594440	-638241.829
44000	0.3794964	0.2413855	0.1389266	0.1318888	0.1223730	0.0330874	0.0206824	0.0815883	0.0621654	0.3054658	0.2104459	0.1315512	0.2123470	-638229.551
45000	0.3985832	0.2624196	0.1370328	0.1263571	0.1154554	0.0497494	0.0357500	0.0847557	0.0471971	0.2229887	0.2566581	0.0999810	0.1580624	-638238.207
46000	0.4033015	0.2747479	0.1656440	0.1464183	0.1314773	0.0486385	0.0321247	0.0626676	0.0476840	0.2817541	0.1423330	0.1179011	0.3340850	-638234.324
47000	0.3873948	0.2582562	0.1785326	0.1622934	0.1508767	0.0464377	0.0264981	0.0758194	0.0467642	0.1787369	0.2204442	0.1594027	0.6692749	-638242.259
48000	0.3929666	0.2538245	0.1374848	0.1237342	0.1115793	0.0484035	0.0315691	0.0589800	0.0545918	0.3014859	0.1644082	0.0771555	0.2094908	-638249.320
49000	0.3705342	0.2625562	0.1411229	0.1266815	0.1136201	0.0495210	0.0339761	0.0736344	0.0641266	0.2278284	0.2325456	0.1664030	0.4005210	-638246.627
50000	0.4285653	0.2421630	0.1370004	0.1243996	0.1165704	0.0463173	0.0298777	0.0756086	0.0553160	0.2678055	0.2767142	0.0996245	0.2430311	-638241.486
51000	0.3976798	0.2469293	0.1427178	0.1281497	0.1107191	0.0428292	0.0288185	0.0767861	0.0554126	0.2806945	0.1143194	0.1533735	0.1719926	-638237.078
52000	0.4144407	0.2457781	0.1541158	0.1430822	0.1253726	0.0404558	0.0278183	0.0789492	0.0479831	0.2196461	0.0942002	0.1475440	0.1280716	-638249.256
53000	0.3957348	0.2481618	0.1606547	0.1403483	0.1182511	0.0552617	0.0395019	0.0752763	0.0421206	0.2232595	0.1604127	0.1730595	0.2458680	-638237.518
54000	0.3670600	0.2412332	0.1401074	0.1239468	0.1043265	0.0368717	0.0234103	0.0659753	0.0543942	0.2710814	0.1366376	0.1079663	0.1783700	-638240.969
55000	0.4075423	0.2508263	0.1358319	0.1211366	0.1082388	0.0438652	0.0337373	0.0768439	0.0511896	0.2298711	0.0649547	0.2185754	0.1651143	-638246.025
56000	0.3907184	0.2569914	0.1498381	0.1309624	0.1156195	0.0534765	0.0391908	0.0915718	0.0407584	0.2222425	0.2525880	0.1316896	0.1229732	-638242.647
57000	0.3670024	0.2550083	0.1508891	0.1245389	0.1172421	0.0554416	0.0408108	0.0812614	0.0523460	0.2364860	0.1522841	0.2418752	0.2811502	-638238.222
58000	0.3963726	0.2490891	0.1455600	0.1337212	0.1202123	0.0458881	0.0309395	0.0681081	0.0591482	0.2516105	0.1902040	0.1812737	0.2333065	-638242.983
59000	0.4019628	0.2423169	0.1312345	0.1138476	0.1011071	0.0368267	0.0281701	0.0704669	0.0585787	0.2996626	0.2398856	0.1030531	0.1244956	-638244.256
60000	0.3940921	0.2328155	0.1423144	0.1276403	0.1201503	0.0472524	0.0317386	0.0628646	0.0531858	0.2934590	0.2229673	0.0636350	0.3827443	-638237.253
61000	0.4035686	0.2529608	0.1295623	0.1212658	0.1051821	0.0360984	0.0226186	0.0983772	0.0605491	0.2242169	0.1706378	0.1235918	0.2966854	-638238.018
62000	0.3911350	0.2378946	0.1185018	0.1054085	0.0945504	0.0305865	0.0219530	0.0879027	0.0539357	0.3067134	0.0961409	0.1353886	0.1960550	-638240.676
63000	0.4073755	0.2378990	0.1247201	0.1142040	0.0993308	0.0405174	0.0281015	0.0713840	0.0555931	0.2614139	0.1374370	0.1169795	0.2193216	-638237.414
64000	0.3887536	0.2494003	0.1291698	0.1161538	0.1033666	0.0415704	0.0269687	0.0880544	0.0570859	0.2540221	0.2641563	0.0972670	0.1968046	-638243.678
65000	0.4010291	0.2637851	0.1380675	0.1145320	0.1040229	0.0505282	0.0342551	0.0882279	0.0491979	0.2678083	0.1971696	0.1595468	0.3207443	-638242.175
66000	0.3993011	0.2675503	0.1490320	0.1295718	0.1189498	0.0413416	0.0248034	0.0665314	0.0615073	0.2682030	0.1427819	0.1473830	0.1693356	-638232.560
67000	0.3983324	0.2761603	0.1603489	0.1361965	0.1245310	0.0347931	0.0229689	0.0648163	0.0647301	0.2265404	0.1985385	0.3790899	0.1761178	-638246.522
68000	0.3718825	0.2577889	0.1495189	0.1321971	0.1167423	0.0401022	0.0213410	0.0824405	0.0445274	0.2601536	0.1850470	0.1577969	0.1682357	-638237.896
69000	0.3908030	0.2473736	0.1546472	0.1406473	0.1247991	0.0570532	0.0370212	0.0670179	0.0470846	0.2238237	0.1275730	0.0971075	0.3066084	-638241.091
70000	0.3628411	0.2643959	0.1524798	0.1401256	0.1280098	0.0472835	0.0274830	0.0734330	0.0517903	0.1927206	0.2019343	0.1333361	0.2105465	-638235.669
71000	0.4043896	0.2501232	0.1434927	0.1311002	0.1164553	0.0451748	0.0331633	0.0650170	0.0544354	0.2369309	0.1469536	0.1487275	0.1843171	-638238.652
72000	0.3974263	0.2574027	0.1443013	0.1308203	0.1143905	0.0465733	0.0324524	0.0749876	0.0551470	0.2293216	0.0972643	0.2875893	0.3539144	-638231.676
73000	0.3988408	0.2514398	0.1451664	0.1354271	0.1221838	0.0411769	0.0286499	0.0750969	0.0532411	0.2451313	0.0644461	0.1162642	0.2160465	-638245.011
74000	0.4007856	0.2423765	0.1476473	0.1338739	0.1204392	0.0407193	0.0337211	0.0787615	0.0627055	0.3037948	0.1031176	0.2504337	0.1265068	-638239.158
75000	0.3976431	0.2570334	0.1621861	0.1494154	0.1362759	0.0430554	0.0253300	0.0836662	0.0520773	0.2158752	0.4291438	0.1855414	0.2190867	-638244.245
76000	0.4026900	0.2459137	0.1407189	0.1337360	0.1206269	0.0451235	0.0344271	0.0875013	0.0482016	0.3025393	0.2834543	0.1395395	0.2950952	-638239.154
77000	0.3973992	0.2521840	0.1572299	0.1392863	0.1167530	0.0494141	0.0360336	0.0923847	0.0582417	0.2056996	0.2109106	0.1976378	0.2667310	-638239.508
78000	0.4027903	0.2606883	0.1447923	0.1348429	0.1212686	0.0416287	0.0296897	0.0910737	0.0641136	0.2327225	0.2106879	0.1285114	0.2101705	-638237.490
79000	0.3951391	0.2368387	0.1488638	0.1392564	0.1201635	0.0406053	0.0277763	0.0926854	0.0611175	0.3589128	0.1690319	0.1429106	0.2394300	-638241.962
80000	0.3988068	0.2347874	0.1482064	0.1383443	0.1194679	0.0507548	0.0340287	0.0713469	0.0487113	0.2206415	0.0842874	0.1653455	0.2788164	-638237.798
81000	0.4044465	0.2538248	0.1466481	0.1327330	0.1217955	0.0470445	0.0338090	0.0727342	0.0542695	0.2525916	0.2026986	0.1387000	0.1334089	-638234.633
82000	0.3900523	0.2496522	0.1533475	0.1354622	0.1260099	0.0422421	0.0294847	0.0621387	0.0476636	0.2029419	0.1745625	0.1310106	0.2376062	-638240.070
83000	0.3829440	0.2455149	0.1321629	0.1192785	0.1028050	0.0339879	0.0231538	0.0798078	0.0593688	0.3086361	0.1145502	0.1517352	0.1797705	-638234.682
84000	0.3976191	0.2490761	0.1324780	0.1109288	0.0940813	0.0408803	0.0305238	0.0730326	0.0464152	0.3217799	0.1371649	0.1688659	0.2137236	-638240.296
85000	0.3904907	0.2342611	0.1206465	0.1089731	0.0978194	0.0416012	0.0322369	0.0787557	0.0588474	0.3160102	0.1975184	0.1623721	0.1301568	-638243.518
86000	0.4022210	0.2503515	0.1238432	0.1072237	0.0964962	0.0394369	0.0296176	0.1162119	0.0626744	0.2959492	0.2258323	0.2863503	0.0956317	-638244.074
87000	0.3903136	0.2532221	0.1427257	0.1216684	0.1070872	0.0430116	0.0344558	0.0734175	0.0592501	0.2414127	0.1730384	0.2860414	0.1908213	-638240.259
88000	0.3847534	0.2531896	0.1380816	0.1214602	0.0992644	0.0378125	0.0246080	0.0763140	0.0535765	0.2534841	0.1637962	0.1508195	0.2542421	-638235.092
89000	0.3720935	0.2433796	0.1301625	0.1141805	0.1064289	0.0427498	0.0262001	0.0922174	0.0580126	0.2340578	0.1107840	0.1522097	0.2306494	-638236.692
90000	0.3785807	0.2827353	0.1311883	0.1051511	0.0896622	0.0454454	0.0331128	0.0681180	0.0500457	0.2265905	0.1060700	0.3878760	0.1399286	-638240.280
91000	0.3950434	0.2419147	0.1245604	0.1043029	0.0974353	0.0338258	0.0237987	0.0814688	0.0674799	0.2830647	0.1293337	0.1858162	0.0875981	-638240.205
92000	0.3734238	0.2398354	0.1103224	0.0965700	0.0834609	0.0382722	0.0299160	0.1063009	0.0662639	0.2858371	0.2298545	0.1303103	0.1500522	-638240.812
93000	0.3628502	0.2421302	0.1342764	0.1194076	0.1017142	0.0413817	0.0272980	0.0789156	0.0484283	0.2966819	0.1543200	0.1060671	0.2015997	-638239.721
94000	0.3883905	0.2567871	0.1209976	0.1076776	0.0943257	0.0342205	0.0246226	0.0722688	0.0848543	0.2602799	0.0920271	0.3177282	0.1111859	-638248.439
95000	0.3865876	0.2401511	0.1350362	0.1204829	0.0995173	0.0417972	0.0300789	0.0622658	0.0550952	0.2252934	0.1709986	0.2565958	0.1542904	-638235.880
96000	0.3980910	0.2388933	0.1479348	0.1243513	0.1094487	0.0422180	0.0300902	0.0574547	0.0472494	0.2555630	0.2199087	0.3596496	0.1766920	-638241.048
97000	0.3925143	0.2638722	0.1303039	0.1141560	0.0935630	0.0425708	0.0328744	0.0645598	0.0941591	0.2301041	0.1330682	0.5001210	0.1239404	-638243.460
98000	0.3999866	0.2553024	0.1322618	0.1172456	0.1090688	0.0466249	0.0392991	0.0881763	0.0566468	0.1959417	0.4156310	0.2144486	0.2246970	-638240.745
99000	0.4148521	0.2501050	0.1282771	0.1121440	0.0993426	0.0412553	0.0298400	0.0798947	0.0594797	0.2605635	0.0766708	0.0882301	0.1410408	-638232.132
100000	0.3906866	0.2412515	0.1236463	0.1108220	0.1005940	0.0432450	0.0348809	0.0929588	0.0508277	0.2767818	0.1761246	0.2407906	0.1471616	-638237.294
101000	0.3946804	0.2507644	0.1070450	0.0979364	0.0874541	0.0400031	0.0264654	0.1041637	0.0587112	0.2799890	0.1803790	0.0854589	0.2283128	-638249.632
102000	0.3978920	0.2364599	0.1159013	0.1001078	0.0874381	0.0348264	0.0241999	0.0821465	0.0616649	0.2719000	0.0884267	0.1154285	0.1832566	-638236.198
103000	0.3698023	0.2519779	0.1190829	0.1079743	0.0985305	0.0382392	0.0208967	0.1090167	0.1026607	0.4124508	0.2537524	0.3211797	0.3431491	-638236.380
104000	0.3965880	0.2578749	0.1336286	0.1191195	0.1069868	0.0402190	0.0282224	0.0933574	0.0562885	0.3176440	0.3425789	0.1423687	0.3000065	-638248.149
105000	0.3869320	0.2407461	0.1421966	0.1258680	0.1142206	0.0556232	0.0354660	0.0728274	0.0515402	0.1814711	0.1891572	0.0741853	0.1906988	-638237.960
106000	0.4123018	0.2447669	0.1435100	0.1177325	0.0991310	0.0453456	0.0330589	0.0798189	0.0551924	0.2377884	0.0737082	0.1384858	0.1540142	-638250.902
107000	0.4001509	0.2458438	0.1385902	0.1247378	0.1122626	0.0463114	0.0318665	0.0749271	0.0629707	0.2556110	0.2537306	0.1807466	0.1857410	-638239.367
108000	0.3734861	0.2445375	0.1523611	0.1326640	0.1188327	0.0399323	0.0248377	0.0701723	0.0553944	0.2431553	0.0863574	0.1233685	0.1668303	-638246.727
109000	0.3594895	0.2499907	0.1369085	0.1267592	0.1143643	0.0378189	0.0256111	0.0967606	0.0478965	0.2012941	0.2457901	0.1024839	0.2494271	-638239.194
110000	0.4008225	0.2418147	0.1545413	0.1383776	0.1222623	0.0405967	0.0289847	0.1007486	0.0491222	0.2932690	0.3205035	0.1587077	0.1523307	-638235.180
111000	0.3954041	0.2517618	0.1431884	0.1298966	0.1212320	0.0453607	0.0300622	0.0835849	0.0493091	0.3028014	0.1732144	0.1428232	0.2327702	-638236.009
112000	0.4028221	0.2183038	0.1448751	0.1294781	0.1169291	0.0436962	0.0310342	0.0678499	0.0565406	0.2576497	0.1138301	0.1467718	0.1341155	-638232.118
113000	0.3900718	0.2471403	0.1349499	0.1192839	0.0997481	0.0455196	0.0322204	0.0712987	0.0458808	0.2275038	0.1075125	0.1318470	0.1907645	-638239.130
114000	0.3291454	0.2488327	0.1229139	0.1134293	0.0983617	0.0316387	0.0215994	0.0999595	0.0695280	0.3356734	0.2100885	0.1551599	0.1510396	-638242.779
115000	0.3973895	0.2613787	0.1354510	0.1221222	0.1111483	0.0452458	0.0271432	0.0699028	0.0486624	0.2515121	0.1491631	0.0990975	0.3283990	-638235.360
116000	0.3944733	0.2516838	0.1407333	0.1235407	0.1081017	0.0437966	0.0287388	0.0800165	0.0466482	0.2878275	0.1803686	0.1572308	0.3890540	-638251.195
117000	0.3544993	0.2406156	0.1216740	0.1052373	0.0909592	0.0345423	0.0239772	0.0925898	0.0586784	0.2946223	0.1119177	0.1369753	0.1461863	-638252.044
118000	0.3867362	0.2479127	0.1417901	0.1303027	0.1183175	0.0524844	0.0368730	0.0691864	0.0617308	0.2429228	0.1575158	0.1868727	0.2460094	-638238.178
119000	0.4063769	0.2505293	0.1485534	0.1317489	0.1132441	0.0437173	0.0341642	0.0764902	0.0495439	0.2753025	0.2012677	0.2488877	0.1581761	-638251.926
120000	0.4003419	0.2761784	0.1507699	0.1359194	0.1258665	0.0381521	0.0261169	0.0755367	0.0511061	0.2721566	0.1221447	0.1577485	0.2297300	-638234.649
121000	0.3875543	0.2659834	0.1629391	0.1447984	0.1183349	0.0585493	0.0470250	0.0573827	0.0408111	0.2626240	0.3473356	0.4543744	0.2806982	-638237.401
122000	0.3879742	0.2682271	0.1758098	0.1488384	0.1336239	0.0500638	0.0388127	0.0632576	0.0462764	0.2084353	0.1343603	0.3395362	0.2447104	-638232.651
123000	0.4086430	0.2629783	0.1494875	0.1360395	0.1233039	0.0568001	0.0418324	0.0774667	0.0442373	0.2300025	0.1254079	0.0898857	0.2007693	-638236.386
124000	0.3737096	0.2634671	0.1436398	0.1286444	0.1115618	0.0449415	0.0299567	0.0703873	0.0508954	0.2432859	0.1742975	0.1438679	0.1328001	-638232.571
125000	0.3795696	0.2515368	0.1339178	0.1154716	0.1075219	0.0435227	0.0349917	0.0724356	0.0539430	0.2681763	0.1273905	0.1099063	0.4323493	-638244.687
126000	0.3911581	0.2530539	0.1267848	0.1169671	0.1043219	0.0399820	0.0242147	0.0795268	0.0587043	0.2185843	0.1179569	0.1233577	0.3511972	-638239.439
127000	0.3852291	0.2443079	0.1112441	0.0957959	0.0821534	0.0392235	0.0234477	0.0966991	0.0484762	0.2336809	0.2252376	0.1726003	0.1810232	-638249.230
128000	0.3795601	0.2305541	0.1045777	0.0961696	0.0836862	0.0360218	0.0282699	0.0918315	0.0604664	0.3039322	0.1921837	0.1191016	0.1660856	-638238.312
129000	0.4117613	0.2536716	0.1382463	0.1168081	0.0972908	0.0440742	0.0258138	0.0811867	0.0531281	0.2512033	0.3245161	0.1661730	0.3675537	-638243.819
130000	0.3998872	0.2434305	0.1332038	0.1177921	0.0891530	0.0406826	0.0269598	0.0853541	0.0700492	0.2730123	0.2995377	0.3640913	0.3553366	-638236.306
131000	0.3814827	0.2584665	0.1347895	0.1074623	0.0974915	0.0490681	0.0305369	0.0755200	0.0497603	0.2534705	0.2357119	0.1260438	0.1968057	-638239.776
132000	0.3943700	0.2472962	0.1374739	0.1220142	0.1098485	0.0550885	0.0409558	0.0865478	0.0471481	0.2166569	0.2736747	0.1247286	0.2068161	-638235.216
133000	0.3527340	0.2572333	0.1388682	0.1211165	0.1071435	0.0415246	0.0253325	0.0772512	0.0515097	0.2622272	0.1331452	0.1348353	0.2120338	-638233.082
134000	0.3969149	0.2619802	0.1597291	0.1448387	0.1223520	0.0374463	0.0277993	0.0727723	0.0490052	0.2379271	0.2434965	0.2369869	0.1101007	-638235.207
135000	0.4082426	0.2537792	0.1589708	0.1394799	0.1157656	0.0471183	0.0307796	0.0578961	0.0333342	0.2458114	0.2352174	0.2243692	0.2252683	-638234.895
136000	0.3924323	0.2800265	0.1537409	0.1345896	0.1215431	0.0440784	0.0335738	0.0770930	0.0484081	0.2294920	0.2116294	0.1696074	0.2224371	-638235.588
137000	0.3925743	0.2579064	0.1348087	0.1222977	0.1109467	0.0412611	0.0288442	0.0730251	0.0624478	0.2449994	0.1239200	0.1283777	0.2248958	-638245.138
138000	0.3911804	0.2559315	0.1388469	0.1259150	0.1132599	0.0425245	0.0275097	0.0793869	0.0493178	0.2925956	0.2328313	0.0593116	0.2900457	-638245.852
139000	0.3962902	0.2352431	0.1494925	0.1375586	0.1244924	0.0512930	0.0294743	0.0843774	0.0447240	0.2106037	0.2747325	0.1279495	0.2523212	-638244.627
140000	0.4033074	0.2946834	0.1707887	0.1473068	0.1326899	0.0503314	0.0355988	0.0654562	0.0548321	0.2138994	0.1738413	0.1584406	0.1338859	-638243.368
141000	0.3995207	0.2368560	0.1379885	0.1234238	0.1128450	0.0539782	0.0412018	0.0757702	0.0470753	0.2146334	0.1297892	0.1702568	0.1349678	-638236.897
142000	0.3991362	0.2407739	0.1412581	0.1325006	0.1204039	0.0360690	0.0250887	0.0866490	0.0584484	0.2447313	0.0782541	0.2242039	0.1717604	-638242.537
143000	0.3908387	0.2499857	0.1484626	0.1321482	0.1133456	0.0437554	0.0310890	0.0670270	0.0526872	0.2321003	0.0935200	0.3278537	0.1711782	-638243.800
144000	0.4054540	0.2494523	0.1406145	0.1255808	0.1109845	0.0351617	0.0258396	0.0776016	0.0710531	0.2279196	0.1385825	0.2554341	0.1447230	-638236.222
145000	0.3677857	0.2524408	0.1406044	0.1270417	0.1070418	0.0392937	0.0258772	0.0700881	0.0757283	0.2653223	0.1231125	0.1449207	0.1860254	-638246.960
146000	0.3974332	0.2620772	0.1476568	0.1361319	0.1245707	0.0397803	0.0291871	0.0819809	0.0509374	0.2266508	0.1336900	0.1184722	0.1408047	-638246.459
147000	0.3980849	0.2555222	0.1621718	0.1454664	0.1231162	0.0475736	0.0341794	0.0687526	0.0599653	0.2438433	0.2201300	0.2736442	0.1250413	-638236.103
148000	0.3876889	0.2486472	0.1320139	0.1136929	0.1018675	0.0493249	0.0326368	0.0663878	0.0490962	0.2724014	0.1855097	0.1151107	0.2408692	-638236.098
149000	0.3805337	0.2523145	0.1346153	0.1197882	0.1110393	0.0421403	0.0286761	0.0707612	0.0545383	0.2764314	0.1700129	0.1547262	0.1236601	-638239.724
150000	0.4074330	0.2470683	0.1703317	0.1418935	0.1182506	0.0566257	0.0429925	0.0663190	0.0453272	0.1953702	0.1625045	0.1661282	0.1777629	-638237.100
151000	0.3827910	0.2599921	0.1496388	0.1327371	0.1193086	0.0417389	0.0288153	0.0653117	0.0519914	0.2046621	0.2449550	0.1574071	0.2085923	-638241.403
152000	0.3985066	0.2723183	0.1728249	0.1520116	0.1396681	0.0521657	0.0328711	0.0686913	0.0409069	0.2059016	0.1875923	0.1932763	0.2404445	-638246.999
153000	0.3857537	0.2500106	0.1413177	0.1235325	0.1059129	0.0422510	0.0317574	0.0795005	0.0560888	0.2630882	0.1193124	0.1294491	0.0992227	-638235.714
154000	0.3987582	0.2446798	0.1441792	0.1289520	0.1172193	0.0447640	0.0271276	0.0511093	0.0511787	0.2711546	0.2538742	0.2819236	0.1972153	-638230.238
155000	0.4017680	0.2411352	0.1429159	0.1286433	0.1191359	0.0388117	0.0261497	0.0708946	0.0579869	0.2527638	0.1257831	0.0614451	0.2528328	-638243.210
156000	0.3637809	0.2490316	0.1380212	0.1245528	0.1118749	0.0327213	0.0199731	0.0986028	0.0622700	0.2637360	0.1648300	0.1667725	0.2003186	-638236.945
157000	0.4140739	0.2606941	0.1239478	0.1120799	0.1045319	0.0475829	0.0334264	0.0858651	0.0513730	0.3067058	0.1890448	0.2084596	0.4457221	-638233.465
158000	0.3739373	0.2504732	0.1465598	0.1344171	0.1258058	0.0565557	0.0360808	0.0669431	0.0478444	0.2401010	0.2187424	0.1537882	0.3387990	-638241.554
