mutation_per_site	n_estimation	theta_per_site_median	theta_per_site_2.5%	theta_per_site_97.5%	year	Ne_median	Ne_2.5%	Ne_97.5%	Ne_12.5%	Ne_87.5%
1.6668136379027962E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.30037883063323	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6668136379027962E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.30037883063323	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6669678801309325E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.30466333697035	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6669678801309325E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.30466333697035	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6680678031540157E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.335216754278214	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6680678031540157E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.335216754278214	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.669416450994752E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.37267919429867	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.669416450994752E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.37267919429867	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6701053193284083E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.39181442578912	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6701053193284083E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.39181442578912	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6702586890846645E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.396074696796234	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6702586890846645E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.396074696796234	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6707797354892988E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.410548208036076	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6707797354892988E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.410548208036076	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6710336683763177E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.41760189934216	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6710336683763177E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.41760189934216	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6718660849717923E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.440724582549784	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6718660849717923E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.440724582549784	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.672286277586841E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.45239659963447	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.672286277586841E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.45239659963447	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.672288580203479E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.45246056120775	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.672288580203479E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.45246056120775	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6723107728252772E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.45307702292437	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6723107728252772E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.45307702292437	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6728654879087062E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.46848577524184	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6728654879087062E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.46848577524184	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6732459359095223E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.47905377526451	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6732459359095223E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.47905377526451	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.673731557691824E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.49254326921733	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.673731557691824E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.49254326921733	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6740006979666732E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.50001938796315	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6740006979666732E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.50001938796315	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6741695359723362E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.50470933256489	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6741695359723362E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.50470933256489	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6749633698042969E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.526760272341576	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6749633698042969E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.526760272341576	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.674999265561218E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.5277573767005	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.674999265561218E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.5277573767005	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6751081683400557E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.53078245389044	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6751081683400557E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.53078245389044	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6755853121156135E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.54403644765593	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6755853121156135E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.54403644765593	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6756008668965562E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.54446852490434	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6756008668965562E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.54446852490434	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.676072950748052E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.55758196522367	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.676072950748052E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.55758196522367	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6763369171640625E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.5649143656684	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6763369171640625E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.5649143656684	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6768114930780538E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.57809702994594	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6768114930780538E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.57809702994594	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.677193646770212E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.58871241028367	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.677193646770212E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.58871241028367	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6775514773855724E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.59865214959923	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6775514773855724E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.59865214959923	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6782100998248406E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.61694721735668	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6782100998248406E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.61694721735668	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6782114856820049E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.61698571338903	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6782114856820049E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.61698571338903	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6782738411612954E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.61871781003598	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6782738411612954E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.61871781003598	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6784135846090628E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.622599572473966	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6784135846090628E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.622599572473966	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6784497227257857E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6236034090496	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6784497227257857E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6236034090496	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.678662868766418E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.629524132400505	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.678662868766418E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.629524132400505	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.678821994348109E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.63394428744747	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.678821994348109E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.63394428744747	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6788574156588396E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.63492821274554	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6788574156588396E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.63492821274554	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6788944402612194E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.63595667392276	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6788944402612194E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.63595667392276	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6790558876984996E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.640441324958324	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6790558876984996E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.640441324958324	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6790825976141553E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.64118326705987	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6790825976141553E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.64118326705987	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6794124934766574E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.650347041018264	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6794124934766574E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.650347041018264	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6798868663163486E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.663524064343015	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6798868663163486E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.663524064343015	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6800162648499396E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.66711846805388	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6800162648499396E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.66711846805388	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6800414563921354E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.66781823311487	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6800414563921354E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.66781823311487	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680133131716578E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67036476990494	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680133131716578E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67036476990494	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680153766869278E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67093796859106	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680153766869278E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67093796859106	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680166241917663E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67128449771286	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680166241917663E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67128449771286	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6802941114644722E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67483642956867	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6802941114644722E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67483642956867	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6803435793985053E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67621053884737	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6803435793985053E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.67621053884737	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6804650666451284E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6795851845869	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6804650666451284E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6795851845869	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6805078622505866E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.680773951405186	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6805078622505866E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.680773951405186	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680604115979591E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.683447666099745	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.680604115979591E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.683447666099745	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6806961195483032E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6860033207862	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6806961195483032E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6860033207862	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6808871063250764E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6913085090299	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6808871063250764E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.6913085090299	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6810365892689382E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.69546081302606	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6810365892689382E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.69546081302606	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6811079502221734E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.69744306172704	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6811079502221734E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.69744306172704	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6813918955715264E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.705330432542404	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6813918955715264E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.705330432542404	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.681538827532382E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.7094118758995	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.681538827532382E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.7094118758995	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6815409461661694E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.70947072683804	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6815409461661694E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.70947072683804	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6815971360316982E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.71103155643606	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6815971360316982E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.71103155643606	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.681683841449989E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.713440040277476	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.681683841449989E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.713440040277476	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6817491675453943E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.71525465403873	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6817491675453943E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.71525465403873	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.681928181507224E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72022726408955	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.681928181507224E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72022726408955	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819580832587586E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72105786829885	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819580832587586E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72105786829885	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819641520172278E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.721226444923	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819641520172278E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.721226444923	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819866847502335E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72185235417315	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819866847502335E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72185235417315	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819881744206595E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72189373390721	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6819881744206595E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72189373390721	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6820945246979168E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.724847908275464	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6820945246979168E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.724847908275464	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
1.6821928620934005E-7	200	0.0010643	0.0010437489583333334	0.001302165625	46.72757950259446	73909.72222222222	72482.56655092593	90428.16840277778	73394.88570601851	79921.81712962964
