Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3
15600	0.4937147	0.1274933	0.1186379	0.0703688	0.0453577	0.0701303	0.0233604	0.2271445	0.0328204	0.1732935	0.0642610	0.0953875
15610	0.1549677	0.1368479	0.0977071	0.0710149	0.0273952	0.0086449	0.0314669	0.1898805	0.0334200	0.2555587	0.0796227	0.0488240
15620	0.7753916	0.1261089	0.0850419	0.0608535	0.0280711	0.0372724	0.0300985	0.1496383	0.0343113	0.3741030	0.0160943	0.0869971
15630	0.5770114	0.1276334	0.1027164	0.0790613	0.0014603	0.1276314	0.0259600	0.1206233	0.0344002	0.2085416	0.0505119	0.0869971
15640	0.7984264	0.1566051	0.1485497	0.0619224	0.0424442	0.0131115	0.0309939	0.0975397	0.0378460	0.5600066	0.0847311	0.0869971
15650	0.5562655	0.1471306	0.0930168	0.0580086	0.0303990	0.1127862	0.0341312	0.1320532	0.0310920	0.5310456	0.0773952	0.0276912
15660	0.7114922	0.1213263	0.1133150	0.0617425	0.0362633	0.1164453	0.0436249	0.1190641	0.0348688	0.4376340	0.0779226	0.0678943
15670	0.5709252	0.1269491	0.1185476	0.0688142	0.0546500	0.1008930	0.0436930	0.1050507	0.0297669	0.7631058	0.1259063	0.1097070
15680	0.3805121	0.1257973	0.1106317	0.0669262	0.0371191	0.0459710	0.0424677	0.0835228	0.0346214	0.6311305	0.1719546	0.1530711
15690	1.0237709	0.1351077	0.1323262	0.0637375	0.0055158	0.0023826	0.0471833	0.0606522	0.0327936	0.6311305	0.0335903	0.0720920
15700	0.3016359	0.1198314	0.1039757	0.0674097	0.0409084	0.1084538	0.0568869	0.0674224	0.0382724	0.7110791	0.1168058	0.2156837
15710	0.3617649	0.1252506	0.0771302	0.0692477	0.0497081	0.0641338	0.0736442	0.0783987	0.0309091	0.5241126	0.1519249	0.1630644
15720	0.2353450	0.1596324	0.1421425	0.0628078	0.0497081	0.0214357	0.0629314	0.0699867	0.0394198	0.4972348	0.4996755	0.1630644
15730	0.8224514	0.1211214	0.0804816	0.0734487	0.0477123	0.1180177	0.0563018	0.0797525	0.0355872	0.8881574	0.3640956	0.1207824
15740	1.0425349	0.1450496	0.1414281	0.0785074	0.0310066	0.0355468	0.0573694	0.0603284	0.0349727	1.6992087	0.3969821	0.0492789
15750	0.4543031	0.1459118	0.1112622	0.0724620	0.0407956	0.0439814	0.0607761	0.0487208	0.0344686	1.7370623	0.2404284	0.0513834
15760	0.7988275	0.1371590	0.1185727	0.0721588	0.0655238	0.0105527	0.0631556	0.0472124	0.0378094	0.9661913	0.2404284	0.0634536
15770	0.5638357	0.1217120	0.0628752	0.0581265	0.0200550	0.0175154	0.0568694	0.0593371	0.0383892	0.8284583	0.2200025	0.0697678
15780	0.7698677	0.1343553	0.1123076	0.0641984	0.0309899	0.0205356	0.0553652	0.0598321	0.0439505	0.9648715	0.1322248	0.0357247
15790	0.3199652	0.1377525	0.1324851	0.0638345	0.0371450	0.0402112	0.0492496	0.0557629	0.0452501	1.1248395	0.0327200	0.1587000
15800	0.1535434	0.1339257	0.1312608	0.0725528	0.0279432	0.0655808	0.0555579	0.0556357	0.0494611	0.8679132	0.0699854	0.3064111
15810	0.6682103	0.1464115	0.1459176	0.0647069	0.0546708	0.1263533	0.0686515	0.0463300	0.0479089	0.8679132	0.1225166	0.0461871
15820	0.2269008	0.1365387	0.0936657	0.0628022	0.0087380	0.1172348	0.0781236	0.0558963	0.0472999	1.4859082	0.3681735	0.1232330
15830	0.9235581	0.1380096	0.0858581	0.0732608	0.0334450	0.1172348	0.0919974	0.0405186	0.0434489	1.4859082	0.2279808	0.1123899
15840	0.4904319	0.1598677	0.0682283	0.0601227	0.0461122	0.0579502	0.0998264	0.0359068	0.0490111	1.4859082	0.2985011	0.5146823
15850	0.3737937	0.1372674	0.0784222	0.0665580	0.0283804	0.1362024	0.0822488	0.0516851	0.0436590	1.0241321	0.1405834	0.1928617
15860	0.8222466	0.1379040	0.1004080	0.0788313	0.0274658	0.0289123	0.0572318	0.0568900	0.0384035	1.0241321	0.0891713	0.1464621
15870	0.6010125	0.1370632	0.1336118	0.0686360	0.0180619	0.0881417	0.0565946	0.0414489	0.0368492	0.4986670	0.2117224	0.3167463
15880	0.6010125	0.1349262	0.0867170	0.0763483	0.0622518	0.0347520	0.0490434	0.0236616	0.0335208	0.4986670	0.2624903	0.1674361
15890	0.6754391	0.1362960	0.0958085	0.0623802	0.0080272	0.0113147	0.0448065	0.0270888	0.0308732	1.0623793	0.1200201	0.0822473
15900	0.3320052	0.1598249	0.0709727	0.0621769	0.0432987	0.1359490	0.0374563	0.0311642	0.0359283	0.5092407	0.5104469	0.3165175
15910	0.4504512	0.1526133	0.1220946	0.0773737	0.0057414	0.0733123	0.0354268	0.0157658	0.0481748	0.5092407	0.1758254	0.2748096
15920	0.9674975	0.1526227	0.0937012	0.0708570	0.0136759	0.0733123	0.0361380	0.0139628	0.0448580	0.8815106	0.2716215	0.2748096
15930	0.2550340	0.1209942	0.0875589	0.0655193	0.0540513	0.0871357	0.0400689	0.0111863	0.0374731	0.6521779	0.0321155	0.2748096
15940	0.6718651	0.1430882	0.1381470	0.0661394	0.0069193	0.0413589	0.0446813	0.0120745	0.0338242	1.4641311	0.0471738	0.1283101
15950	0.6851971	0.1298117	0.0886511	0.0754514	0.0740214	0.1292438	0.0301458	0.0176581	0.0347566	0.7136086	0.0887283	0.4515970
15960	0.6851971	0.1535238	0.0806134	0.0675295	0.0477143	0.0703356	0.0237434	0.0179826	0.0416924	0.8833504	0.0139402	0.1315958
15970	0.8311073	0.1236828	0.0769542	0.0637731	0.0477143	0.0345517	0.0297146	0.0182823	0.0410781	0.4947511	0.0175676	0.0953084
15980	0.2828085	0.1563537	0.0991005	0.0723197	0.0008559	0.0805211	0.0327115	0.0167872	0.0420238	0.5049691	0.0216927	0.0273645
15990	0.4360409	0.1316595	0.0909405	0.0784655	0.0057740	0.0629029	0.0200750	0.0167872	0.0447100	0.1256046	0.0040722	0.0393156
16000	0.3636652	0.1477829	0.1116556	0.0782098	0.0190922	0.1182404	0.0165155	0.0167872	0.0444199	0.2979223	0.0030211	0.0419803
16010	0.4179455	0.1188903	0.0889792	0.0673354	0.0650406	0.1170810	0.0135785	0.0178771	0.0399431	0.0867216	0.0242938	0.0153649
16020	0.2970210	0.1339958	0.0878777	0.0733539	0.0304985	0.1170810	0.0159142	0.0175289	0.0467529	0.0867216	0.0219714	0.0217479
16030	0.3980326	0.1339958	0.1326197	0.0647718	0.0565482	0.0815141	0.0158825	0.0223339	0.0476691	0.1105462	0.0764197	0.0389751
16040	0.5283071	0.1260672	0.1176759	0.0618994	0.0565482	0.0221804	0.0159824	0.0181451	0.0479145	0.1632169	0.1626051	0.0644995
16050	0.7177893	0.1245660	0.0811469	0.0777906	0.0565482	0.0792014	0.0193244	0.0160544	0.0437126	0.1637323	0.1719256	0.0604142
16060	0.8516769	0.1290636	0.0932633	0.0603434	0.0184806	0.0502255	0.0183867	0.0203834	0.0496325	0.0730067	0.1029181	0.0524381
16070	0.1942522	0.1542087	0.1229847	0.0728473	0.0078011	0.1540024	0.0199971	0.0190790	0.0470315	0.1489342	0.2136815	0.1190143
16080	0.8011427	0.1475395	0.1179005	0.0677058	0.0468484	0.0085111	0.0161312	0.0242397	0.0469577	0.0985076	0.5695898	0.0324794
16090	0.5765275	0.1398567	0.1374476	0.0649856	0.0327326	0.0448571	0.0195599	0.0285005	0.0498688	0.0542276	0.5158896	0.0301827
16100	0.5765275	0.1262453	0.0852421	0.0778574	0.0172189	0.0201318	0.0187972	0.0268513	0.0535617	0.0666866	0.3429581	0.0063820
16110	0.6907391	0.1491410	0.1069376	0.0688579	0.0009517	0.1381112	0.0191747	0.0316348	0.0542353	0.0336468	0.1115282	0.0306354
16120	0.3416652	0.1486541	0.1359549	0.0712340	0.0279707	0.1381112	0.0155412	0.0304489	0.0569415	0.0813297	0.2556075	0.0415138
16130	0.5316833	0.1534605	0.0771109	0.0651846	0.0600528	0.1142961	0.0214960	0.0332582	0.0516937	0.0822851	0.1259500	0.0168030
16140	0.8871039	0.1412682	0.1170557	0.0613613	0.0311690	0.1142961	0.0204121	0.0292709	0.0518406	0.0047935	0.4609453	0.0281839
16150	0.2395399	0.1365151	0.1348724	0.0628612	0.0194125	0.0334824	0.0226757	0.0207214	0.0554832	0.0088765	0.0822917	0.0041776
16160	0.3984713	0.1604226	0.1466026	0.0752843	0.0347887	0.0572498	0.0225266	0.0215311	0.0554832	0.0185003	0.2969684	0.0050353
16170	0.3656101	0.1378866	0.1249876	0.0644193	0.0041598	0.1128147	0.0216442	0.0334376	0.0535872	0.0741761	0.1400687	0.0225109
16180	0.8141527	0.1342518	0.0924652	0.0685699	0.0222205	0.1302694	0.0227339	0.0320581	0.0454500	0.0250890	0.1788770	0.0821354
16190	0.8732271	0.1371431	0.0917705	0.0686309	0.0264791	0.1302694	0.0211863	0.0381375	0.0489075	0.0134041	0.0098182	0.0352228
16200	0.5243037	0.1438765	0.0765475	0.0619019	0.0392333	0.0096908	0.0219573	0.0316899	0.0506719	0.0341438	0.0179102	0.0179554
16210	0.2280401	0.1245791	0.0838203	0.0743060	0.0392333	0.0905804	0.0229330	0.0370458	0.0479298	0.0499443	0.0109888	0.0203076
16220	0.4946198	0.1314094	0.1165249	0.0748672	0.0044720	0.0485369	0.0270589	0.0355554	0.0475657	0.0223852	0.0409510	0.0595574
16230	0.3874220	0.1485375	0.0839941	0.0726183	0.0482764	0.0837081	0.0266372	0.0314532	0.0459052	0.0477821	0.0155122	0.0175206
16240	1.0031431	0.1210452	0.0974847	0.0700093	0.0640615	0.0477716	0.0281482	0.0244370	0.0434071	0.0432600	0.1135348	0.0607225
16250	1.0031431	0.1410205	0.1297253	0.0662738	0.0073722	0.0541683	0.0272637	0.0243356	0.0421300	0.0327092	0.1591051	0.0245406
16260	0.2577589	0.1319074	0.0947131	0.0715173	0.0394462	0.0580815	0.0276796	0.0246639	0.0575421	0.0329845	0.2442766	0.0831955
16270	0.9434929	0.1582366	0.1260047	0.0672635	0.0394462	0.0271274	0.0288997	0.0212111	0.0499007	0.0976006	0.0671139	0.0966997
16280	0.1547558	0.1308293	0.1246701	0.0691583	0.0306689	0.0119536	0.0287319	0.0192944	0.0603470	0.1877750	0.1856497	0.0379714
16290	0.8891433	0.1319559	0.1112905	0.0769909	0.0020356	0.0451586	0.0364551	0.0136160	0.0596046	0.2538749	0.0655109	0.0067029
16300	0.5624956	0.1579073	0.0950835	0.0754240	0.0391056	0.0472928	0.0412609	0.0135008	0.0604981	0.3665884	0.0957310	0.0128057
16310	0.5443035	0.1258032	0.1075310	0.0688580	0.0058460	0.0121199	0.0394042	0.0129984	0.0667458	0.3602525	0.0993582	0.0277715
16320	0.3557808	0.1535234	0.0892561	0.0698007	0.0105686	0.1102137	0.0398448	0.0141514	0.0702833	0.2845240	0.0465341	0.0407705
16330	0.1716462	0.1202302	0.0973951	0.0619203	0.0551434	0.0282988	0.0434640	0.0200793	0.0670732	0.4307080	0.3245482	0.0044409
16340	0.7219095	0.1491489	0.0822196	0.0672683	0.0062723	0.0491406	0.0395541	0.0220437	0.0796651	0.2830241	0.2856955	0.0361367
16350	0.7219095	0.1491489	0.1419896	0.0599432	0.0304027	0.0745002	0.0379778	0.0207104	0.0804175	0.2222871	0.3597875	0.0457899
16360	0.6081031	0.1471530	0.0968171	0.0734496	0.0231227	0.0198287	0.0273188	0.0144768	0.0696746	0.0627989	0.0940034	0.0332744
16370	0.1339063	0.1301525	0.0799839	0.0791063	0.0268800	0.0243855	0.0285317	0.0156160	0.0610416	0.1003255	0.1151182	0.0265041
16380	0.9930520	0.1552158	0.1116953	0.0753993	0.0360915	0.0586002	0.0299317	0.0166727	0.0611275	0.0501540	0.0860109	0.0049492
16390	0.9930520	0.1580281	0.1341643	0.0713589	0.0617424	0.0186486	0.0336525	0.0176224	0.0567794	0.0160737	0.0536625	0.0083137
16400	0.8330026	0.1371158	0.1120879	0.0732485	0.0424520	0.1310257	0.0370689	0.0156830	0.0620160	0.0263355	0.0948252	0.0251755
16410	0.8330026	0.1527844	0.1007335	0.0632884	0.0424520	0.0568254	0.0316244	0.0168066	0.0678824	0.0431603	0.1840139	0.0361170
16420	0.2117774	0.1243662	0.1088713	0.0742926	0.0424520	0.0826198	0.0284439	0.0159618	0.0609821	0.1062782	0.1687906	0.0270646
16430	0.6059854	0.1289269	0.0986481	0.0711220	0.0294623	0.1204798	0.0363150	0.0224903	0.0649342	0.0410330	0.1075310	0.0837098
16440	0.8568207	0.1419734	0.0665530	0.0659744	0.0304087	0.1204798	0.0341759	0.0193801	0.0603097	0.0477965	0.0668830	0.0704648
16450	0.8646223	0.1502725	0.1145915	0.0666974	0.0166537	0.0214209	0.0317006	0.0200724	0.0736755	0.0722023	0.0877809	0.1450699
16460	0.8646223	0.1423292	0.1241506	0.0682728	0.0147974	0.0639536	0.0342551	0.0259532	0.0702999	0.0722023	0.0605188	0.1450699
16470	0.7272100	0.1179110	0.0881801	0.0642787	0.0151441	0.0676471	0.0308652	0.0253752	0.0746655	0.0384297	0.0658186	0.0456467
16480	0.9008081	0.1372982	0.1080299	0.0799063	0.0536328	0.0676471	0.0281631	0.0245911	0.0738415	0.0251501	0.0441264	0.0482643
16490	0.9008081	0.1258042	0.1017868	0.0609721	0.0536328	0.0770544	0.0282297	0.0241465	0.0670546	0.0214497	0.0116381	0.0177659
16500	0.8939496	0.1296330	0.1268429	0.0623995	0.0534053	0.0386248	0.0258522	0.0229335	0.0717873	0.0053679	0.0105750	0.0168084
16510	0.8830629	0.1195096	0.0671900	0.0613663	0.0246653	0.0465993	0.0231204	0.0233199	0.0788799	0.0049194	0.0176271	0.0135435
16520	0.3195916	0.1459566	0.1243586	0.0700710	0.0502414	0.0637537	0.0239697	0.0174066	0.0675101	0.0028847	0.0368530	0.0066090
16530	0.4954429	0.1276577	0.1137276	0.0746440	0.0128902	0.0070155	0.0219842	0.0171708	0.0681619	0.0036845	0.0152519	0.0080448
16540	0.4972005	0.1420327	0.0928388	0.0667928	0.0011160	0.0043686	0.0222136	0.0170511	0.0754118	0.0055779	0.0038720	0.0043137
16550	0.2091006	0.1268591	0.0864988	0.0780722	0.0025284	0.1264299	0.0222136	0.0180343	0.0719163	0.0032474	0.0054051	0.0046655
16560	0.3888914	0.1446493	0.0941245	0.0714132	0.0651303	0.0836226	0.0211629	0.0180343	0.0719163	0.0150485	0.0154465	0.0012581
16570	0.5018828	0.1301833	0.1121154	0.0772002	0.0572163	0.0836226	0.0206050	0.0166497	0.0719962	0.0047830	0.0172993	0.0030323
16580	0.9621287	0.1463669	0.1024443	0.0621609	0.0398088	0.1191024	0.0219257	0.0163376	0.0755032	0.0171009	0.0084759	0.0097072
16590	0.9621287	0.1292626	0.1015304	0.0760675	0.0678471	0.0637478	0.0208971	0.0163376	0.0889628	0.0669111	0.0081391	0.0287531
16600	0.5591108	0.1529909	0.1256034	0.0761886	0.0678471	0.0335166	0.0164353	0.0163376	0.0954330	0.0052424	0.0105303	0.0113615
16610	0.5843772	0.1313794	0.0743944	0.0738993	0.0095218	0.0542516	0.0153893	0.0171929	0.0867289	0.0042441	0.0081228	0.0173701
16620	0.6633391	0.1549345	0.0878341	0.0657328	0.0618451	0.0116115	0.0153893	0.0171929	0.0922371	0.0051534	0.0081228	0.0488094
16630	0.5354455	0.1376903	0.1145280	0.0619778	0.0061262	0.0085572	0.0144864	0.0158142	0.0927060	0.0059189	0.0051903	0.0065783
16640	0.5194131	0.1193160	0.1077546	0.0716405	0.0499859	0.0718074	0.0113823	0.0161775	0.0955066	0.0161322	0.0295456	0.0063702
16650	0.3636142	0.1394318	0.0905029	0.0646308	0.0492310	0.1184719	0.0095063	0.0104105	0.0912454	0.0152478	0.0303578	0.0018903
16660	0.4568476	0.1285772	0.0683635	0.0629882	0.0009134	0.0678452	0.0091242	0.0105198	0.0943034	0.0047165	0.0185799	0.0033031
16670	0.4804441	0.1344519	0.1160917	0.0610671	0.0497073	0.0273232	0.0095764	0.0095380	0.1064238	0.0233266	0.0156378	0.0057104
16680	0.7087032	0.1399316	0.0884032	0.0609402	0.0497073	0.1156117	0.0103754	0.0097086	0.1115016	0.0340373	0.0125625	0.0006911
16690	0.3365589	0.1511869	0.1237054	0.0719899	0.0624231	0.0152258	0.0085957	0.0112581	0.1115016	0.0137220	0.0080992	0.0006320
16700	0.6315737	0.1489586	0.1188759	0.0782747	0.0240827	0.0588464	0.0087137	0.0112581	0.1115016	0.0070464	0.0029676	0.0008640
16710	0.3658718	0.1607551	0.1535101	0.0757892	0.0400944	0.1538778	0.0095262	0.0112581	0.1189557	0.0047313	0.0047478	0.0032696
16720	0.4786390	0.1573034	0.1314241	0.0610332	0.0152986	0.1538778	0.0095262	0.0112581	0.1114150	0.0018978	0.0021343	0.0016472
16730	0.9417170	0.1305075	0.1216498	0.0617841	0.0154066	0.0007410	0.0091351	0.0112581	0.1103352	0.0101442	0.0021401	0.0015044
16740	0.4769486	0.1397826	0.1357979	0.0771612	0.0425088	0.0219393	0.0099359	0.0112581	0.1103352	0.0980162	0.0015745	0.0003259
16750	0.3205492	0.1454921	0.1187682	0.0804932	0.0385638	0.0517163	0.0104790	0.0112585	0.1103352	0.1550048	0.0016121	0.0003492
16760	0.4109715	0.1584516	0.1197736	0.0750914	0.0402087	0.0466669	0.0095299	0.0117107	0.1103352	0.1065811	0.0050894	0.0002204
16770	1.0269295	0.1466635	0.0980382	0.0721219	0.0402087	0.1250270	0.0078571	0.0110929	0.1103352	0.1043032	0.0015708	0.0004391
16780	0.8068002	0.1258477	0.1060668	0.0703719	0.0043927	0.0981490	0.0078690	0.0110929	0.1103352	0.1487395	0.0012519	0.0003490
16790	0.9863612	0.1265184	0.0779412	0.0752317	0.0128608	0.0240877	0.0070133	0.0110929	0.1103352	0.0140065	0.0014658	0.0000908
16800	0.2990893	0.1298403	0.1103854	0.0607220	0.0012760	0.0339092	0.0075130	0.0110929	0.1103352	0.0251387	0.0021386	0.0001311
16810	0.7522051	0.1298403	0.0998491	0.0629744	0.0544550	0.0703449	0.0077521	0.0116048	0.1103352	0.0146627	0.0054602	0.0001950
16820	0.9220852	0.1238513	0.0809923	0.0773089	0.0248118	0.0533663	0.0076210	0.0116048	0.1103352	0.0148015	0.0055000	0.0001850
16830	0.9220852	0.1538450	0.1271246	0.0629103	0.0015249	0.0162513	0.0085503	0.0109597	0.1103352	0.0266726	0.0034134	0.0001290
16840	0.1613370	0.1570935	0.0944266	0.0683548	0.0293949	0.0389605	0.0078191	0.0109597	0.1103352	0.0060913	0.0045987	0.0000748
16850	0.2284310	0.1527139	0.0907832	0.0702994	0.0414154	0.0635126	0.0080578	0.0117380	0.1103352	0.0073212	0.0101924	0.0000811
16860	0.2650037	0.1541083	0.1250479	0.0644329	0.0414154	0.0461083	0.0077411	0.0112062	0.1103352	0.0025774	0.0018345	0.0002009
16870	0.6325243	0.1585164	0.1349248	0.0644014	0.0358715	0.0251503	0.0076747	0.0112062	0.1103352	0.0004068	0.0044711	0.0001022
16880	0.9595804	0.1585164	0.1265609	0.0660689	0.0358715	0.1485599	0.0076747	0.0112062	0.1103352	0.0012157	0.0066255	0.0001022
16890	0.3497773	0.1488589	0.0866790	0.0655128	0.0008495	0.0304102	0.0076747	0.0112062	0.1103352	0.0015337	0.0134500	0.0000497
16900	0.7973299	0.1297610	0.0722189	0.0681989	0.0616094	0.0896402	0.0076747	0.0102782	0.1103352	0.0032847	0.0111601	0.0001108
16910	0.7973299	0.1290213	0.1153837	0.0806957	0.0616094	0.1150273	0.0074670	0.0099395	0.1103352	0.0017031	0.0053587	0.0001750
16920	0.7956186	0.1291839	0.1023641	0.0697158	0.0616094	0.1150273	0.0072776	0.0105323	0.1103352	0.0055042	0.0125432	0.0001340
16930	0.7443220	0.1265355	0.1170780	0.0668069	0.0449822	0.1150273	0.0073966	0.0103068	0.1103352	0.0112124	0.0145334	0.0003247
16940	0.7329196	0.1526384	0.1090711	0.0787386	0.0429288	0.0298585	0.0081654	0.0124706	0.1103352	0.0584664	0.0596619	0.0003430
16950	0.8923905	0.1510713	0.1378640	0.0647426	0.0620152	0.0802078	0.0077193	0.0087071	0.1125319	0.0262458	0.0214256	0.0011251
16960	0.4930027	0.1514491	0.1050785	0.0725820	0.0620152	0.0794344	0.0072409	0.0088192	0.1125319	0.0299040	0.0658831	0.0014879
16970	0.4763686	0.1281422	0.1241372	0.0800964	0.0620152	0.0777111	0.0077107	0.0101053	0.1125319	0.0228088	0.0575946	0.0038960
16980	0.7519887	0.1590124	0.0866675	0.0667824	0.0272396	0.0314291	0.0076877	0.0140207	0.1053157	0.1621574	0.0590150	0.0067380
16990	0.6789576	0.1498989	0.1223969	0.0726414	0.0231936	0.0312898	0.0084971	0.0108227	0.1096819	0.1435280	0.0580666	0.0433448
17000	0.5816019	0.1388358	0.0734666	0.0595401	0.0303055	0.0425673	0.0082644	0.0099625	0.1096226	0.1818673	0.1406847	0.1000774
17010	0.9699047	0.1328251	0.1219294	0.0783898	0.0574986	0.0009755	0.0090883	0.0091307	0.1072538	0.0944155	0.0509399	0.1205368
17020	0.9699047	0.1177956	0.0597114	0.0596320	0.0095540	0.0400134	0.0074678	0.0088312	0.0908112	0.1791710	0.0154704	0.0893520
17030	0.5445714	0.1596326	0.0913878	0.0764622	0.0632737	0.0215292	0.0099829	0.0095992	0.0995214	0.2240553	0.0201332	0.3316435
17040	0.6434867	0.1533109	0.1079936	0.0787685	0.0447314	0.0433293	0.0112253	0.0092581	0.0990021	0.1510450	0.0299716	0.2230373
17050	0.1916389	0.1533109	0.1389954	0.0743497	0.0464994	0.1053171	0.0142584	0.0132774	0.0881859	0.0595646	0.2933948	0.1539447
17060	0.2601553	0.1416085	0.0768065	0.0654732	0.0464994	0.0550125	0.0125105	0.0154070	0.0902682	0.1256422	0.1857881	0.5259456
17070	0.7325006	0.1433438	0.1069553	0.0638078	0.0171436	0.0076710	0.0128965	0.0171836	0.1163672	0.0234850	0.5517011	0.5461190
17080	0.2739499	0.1280133	0.1129426	0.0727428	0.0618740	0.0028937	0.0147213	0.0170658	0.1052564	0.0237954	0.4431988	0.2496077
17090	0.2743421	0.1288715	0.1015152	0.0734555	0.0618740	0.1120307	0.0128167	0.0226068	0.0891759	0.0263298	0.0574196	0.3334449
17100	0.7879483	0.1347644	0.1019509	0.0638131	0.0435769	0.1120307	0.0160451	0.0198015	0.0865461	0.0410216	0.0475138	0.1294961
17110	0.7879483	0.1251063	0.1238691	0.0773784	0.0595151	0.0336931	0.0131777	0.0272698	0.0895369	0.1082608	0.0593054	0.3151617
17120	0.7057263	0.1242582	0.0982582	0.0672950	0.0595151	0.0960120	0.0147580	0.0238699	0.0838738	0.0128439	0.0411300	0.0701816
17130	0.5904765	0.1583223	0.1247870	0.0684982	0.0595151	0.0603220	0.0159504	0.0197542	0.0836546	0.0225522	0.0593132	0.0048576
17140	0.3843840	0.1338774	0.1140852	0.0675002	0.0253869	0.0552660	0.0162938	0.0146954	0.0843629	0.0152782	0.2465648	0.0248098
17150	0.5086748	0.1193658	0.0829580	0.0726732	0.0075399	0.0391009	0.0174312	0.0123729	0.0792638	0.0089359	0.1783773	0.0155375
17160	0.6830794	0.1371265	0.1229125	0.0681229	0.0079388	0.0249300	0.0168950	0.0134407	0.0854740	0.0301511	0.1783773	0.0446344
17170	0.6830794	0.1369009	0.0986292	0.0710111	0.0260701	0.0682281	0.0186193	0.0144679	0.0917932	0.0179160	0.0740089	0.0336959
17180	0.6971960	0.1262358	0.0829097	0.0587350	0.0461921	0.0682281	0.0208342	0.0140649	0.0878413	0.0258137	0.0641199	0.0554562
17190	0.6971960	0.1478628	0.1175161	0.0760163	0.0218238	0.1461472	0.0194602	0.0114962	0.0856971	0.0951985	0.1385455	0.0379701
17200	0.2789578	0.1401436	0.0822318	0.0603760	0.0592648	0.0184232	0.0234142	0.0098694	0.0695520	0.2125730	0.0878309	0.0921081
17210	0.4472421	0.1546066	0.0954497	0.0780127	0.0647443	0.0035497	0.0221986	0.0121704	0.0780034	0.1531010	0.0733313	0.0352310
17220	0.6595956	0.1378122	0.1322021	0.0663744	0.0575561	0.0689935	0.0198704	0.0112973	0.0778937	0.0489124	0.0348879	0.0067238
17230	0.6953802	0.1208484	0.0969828	0.0617519	0.0613650	0.0206763	0.0179331	0.0119659	0.0799156	0.0179942	0.0444613	0.0182860
17240	0.4392439	0.1328514	0.1313475	0.0754287	0.0142567	0.0752991	0.0187809	0.0146140	0.0780007	0.0044965	0.2572215	0.0341393
17250	0.3044529	0.1253254	0.1231276	0.0686634	0.0547802	0.0531832	0.0191711	0.0150154	0.0701027	0.0266643	0.1635417	0.0279686
17260	0.8722818	0.1494865	0.0725097	0.0664761	0.0283227	0.0063507	0.0175571	0.0103381	0.0717487	0.0438142	0.1102156	0.0163164
17270	0.2646692	0.1253175	0.0701439	0.0620594	0.0327420	0.1177080	0.0162299	0.0100531	0.0630186	0.0812026	0.0895186	0.0171166
17280	0.1306965	0.1262539	0.1115146	0.0717674	0.0409172	0.1177080	0.0146354	0.0102342	0.0682535	0.2952958	0.1562477	0.0327878
17290	0.6016686	0.1551270	0.1438346	0.0722923	0.0702354	0.1177080	0.0169758	0.0148948	0.0695615	0.0165440	0.0417948	0.0052221
17300	0.6121058	0.1560776	0.1120870	0.0799787	0.0702354	0.1485739	0.0152395	0.0145875	0.0732813	0.0724896	0.1323891	0.0124321
17310	0.6076546	0.1520233	0.0909487	0.0697537	0.0427360	0.1124068	0.0139783	0.0182620	0.0660411	0.0450567	0.0389114	0.0173922
17320	0.4648730	0.1246559	0.0809176	0.0794309	0.0137969	0.1119731	0.0134859	0.0141750	0.0737113	0.1002767	0.0539745	0.0461945
