Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
13800	1.0328076	0.9424232	0.4799398	0.4130873	0.2529702	0.2270544	0.0277188	0.0157748	0.1665804	0.5835049	0.6176857	1.0528199	-2128014.932
14400	1.1068234	1.0165064	0.5429549	0.4905250	0.2396965	0.2294915	0.0223023	0.0195445	0.2213851	0.5856284	0.5925340	0.6639976	-2128012.026
15000	1.0077022	0.9586053	0.5769786	0.5220617	0.2197392	0.2624234	0.0217454	0.0227950	0.1356389	0.7039647	1.0706351	0.6146971	-2128008.375
15600	1.0530606	1.0032603	0.5830237	0.5326291	0.1934369	0.2867983	0.0186567	0.0122753	0.3098410	0.6107290	0.5969998	1.5121006	-2128009.276
16200	1.0455845	1.0182489	0.6072501	0.5281117	0.2230857	0.3133513	0.0301857	0.0085149	0.2183872	0.8822550	0.7147819	0.9440492	-2128006.181
16800	0.9675524	0.9594028	0.7064063	0.5351783	0.2411476	0.2799485	0.0210310	0.0145590	0.1315883	0.9618193	0.8767972	0.8944399	-2128008.524
17400	1.0012566	0.9886170	0.6833293	0.4885172	0.2715360	0.2489875	0.0385155	0.0208823	0.1607774	1.1230211	0.5939427	0.7271825	-2128012.300
18000	1.0914955	0.9737909	0.7605046	0.5323214	0.2905450	0.2638997	0.0140213	0.0170431	0.1448940	0.5903420	0.7468763	0.5476302	-2128002.151
18600	1.0710594	0.9595006	0.7559562	0.5644330	0.3075266	0.2618873	0.0118218	0.0206478	0.1587964	0.6135889	0.6484975	0.9058142	-2128003.990
19200	1.0796158	0.9800727	0.6449048	0.5337469	0.3322633	0.3235792	0.0179851	0.0138739	0.1782641	0.6769899	0.4979104	1.2681617	-2128004.187
19800	0.9664015	0.9409248	0.6901297	0.5529392	0.3161707	0.2540582	0.0122513	0.0112544	0.0855059	0.5582627	0.7171547	0.3472233	-2128004.091
20400	1.0051199	0.9489139	0.7443543	0.5014520	0.3127635	0.2851408	0.0272097	0.0133823	0.1033234	0.7879868	0.4877734	0.7622692	-2128010.856
21000	0.9788908	0.9494142	0.7805060	0.5527473	0.3988018	0.3098659	0.0381463	0.0185989	0.1147008	0.7529949	0.6387515	0.4017811	-2128004.055
21600	0.9693755	0.9506325	0.8380447	0.6375446	0.4266343	0.3011876	0.0203656	0.0124908	0.1188838	0.7331563	0.6030467	1.0092519	-2128008.357
22200	1.0041716	0.9528824	0.9002979	0.6441184	0.4210253	0.3017116	0.0484411	0.0087139	0.1088900	1.0316144	0.4132891	0.4780391	-2128009.004
22800	1.0992006	0.9599319	0.8717334	0.6342739	0.4424848	0.2917476	0.0189650	0.0203548	0.1061510	0.8078346	0.8080280	0.5566168	-2128008.152
23400	1.0223568	0.9527085	0.7775294	0.6302652	0.4321553	0.2855867	0.0262922	0.0126460	0.1109456	0.7325582	0.7571604	0.5994510	-2128018.126
24000	1.0684007	0.9621962	0.6869534	0.6148579	0.4232261	0.2581949	0.0353487	0.0151884	0.1225841	1.3298857	0.4494346	0.6583095	-2128011.332
24600	1.0898948	0.9767609	0.7047654	0.6071453	0.4276366	0.2625360	0.0257457	0.0167102	0.0933295	0.6349554	0.7027473	0.7544050	-2128008.403
25200	1.0703601	0.9684861	0.7008620	0.5828734	0.4203549	0.3023758	0.0242898	0.0124589	0.1477650	0.7948925	0.5538686	0.6755741	-2128008.430
25800	1.0966765	0.9553329	0.7832821	0.6461603	0.5121657	0.3122319	0.0134099	0.0084021	0.1438411	0.5012883	0.6399129	0.7744925	-2128008.314
26400	1.0826240	0.9582885	0.7584850	0.6866781	0.4737966	0.2853585	0.0189272	0.0169995	0.1459905	0.7508148	0.7691099	0.7965577	-2128012.133
27000	1.0953566	1.0026202	0.7623479	0.7005125	0.4445370	0.3452178	0.0235057	0.0091218	0.0705560	0.8161715	0.2845051	0.8693700	-2128004.633
27600	1.0966584	0.9485957	0.8953852	0.6939835	0.4400113	0.3995739	0.0221988	0.0118688	0.0870523	0.5406356	0.5397563	0.4087578	-2128002.737
28200	1.0990517	0.9746927	0.8741015	0.7654463	0.4821528	0.4311611	0.0185723	0.0176820	0.0644292	0.3497877	0.6965144	0.4093282	-2128007.484
28800	1.0288754	0.9731592	0.8448975	0.7357040	0.4724529	0.4188887	0.0208218	0.0127121	0.0660455	0.5695718	0.6363577	0.4366073	-2128009.797
29400	1.1005556	0.9624561	0.8748052	0.8150367	0.5009340	0.4458235	0.0271121	0.0100670	0.1643978	0.7886987	0.3691238	1.4735540	-2128009.559
30000	1.0706659	0.9578441	0.8967671	0.8353121	0.5283404	0.3983086	0.0173031	0.0116574	0.0877258	0.4687952	0.3834899	0.2845297	-2128004.840
30600	1.1009323	0.9538708	0.8689950	0.8062512	0.5711692	0.3997294	0.0218064	0.0087683	0.1032290	0.4190289	0.1948671	0.3694255	-2128011.970
31200	1.0913242	0.9929093	0.8227018	0.7858857	0.5355036	0.5001528	0.0212357	0.0106778	0.0675269	0.5543882	0.7575133	0.3947969	-2128004.752
31800	1.0029815	0.9579017	0.9073734	0.7712191	0.4964684	0.5165119	0.0135708	0.0125456	0.0783062	0.5775632	0.5453751	0.5546017	-2128007.886
32400	1.0920340	0.9527101	0.8958145	0.7881343	0.5303121	0.4391273	0.0139698	0.0103985	0.0939317	0.3668633	0.3918304	0.4052473	-2128003.886
33000	1.0858879	0.9548392	0.9000932	0.8152790	0.5554116	0.5603142	0.0211976	0.0093151	0.0687006	0.2337547	0.5174756	0.3294118	-2128016.523
33600	1.0874872	0.9524418	0.8799443	0.7836541	0.5594311	0.5572017	0.0158359	0.0092258	0.1216970	0.3171193	0.2272487	0.4093350	-2128017.341
34200	1.0709083	0.9687413	0.8739420	0.8317830	0.5666156	0.6103835	0.0127192	0.0169168	0.0944701	0.5516305	0.5666961	0.3879836	-2128009.178
34800	1.0415031	0.9666472	0.9256407	0.8584043	0.6347592	0.6874089	0.0207127	0.0151892	0.0888274	0.5622611	0.5582274	0.4680680	-2128011.224
35400	1.0833585	0.9926188	0.9236284	0.8242635	0.5758964	0.6239904	0.0202883	0.0135573	0.0767090	0.4869425	0.4694814	0.3178220	-2128012.230
36000	1.0636191	1.0004702	0.9098480	0.7829975	0.5906034	0.7895101	0.0135522	0.0105418	0.0791070	0.5733025	0.4900710	0.4136482	-2128007.515
36600	1.0878920	0.9712255	0.9089038	0.7878180	0.6111522	0.8444077	0.0221930	0.0122141	0.0790820	0.7812857	0.3986379	0.3577542	-2128002.900
37200	1.0619161	0.9896423	0.9441254	0.8915602	0.5968113	0.7016351	0.0130051	0.0105058	0.1035793	0.2520652	0.4475523	0.4668961	-2128001.936
37800	1.0266272	0.9922244	0.9454990	0.8946546	0.6527191	0.7970612	0.0153057	0.0129272	0.1223128	0.2963938	0.5993436	0.4640669	-2128008.823
38400	1.1045387	0.9857187	0.9277617	0.8968842	0.6602691	0.6598759	0.0186651	0.0118537	0.1416592	0.5402665	0.2784990	0.7583902	-2128009.494
39000	1.0610411	1.0229377	0.9285933	0.8886725	0.6715664	0.6186934	0.0249189	0.0111216	0.0692568	0.6262125	0.4936244	0.3568575	-2128009.729
39600	1.0406698	1.0137261	0.9194950	0.8788390	0.6842944	0.5194607	0.0148252	0.0089599	0.1077903	0.5252849	0.5995926	0.5329797	-2128010.696
40200	1.0129216	0.9902955	0.9403588	0.8997675	0.7137432	0.4563776	0.0229920	0.0191273	0.1475306	0.5137830	0.5501203	0.7617730	-2128011.881
40800	0.9903469	0.9802026	0.9623202	0.9168836	0.7386873	0.4421403	0.0191659	0.0139286	0.1254605	0.3170985	0.3407744	0.8297066	-2128001.486
41400	1.0239139	0.9945360	0.9641706	0.9258585	0.6778981	0.5133814	0.0196294	0.0132163	0.0893975	0.5114428	0.2724949	0.4968674	-2128007.017
42000	1.0517424	1.0301081	0.9396370	0.8901054	0.6905559	0.4780171	0.0267757	0.0114030	0.0786718	0.6578020	0.4861226	0.5263994	-2128006.032
42600	1.0945034	1.0281360	0.9863609	0.9197183	0.6404018	0.4489585	0.0242115	0.0079473	0.0987829	1.1184742	0.6030120	0.7523315	-2128009.809
43200	1.0771049	1.0244067	0.9483970	0.9050052	0.6697982	0.5256393	0.0199219	0.0123231	0.1285057	0.5600804	0.6411698	0.4837995	-2128009.044
43800	1.0739878	1.0327138	0.9556962	0.9176019	0.7108778	0.6091109	0.0177027	0.0097075	0.1085849	0.4759798	0.4998502	0.5598460	-2128011.201
44400	1.0865544	1.0198383	0.9514422	0.9279076	0.6872579	0.5983277	0.0219886	0.0092123	0.1209559	0.3564607	0.3800559	0.6703475	-2128005.171
45000	1.0278312	1.0231731	0.9641523	0.8845842	0.6243259	0.6336244	0.0203141	0.0129372	0.0906198	0.9750123	0.4126260	0.3467802	-2128022.106
45600	1.1023912	1.0160840	0.9698130	0.9242781	0.6745097	0.6437181	0.0162314	0.0136159	0.0900433	0.3877869	0.3852490	0.2772490	-2128005.789
46200	1.0191722	1.0000431	0.9600474	0.8801716	0.6659433	0.6084856	0.0168286	0.0101160	0.0788362	0.4552013	0.4414422	0.6491033	-2128003.788
46800	1.0629779	1.0110434	0.9570874	0.9007539	0.6785227	0.7558081	0.0198001	0.0105321	0.0930081	0.6144764	0.3287301	0.3177937	-2128006.229
47400	1.0650152	1.0328170	0.9675136	0.8923602	0.6136824	0.7104239	0.0128120	0.0096812	0.0948613	0.5856608	0.4547359	0.5612576	-2128017.667
48000	1.0904429	1.0210002	0.9658266	0.8709000	0.5483090	0.7047684	0.0331326	0.0109513	0.0998078	1.1326938	0.8832727	0.4300264	-2128011.169
48600	1.0586868	1.0295206	0.9427192	0.8957232	0.5521959	0.7825165	0.0116303	0.0099984	0.0993660	0.4823082	0.6790554	0.6768276	-2128004.831
49200	1.0616076	1.0086548	0.9384340	0.9018509	0.5815215	0.7919250	0.0164933	0.0104022	0.0835689	0.6278870	0.3174657	0.3152096	-2128011.649
49800	1.0577873	1.0188060	0.9639051	0.8526439	0.6153512	0.7782297	0.0187293	0.0093410	0.1215834	0.5549293	0.7433394	0.4950988	-2128005.445
50400	1.0924456	1.0299583	0.9381061	0.8543065	0.7159460	0.7788112	0.0109876	0.0148782	0.0856734	0.5487352	1.4156463	0.4295296	-2128006.445
51000	1.0531232	1.0420937	0.9619050	0.8885098	0.6906055	0.7720903	0.0181439	0.0120315	0.0996186	0.5202020	0.5571013	0.3567816	-2128003.835
51600	1.0990948	1.0344853	0.9832760	0.9395201	0.6748938	0.8232328	0.0260465	0.0091767	0.0781288	0.5780497	0.4543745	0.3608130	-2128003.390
52200	1.0960489	1.0329574	0.9979566	0.9106888	0.7101905	0.8393323	0.0149710	0.0112674	0.0841799	0.5636085	0.3654412	0.3898120	-2128009.963
52800	1.0959490	1.0857374	0.9830748	0.8995824	0.7274383	0.7291010	0.0167771	0.0052860	0.0786364	0.6731828	0.4282859	0.3737765	-2128010.404
53400	1.0821758	1.0805078	1.0211633	0.9108991	0.7105027	0.7274485	0.0160217	0.0125040	0.1409053	0.5381360	0.5704126	0.4057619	-2128003.550
54000	1.0676996	1.0381374	0.9884519	0.9578262	0.7097245	0.6431054	0.0169890	0.0169630	0.1145458	0.6756469	0.9195371	0.5235526	-2128004.950
54600	1.0690713	1.0374675	1.0020908	0.9403987	0.6829173	0.6431318	0.0155912	0.0123393	0.0851637	0.5627222	0.4528175	0.3825531	-2128006.870
55200	1.0956432	1.0362316	0.9967199	0.9043236	0.6480250	0.6777643	0.0150557	0.0088023	0.0929421	0.6018006	0.2267995	0.6286504	-2128011.060
55800	1.0567481	1.0255868	0.9738117	0.8786035	0.6841236	0.7376595	0.0120049	0.0104302	0.1134133	0.2750023	0.6445705	0.3265417	-2128007.630
56400	1.0649463	1.0381382	0.9835363	0.8452310	0.7133559	0.6769758	0.0242554	0.0095344	0.1180780	0.6617298	0.2662998	0.6050674	-2128003.816
57000	1.0991712	1.0244508	0.9707238	0.8921357	0.7345189	0.6753970	0.0150029	0.0087993	0.0700984	0.4464451	0.4142129	0.4380220	-2128005.976
57600	1.0760242	1.0155916	0.9576369	0.8759147	0.6447681	0.6557056	0.0162865	0.0107210	0.0796520	0.3545923	0.4035970	0.3509576	-2128012.357
58200	1.0908153	1.0202812	0.9664269	0.8752334	0.5720485	0.6451275	0.0136777	0.0102907	0.0971719	0.3157396	0.6738630	0.3343503	-2128008.656
58800	1.0926761	1.0237147	0.9921352	0.8499524	0.5417894	0.8071601	0.0141811	0.0151694	0.0746274	0.3465742	0.6509931	0.6359581	-2128000.598
59400	1.0494498	1.0317160	0.9839773	0.9066492	0.5851642	0.7930777	0.0181505	0.0102241	0.1093634	0.3933591	0.4776087	0.6593592	-2128015.556
60000	1.0409321	1.0299548	0.9956883	0.9153115	0.6344380	0.8140063	0.0193254	0.0120628	0.0846326	0.3610004	0.6405123	0.4356067	-2128011.446
60600	1.0866922	1.0735328	1.0109715	0.9350940	0.6956713	0.7764737	0.0154763	0.0079444	0.0811419	0.5372215	0.4559243	0.5317751	-2128008.270
61200	1.0731445	1.0643504	1.0106714	0.9362824	0.7461220	0.7728977	0.0180285	0.0075019	0.0907293	0.4467471	0.3369471	0.4898647	-2128005.104
61800	1.0652679	1.0650520	0.9989941	0.9285338	0.7280020	0.7354205	0.0245754	0.0105198	0.0917953	0.5923183	0.2243841	0.3792522	-2128007.338
62400	1.0612594	1.0510132	0.9979061	0.9389905	0.7795524	0.7932289	0.0207147	0.0117859	0.1569443	0.3299033	0.3725585	0.7831171	-2128007.942
63000	1.0946876	1.0687698	1.0071879	0.9254307	0.7555708	0.7786418	0.0173682	0.0086772	0.1065769	0.4184515	0.2687873	0.2819584	-2128007.619
63600	1.0687874	1.0589925	1.0091136	0.9573134	0.7861120	0.7188620	0.0143471	0.0111840	0.1156826	0.5262735	0.3857014	0.5066571	-2128014.359
64200	1.0919888	1.0670138	1.0076129	0.9550384	0.7623462	0.5792029	0.0122018	0.0151787	0.0680535	0.3924231	0.7384774	0.4562650	-2128001.959
64800	1.0878605	1.0648957	0.9926822	0.9362009	0.7376630	0.7227684	0.0125502	0.0102530	0.1006937	0.4496059	0.3315429	0.3674026	-2128011.690
65400	1.0998746	1.0835525	0.9947664	0.9350111	0.7821293	0.8425583	0.0287479	0.0135262	0.1097599	0.6012638	0.6849542	0.3257735	-2128007.904
66000	1.0996820	1.0894672	1.0101828	0.9393472	0.7487902	0.8404213	0.0157963	0.0093737	0.0954905	0.2468661	0.2828786	0.7153266	-2128006.422
66600	1.0533451	1.0511617	0.9996082	0.9756074	0.7934357	0.7612806	0.0227010	0.0114557	0.1198638	0.8054531	0.3965799	0.4694573	-2128003.249
67200	1.0806275	1.0466040	0.9992447	0.9766840	0.7633493	0.7665215	0.0181543	0.0114620	0.1101660	0.4639971	0.9588931	0.6029005	-2128006.041
67800	1.0562544	1.0389896	0.9944574	0.9547929	0.7529905	0.7978587	0.0247287	0.0097195	0.1249566	0.5115566	0.3434799	0.5563026	-2128009.340
68400	1.0614780	1.0272679	0.9751486	0.9393465	0.7606610	0.7566373	0.0211504	0.0093850	0.0847155	0.4036956	0.3057869	0.5922955	-2128000.851
69000	1.1067007	1.0453005	0.9637831	0.9084435	0.7985989	0.7039799	0.0239055	0.0099326	0.0719418	0.6691550	0.6375619	0.3999909	-2128007.873
69600	1.0976225	1.0393398	0.9693146	0.9103925	0.7315967	0.6213953	0.0133501	0.0089556	0.0747822	0.4923824	0.2453302	0.4285861	-2128006.674
70200	1.0932060	1.0524492	0.9722705	0.9307373	0.7152218	0.6598148	0.0259159	0.0094993	0.0908291	0.8034489	0.3786393	0.5476750	-2128002.941
70800	1.0927135	1.0474078	1.0064704	0.8940854	0.7435706	0.7107729	0.0130020	0.0157900	0.0940989	0.4211348	0.8020356	0.3992109	-2128016.434
71400	1.0747894	1.0232813	0.9613766	0.9029217	0.7321108	0.6037371	0.0276641	0.0093813	0.1296114	0.7552477	0.2800896	0.5832816	-2128000.609
72000	1.0646434	1.0271974	0.9784540	0.9161711	0.6926545	0.6090164	0.0122100	0.0112487	0.0929311	0.3266549	0.6281457	0.6904213	-2128012.990
72600	1.0394925	1.0173602	0.9583739	0.9047255	0.5286463	0.6285522	0.0239473	0.0111428	0.1096710	0.3880653	0.3420253	0.5536245	-2128005.073
73200	1.0529371	1.0173404	0.9416522	0.8123085	0.5499821	0.6311555	0.0216345	0.0064262	0.0956661	0.6274036	0.3979783	0.2662865	-2128013.072
73800	1.0536469	1.0047653	0.9438459	0.8154485	0.5217056	0.5144561	0.0195432	0.0096859	0.1063234	0.6237932	0.5378245	0.4350038	-2128004.640
74400	1.0907947	1.0334333	0.9717500	0.8355190	0.5142468	0.5349451	0.0254087	0.0083154	0.0609783	0.4465783	0.5220351	0.7701886	-2128007.055
75000	1.0518207	0.9898290	0.9123082	0.8405238	0.4384651	0.6459180	0.0192363	0.0144608	0.1063505	0.4503999	0.5588648	0.4209915	-2128008.890
75600	1.0349523	0.9989622	0.8648964	0.8155665	0.4467826	0.6272024	0.0159358	0.0132039	0.1275246	0.2705773	0.5395620	0.7237397	-2128012.473
76200	0.9689846	0.9472661	0.8716756	0.8254476	0.3733217	0.6427618	0.0192096	0.0098405	0.0863212	0.7191364	0.5466315	0.5154180	-2128004.988
76800	1.0402350	0.9568524	0.8861069	0.8353602	0.4020440	0.7022069	0.0209607	0.0116678	0.0835951	0.6058227	0.3450172	0.3612905	-2128008.260
77400	0.9500698	0.9437237	0.8633792	0.7704898	0.4318595	0.6480737	0.0249793	0.0106813	0.1398780	0.6024119	0.5673969	0.8095718	-2128004.550
78000	1.0395560	0.9922009	0.8677993	0.7793008	0.4817256	0.6333096	0.0176403	0.0096027	0.1038663	0.5324933	0.5469511	0.4921381	-2128000.424
78600	1.0906265	0.9748611	0.9369485	0.8656845	0.5265351	0.5534155	0.0173100	0.0112333	0.0992728	0.7106297	0.5246213	0.5259127	-2128011.976
79200	1.0865965	0.9829934	0.9277502	0.8916934	0.5406601	0.6096962	0.0291168	0.0125685	0.1226022	0.8278213	0.5873334	0.4007143	-2128003.148
79800	1.1060059	0.9976101	0.9084756	0.8694818	0.4992780	0.6225634	0.0265422	0.0090372	0.1385417	0.7257777	0.2884410	0.6772153	-2128004.032
80400	1.0911852	1.0473012	0.9350084	0.8351749	0.4988755	0.6828144	0.0261251	0.0107337	0.0945071	0.6474940	0.4528094	0.4604907	-2128010.617
81000	1.0327272	0.9919379	0.9219978	0.8344190	0.5618237	0.5775500	0.0190331	0.0118810	0.1171367	0.5596794	0.4381752	0.5063308	-2128000.328
81600	1.1098932	1.0428305	0.9849534	0.8674506	0.5220400	0.5777005	0.0083469	0.0125165	0.0776034	0.6717123	0.5972469	0.5010567	-2128006.157
82200	1.0632537	0.9875373	0.8926133	0.8343614	0.4511112	0.4846974	0.0111377	0.0149289	0.1133437	0.3503435	0.5032848	0.3385564	-2128010.772
82800	1.0599506	0.9969684	0.9272819	0.8033477	0.4850528	0.5761662	0.0128070	0.0152362	0.1255475	0.4830870	0.6951990	0.5261667	-2128009.410
83400	1.1005327	1.0257614	0.9210905	0.8351496	0.5408375	0.5344856	0.0198116	0.0139095	0.2020347	0.3572211	0.9598001	1.1681251	-2128003.235
84000	1.0556280	0.9777143	0.9255863	0.8550667	0.6285040	0.5559679	0.0179681	0.0128163	0.0940379	0.4233724	0.3934321	0.7317035	-2128006.089
84600	1.0756928	0.9563323	0.9012458	0.8545086	0.6139214	0.5619140	0.0316249	0.0098757	0.0861132	0.4747672	0.2590473	0.3921729	-2128008.702
85200	1.0436074	0.9653792	0.8905738	0.8420916	0.6841763	0.5921200	0.0190954	0.0125915	0.1015807	1.2905729	0.4222416	0.3389611	-2128005.322
85800	1.0720628	0.9581005	0.9130622	0.8627605	0.6702978	0.6069560	0.0161249	0.0104572	0.1268087	0.3248948	0.2760722	0.5192635	-2128012.183
86400	1.0729948	0.9729456	0.9014663	0.8433608	0.5999029	0.7669591	0.0214540	0.0097608	0.1006016	0.5102340	0.4012517	0.3894108	-2128006.453
87000	1.0545214	0.9746207	0.9304888	0.8782028	0.6194504	0.7929524	0.0159420	0.0112677	0.0892387	0.3007618	0.4274166	0.2312517	-2128005.820
87600	1.0613395	0.9814187	0.9272456	0.8496870	0.6663494	0.7890142	0.0166282	0.0133071	0.1065976	0.2852172	0.2979707	0.4128496	-2127999.349
88200	1.0527750	0.9743784	0.9371397	0.8536323	0.5733493	0.7703674	0.0168696	0.0188838	0.1086457	0.4291136	0.4084889	0.5379772	-2128017.349
88800	1.0504276	0.9743784	0.9537211	0.9088423	0.6521304	0.7581529	0.0394478	0.0116188	0.1982763	0.5778573	0.5179903	0.6135610	-2128003.670
89400	1.1063995	0.9777824	0.9467160	0.9003334	0.6776486	0.7014865	0.0190218	0.0084260	0.0811765	0.9254485	0.3449337	0.6570735	-2128013.118
90000	1.0821922	0.9804775	0.9391719	0.8911595	0.6573381	0.7227611	0.0207634	0.0175096	0.1457535	0.4532156	0.8078797	0.4284841	-2128005.871
90600	1.0759446	0.9792173	0.9444678	0.8860309	0.6453961	0.7148150	0.0240752	0.0081593	0.1614859	0.5034150	0.3462710	0.5582045	-2128008.302
91200	1.0687335	0.9741286	0.9423902	0.8866200	0.6398961	0.6681631	0.0129379	0.0112417	0.0965660	0.5110010	0.4271057	0.2861248	-2128012.208
91800	1.0344276	0.9840313	0.9332189	0.8171614	0.5471702	0.7817401	0.0280248	0.0148241	0.0612793	0.4971470	0.6786642	0.3094592	-2128003.052
92400	0.9794752	0.9675780	0.9107445	0.8064597	0.5391747	0.7807553	0.0160454	0.0118729	0.1196957	0.3487161	0.2465980	0.6219774	-2128004.457
93000	0.9969282	0.9744003	0.9249785	0.7953410	0.5406386	0.8038559	0.0189068	0.0118712	0.0920908	0.5167090	0.4153195	0.3941351	-2128016.904
93600	1.0055817	0.9875166	0.8747931	0.8256748	0.6763912	0.7977863	0.0271203	0.0108916	0.0925828	0.8210108	0.4272171	0.4090710	-2128005.153
94200	1.0222779	0.9955973	0.9181130	0.8837630	0.7087140	0.8142243	0.0162379	0.0185875	0.0642522	0.7823949	0.7066004	0.4802042	-2128005.345
94800	1.0858721	1.0018367	0.9111307	0.8572147	0.6704084	0.8150266	0.0297709	0.0100882	0.1055850	0.5897978	0.5211919	0.5180948	-2128002.284
95400	1.0522310	1.0170740	0.9462498	0.8877005	0.6499054	0.5996336	0.0174064	0.0071535	0.0922803	0.3112666	0.5453546	0.6830586	-2128007.480
96000	1.0518648	1.0185355	0.9538435	0.8378762	0.5999701	0.4809197	0.0176451	0.0113094	0.0974719	0.5745722	0.6744009	0.8106162	-2128012.479
96600	1.0562706	1.0185355	0.8789975	0.7863017	0.6775959	0.4989701	0.0154632	0.0164663	0.1409687	0.5751186	0.9235275	0.7641786	-2128001.633
97200	1.0672202	1.0195593	0.8400843	0.7764858	0.6595396	0.5786015	0.0136228	0.0119966	0.1135722	0.5084193	0.8144513	0.7706596	-2128007.789
97800	1.0437206	1.0195593	0.8882298	0.7746646	0.6100491	0.5592194	0.0152737	0.0097430	0.1048567	0.4526056	0.4326352	0.7511770	-2128011.615
98400	0.9954127	0.9545415	0.8789637	0.8040047	0.6209612	0.6113737	0.0195737	0.0096240	0.1017108	0.4296147	0.5301287	0.3409069	-2128008.259
99000	1.0230168	0.9611871	0.8896088	0.8278407	0.6562547	0.6863749	0.0191266	0.0122820	0.1168614	0.3795728	0.4488859	0.3876149	-2128000.844
99600	1.0044314	1.0023112	0.9037579	0.8168072	0.6100812	0.6129344	0.0185651	0.0119694	0.0870931	0.4545182	0.2178750	0.3078854	-2128000.308
100200	1.0274219	0.9677286	0.8296781	0.7921077	0.5413542	0.7801425	0.0145566	0.0100050	0.1042441	0.3058785	0.4980627	0.2900745	-2128007.236
100800	1.0941194	0.9726253	0.8894247	0.8202870	0.6258833	0.7824450	0.0247429	0.0101040	0.0825717	0.4560370	0.4898994	0.2695593	-2128008.315
