Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
2038200	1.0243280	0.9531594	0.8807748	0.8072022	0.6201688	0.7647264	0.0179790	0.0098946	0.1134800	0.1917238	0.4904392	0.2272122	-2128006.163
2038800	1.0509042	0.9556605	0.8995009	0.7861403	0.6197585	0.6322584	0.0172754	0.0128327	0.1063663	0.5708839	0.2898858	0.5093645	-2128013.207
2039400	1.0933249	0.9602011	0.8664554	0.8156938	0.6574365	0.6309459	0.0179056	0.0103523	0.1158671	0.2602758	0.3340110	0.6707263	-2128007.886
2040000	1.0997959	0.9466468	0.8967052	0.8333216	0.6599075	0.5891835	0.0190291	0.0118941	0.1105570	0.2603052	0.3891449	0.6067787	-2128004.164
2040600	1.0720722	0.9543800	0.8874047	0.8472449	0.6602966	0.5678813	0.0295001	0.0099374	0.0888304	0.8895428	0.3637721	0.2830318	-2128006.556
2041200	1.0740265	0.9815799	0.8960343	0.8517673	0.6415071	0.5778608	0.0198354	0.0109136	0.1272029	0.3788208	0.2718195	0.4676816	-2128017.213
2041800	1.0253938	0.9663125	0.9179049	0.8165787	0.6280949	0.4337481	0.0236616	0.0086487	0.1023559	0.8311757	0.2622114	0.3348465	-2128008.795
2042400	1.0263838	0.9523232	0.9083826	0.8714219	0.6406263	0.3868381	0.0290367	0.0118257	0.0894072	0.3568244	0.3771229	0.5859629	-2128005.330
2043000	1.0749131	0.9664760	0.9073987	0.8252859	0.6574590	0.5183467	0.0147732	0.0088585	0.0703130	0.5135744	0.1889642	0.4077627	-2128001.742
2043600	1.0772821	0.9440235	0.8941187	0.8352136	0.6523318	0.4548007	0.0157157	0.0109517	0.1205019	0.2580908	0.5682792	0.8762079	-2128004.648
2044200	1.0756679	0.9497517	0.9020921	0.8457702	0.6146831	0.4599938	0.0210779	0.0101562	0.1264254	0.5387596	0.2039188	0.3084211	-2128002.081
2044800	1.0188699	0.9363113	0.8964250	0.8688237	0.5722391	0.5513587	0.0151729	0.0176530	0.1075299	0.4831368	0.7509170	0.4480243	-2128007.775
2045400	0.9996517	0.9499251	0.8888498	0.8185811	0.4966067	0.5987807	0.0227229	0.0095817	0.1223727	0.4599111	0.5486537	0.7008294	-2128008.867
2046000	1.0336181	0.9680480	0.8706999	0.8151085	0.5297712	0.5691857	0.0246772	0.0099620	0.0975229	0.3487545	0.4996283	0.3306625	-2128006.579
2046600	1.0066604	0.9553181	0.8272814	0.7855125	0.4752325	0.5845061	0.0164781	0.0104622	0.1180856	0.7144163	0.5208198	0.7688019	-2128010.440
2047200	0.9736745	0.9415580	0.8431407	0.7596792	0.5412195	0.6100700	0.0157880	0.0079189	0.0813117	0.2966859	0.4794160	0.3796424	-2128004.562
2047800	1.0746610	0.9488722	0.9032280	0.8264382	0.5698479	0.6243389	0.0221062	0.0206966	0.0947388	0.4258005	0.6178851	0.4321503	-2128007.030
2048400	1.0830339	0.9681292	0.8956766	0.8411803	0.6589378	0.7156342	0.0152685	0.0165957	0.1261413	0.4901615	0.8601912	0.4992379	-2128001.571
2049000	1.0321960	0.9623441	0.9093680	0.8450380	0.6870390	0.6732943	0.0181513	0.0091576	0.1633668	0.3404421	0.3277435	0.4846088	-2128014.170
2049600	1.0244053	0.9895209	0.9355478	0.8825760	0.6941124	0.6330825	0.0151217	0.0110224	0.1265994	0.3275472	0.2898405	0.4049555	-2128009.843
2050200	1.0324006	0.9943429	0.9406764	0.8885767	0.6599034	0.7250026	0.0164792	0.0130356	0.1089184	0.7979911	0.4831855	0.3660194	-2128011.300
2050800	1.0741664	1.0491864	0.9952031	0.8754737	0.6954199	0.5654638	0.0160097	0.0134247	0.1316635	0.8233414	1.0057159	0.6346309	-2128008.378
2051400	1.0375683	1.0215437	0.9594707	0.8927721	0.6846520	0.4126988	0.0242936	0.0118231	0.1103935	0.7515502	0.4042675	0.4319430	-2128002.517
2052000	1.0028078	0.9937790	0.9439233	0.8881582	0.7089283	0.5224775	0.0167544	0.0115449	0.0995669	0.4792680	0.4737253	0.4179305	-2128007.591
2052600	1.0523645	1.0027921	0.9214176	0.8763559	0.7044499	0.5749926	0.0117557	0.0100899	0.1039241	0.1937488	0.2877893	0.2831588	-2128006.096
2053200	1.0276361	1.0209241	0.9159058	0.8530319	0.6591167	0.6204196	0.0174279	0.0111346	0.1014920	0.9457697	0.4470481	0.6866169	-2128007.201
2053800	1.0652546	0.9787628	0.9261948	0.8714661	0.6998592	0.6480244	0.0217633	0.0194017	0.0958008	0.3932680	0.5338237	0.6126660	-2128007.409
2054400	1.0303141	0.9927609	0.9516537	0.8429993	0.6499758	0.6773229	0.0217048	0.0099310	0.0985124	0.5396224	0.3508276	0.5047320	-2128000.538
2055000	1.0973945	1.0149760	0.9353491	0.8319267	0.5924495	0.5566852	0.0187444	0.0097989	0.0561691	0.6060678	0.4766603	0.7073967	-2128002.607
2055600	1.0885000	0.9651410	0.9176157	0.8658793	0.5564180	0.6270305	0.0182946	0.0094209	0.1043468	0.3063043	0.5460381	0.5592931	-2128001.399
2056200	1.0969384	0.9610975	0.8953915	0.8288501	0.6153670	0.7331160	0.0172697	0.0102653	0.0919964	0.7280661	0.2134097	0.4063356	-2128003.227
2056800	1.0091767	0.9695420	0.8732949	0.7988793	0.6357984	0.7861843	0.0202670	0.0134946	0.1614286	0.6258047	0.5114196	0.9885210	-2128008.499
2057400	1.0984031	0.9504949	0.9074120	0.8443073	0.6652477	0.7530358	0.0177500	0.0099667	0.0783769	0.6390428	0.4270106	0.4075634	-2128009.458
2058000	1.0605605	0.9498093	0.9147325	0.8525904	0.7546880	0.7749980	0.0319659	0.0146478	0.1352166	0.4542044	0.4563374	0.5016536	-2128007.228
2058600	1.0312400	0.9498093	0.9072100	0.8153115	0.6872292	0.7166469	0.0225174	0.0135770	0.1717621	0.5095777	0.5477882	0.5795270	-2128004.297
2059200	0.9793489	0.9507988	0.9008545	0.8176163	0.6898633	0.7588632	0.0159197	0.0146434	0.1289750	0.3496915	0.5381064	0.4335464	-2128004.372
2059800	0.9895476	0.9483541	0.9111721	0.8681961	0.7332987	0.8118529	0.0187716	0.0099862	0.1368702	0.3825996	0.4007378	0.6058641	-2128006.286
2060400	1.0041855	0.9593931	0.9065272	0.8588516	0.7312276	0.7176887	0.0223102	0.0084092	0.1669267	0.6910139	0.2741406	0.7189536	-2128011.647
2061000	1.0964517	0.9563939	0.9110997	0.8612068	0.6655240	0.7694864	0.0218015	0.0101955	0.1000361	0.9041764	0.4497982	0.2809312	-2128008.121
2061600	1.0783910	0.9582576	0.9077428	0.8559437	0.6293260	0.7689571	0.0172420	0.0075594	0.0768011	0.5298362	0.3664891	0.5054142	-2128007.198
2062200	1.0081110	0.9586277	0.9131701	0.8465065	0.5748100	0.7893672	0.0163015	0.0085418	0.0892666	0.5986028	0.1868569	0.2822250	-2128014.087
2062800	0.9605395	0.9600680	0.8947254	0.8672510	0.5591400	0.7613510	0.0220763	0.0091924	0.0930845	0.8856431	0.5315540	0.3171059	-2128009.401
2063400	1.0036038	0.9690747	0.9407208	0.8004875	0.5548334	0.8344273	0.0205765	0.0234128	0.1116324	0.3656864	1.0016088	0.7190075	-2128008.480
2064000	1.0106261	0.9555758	0.8573474	0.7731088	0.5863334	0.7572153	0.0192370	0.0110435	0.1072812	0.5598495	0.4961768	0.8441041	-2128002.741
2064600	0.9705295	0.9598148	0.8999962	0.8426527	0.5558665	0.7655541	0.0224431	0.0136215	0.1317301	0.3863173	0.5637616	0.4862865	-2128005.946
2065200	0.9820720	0.9488130	0.8894113	0.8257167	0.5809663	0.7359543	0.0180181	0.0091050	0.1087288	0.4491796	0.4322619	0.3059756	-2128008.813
2065800	1.0430078	0.9536773	0.8784811	0.8198232	0.5786639	0.7491860	0.0226521	0.0088536	0.0889374	0.3955445	0.6489596	0.5191600	-2127998.312
2066400	1.0428339	0.9683244	0.8785330	0.7902830	0.6127961	0.7975192	0.0138726	0.0084206	0.1150488	0.5367575	0.7418808	0.5343664	-2128005.527
2067000	1.0455316	0.9503927	0.8928091	0.8164548	0.5509693	0.7301736	0.0164984	0.0095561	0.0952552	0.3417153	0.2684101	0.2678556	-2128004.356
2067600	1.0007973	0.9630352	0.8803359	0.8324843	0.5138152	0.6306277	0.0206067	0.0134454	0.1163643	0.3595864	0.4961994	0.3234487	-2128011.142
2068200	1.0811879	0.9584652	0.8931422	0.8381879	0.5086037	0.5226033	0.0142165	0.0142350	0.1045351	0.3803662	0.8300944	0.7810436	-2128003.475
2068800	1.0954132	0.9852798	0.8976007	0.8497686	0.6046720	0.5185991	0.0142745	0.0110138	0.1271848	0.4009364	0.3790052	0.6705689	-2128003.986
2069400	1.0929262	0.9846095	0.9156890	0.8502492	0.6371565	0.6142132	0.0232673	0.0219870	0.1033749	0.6457641	0.6795127	0.7135161	-2128014.018
2070000	1.0969312	0.9483744	0.8775467	0.7809872	0.6392180	0.5788527	0.0179038	0.0104891	0.0672867	0.2324535	0.2290455	0.7905221	-2128009.011
2070600	1.0834303	0.9519611	0.8827576	0.8001738	0.6201065	0.5308091	0.0227315	0.0113513	0.0772409	0.7371346	0.4824469	0.7386550	-2128006.210
2071200	1.0925915	0.9603124	0.8631425	0.7955408	0.6250486	0.6891490	0.0137389	0.0074277	0.0982458	0.3755392	0.4664561	0.5214285	-2128005.762
2071800	1.0653490	0.9516504	0.9117580	0.8442618	0.6355167	0.5957532	0.0174653	0.0077421	0.1013221	0.3482537	0.2720726	0.2410019	-2128017.701
2072400	1.0147730	0.9545854	0.8895641	0.8263903	0.4859381	0.6758383	0.0286237	0.0130230	0.1099624	0.5111368	0.4647320	0.3714467	-2128005.591
2073000	1.0551281	0.9561139	0.8949560	0.8477971	0.6132387	0.7010101	0.0236369	0.0090150	0.1192021	0.5934403	0.2748254	0.5816773	-2128005.566
2073600	1.0438680	0.9492183	0.8764983	0.8308234	0.5299892	0.6783015	0.0167621	0.0113673	0.0839832	0.4963914	0.4196227	0.9427895	-2128003.478
2074200	1.0652994	0.9416804	0.8839525	0.8488101	0.5035620	0.7774397	0.0190628	0.0164568	0.1051633	0.4173229	0.8442450	0.4411787	-2128004.358
2074800	1.0899096	0.9577116	0.8600670	0.8096149	0.4729651	0.8087180	0.0182373	0.0098376	0.1427141	0.5077911	0.6574223	0.8239643	-2128007.864
2075400	1.0904276	0.9572795	0.8992664	0.8253416	0.5458876	0.8198727	0.0173106	0.0091696	0.1657008	0.3859394	0.5231720	1.2386752	-2128006.983
2076000	1.0983647	0.9695817	0.8651774	0.7883824	0.5556350	0.7297617	0.0153755	0.0119217	0.1281235	0.3090241	0.6635306	0.6946676	-2128010.873
2076600	1.0969402	0.9705823	0.8760614	0.7340225	0.5408605	0.7365385	0.0210427	0.0095651	0.1074398	0.4811387	0.7494351	0.5669798	-2128015.376
2077200	1.0624071	0.9627105	0.8710499	0.7796715	0.5009286	0.7956796	0.0155084	0.0112339	0.1602327	0.3839318	0.3944078	0.7932468	-2128005.420
2077800	1.0484361	0.9606608	0.8569162	0.7846922	0.5023878	0.6545488	0.0178131	0.0117506	0.0938529	0.5165342	0.3158724	0.4704294	-2128004.458
2078400	1.0879383	0.9726729	0.8961488	0.8049855	0.4396420	0.7744970	0.0118708	0.0167560	0.1019734	0.6084442	0.9478990	0.4537236	-2128007.104
2079000	1.0613905	0.9183458	0.8237323	0.7736295	0.4776287	0.6901502	0.0222243	0.0082325	0.1101265	0.5196978	0.7299665	0.3894003	-2128008.187
2079600	1.0757365	0.9542496	0.8190125	0.7445477	0.4294543	0.6838114	0.0170860	0.0097923	0.0840787	0.4943147	0.4329056	0.7350193	-2128003.182
2080200	1.0389713	0.9497578	0.8678125	0.7913745	0.3727641	0.7541070	0.0126070	0.0150995	0.2520275	0.3344182	0.5149905	1.0904024	-2128009.845
2080800	1.0810670	0.9523343	0.9093877	0.8029667	0.3612312	0.6870976	0.0145300	0.0119093	0.1145016	0.5876144	0.3918524	0.5444747	-2128007.472
2081400	1.0653734	0.9533113	0.8945801	0.8487415	0.3200814	0.7284105	0.0180446	0.0176187	0.1350853	0.6881092	0.4941378	0.4695292	-2128011.336
2082000	1.0868965	0.9572660	0.9316975	0.8211763	0.3724229	0.6540608	0.0225974	0.0139601	0.1027892	0.4745128	0.5866571	0.6853530	-2128008.517
2082600	1.0644540	0.9587952	0.9337177	0.8339193	0.3696881	0.5244583	0.0173341	0.0157591	0.1053931	0.3615420	1.0043548	0.5077767	-2128008.766
2083200	1.0916542	0.9849203	0.8774818	0.8259072	0.4288881	0.5057702	0.0153887	0.0134868	0.0928031	0.3813789	0.7080352	0.3450958	-2128001.305
2083800	1.0649621	0.9487632	0.8700977	0.8304611	0.3762597	0.6113561	0.0204390	0.0185571	0.0850762	0.2856439	1.0743457	0.7523430	-2128007.497
2084400	1.0428263	0.9552983	0.9195308	0.8428615	0.3639102	0.6681962	0.0144066	0.0171141	0.1253736	0.3575517	0.7597572	0.8769718	-2128010.666
2085000	1.1047150	0.9559209	0.9136174	0.8527993	0.3588440	0.6931808	0.0161070	0.0136964	0.0764407	0.2931168	0.8971472	0.5080552	-2128001.606
2085600	1.1099816	0.9504707	0.8943226	0.7605177	0.3594709	0.6920203	0.0239205	0.0116101	0.1312777	0.7523691	0.4335261	0.6494542	-2128011.169
2086200	1.0363704	0.9683161	0.8957263	0.8545963	0.4589855	0.6343377	0.0193190	0.0112381	0.1156746	0.4222328	0.3936897	0.4457778	-2128010.406
2086800	1.0910014	0.9681970	0.9036622	0.8597964	0.5252380	0.7197589	0.0348340	0.0133465	0.1259493	0.9779126	0.6089170	0.3740016	-2128007.373
2087400	1.1094423	0.9522403	0.9169724	0.8415579	0.5102030	0.6818515	0.0134920	0.0097405	0.1283229	0.3725491	0.3334233	0.4828275	-2128003.349
2088000	1.0243535	0.9798578	0.8584743	0.8098247	0.5105186	0.7118710	0.0219935	0.0089572	0.0758691	0.8219154	0.5177159	0.7459646	-2128012.012
2088600	1.0270651	0.9404346	0.8407235	0.7760740	0.5072246	0.6757985	0.0121908	0.0126774	0.1207914	0.4365208	0.4740327	0.4645335	-2128013.640
2089200	0.9516517	0.9505257	0.8547203	0.8228848	0.4674243	0.6891331	0.0216091	0.0119255	0.1445803	0.3243436	0.8305705	0.6332936	-2128006.473
2089800	1.0230776	0.9495024	0.9155908	0.8101969	0.4911993	0.7467920	0.0315560	0.0111701	0.1233031	0.8016718	0.4213866	0.3802443	-2128008.704
2090400	1.0768631	0.9738816	0.9298956	0.8441917	0.5559349	0.7164033	0.0136069	0.0096671	0.1332692	0.8310296	0.7021240	1.0910111	-2128006.178
2091000	1.0065162	0.9700045	0.9175930	0.8089746	0.5504564	0.7586856	0.0227184	0.0091140	0.1135134	0.7078270	0.3447053	0.2787729	-2128004.398
2091600	1.0144008	1.0015496	0.9009402	0.8270696	0.5315169	0.7646425	0.0132897	0.0129992	0.0613026	0.7450457	0.5762152	0.4773473	-2128002.689
2092200	1.0897162	0.9631078	0.8644516	0.8132173	0.4796923	0.7072412	0.0169119	0.0105957	0.1072477	0.5620302	0.5581136	0.3938145	-2128008.613
2092800	1.0809429	0.9582336	0.8816319	0.8190194	0.4676498	0.6329842	0.0222768	0.0084979	0.0925051	0.4734100	0.3652253	0.6801172	-2128000.604
2093400	1.0477470	0.9534154	0.9144819	0.8452680	0.4846945	0.6387224	0.0328703	0.0079694	0.1135939	0.9965774	0.4511924	0.4591019	-2127999.829
2094000	1.0230979	0.9526989	0.8832771	0.7414510	0.5103975	0.5602807	0.0222028	0.0127410	0.0776099	0.6028521	0.3570173	0.8427576	-2128001.394
2094600	1.0458302	0.9516823	0.8772877	0.8058345	0.5265118	0.5249239	0.0199488	0.0160354	0.0934341	0.4205774	0.3931396	0.8299874	-2128011.648
2095200	1.0822651	0.9499331	0.8974440	0.8473351	0.5144560	0.5075563	0.0191996	0.0094174	0.0837724	0.3510129	0.2196842	0.4707530	-2128011.253
2095800	1.0559079	0.9471029	0.8976295	0.8418495	0.5452858	0.4753722	0.0260543	0.0108549	0.0922938	0.6321212	0.3463069	0.3778514	-2128002.933
2096400	1.0267184	0.9521690	0.9125838	0.8745645	0.5290357	0.4430123	0.0186161	0.0112972	0.0949120	0.3598996	0.3376379	0.4187223	-2128009.418
2097000	1.0568137	0.9509994	0.8900345	0.8198043	0.5157512	0.5787865	0.0174623	0.0145444	0.0835403	0.6022170	0.4740997	0.3617410	-2128008.517
2097600	1.0501601	0.9449703	0.9125830	0.8492720	0.5975775	0.6916392	0.0281322	0.0103352	0.1132086	0.6394338	0.3074777	0.4247187	-2128014.372
2098200	0.9982733	0.9491299	0.9124460	0.8446188	0.5724359	0.6213621	0.0236378	0.0108828	0.1019193	0.5832295	0.3664736	0.2820031	-2128006.280
2098800	1.0057981	0.9638184	0.8975869	0.8654364	0.6280651	0.6302691	0.0206335	0.0103696	0.0850693	0.5890153	0.6154667	0.4929060	-2128002.380
2099400	1.0102048	0.9490895	0.9107116	0.8464414	0.6429381	0.5925270	0.0223400	0.0158751	0.0932279	0.5269046	0.8055951	0.3553663	-2128006.726
2100000	0.9930622	0.9494953	0.8942869	0.8701614	0.6806344	0.5143859	0.0180582	0.0105936	0.1440840	0.3513072	0.3496309	0.7405898	-2128005.635
2100600	1.0475397	0.9607123	0.9155520	0.8422318	0.7113543	0.6391323	0.0174509	0.0114190	0.0813827	0.4988529	0.2670333	0.4913784	-2128010.506
2101200	0.9835461	0.9610317	0.8900194	0.8374643	0.7072220	0.6396958	0.0164628	0.0113485	0.0769472	0.3930713	0.2986531	0.5173474	-2128005.855
2101800	1.0773311	0.9774453	0.9061210	0.8821530	0.6749521	0.5705606	0.0165405	0.0090276	0.1006978	0.3158279	0.4174327	0.4381741	-2128014.845
2102400	1.0997857	0.9685977	0.9107401	0.8650741	0.6505125	0.6262127	0.0235176	0.0084075	0.1074863	0.4516151	0.2654870	0.2103672	-2128005.429
2103000	1.0826976	0.9706241	0.9330205	0.8618705	0.6921727	0.5392716	0.0226463	0.0135779	0.0848055	0.3378667	0.5227942	0.2963471	-2128009.730
2103600	1.0832442	0.9686407	0.9311016	0.8888473	0.7326868	0.6225194	0.0153661	0.0087108	0.1181435	0.2976798	0.2645163	0.4342604	-2128007.689
2104200	1.1039989	0.9824236	0.8974132	0.8400649	0.7403476	0.6060674	0.0299026	0.0083242	0.1194466	1.1469616	0.3345702	0.5329934	-2128009.883
2104800	1.0078917	0.9806361	0.9083162	0.8437357	0.7367480	0.5642103	0.0190292	0.0102531	0.1269252	0.4260169	0.2742627	0.7512851	-2128006.893
2105400	0.9608805	0.9599555	0.9142219	0.8376036	0.7136060	0.5904679	0.0163011	0.0096063	0.1012699	0.2571628	0.5382483	0.4256202	-2128002.686
2106000	0.9984535	0.9957472	0.9106001	0.8318000	0.6618767	0.5076046	0.0167895	0.0171275	0.0906974	0.4255248	0.7671588	0.4129244	-2128006.141
2106600	1.0676083	0.9805180	0.9248288	0.8462188	0.6791538	0.5411393	0.0199259	0.0087229	0.1241386	0.2837351	0.3488527	0.7744001	-2128005.081
2107200	1.0999594	0.9679032	0.9227611	0.8680779	0.7307410	0.5860363	0.0146435	0.0136836	0.0873542	0.1990033	0.4543871	0.5052388	-2128005.363
2107800	1.0988874	0.9674394	0.9316613	0.8849284	0.7235057	0.6766006	0.0166426	0.0111367	0.1058306	0.4057115	0.3185379	0.5681683	-2128005.790
2108400	0.9941545	0.9884912	0.9469205	0.9122967	0.6493809	0.6502791	0.0190327	0.0119903	0.1138744	0.5261549	0.8000772	1.0150760	-2128007.276
2109000	1.0143890	1.0112666	0.9564599	0.8754283	0.6479768	0.7666186	0.0129969	0.0108830	0.1078746	0.6895967	0.2917016	0.4275701	-2128012.488
2109600	1.0575307	1.0098665	0.9471276	0.8993367	0.7354060	0.7572865	0.0186342	0.0131485	0.1151109	0.2615026	0.4651049	0.3671603	-2128010.467
2110200	1.0803536	1.0130327	0.9745760	0.8798811	0.7571291	0.8005193	0.0261286	0.0096756	0.1549108	0.6537610	0.4854163	0.4713487	-2128006.878
2110800	1.0658804	1.0143070	0.9386760	0.8688516	0.7558421	0.8002183	0.0209193	0.0092288	0.1030549	0.4628149	0.5023081	0.3219367	-2128005.085
2111400	1.0785376	1.0148572	0.9355541	0.8832321	0.7409999	0.7658159	0.0203241	0.0077177	0.0749012	0.5808297	0.2792560	0.3218296	-2128006.557
2112000	1.0782934	1.0440002	0.9777468	0.8807717	0.7200385	0.8511793	0.0165485	0.0163831	0.0806205	0.3452592	0.3941578	0.3648321	-2128009.786
2112600	1.0510072	1.0332413	0.9462833	0.9078700	0.6512522	0.8369228	0.0182295	0.0116441	0.1618582	0.3852894	0.4084171	0.5722389	-2128016.413
2113200	1.0458095	1.0224975	0.9639424	0.9271616	0.5882981	0.7954403	0.0150712	0.0116198	0.1370146	0.3454746	0.7278697	0.7234139	-2128006.328
2113800	1.0133479	1.0010116	0.9232595	0.8487608	0.5556180	0.7433291	0.0255269	0.0134197	0.0929593	0.5435883	0.4654369	0.6472558	-2128008.769
2114400	1.0528652	0.9895258	0.9166386	0.8381679	0.5950750	0.8069136	0.0136783	0.0141442	0.1368839	0.2944042	0.6231583	0.6774127	-2128016.660
2115000	1.0156214	0.9808984	0.9307479	0.8182317	0.5717346	0.7809990	0.0295609	0.0073403	0.1260061	0.8698412	0.4122595	0.6271437	-2128006.361
2115600	1.0042209	0.9853751	0.8971938	0.7918204	0.4742925	0.8212591	0.0371711	0.0094395	0.0564018	0.8553743	0.4134852	0.5499867	-2128015.433
2116200	1.0348060	0.9740450	0.8757986	0.8140456	0.5190389	0.7955743	0.0348395	0.0143248	0.0902594	1.1619506	0.5087199	0.4354521	-2128006.436
2116800	1.1041184	0.9763755	0.8504234	0.7929121	0.5557721	0.7963024	0.0168128	0.0084545	0.1129500	0.3483206	0.3857078	0.4292259	-2128007.177
2117400	1.0788048	0.9619033	0.8717556	0.8004191	0.6198150	0.7824469	0.0194721	0.0092742	0.1193672	0.5924133	0.2904989	0.6927314	-2128008.049
2118000	1.0978759	0.9585842	0.9024211	0.8354412	0.6831296	0.8514083	0.0275279	0.0077916	0.1062020	0.9057578	0.3763494	0.2220314	-2128009.703
2118600	1.0667931	0.9527461	0.8740549	0.8389716	0.7026938	0.8454934	0.0212212	0.0108261	0.0922831	0.6192075	0.6251461	0.6018198	-2128010.110
2119200	1.0600668	0.9538235	0.9102383	0.8439298	0.6804157	0.8204067	0.0268588	0.0121596	0.0963565	0.8499607	0.4600242	0.5039318	-2128011.108
2119800	1.0884389	0.9563936	0.8835959	0.7976349	0.7118694	0.8383046	0.0172191	0.0124273	0.1054386	0.3555604	0.4625759	0.4510869	-2128007.143
2120400	1.0583288	0.9527702	0.8618959	0.7901705	0.7212134	0.8449274	0.0148252	0.0128437	0.0972429	0.4423085	0.8973684	0.3481056	-2128002.610
2121000	1.0784470	0.9487036	0.9011198	0.7848664	0.6289371	0.8105137	0.0164701	0.0111929	0.0791127	0.2846939	0.5389914	0.3985193	-2128006.698
2121600	1.0532500	0.9631020	0.8380247	0.7549193	0.6236646	0.7877394	0.0220262	0.0120273	0.0961056	0.4672758	1.0823730	0.4108827	-2128008.024
2122200	0.9985109	0.9552318	0.9077329	0.7905475	0.5757524	0.8181190	0.0146362	0.0124304	0.1351536	0.7885968	0.3525585	0.5495861	-2128006.391
2122800	1.0847195	0.9543771	0.8606739	0.7544200	0.5705505	0.8424880	0.0166821	0.0113879	0.1304730	0.3682108	0.4155814	0.6861759	-2128009.732
2123400	0.9838347	0.9513068	0.8160341	0.7848971	0.5779392	0.8116639	0.0216620	0.0124931	0.1168664	0.3594405	0.4873501	0.5467868	-2128003.932
2124000	1.0029002	0.9831755	0.8455212	0.7508411	0.6507405	0.8102902	0.0174851	0.0132790	0.1254175	0.6024459	0.4463059	1.0312202	-2128007.113
2124600	1.0064109	0.9888923	0.7621624	0.7324218	0.5369262	0.8828791	0.0207478	0.0101015	0.1859173	0.5911859	0.7322272	0.7568127	-2128002.715
2125200	1.0354113	0.9936668	0.7673042	0.7336855	0.5809310	0.8708896	0.0171940	0.0085571	0.1006671	0.4714626	0.4332453	1.0169686	-2128012.408
2125800	1.0799181	0.9584423	0.7843721	0.7080815	0.5236046	0.7801077	0.0113723	0.0111472	0.0831441	0.7653560	0.3500156	0.5284647	-2128006.676
2126400	1.0996889	1.0161798	0.8155559	0.7749623	0.5152744	0.6936737	0.0133017	0.0134232	0.1101491	0.7184674	0.4826269	0.4473011	-2128007.647
2127000	1.0691434	0.9587200	0.7870530	0.7247378	0.5386722	0.7033701	0.0145309	0.0137768	0.0948991	0.3786136	0.4702057	0.8272921	-2128005.826
2127600	1.0695445	0.9612352	0.8728213	0.7539557	0.5095060	0.7296191	0.0143691	0.0141204	0.0891965	0.3207970	0.4937190	0.6405324	-2128004.315
2128200	1.0792582	0.9588590	0.8977665	0.8092652	0.4746718	0.6340557	0.0180654	0.0118409	0.0677597	0.8659408	0.6922096	0.4575284	-2128009.840
2128800	1.0920506	0.9557227	0.9066320	0.8061824	0.4833695	0.6641642	0.0146543	0.0105401	0.1270496	0.3096144	0.2535352	0.7615672	-2128005.452
2129400	1.0990303	0.9542982	0.9025516	0.8076172	0.5428075	0.7306852	0.0215257	0.0147622	0.0988135	0.5226301	0.3059646	0.4678649	-2128004.919
2130000	1.0741246	0.9726418	0.8546438	0.7776638	0.5605067	0.7772832	0.0146067	0.0093297	0.0759911	0.5243322	0.3613847	0.5454224	-2128010.225
2130600	1.0194306	0.9473987	0.8445844	0.7704969	0.5843776	0.7613041	0.0202382	0.0097251	0.1313285	0.7169917	0.2450550	1.0877663	-2128006.021
2131200	1.0157560	0.9513358	0.8854683	0.8160888	0.5846940	0.7742234	0.0171574	0.0074506	0.0796277	0.3033153	0.4005625	0.3228039	-2127999.703
2131800	0.9836442	0.9611210	0.8709401	0.8180945	0.6076224	0.7714185	0.0181662	0.0095255	0.0613050	0.2638078	0.5640884	0.5774073	-2128015.416
2132400	0.9699578	0.9532993	0.9220864	0.8263056	0.6495224	0.7302698	0.0221399	0.0085443	0.1678126	0.6087336	0.5223046	0.6504666	-2128002.784
2133000	1.0546424	0.9479602	0.9152101	0.8612372	0.6642498	0.6511461	0.0174516	0.0074238	0.1162949	0.2769319	0.3661743	0.3518154	-2128005.596
2133600	1.0270523	0.9660009	0.8916240	0.8342634	0.6119085	0.5147309	0.0239062	0.0142192	0.1053880	0.4330832	0.7122640	0.4677511	-2128011.102
2134200	1.0008616	0.9631489	0.9053144	0.8538546	0.6126241	0.7095339	0.0312862	0.0095239	0.1136239	0.7343091	0.4704169	0.3352947	-2128009.314
2134800	0.9615917	0.9531633	0.9072186	0.8534724	0.6031183	0.7739587	0.0269020	0.0105888	0.0864795	0.7642260	0.4425982	0.6259766	-2128009.729
2135400	1.0001759	0.9727495	0.8440973	0.8068714	0.6415080	0.8035820	0.0271234	0.0093164	0.0971075	0.8460614	0.3241990	0.6087510	-2128014.257
2136000	1.0775646	0.9551766	0.8914589	0.8331171	0.6294791	0.8252869	0.0169009	0.0126328	0.1195839	0.9912485	0.5117836	0.5830366	-2128008.606
2136600	1.0932272	0.9472495	0.9127178	0.8563634	0.6896948	0.7591691	0.0232652	0.0165452	0.0920579	0.3213897	0.5880343	0.4776142	-2128006.271
2137200	1.0939035	0.9488269	0.9270106	0.8594180	0.7117355	0.7867902	0.0195779	0.0151385	0.0831163	0.2874047	0.7144124	0.4840387	-2128007.422
2137800	1.0459211	0.9496412	0.8988387	0.8434342	0.7142342	0.7915066	0.0211468	0.0148379	0.2471550	0.4328841	0.4725459	0.9869940	-2128007.818
