Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
10774000	0.4079086	0.2730599	0.1437955	0.1278864	0.1069631	0.0528731	0.0408766	0.0621809	0.0472408	0.1916847	0.1103337	0.1614196	0.1322013	-638238.214
10776000	0.3942997	0.2642717	0.1330502	0.1196174	0.1037313	0.0475841	0.0342326	0.0713282	0.0486730	0.2574507	0.1879948	0.1905119	0.1233435	-638241.587
10778000	0.4000184	0.2405472	0.1336611	0.1177426	0.1054351	0.0455522	0.0285730	0.0875835	0.0609643	0.2243148	0.1337178	0.1150588	0.2389830	-638239.363
10780000	0.3972781	0.2514301	0.1543319	0.1360424	0.1173109	0.0455929	0.0343150	0.0746603	0.0574512	0.1830077	0.1619457	0.1809156	0.1982335	-638236.800
10782000	0.3882520	0.2463258	0.1400241	0.1262214	0.1142449	0.0460985	0.0346532	0.0747494	0.0558522	0.2274525	0.1281598	0.3587245	0.1694260	-638240.785
10784000	0.3821583	0.2477491	0.1286646	0.1098294	0.0974132	0.0393183	0.0295904	0.0826612	0.0541221	0.2381981	0.2739442	0.2344698	0.0829477	-638234.720
10786000	0.3924718	0.2379033	0.1306415	0.1161422	0.1041193	0.0340260	0.0241528	0.0851366	0.0587202	0.2607421	0.1292262	0.1209288	0.2693985	-638237.894
10788000	0.3866472	0.2421438	0.1217534	0.1084423	0.0993792	0.0379558	0.0294435	0.0828383	0.0585607	0.2573982	0.1052148	0.1173689	0.1759864	-638242.488
10790000	0.3864263	0.2649324	0.1429668	0.1252026	0.1056517	0.0514855	0.0351162	0.0608889	0.0441428	0.1389432	0.2030098	0.2261729	0.4787017	-638231.516
10792000	0.3836247	0.2756174	0.1559860	0.1356160	0.1209845	0.0562332	0.0367204	0.0694275	0.0568139	0.2389197	0.1745153	0.1308912	0.1642930	-638237.944
10794000	0.3909438	0.2507142	0.1533875	0.1366164	0.1255469	0.0468537	0.0319397	0.0873904	0.0457185	0.2614586	0.1499344	0.0986614	0.1749013	-638238.691
10796000	0.4057496	0.2434515	0.1052584	0.0946220	0.0867746	0.0292754	0.0247312	0.1102617	0.0947523	0.3189775	0.2328308	0.2548124	0.1675068	-638241.781
10798000	0.3252422	0.2414635	0.1308077	0.1146926	0.1005381	0.0324770	0.0214704	0.0785537	0.0607470	0.2656244	0.1557775	0.1283742	0.1142015	-638237.338
10800000	0.4111647	0.2440269	0.1236623	0.1165935	0.1066329	0.0405316	0.0273729	0.0915016	0.0593582	0.2792360	0.1422158	0.1150342	0.2221430	-638243.226
10802000	0.3786527	0.2553936	0.1355770	0.1276062	0.1164310	0.0422243	0.0294200	0.0720178	0.0519171	0.2261946	0.1295795	0.2762194	0.2450408	-638240.768
10804000	0.3995282	0.2492659	0.1530281	0.1387196	0.1263623	0.0517388	0.0374083	0.0582446	0.0447413	0.2145155	0.1781905	0.0794745	0.3055666	-638240.422
10806000	0.4036041	0.2419156	0.1341819	0.1210128	0.1074359	0.0437442	0.0284503	0.0860969	0.0479325	0.2350744	0.0829530	0.0936686	0.1712619	-638239.252
10808000	0.3785265	0.2537229	0.1603613	0.1393333	0.1252342	0.0482896	0.0334697	0.0808865	0.0483460	0.2980340	0.1316407	0.2149457	0.4333635	-638235.491
10810000	0.3831105	0.2475053	0.1352378	0.1235489	0.1124384	0.0398891	0.0293503	0.0866614	0.0629981	0.2482152	0.1562087	0.2176796	0.1467468	-638236.657
10812000	0.3687596	0.2510498	0.1316454	0.1141341	0.0982956	0.0413805	0.0325938	0.0679048	0.0586561	0.2486022	0.1354896	0.1677895	0.1881835	-638235.941
10814000	0.3856155	0.2617073	0.1310003	0.1164782	0.1080228	0.0409097	0.0279523	0.0787670	0.0508269	0.2163401	0.1235233	0.0909841	0.1840735	-638243.436
10816000	0.3749070	0.2753348	0.1288587	0.1151626	0.1058081	0.0399066	0.0316013	0.0826125	0.0575368	0.2941616	0.1118608	0.2155118	0.1661778	-638235.510
10818000	0.3940796	0.2402525	0.1326014	0.1207098	0.1096278	0.0429453	0.0313973	0.0823013	0.0542317	0.2780836	0.2176323	0.0575008	0.2997073	-638240.462
10820000	0.3733989	0.2565282	0.1567725	0.1366945	0.1178639	0.0510727	0.0345768	0.0934659	0.0471467	0.2115728	0.4349417	0.1767867	0.2187942	-638239.287
10822000	0.3541509	0.2287728	0.1315622	0.1218705	0.1071107	0.0465116	0.0305588	0.0802572	0.0574194	0.3282172	0.2528971	0.0901145	0.2500868	-638242.013
10824000	0.3945405	0.2431780	0.1439451	0.1292906	0.1147486	0.0393962	0.0284957	0.0827038	0.0541825	0.2328118	0.1442946	0.1067838	0.2580241	-638237.552
10826000	0.4022110	0.2461211	0.1324661	0.1169046	0.0986804	0.0477989	0.0360398	0.0765466	0.0540648	0.2580170	0.1316772	0.1153705	0.2802944	-638240.163
10828000	0.4017713	0.2519073	0.1378450	0.1264581	0.1135777	0.0430908	0.0289459	0.0826130	0.0820110	0.2812977	0.1329847	0.2489007	0.2506242	-638239.803
10830000	0.4094682	0.2638438	0.1670061	0.1494598	0.1260194	0.0472904	0.0325508	0.0555974	0.0393894	0.2051256	0.2726458	0.1504414	0.1557514	-638246.256
10832000	0.3944019	0.2346711	0.1457060	0.1331711	0.1062378	0.0379446	0.0231855	0.0795634	0.0545734	0.2228593	0.2152925	0.2171711	0.2898455	-638245.233
10834000	0.4032214	0.2475873	0.1291945	0.1155759	0.1018705	0.0362159	0.0229558	0.0700057	0.0587163	0.2959095	0.0842947	0.0784679	0.2193533	-638244.005
10836000	0.3972801	0.2482705	0.1315106	0.1209644	0.1086294	0.0394951	0.0269687	0.0849003	0.0489192	0.3321691	0.1192362	0.0882244	0.2171499	-638235.536
10838000	0.4003089	0.2500804	0.1275729	0.1181091	0.1111055	0.0430103	0.0305192	0.0835276	0.0486452	0.2944900	0.2305054	0.0792831	0.2353021	-638237.310
10840000	0.3661860	0.2557734	0.1224471	0.1129141	0.0969185	0.0453427	0.0370140	0.0763069	0.0618266	0.2434742	0.2129440	0.3501555	0.1820246	-638238.670
10842000	0.3996257	0.2369556	0.1243994	0.1163401	0.1008193	0.0412478	0.0282107	0.1068761	0.0640303	0.2542376	0.1306841	0.2586756	0.1208216	-638240.405
10844000	0.3873827	0.2642253	0.1308395	0.1133445	0.1002651	0.0432378	0.0263734	0.0661407	0.0647147	0.3555627	0.2221043	0.1437538	0.2736131	-638245.824
10846000	0.4163115	0.2662144	0.1316888	0.1227092	0.1071442	0.0380350	0.0276701	0.0751140	0.0472407	0.2570805	0.0936066	0.0883067	0.1506456	-638232.921
10848000	0.3667242	0.2503563	0.1470968	0.1319124	0.1185539	0.0421658	0.0317706	0.0754124	0.0594065	0.2454744	0.1993891	0.1548203	0.1447489	-638245.501
10850000	0.4072080	0.2505104	0.1522507	0.1362376	0.1228368	0.0544909	0.0419654	0.0644618	0.0530585	0.2142172	0.1328606	0.0719041	0.1234431	-638233.804
10852000	0.3550453	0.2493109	0.1513238	0.1399580	0.1264687	0.0441629	0.0265439	0.0844393	0.0602185	0.2206762	0.1791840	0.2037023	0.2056124	-638239.509
10854000	0.3725532	0.2568736	0.1327056	0.1208457	0.1093639	0.0346649	0.0256065	0.0801137	0.0462588	0.3033553	0.2781912	0.2106697	0.3683386	-638241.853
10856000	0.4136748	0.2568770	0.1584970	0.1430050	0.1268927	0.0480983	0.0273561	0.0711785	0.0484930	0.2111029	0.1583927	0.1533733	0.2661222	-638240.639
10858000	0.3940583	0.2595856	0.1322412	0.1222656	0.1135342	0.0424018	0.0324890	0.0861367	0.0649361	0.2864792	0.2722922	0.1172916	0.2342585	-638239.670
10860000	0.4043933	0.2457764	0.1305590	0.1205541	0.1033141	0.0426523	0.0279811	0.0614187	0.0480052	0.2451724	0.0991862	0.1512148	0.3788750	-638232.794
10862000	0.4008936	0.2668015	0.1611850	0.1345291	0.1196414	0.0534243	0.0337116	0.0588100	0.0453148	0.2072905	0.1290430	0.1233162	0.3282103	-638233.207
10864000	0.3568209	0.2599135	0.1583798	0.1421254	0.1311361	0.0450687	0.0303211	0.0791906	0.0523109	0.2044967	0.2207603	0.1588974	0.2529348	-638233.656
10866000	0.4018075	0.2578409	0.1541091	0.1369063	0.1177847	0.0470850	0.0364613	0.0843804	0.0604148	0.2328495	0.1273548	0.1843984	0.1933396	-638237.527
10868000	0.3941064	0.2510399	0.1225561	0.1118651	0.0996963	0.0510685	0.0386315	0.0792156	0.0582725	0.2393259	0.1244964	0.1354657	0.1442088	-638240.382
10870000	0.3915264	0.2541867	0.1559800	0.1398843	0.1282524	0.0462259	0.0293315	0.0614428	0.0447230	0.2101475	0.1521876	0.0976023	0.2401971	-638237.691
10872000	0.4013399	0.2683472	0.1487102	0.1353223	0.1160794	0.0519324	0.0377653	0.0619465	0.0462700	0.1573693	0.2955944	0.1715731	0.2846841	-638239.753
10874000	0.3991455	0.2511235	0.1303602	0.1131377	0.1031719	0.0350934	0.0226407	0.0831551	0.0751221	0.2591241	0.1289426	0.2627670	0.1357746	-638239.579
10876000	0.4005293	0.2332023	0.1266799	0.1141425	0.1006498	0.0458678	0.0382403	0.0998924	0.0629286	0.2848578	0.3746873	0.1262399	0.2150538	-638244.692
10878000	0.4129518	0.2673383	0.1254479	0.1086723	0.0912752	0.0391808	0.0234599	0.0764736	0.0459148	0.2186009	0.2205383	0.1807757	0.1081451	-638241.867
10880000	0.4038813	0.2510589	0.1435770	0.1245995	0.1130310	0.0448812	0.0307634	0.1011071	0.0429820	0.2376135	0.1808269	0.1317613	0.1695613	-638246.582
10882000	0.3953878	0.2494397	0.1343912	0.1204163	0.1085797	0.0410469	0.0253574	0.0828582	0.0648838	0.2688454	0.1970757	0.2872413	0.1689543	-638235.731
10884000	0.4079889	0.2494207	0.1381256	0.1213421	0.1083607	0.0393312	0.0303125	0.0751382	0.0606055	0.2087440	0.1017954	0.1209794	0.2318723	-638240.942
10886000	0.4010262	0.2507356	0.1458880	0.1341918	0.1213777	0.0589357	0.0398074	0.0662586	0.0433904	0.2958070	0.1733983	0.0768704	0.5542180	-638240.893
10888000	0.3695393	0.2543217	0.1638140	0.1445813	0.1232899	0.0408193	0.0286820	0.0707407	0.0466505	0.1967247	0.2889406	0.1250413	0.3704142	-638245.164
10890000	0.3929902	0.2490732	0.1538327	0.1422488	0.1304015	0.0641210	0.0423538	0.0569776	0.0465026	0.2738918	0.1799167	0.1361301	0.2394831	-638234.342
10892000	0.3975015	0.2473217	0.1735999	0.1541114	0.1368041	0.0547674	0.0315255	0.0718806	0.0480937	0.1992474	0.2316603	0.1119172	0.2559104	-638246.360
10894000	0.3928530	0.2593090	0.1863839	0.1675675	0.1549072	0.0576573	0.0333320	0.0647594	0.0566539	0.2093720	0.1389104	0.4482112	0.4578478	-638248.127
10896000	0.3901580	0.2670062	0.1755488	0.1634450	0.1522763	0.0537638	0.0352296	0.0771941	0.0398408	0.2030953	0.2344680	0.2549815	0.3132460	-638240.905
10898000	0.4156209	0.2487466	0.1623361	0.1484197	0.1376932	0.0496298	0.0294031	0.0690371	0.0522611	0.1904609	0.0854508	0.0546938	0.2098820	-638237.092
10900000	0.4087742	0.2564275	0.1457885	0.1308369	0.1024219	0.0427790	0.0315721	0.0637429	0.0628812	0.2340257	0.0837724	0.2199625	0.1844916	-638238.825
10902000	0.3990009	0.2427679	0.1388302	0.1268074	0.1199027	0.0417188	0.0283272	0.0824914	0.0562829	0.2305019	0.2825939	0.0714132	0.1764244	-638236.726
10904000	0.4066491	0.2565124	0.1513625	0.1349239	0.1211137	0.0445542	0.0345777	0.0645661	0.0484229	0.2178727	0.1006158	0.1410649	0.0958247	-638236.409
10906000	0.3968608	0.2582293	0.1525333	0.1356683	0.1236847	0.0433500	0.0326330	0.0769516	0.0524420	0.2403416	0.2101259	0.4040921	0.2680766	-638243.663
10908000	0.4032607	0.2492484	0.1448566	0.1295860	0.1169251	0.0517662	0.0358519	0.0682786	0.0421625	0.2385415	0.1110849	0.1884229	0.2713827	-638237.038
10910000	0.4005861	0.2521433	0.1551871	0.1393591	0.1253061	0.0482616	0.0306510	0.0888399	0.0527421	0.2564819	0.2175006	0.0817815	0.1757475	-638238.163
10912000	0.3867165	0.2490812	0.1250369	0.1117742	0.0986783	0.0425960	0.0276393	0.0888857	0.0524655	0.2069882	0.1280786	0.0822964	0.1604716	-638239.956
10914000	0.3859262	0.2410640	0.1182181	0.1032994	0.0943673	0.0406771	0.0291937	0.0812339	0.0674183	0.2165163	0.0779419	0.2660589	0.1568067	-638239.484
10916000	0.3900393	0.2509540	0.1242453	0.1027897	0.0958319	0.0420958	0.0271095	0.0908294	0.0546951	0.2821539	0.2617518	0.1287082	0.4311266	-638233.859
10918000	0.3975238	0.2458890	0.1468487	0.1246471	0.1173592	0.0466434	0.0326835	0.1010729	0.0460943	0.2278970	0.4182345	0.1402650	0.1141692	-638238.290
10920000	0.3911814	0.2519635	0.1343712	0.1211838	0.0972542	0.0512476	0.0383855	0.1081264	0.0683505	0.2342494	0.1828414	0.2097285	0.1650646	-638242.376
10922000	0.3943247	0.2535300	0.1507147	0.1337826	0.1238099	0.0633505	0.0356951	0.0643097	0.0433652	0.2146347	0.1741815	0.1317765	0.2731996	-638241.151
10924000	0.3926741	0.2487000	0.1477396	0.1324763	0.1145349	0.0442983	0.0283132	0.0966219	0.0641385	0.1783556	0.1456536	0.1788825	0.1000126	-638241.391
10926000	0.3604360	0.2499925	0.1620062	0.1441303	0.1228952	0.0530968	0.0363422	0.0691533	0.0377893	0.2463620	0.1134798	0.1924263	0.2151822	-638237.099
10928000	0.3739787	0.2526953	0.1507552	0.1374279	0.1250868	0.0396737	0.0287596	0.0688916	0.0536803	0.2798548	0.1220550	0.1266072	0.3181531	-638238.380
10930000	0.4198835	0.2595056	0.1397738	0.1289705	0.1148420	0.0410160	0.0270706	0.0760739	0.0469890	0.2397404	0.2003898	0.1141115	0.3071810	-638244.927
10932000	0.3905293	0.2423238	0.1246706	0.1115684	0.0992014	0.0378742	0.0244515	0.0918386	0.0543394	0.3306844	0.1121982	0.0865616	0.3526704	-638235.028
10934000	0.4042526	0.2519314	0.1378475	0.1224147	0.1112917	0.0427913	0.0291521	0.0771615	0.0574421	0.2326895	0.1028398	0.1055744	0.1235944	-638239.311
10936000	0.3435250	0.2540999	0.1544901	0.1451985	0.1319837	0.0360034	0.0251557	0.0871823	0.0513399	0.3050334	0.2296892	0.3066211	0.2356722	-638244.492
10938000	0.3680243	0.2511007	0.1445917	0.1277689	0.1157518	0.0408258	0.0253090	0.0894184	0.0495121	0.2446737	0.1300287	0.1301826	0.2123850	-638240.228
10940000	0.3936872	0.3078646	0.1687621	0.1532807	0.1416167	0.0509406	0.0395674	0.0618447	0.0472562	0.1987681	0.1304700	0.2015890	0.1497126	-638238.014
10942000	0.3977938	0.2501412	0.1630583	0.1423422	0.1299772	0.0474589	0.0332756	0.0836840	0.0581698	0.2284390	0.1062367	0.4401038	0.1245632	-638251.670
10944000	0.3996229	0.2536156	0.1496811	0.1286892	0.1166245	0.0555811	0.0398075	0.0822129	0.0409011	0.2505373	0.1970875	0.1316272	0.2166763	-638242.044
10946000	0.4036190	0.2543572	0.1459540	0.1331976	0.1231998	0.0447504	0.0295758	0.0786016	0.0530303	0.2731418	0.1649298	0.1397873	0.1273669	-638237.595
10948000	0.4025511	0.2696821	0.1556952	0.1456933	0.1313183	0.0496864	0.0390255	0.0628201	0.0413311	0.3082067	0.2165069	0.2779797	0.3251821	-638243.304
10950000	0.3945397	0.2658984	0.1529564	0.1398919	0.1204146	0.0631413	0.0477027	0.0694786	0.0508132	0.2232807	0.2738551	0.1440321	0.1557041	-638233.557
10952000	0.3804185	0.2642936	0.1659089	0.1559319	0.1329764	0.0436542	0.0303496	0.1034460	0.0515516	0.2524614	0.3947000	0.1542315	0.1737816	-638237.606
10954000	0.3753148	0.2753712	0.1755880	0.1539991	0.1365191	0.0595919	0.0422695	0.0572407	0.0660923	0.1945589	0.2897261	0.4324652	0.1818784	-638237.829
10956000	0.3996318	0.2741264	0.1638487	0.1471858	0.1303243	0.0624309	0.0425526	0.0560541	0.0591883	0.2058923	0.1443519	0.2592439	0.1316905	-638240.595
10958000	0.3846047	0.2563727	0.1683621	0.1482432	0.1374414	0.0586514	0.0463603	0.0663803	0.0553564	0.2317783	0.2413589	0.1749733	0.1552683	-638247.670
10960000	0.4149554	0.2421400	0.1387029	0.1269456	0.1157353	0.0423800	0.0332512	0.0698356	0.0542652	0.2600280	0.1165210	0.0770408	0.0853460	-638234.084
10962000	0.3660415	0.2566527	0.1545527	0.1371587	0.1305417	0.0515157	0.0388259	0.0759231	0.0591064	0.1863037	0.1133166	0.1808776	0.1790755	-638245.663
10964000	0.3650460	0.2458809	0.1293249	0.1113681	0.0964310	0.0375175	0.0289689	0.0693667	0.0501592	0.2121807	0.1457627	0.3545630	0.1215176	-638235.747
10966000	0.3833683	0.2368033	0.1317950	0.1168410	0.0998882	0.0513068	0.0266168	0.0690872	0.0630436	0.2330899	0.1248554	0.1254124	0.1968875	-638238.885
10968000	0.4102274	0.2469502	0.1312064	0.1164353	0.1052215	0.0449081	0.0307880	0.0813195	0.0473934	0.2139787	0.1826046	0.0916511	0.1643012	-638244.935
10970000	0.3891380	0.2370689	0.1283776	0.1123737	0.0994880	0.0363247	0.0251712	0.0957478	0.0652487	0.2761907	0.1108196	0.0780500	0.0842727	-638240.913
10972000	0.4002808	0.2620874	0.1368063	0.1219842	0.1039505	0.0383074	0.0240778	0.0817431	0.0568077	0.2295017	0.3110203	0.0803984	0.1761736	-638234.804
10974000	0.3994079	0.2412355	0.1267475	0.1160872	0.1075387	0.0315203	0.0215774	0.0937634	0.0682477	0.3073804	0.2992694	0.2451660	0.2672479	-638242.585
10976000	0.4020055	0.2505338	0.1216589	0.1101290	0.0975591	0.0322202	0.0227262	0.0829074	0.0724410	0.3910995	0.3667766	0.1832010	0.2480405	-638234.256
10978000	0.3832050	0.2584421	0.1210529	0.1087018	0.0960281	0.0348117	0.0235800	0.0872790	0.0533752	0.2825273	0.1516678	0.1845772	0.2532254	-638238.852
10980000	0.4025873	0.2537780	0.1365172	0.1169043	0.1010167	0.0342171	0.0241084	0.0844333	0.0721383	0.2456934	0.1700297	0.6336827	0.1543300	-638237.785
10982000	0.4011002	0.2502829	0.1356618	0.1206402	0.1103148	0.0418308	0.0318194	0.0662086	0.0543850	0.2364243	0.1091110	0.0944339	0.2626711	-638236.650
10984000	0.3979623	0.2713653	0.1669729	0.1505399	0.1261491	0.0466027	0.0369273	0.0722848	0.0500563	0.2366865	0.1493203	0.2589846	0.1969172	-638244.117
10986000	0.3945235	0.2585629	0.1540127	0.1416628	0.1226953	0.0495096	0.0355431	0.0680619	0.0524638	0.2102535	0.0894665	0.1254465	0.2802794	-638234.357
10988000	0.4041833	0.2513800	0.1230638	0.1087402	0.0959169	0.0411365	0.0282365	0.0862603	0.0502273	0.2733941	0.1885803	0.1604238	0.1897034	-638239.134
10990000	0.3955137	0.2180957	0.1188866	0.1057792	0.0944645	0.0342354	0.0252055	0.1003013	0.0702096	0.2595147	0.1210625	0.1635015	0.0714542	-638241.334
10992000	0.3841969	0.2309060	0.1302393	0.1130883	0.0988450	0.0435995	0.0291568	0.0892439	0.0588474	0.2535689	0.1270457	0.1660616	0.1212144	-638237.140
10994000	0.3924541	0.2439475	0.1211706	0.1085150	0.1003544	0.0363920	0.0241764	0.0848585	0.0542258	0.2511959	0.1875524	0.1097463	0.1081172	-638234.502
10996000	0.4030231	0.2391686	0.1261172	0.1189152	0.1095535	0.0392823	0.0249769	0.0730258	0.0536770	0.2589330	0.1897275	0.1085912	0.3049490	-638245.817
10998000	0.4035145	0.2627376	0.1497230	0.1360826	0.1213025	0.0599174	0.0397788	0.0630367	0.0631162	0.2068824	0.1438010	0.2199976	0.1472115	-638244.505
11000000	0.3849238	0.2483114	0.1486021	0.1299492	0.1164435	0.0376321	0.0281748	0.0854457	0.0518400	0.2388124	0.1280178	0.1125307	0.2503587	-638247.638
11002000	0.3657539	0.2494687	0.1266809	0.1115902	0.1004178	0.0425099	0.0271068	0.0958277	0.0611077	0.2555136	0.1784676	0.1019929	0.2207615	-638237.883
11004000	0.4006703	0.2547778	0.1338464	0.1209339	0.1018397	0.0389184	0.0288085	0.1040110	0.0628072	0.2772370	0.2727596	0.1372793	0.1445342	-638240.731
11006000	0.3895378	0.2557065	0.1592919	0.1459372	0.1308841	0.0389457	0.0280770	0.0844818	0.0617910	0.2439536	0.2355941	0.2068665	0.1239886	-638243.299
11008000	0.3869112	0.2549280	0.1484100	0.1356052	0.1186431	0.0459145	0.0306400	0.0739604	0.0498578	0.2241391	0.1881188	0.1173269	0.1454752	-638236.742
11010000	0.4033403	0.2596680	0.1548742	0.1411223	0.1277606	0.0484251	0.0349657	0.0680474	0.0463099	0.2298891	0.0678451	0.1146551	0.2507533	-638241.162
11012000	0.4035479	0.2463102	0.1589461	0.1464001	0.1279114	0.0447548	0.0366162	0.0695968	0.0548361	0.2810159	0.1688198	0.1924839	0.1819802	-638241.064
11014000	0.4087470	0.2464556	0.1508473	0.1320108	0.1185466	0.0385472	0.0250765	0.0688010	0.0532893	0.2402674	0.1633310	0.0602553	0.1166662	-638243.464
11016000	0.4020793	0.2533076	0.1196649	0.1079122	0.0952599	0.0353040	0.0254608	0.0814127	0.0540331	0.2598572	0.0853046	0.1861228	0.0796692	-638245.041
11018000	0.4021238	0.2462655	0.1053441	0.0962784	0.0879321	0.0392344	0.0265754	0.0826964	0.0530693	0.2984439	0.2114759	0.1693181	0.1149318	-638246.907
11020000	0.3921885	0.2456359	0.1275680	0.1183071	0.1074373	0.0421143	0.0297077	0.0751837	0.0634721	0.2520726	0.1875899	0.1187025	0.1123503	-638243.200
11022000	0.3948247	0.2575491	0.1475930	0.1339704	0.1200540	0.0367488	0.0220831	0.0857249	0.0591692	0.2905002	0.2140630	0.1356071	0.3661473	-638242.962
11024000	0.3795010	0.2716123	0.1585896	0.1462886	0.1286977	0.0493384	0.0360066	0.0759049	0.0456494	0.2496648	0.2922027	0.1095582	0.1787801	-638238.358
11026000	0.3841098	0.2539146	0.1600071	0.1441774	0.1300400	0.0396853	0.0270349	0.0731624	0.0521039	0.2858904	0.2564713	0.1481004	0.1895874	-638241.338
11028000	0.3997224	0.2827956	0.1808323	0.1695284	0.1531899	0.0531684	0.0363668	0.0720959	0.0510499	0.2348933	0.1912837	0.2185222	0.2115657	-638236.903
11030000	0.3969751	0.2522409	0.1650683	0.1346768	0.1200019	0.0429185	0.0288401	0.0693365	0.0527660	0.2750964	0.2480452	0.1570857	0.1763838	-638244.203
11032000	0.3907966	0.2586124	0.1447525	0.1323109	0.1213812	0.0401768	0.0300846	0.0818069	0.0476385	0.2366981	0.1183204	0.2535861	0.1227086	-638243.833
11034000	0.4005853	0.2634842	0.1327048	0.1159459	0.1024586	0.0512870	0.0340339	0.1070149	0.0555109	0.2603137	0.3009776	0.1786460	0.3459979	-638230.665
11036000	0.3939269	0.2825522	0.1387337	0.1257172	0.1136039	0.0377895	0.0221139	0.0770958	0.0603748	0.2152074	0.0990480	0.2765331	0.1563227	-638235.833
11038000	0.4029701	0.2494618	0.1431927	0.1225132	0.1133108	0.0425305	0.0256540	0.0839219	0.0513979	0.2655103	0.0938249	0.0632979	0.1686809	-638238.278
11040000	0.4028356	0.2565990	0.1661245	0.1395242	0.1226704	0.0492936	0.0334348	0.0780876	0.0502177	0.2758716	0.1826345	0.1024586	0.2452263	-638237.088
11042000	0.3654837	0.2623825	0.1485070	0.1329427	0.1219822	0.0512108	0.0388524	0.0712237	0.0417991	0.2205832	0.1705478	0.1656460	0.3056039	-638240.943
11044000	0.4016856	0.2503100	0.1506086	0.1371645	0.1232566	0.0445485	0.0303471	0.0736357	0.0542589	0.2083150	0.2875551	0.2144273	0.2200371	-638234.734
11046000	0.3960423	0.2495300	0.1308526	0.1178460	0.1034660	0.0405811	0.0254499	0.0818568	0.0559524	0.2447674	0.1264838	0.0990204	0.1641595	-638235.053
11048000	0.4025258	0.2561507	0.1379502	0.1225065	0.1021129	0.0467525	0.0345678	0.0709034	0.0388863	0.3000726	0.3144747	0.1298428	0.2000583	-638241.443
11050000	0.3919044	0.2395371	0.1250929	0.1116499	0.0999810	0.0366278	0.0251805	0.0813253	0.0653017	0.2934932	0.1182378	0.1048185	0.2054501	-638240.732
11052000	0.3992332	0.2681930	0.1621008	0.1482137	0.1334782	0.0631996	0.0440048	0.0641677	0.0508352	0.2458497	0.1122786	0.3078832	0.2102080	-638247.801
11054000	0.3975563	0.2497546	0.1417508	0.1261381	0.1119251	0.0365172	0.0273831	0.0768465	0.0590810	0.2196550	0.1299897	0.2715782	0.1135063	-638235.364
11056000	0.4073710	0.2720311	0.1539072	0.1287449	0.1065432	0.0555587	0.0409608	0.0701229	0.0496281	0.1904906	0.2312047	0.1597893	0.1584936	-638239.756
11058000	0.3897543	0.2432168	0.1273559	0.1133498	0.1057535	0.0313382	0.0239733	0.0793300	0.0591588	0.2434702	0.2541558	0.1119939	0.1345017	-638243.165
11060000	0.3967086	0.2506644	0.1342959	0.1193137	0.1128426	0.0402993	0.0312641	0.0948577	0.0475170	0.2659079	0.3000083	0.2829204	0.2490976	-638243.279
11062000	0.3910729	0.2421303	0.1416805	0.1206525	0.1064067	0.0481362	0.0295270	0.0684463	0.0566124	0.2083672	0.0947657	0.1113227	0.1174275	-638236.846
11064000	0.3786653	0.2491102	0.1564273	0.1342557	0.1219462	0.0505909	0.0382694	0.0638055	0.0386705	0.1838663	0.1827577	0.1410378	0.1760430	-638241.770
11066000	0.3966587	0.2564434	0.1205763	0.1094671	0.0922142	0.0323434	0.0218184	0.1053222	0.0712847	0.2991222	0.2560335	0.1530920	0.2825310	-638241.111
11068000	0.3955824	0.2498562	0.1506575	0.1341754	0.1217842	0.0549047	0.0364732	0.0701437	0.0569225	0.2938051	0.1159347	0.1296634	0.2701598	-638240.195
11070000	0.3957671	0.2655043	0.1350768	0.1199637	0.1101854	0.0495239	0.0284889	0.0702280	0.0483157	0.2712764	0.1311342	0.1030019	0.3064840	-638239.942
11072000	0.3885553	0.2416708	0.1273761	0.1106368	0.1017494	0.0473188	0.0315368	0.0757299	0.0596103	0.2450848	0.0926599	0.1007153	0.1016353	-638242.524
11074000	0.4043270	0.2766566	0.1218372	0.1073616	0.0976930	0.0477308	0.0348091	0.0833418	0.0557992	0.2349069	0.0847332	0.2022765	0.2625627	-638241.874
11076000	0.3609346	0.2519008	0.1386920	0.1211029	0.1031296	0.0466276	0.0385116	0.0719851	0.0626654	0.2118828	0.4526151	0.1865393	0.1437785	-638232.827
11078000	0.3532199	0.2759271	0.1342073	0.1156913	0.1073772	0.0388443	0.0199894	0.0938483	0.0614869	0.2632328	0.2186495	0.3102086	0.2416095	-638235.363
11080000	0.4066750	0.2582513	0.1550033	0.1395872	0.1280734	0.0560641	0.0396528	0.0736194	0.0476423	0.2288741	0.1191915	0.0825890	0.1319199	-638232.364
11082000	0.3986005	0.2542961	0.1581536	0.1349182	0.1234830	0.0384444	0.0225691	0.0679539	0.0865124	0.1693230	0.0979784	0.4413890	0.4028070	-638238.325
11084000	0.3966956	0.2635277	0.1458077	0.1298751	0.1154706	0.0515361	0.0296383	0.0790584	0.0580297	0.2936931	0.1327455	0.1686702	0.2523342	-638235.648
11086000	0.3900975	0.2490592	0.1562961	0.1380214	0.1219887	0.0463532	0.0334559	0.0651368	0.0530007	0.2547339	0.2441272	0.1045798	0.1768445	-638246.165
11088000	0.3916729	0.2518198	0.1605588	0.1417937	0.1263430	0.0552723	0.0358139	0.0758742	0.0467937	0.1988395	0.1833256	0.1215273	0.2755448	-638232.289
