Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
74000	0.3890378	0.2693681	0.1279594	0.1030617	0.0904777	0.0501789	0.0368898	0.0761461	0.0560556	0.2273963	0.1297217	0.2017497	0.2587628	-638236.568
76000	0.3812609	0.2497286	0.1254619	0.1134881	0.1017002	0.0393301	0.0295525	0.0974406	0.0573778	0.2152549	0.1448431	0.1064153	0.1484938	-638237.415
78000	0.3999348	0.2362401	0.1277528	0.1146734	0.1019078	0.0474157	0.0319588	0.0633641	0.0625430	0.2752108	0.1927946	0.1208749	0.2786233	-638233.172
80000	0.3548538	0.2461281	0.1270135	0.1154943	0.1061012	0.0397313	0.0312488	0.1054840	0.0652774	0.3023353	0.2448253	0.1851134	0.1714728	-638230.875
82000	0.3877056	0.2600734	0.1372233	0.1198333	0.1060661	0.0442338	0.0304765	0.0665077	0.0546873	0.2936857	0.2382824	0.1819234	0.2258910	-638238.125
84000	0.3803128	0.2629102	0.1466987	0.1346692	0.1207901	0.0438390	0.0312667	0.0689679	0.0414081	0.2399105	0.2230892	0.3738297	0.1175598	-638239.392
86000	0.3652615	0.2472532	0.1422002	0.1308904	0.1183230	0.0406283	0.0287494	0.0762810	0.0557096	0.2475880	0.1604167	0.3465496	0.1257407	-638249.798
88000	0.3656243	0.2584207	0.1686734	0.1530805	0.1352743	0.0433630	0.0331073	0.0792248	0.0562241	0.2459701	0.2905872	0.3114048	0.2550267	-638242.183
90000	0.3992348	0.2502929	0.1466286	0.1290318	0.1177372	0.0419058	0.0297584	0.0625443	0.0473397	0.2280446	0.3145794	0.2331403	0.3334312	-638236.157
92000	0.4071153	0.2502529	0.1457233	0.1335453	0.1215630	0.0380139	0.0282296	0.0675103	0.0734735	0.2513472	0.2113369	0.2175102	0.1526924	-638237.029
94000	0.3948727	0.2459655	0.1180553	0.1061211	0.0968329	0.0418131	0.0241922	0.0937049	0.0599593	0.2448949	0.1839081	0.1171982	0.2411521	-638243.872
96000	0.3996416	0.2198631	0.1184915	0.1025312	0.0907964	0.0320249	0.0224719	0.0744353	0.0545696	0.2911835	0.1371385	0.1054182	0.0952149	-638236.729
98000	0.3902862	0.2712629	0.1198601	0.1112394	0.0993467	0.0299708	0.0197937	0.0915169	0.0895595	0.2895845	0.1513010	0.2201835	0.2327799	-638243.789
100000	0.4026949	0.2556318	0.1374290	0.1251925	0.1141098	0.0417592	0.0271514	0.0868155	0.0553870	0.2255658	0.2152200	0.0971109	0.1223895	-638235.150
102000	0.3941819	0.2418224	0.1381081	0.1223494	0.1106704	0.0441979	0.0287939	0.0628566	0.0532494	0.2978084	0.0990562	0.1085541	0.2030444	-638238.183
104000	0.3981121	0.2571235	0.1464448	0.1277514	0.1151453	0.0397746	0.0273531	0.0716344	0.0489031	0.3053426	0.0871644	0.1595945	0.2896781	-638234.835
106000	0.3573242	0.2535503	0.1661399	0.1432410	0.1263216	0.0474836	0.0378163	0.0844487	0.0389566	0.2321328	0.1916394	0.3389875	0.2208502	-638244.125
108000	0.4018221	0.3187562	0.1688488	0.1547111	0.1460471	0.0547326	0.0349056	0.0739277	0.0426560	0.1786061	0.2255410	0.2064890	0.2090343	-638241.881
110000	0.3932721	0.2490106	0.1617672	0.1459014	0.1339788	0.0489104	0.0322676	0.0651696	0.0570575	0.2653530	0.2620559	0.1119627	0.2492704	-638244.657
112000	0.3810245	0.2505612	0.1618113	0.1436989	0.1303735	0.0434801	0.0299217	0.0756290	0.0423098	0.2181130	0.2378800	0.2974102	0.2803204	-638232.604
114000	0.4008485	0.2533989	0.1675324	0.1545996	0.1293369	0.0621505	0.0507896	0.0600834	0.0545085	0.1916249	0.2732501	0.1952738	0.1718701	-638236.155
116000	0.3440287	0.2625663	0.1750245	0.1550192	0.1393962	0.0437757	0.0292581	0.0656324	0.0548493	0.1993903	0.2416396	0.2293853	0.2673736	-638238.167
118000	0.3290909	0.2507751	0.1447421	0.1338257	0.1223844	0.0376186	0.0241390	0.0765371	0.0685133	0.2914593	0.1178238	0.1067662	0.2603336	-638246.455
120000	0.3800484	0.2523692	0.1348430	0.1202457	0.1109891	0.0366527	0.0275775	0.0831922	0.0605255	0.2610582	0.1909733	0.1946387	0.2313969	-638244.444
122000	0.3889283	0.2517540	0.1358608	0.1212671	0.1123278	0.0415826	0.0289203	0.0642169	0.0575223	0.3232856	0.1492688	0.1260589	0.4581524	-638237.416
124000	0.3882804	0.2493287	0.1148267	0.1026212	0.0856641	0.0370744	0.0280278	0.0811165	0.0870104	0.2965613	0.2453361	0.3088012	0.0981195	-638234.597
126000	0.3963970	0.2278480	0.1287199	0.1149746	0.0985798	0.0358135	0.0283117	0.0711688	0.0797566	0.2742927	0.2381541	0.1499250	0.2465799	-638242.666
128000	0.3731686	0.2573214	0.1458380	0.1323728	0.1208961	0.0440378	0.0302027	0.0661015	0.0533057	0.2514924	0.1270686	0.1166100	0.1863398	-638241.832
130000	0.3627215	0.2671921	0.1725551	0.1556075	0.1359916	0.0547255	0.0438516	0.0751998	0.0556803	0.2072834	0.3884774	0.2343410	0.0888642	-638241.733
132000	0.3946454	0.2385160	0.1463254	0.1360940	0.1247214	0.0324709	0.0227536	0.0955612	0.0587624	0.2726228	0.1580174	0.1731908	0.1962562	-638237.296
134000	0.4173362	0.2260552	0.1310878	0.1159398	0.1056330	0.0324187	0.0234525	0.0854853	0.0539744	0.2934334	0.0708740	0.1014298	0.1766105	-638235.411
136000	0.3898532	0.2529898	0.1626688	0.1503810	0.1361616	0.0596096	0.0412353	0.0749880	0.0435980	0.2349764	0.2146150	0.1506804	0.4470891	-638249.868
138000	0.3956442	0.2544633	0.1352081	0.1200063	0.1102523	0.0474225	0.0354253	0.0802463	0.0532443	0.2433555	0.1515078	0.1361687	0.0762498	-638243.457
140000	0.4015525	0.2446852	0.1559316	0.1390713	0.1252361	0.0451216	0.0318656	0.0782871	0.0499455	0.2220235	0.1245071	0.1448029	0.2748745	-638245.853
142000	0.3801725	0.2507696	0.1259283	0.1061383	0.0945976	0.0401689	0.0271829	0.0660253	0.0536132	0.2798510	0.1157377	0.1852441	0.1723955	-638238.938
144000	0.3903882	0.2552040	0.1299391	0.1186570	0.1030171	0.0395438	0.0307158	0.0770746	0.0576611	0.2600117	0.1422811	0.1016120	0.1339085	-638242.395
146000	0.4090859	0.2229919	0.1243964	0.1126897	0.1002394	0.0442349	0.0333082	0.0840554	0.0563902	0.2535042	0.0822005	0.0805135	0.2030901	-638232.319
148000	0.3986424	0.2751284	0.1412360	0.1310228	0.1158932	0.0514799	0.0368271	0.0614755	0.0562474	0.1939461	0.1869613	0.2478485	0.1313777	-638238.389
150000	0.3988814	0.2500855	0.1507873	0.1323641	0.1228483	0.0598935	0.0398671	0.0606328	0.0442433	0.2198823	0.1487246	0.1001683	0.4146927	-638235.280
152000	0.4087466	0.2372648	0.1311280	0.1168585	0.1097915	0.0487691	0.0296120	0.0944919	0.0540406	0.2694533	0.1664308	0.0952465	0.1058605	-638238.099
154000	0.4027721	0.2581624	0.1348955	0.1219860	0.1080867	0.0433349	0.0285769	0.0808079	0.0548394	0.2261523	0.1095384	0.1115723	0.1597235	-638239.854
156000	0.4024008	0.2534583	0.1483275	0.1356317	0.1187755	0.0491445	0.0325264	0.0679742	0.0554808	0.2296293	0.0557404	0.1268183	0.1126601	-638236.080
158000	0.4021592	0.2458901	0.1323937	0.1151693	0.1013271	0.0406524	0.0301114	0.0728785	0.0496674	0.2719417	0.0610817	0.0487230	0.1468328	-638244.394
160000	0.3969700	0.2603409	0.1419437	0.1204980	0.1074405	0.0470751	0.0369290	0.0664213	0.0569366	0.2331894	0.1885599	0.1224633	0.2432042	-638234.678
162000	0.4102688	0.2500139	0.1633603	0.1522956	0.1293133	0.0554785	0.0340806	0.0620429	0.0512498	0.2196840	0.2178691	0.0968397	0.3568807	-638240.296
164000	0.4001810	0.2422699	0.1272327	0.1110843	0.1034737	0.0414232	0.0314097	0.0829968	0.0603233	0.3202083	0.2458669	0.2112848	0.3496905	-638235.001
166000	0.3973943	0.2322383	0.1184017	0.1049536	0.0986507	0.0453084	0.0334501	0.1009706	0.0614260	0.3319360	0.2027731	0.0999643	0.1286916	-638251.076
168000	0.3820123	0.2471957	0.1465256	0.1216971	0.1083413	0.0347013	0.0250393	0.0905273	0.0575150	0.2595839	0.4270889	0.2106834	0.2910808	-638242.961
170000	0.3915248	0.2576881	0.1482892	0.1316574	0.1206634	0.0459567	0.0334591	0.0689085	0.0545340	0.2025679	0.1012842	0.1255815	0.2302541	-638238.790
172000	0.3971500	0.2613514	0.1339408	0.1168221	0.1054237	0.0386362	0.0272419	0.0867578	0.0643170	0.2659649	0.1191867	0.2516853	0.1797371	-638239.006
174000	0.4009599	0.2509519	0.1257784	0.1120968	0.1031198	0.0354491	0.0282060	0.0744957	0.0575550	0.2465619	0.1259519	0.0981718	0.1187532	-638242.697
176000	0.4055391	0.2588922	0.1409240	0.1304835	0.1183194	0.0475245	0.0315032	0.0905747	0.0556608	0.2235056	0.1450058	0.1105044	0.2573273	-638232.380
178000	0.3900943	0.2551139	0.1409187	0.1212811	0.1123253	0.0454112	0.0330897	0.0790456	0.0506466	0.2606661	0.1777298	0.1837787	0.1601276	-638238.044
180000	0.3995033	0.2405562	0.1443715	0.1330280	0.1158024	0.0449444	0.0299713	0.0662449	0.0471086	0.2327220	0.1016408	0.0893828	0.1546280	-638242.229
182000	0.3959391	0.2396646	0.1492226	0.1354286	0.1215102	0.0430988	0.0286559	0.0855529	0.0550866	0.2379733	0.0849406	0.1748435	0.1161407	-638235.393
184000	0.3926384	0.2616722	0.1414401	0.1329933	0.1183519	0.0435596	0.0265709	0.0796077	0.0565494	0.2405122	0.1215435	0.1383567	0.3468040	-638247.192
186000	0.3829864	0.2568494	0.1366857	0.1198622	0.1088572	0.0424124	0.0290793	0.0798726	0.0451418	0.2241761	0.1261803	0.2582902	0.1706045	-638237.729
188000	0.4013257	0.2464682	0.1211309	0.1078484	0.0970044	0.0403311	0.0305285	0.0826605	0.0629148	0.2656877	0.1503840	0.1426897	0.1826374	-638246.356
190000	0.3943682	0.2504710	0.1354270	0.1198483	0.1066951	0.0396360	0.0238825	0.0844355	0.0438394	0.2521333	0.1537061	0.0639070	0.2032926	-638233.306
192000	0.3991138	0.2421520	0.1304436	0.1130222	0.1044476	0.0361713	0.0249751	0.0873048	0.0682362	0.2466487	0.1640838	0.2223295	0.1462362	-638241.648
194000	0.3825212	0.2332978	0.1348618	0.1248112	0.1119109	0.0482468	0.0387598	0.0722938	0.0549021	0.2612942	0.1135231	0.1434004	0.2044360	-638235.161
196000	0.4083381	0.2360803	0.1398741	0.1232456	0.1130617	0.0404293	0.0275969	0.0871339	0.0511613	0.2579179	0.2372724	0.1980147	0.0875906	-638237.963
198000	0.3878646	0.2429280	0.1529358	0.1348627	0.1151057	0.0546731	0.0365769	0.0726442	0.0451902	0.1980081	0.1532143	0.0788109	0.2613679	-638231.934
200000	0.3962801	0.2458307	0.1416171	0.1127729	0.0953527	0.0405763	0.0230068	0.0728260	0.0494851	0.2406532	0.1837964	0.1777758	0.2042011	-638240.848
202000	0.3961670	0.2479005	0.1490142	0.1362779	0.1170302	0.0441162	0.0270878	0.0765150	0.0505714	0.2139840	0.1122186	0.1227618	0.1812151	-638233.742
204000	0.3745068	0.2508027	0.1335461	0.1215387	0.1083319	0.0398139	0.0238915	0.0906866	0.0582187	0.2663654	0.1833477	0.1952502	0.2280305	-638243.618
206000	0.3833638	0.2525553	0.1291914	0.1147824	0.1051943	0.0402301	0.0331757	0.0800312	0.0549129	0.2959359	0.1502792	0.1624237	0.2771475	-638245.638
208000	0.4037674	0.2349010	0.1316658	0.1236084	0.1173483	0.0370433	0.0200677	0.0891627	0.0772223	0.3260043	0.1998792	0.1232144	0.3135098	-638247.672
210000	0.3718441	0.2528048	0.1393126	0.1262554	0.1085647	0.0518426	0.0399677	0.0780334	0.0508824	0.2127368	0.3463528	0.1750487	0.1743941	-638237.962
212000	0.4076827	0.2476023	0.1415536	0.1247042	0.1146999	0.0399862	0.0295154	0.0835415	0.0658616	0.2476074	0.1121849	0.1647780	0.1324403	-638234.841
214000	0.3862014	0.2452996	0.1484885	0.1330871	0.1188955	0.0398902	0.0213188	0.0770101	0.0616190	0.2235313	0.2534445	0.1788947	0.1863863	-638242.281
216000	0.4016703	0.2485467	0.1460239	0.1319158	0.1196225	0.0428869	0.0322293	0.0972137	0.0466657	0.2605995	0.2821119	0.1153707	0.1514052	-638245.371
218000	0.3738378	0.2547542	0.1358069	0.1183293	0.0921767	0.0469717	0.0361649	0.0861371	0.0451985	0.2666885	0.2855212	0.1952080	0.3856043	-638247.843
220000	0.3775158	0.2530991	0.1119049	0.1005930	0.0901481	0.0435180	0.0313377	0.0803530	0.0668173	0.2689698	0.1906388	0.1002550	0.2727624	-638241.852
222000	0.3984949	0.2289169	0.1240984	0.1040038	0.0967772	0.0482970	0.0283289	0.0868594	0.0526817	0.2674657	0.2304766	0.0910751	0.2120126	-638235.620
224000	0.3943402	0.2564391	0.1329526	0.1192142	0.1028546	0.0556707	0.0383235	0.0670409	0.0592066	0.2433039	0.1850349	0.1355557	0.2046631	-638242.343
226000	0.3942368	0.2607392	0.1576749	0.1351435	0.1191908	0.0436893	0.0301097	0.0739047	0.0504094	0.2316619	0.1428010	0.1309972	0.2567744	-638248.843
228000	0.3984494	0.2747676	0.1551412	0.1403901	0.1176800	0.0454363	0.0329055	0.0816999	0.0634581	0.1929528	0.1743362	0.1757412	0.1275230	-638240.346
230000	0.4064969	0.2356363	0.1406160	0.1289733	0.1134119	0.0367729	0.0266981	0.0819126	0.0827596	0.2538834	0.2720933	0.3461817	0.1559740	-638232.692
232000	0.3977439	0.2500255	0.1113821	0.1008886	0.0852401	0.0445345	0.0355682	0.0746968	0.0644532	0.3414296	0.2161535	0.1415123	0.3881319	-638239.693
234000	0.3886268	0.2634874	0.1372927	0.1234630	0.1138776	0.0460077	0.0346916	0.0778589	0.0514135	0.2296108	0.1575353	0.1277416	0.1620144	-638238.170
236000	0.4009280	0.2553701	0.1426192	0.1278794	0.1095624	0.0396291	0.0266011	0.0625354	0.0544869	0.2772563	0.1197745	0.2203445	0.1322146	-638248.964
238000	0.4225712	0.2517874	0.1191089	0.1034397	0.0941588	0.0377567	0.0212063	0.0829799	0.0634636	0.2632674	0.1495584	0.1643096	0.1730034	-638237.936
240000	0.3977477	0.2565920	0.1434732	0.1222727	0.1103881	0.0446920	0.0291470	0.0802272	0.0586896	0.2554584	0.0794662	0.0964566	0.1531232	-638235.125
242000	0.3971787	0.2438335	0.1642135	0.1497270	0.1354914	0.0360332	0.0236243	0.0811368	0.0518937	0.3119761	0.2022303	0.1216008	0.3054478	-638238.687
244000	0.3944997	0.2413223	0.1421011	0.1293342	0.1107662	0.0553864	0.0398002	0.0831026	0.0481236	0.2897632	0.2658966	0.1664886	0.3005082	-638242.721
246000	0.3990491	0.2610295	0.1611003	0.1462062	0.1301318	0.0516669	0.0380793	0.0653165	0.0569063	0.2130674	0.2017062	0.2936982	0.1361108	-638235.325
248000	0.3998401	0.2528855	0.1440214	0.1301910	0.1185436	0.0429293	0.0296927	0.0935341	0.0518280	0.2844214	0.1700857	0.0979333	0.2274175	-638247.972
250000	0.3920924	0.2684557	0.1403300	0.1290420	0.1177379	0.0348797	0.0272237	0.0942851	0.0568908	0.2333423	0.1827514	0.1023932	0.1797642	-638236.840
252000	0.4039003	0.2462794	0.1283222	0.1168875	0.1045256	0.0430987	0.0287862	0.0816504	0.0567455	0.3240584	0.1398688	0.1144025	0.2909052	-638237.254
254000	0.3753657	0.2507005	0.1325699	0.1153918	0.1043027	0.0490778	0.0301095	0.0709658	0.0517091	0.2465400	0.1268518	0.2377075	0.2651302	-638238.601
256000	0.4016482	0.2464472	0.1440402	0.1272139	0.1091614	0.0356375	0.0218042	0.0859434	0.0554735	0.2477067	0.1901496	0.1345007	0.3670946	-638236.516
258000	0.3997665	0.2456480	0.1307131	0.1189777	0.1045991	0.0426078	0.0291470	0.0843144	0.0500725	0.2532035	0.2249814	0.1051529	0.3777414	-638243.707
260000	0.3985478	0.2447490	0.1419245	0.1245495	0.1082128	0.0417687	0.0257995	0.0725889	0.0549664	0.2614879	0.1354987	0.1028942	0.2303345	-638234.865
262000	0.3924228	0.2449113	0.1298779	0.1197769	0.1061992	0.0420665	0.0302240	0.0773449	0.0699989	0.2738008	0.1746343	0.1789677	0.1817952	-638242.751
264000	0.4028466	0.2458357	0.1281619	0.1127963	0.1022344	0.0420218	0.0291704	0.0896927	0.0557401	0.2236469	0.2459026	0.0724042	0.1181385	-638240.682
266000	0.3875953	0.2506050	0.1505066	0.1341983	0.1147681	0.0507730	0.0358105	0.0585551	0.0488130	0.2336362	0.2572787	0.1335677	0.3026424	-638238.340
268000	0.3997245	0.2515499	0.1547041	0.1411039	0.1242892	0.0514801	0.0350072	0.0745188	0.0548082	0.2550608	0.0707160	0.1868195	0.2463524	-638239.529
270000	0.3714262	0.2534167	0.1384935	0.1217234	0.1071824	0.0387468	0.0302949	0.0664979	0.0629251	0.2482930	0.0834808	0.3117198	0.1342748	-638237.848
272000	0.3346732	0.2460669	0.1328177	0.1159266	0.1020695	0.0359092	0.0264745	0.0813519	0.0786854	0.2497884	0.1645730	0.1994326	0.1847657	-638238.726
274000	0.3990839	0.2614294	0.1416035	0.1239212	0.1083791	0.0415276	0.0297764	0.0960213	0.0645540	0.2488079	0.2025074	0.3219478	0.1930100	-638241.156
276000	0.3914709	0.2639183	0.1356138	0.1176755	0.1059266	0.0391275	0.0307607	0.0784988	0.0571076	0.1982319	0.1112917	0.2046825	0.0976776	-638244.090
278000	0.4304899	0.2554032	0.1484712	0.1338579	0.1208617	0.0486349	0.0324685	0.0752698	0.0506684	0.2347324	0.1745516	0.0519674	0.2020324	-638240.405
280000	0.3938996	0.2489359	0.1476456	0.1339743	0.1182382	0.0472760	0.0304487	0.0913172	0.0461288	0.2269196	0.1783676	0.2920190	0.3151804	-638241.340
282000	0.3985321	0.2553751	0.1297622	0.1145921	0.1019962	0.0331792	0.0258499	0.0803761	0.0561873	0.2674497	0.1724969	0.1216661	0.1686446	-638248.465
284000	0.3489783	0.2578510	0.1019469	0.0844443	0.0767097	0.0352574	0.0284501	0.0991722	0.1013307	0.2855755	0.2242115	0.2508007	0.2022084	-638237.168
286000	0.3958709	0.2461177	0.1114685	0.1008164	0.0911332	0.0371645	0.0280341	0.0901769	0.0632707	0.2532266	0.2104778	0.1710613	0.1790578	-638234.104
288000	0.3871226	0.2807001	0.1400806	0.1233804	0.1112910	0.0522443	0.0351335	0.0949102	0.0590049	0.2189840	0.2333271	0.1889914	0.2680849	-638243.675
290000	0.3917463	0.2444055	0.1401613	0.1287539	0.1193040	0.0511578	0.0311073	0.0781841	0.0514166	0.2242390	0.1115161	0.0613076	0.1482220	-638243.852
292000	0.4053995	0.2500000	0.1224110	0.1106464	0.0980741	0.0339419	0.0256782	0.0870973	0.0720756	0.2488685	0.1144335	0.3363785	0.1917636	-638246.299
294000	0.4101192	0.2190660	0.1342060	0.1203069	0.1098977	0.0440129	0.0309082	0.0745167	0.0661005	0.2536782	0.1216527	0.1128583	0.2123981	-638238.720
296000	0.4000555	0.2502640	0.1447099	0.1259157	0.1139099	0.0423004	0.0285703	0.0972985	0.0444070	0.2032195	0.3885708	0.1366638	0.1865621	-638239.868
298000	0.3805667	0.2601730	0.1491898	0.1376675	0.1191480	0.0431357	0.0281004	0.0772280	0.0511521	0.2039924	0.2508316	0.0882823	0.2974995	-638238.585
300000	0.3961133	0.2730526	0.1595914	0.1479367	0.1334836	0.0579045	0.0387800	0.0605265	0.0431608	0.2501059	0.0951515	0.1008188	0.3767191	-638238.439
302000	0.3986372	0.2488231	0.1445360	0.1261309	0.1144290	0.0466269	0.0331486	0.1047485	0.0490485	0.2180345	0.2383477	0.1250829	0.1745372	-638244.978
304000	0.3600159	0.2514771	0.1332943	0.1213320	0.1103774	0.0408332	0.0299895	0.0904646	0.0642857	0.2491333	0.2692871	0.1809635	0.1503392	-638237.583
306000	0.4014133	0.2505348	0.1372854	0.1252410	0.1128635	0.0399977	0.0285525	0.0755392	0.0773334	0.2405856	0.0654515	0.2416349	0.2105882	-638250.409
308000	0.4049077	0.2509065	0.1285193	0.1204918	0.1111941	0.0500985	0.0303804	0.0794041	0.0565221	0.2647810	0.2068988	0.3242388	0.2851077	-638234.526
310000	0.4035295	0.2456726	0.1375394	0.1123177	0.0981679	0.0424004	0.0332520	0.0732782	0.0452087	0.2318822	0.2748836	0.2596974	0.2702775	-638237.361
312000	0.4056650	0.2590535	0.1546393	0.1420370	0.1242971	0.0568510	0.0384836	0.0696145	0.0438584	0.2587552	0.2498303	0.0951693	0.2963932	-638243.201
314000	0.3879095	0.2698649	0.1671187	0.1518036	0.1383657	0.0408084	0.0279546	0.0806167	0.0512430	0.1927995	0.2218653	0.1548162	0.2539905	-638232.367
316000	0.4058576	0.2644005	0.1624812	0.1467328	0.1316198	0.0504607	0.0321589	0.0593965	0.0495551	0.2721323	0.1809973	0.1006879	0.2106050	-638236.838
