Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
107000	0.3700446	0.2475380	0.1206296	0.1097794	0.0948889	0.0331913	0.0223618	0.0841824	0.0573972	0.2535874	0.1100228	0.1430445	0.1257629	-638244.108
107200	0.3927787	0.2439516	0.1206203	0.1089537	0.0946385	0.0367178	0.0242517	0.0852861	0.0588784	0.2422726	0.1344418	0.1220004	0.1406850	-638238.754
107400	0.3885209	0.2502841	0.1131933	0.1024854	0.0944637	0.0347856	0.0268204	0.0798182	0.0702042	0.2824713	0.0724715	0.1627658	0.1612872	-638234.335
107600	0.3922619	0.2427365	0.1088898	0.0971504	0.0874003	0.0388764	0.0279144	0.0857153	0.0553147	0.2578869	0.1291241	0.1041956	0.2199169	-638241.680
107800	0.4058239	0.2445809	0.1210999	0.1077108	0.0920249	0.0383620	0.0257398	0.0788778	0.0563139	0.2718811	0.1251647	0.1995420	0.1316074	-638239.202
108000	0.3967378	0.2411617	0.1236369	0.1073598	0.0924439	0.0340814	0.0261646	0.0828267	0.0586174	0.2817621	0.1462077	0.3675464	0.2740242	-638234.048
108200	0.4049978	0.2383736	0.1172986	0.1017270	0.0940861	0.0330028	0.0211074	0.0981870	0.0627664	0.2944158	0.0974401	0.1959753	0.2774063	-638237.347
108400	0.4064050	0.2497844	0.1208759	0.1084740	0.0962954	0.0409200	0.0301783	0.0749554	0.0567667	0.2583011	0.1694319	0.2897584	0.1304709	-638233.215
108600	0.3825851	0.2422960	0.1174308	0.1044016	0.0903254	0.0354861	0.0236224	0.0889505	0.0603013	0.2400723	0.0854598	0.1059824	0.1337825	-638246.567
108800	0.3976750	0.2527211	0.1263564	0.1133626	0.1028378	0.0411160	0.0292307	0.0791059	0.0546170	0.3255184	0.0722937	0.1338807	0.2357572	-638239.212
109000	0.3780617	0.2561549	0.1361210	0.1123227	0.1032148	0.0443955	0.0317743	0.0746532	0.0653689	0.2490161	0.1611680	0.2733036	0.3384974	-638238.191
109200	0.3827055	0.2512296	0.1352513	0.1207180	0.1081665	0.0446137	0.0266803	0.0764284	0.0599016	0.3009293	0.1038534	0.0873599	0.2364158	-638237.864
109400	0.4014941	0.2444897	0.1409134	0.1138410	0.0991386	0.0438964	0.0352260	0.0859653	0.0581157	0.2524341	0.1448190	0.1759892	0.2184319	-638234.253
109600	0.3976714	0.2509225	0.1280613	0.1155746	0.1020123	0.0363856	0.0271765	0.0956160	0.0711671	0.3094181	0.0943417	0.2435415	0.2147514	-638235.867
109800	0.3970780	0.2418795	0.1289607	0.1192643	0.1034158	0.0446050	0.0364161	0.0835840	0.0681647	0.2993684	0.1849780	0.1844720	0.2026319	-638239.596
110000	0.3949570	0.2392545	0.1316641	0.1188305	0.1093753	0.0409019	0.0304447	0.0836274	0.0543213	0.2619048	0.1348626	0.1272612	0.1795629	-638235.584
110200	0.3998134	0.2276876	0.1395857	0.1247377	0.1134390	0.0380066	0.0268279	0.0796920	0.0522429	0.2611878	0.3329801	0.1422596	0.1644613	-638237.447
110400	0.3835893	0.2375235	0.1431463	0.1238690	0.1141382	0.0378465	0.0294624	0.0860073	0.0525799	0.2705532	0.1365008	0.1755746	0.2475047	-638242.409
110600	0.3773840	0.2527713	0.1448727	0.1280049	0.1149853	0.0367789	0.0227448	0.0811349	0.0551393	0.2697698	0.2887281	0.2154129	0.1705514	-638239.627
110800	0.3775014	0.2608937	0.1332959	0.1239195	0.1171328	0.0341177	0.0260965	0.0799476	0.0792315	0.2766907	0.1725004	0.2408225	0.1027308	-638240.810
111000	0.4069539	0.2515729	0.1320120	0.1223755	0.1122638	0.0404491	0.0312784	0.0824847	0.0470372	0.2475310	0.2302249	0.1993138	0.1951714	-638241.439
111200	0.3978722	0.2459759	0.1390620	0.1221543	0.1150782	0.0485451	0.0319695	0.0815900	0.0545089	0.2922130	0.2975995	0.1361773	0.3743055	-638242.689
111400	0.3879160	0.2426871	0.1368489	0.1262313	0.1169574	0.0433341	0.0341388	0.0861135	0.0596740	0.2461542	0.1847056	0.1189130	0.1129212	-638239.355
111600	0.3955442	0.2491984	0.1436529	0.1327777	0.1087159	0.0464015	0.0354605	0.0733274	0.0592069	0.2729193	0.1205006	0.1198098	0.1426860	-638238.705
111800	0.4033364	0.2544634	0.1359683	0.1218766	0.1033062	0.0423012	0.0279769	0.0790484	0.0808416	0.2312614	0.3343643	0.2601109	0.1596704	-638236.820
112000	0.3904032	0.2714226	0.1388778	0.1228944	0.1101929	0.0451370	0.0339860	0.0591812	0.0477741	0.2277829	0.4343957	0.2208373	0.1846887	-638236.995
112200	0.4024773	0.2581375	0.1363440	0.1188239	0.1013519	0.0524326	0.0334640	0.0659605	0.0498136	0.2049798	0.1633483	0.1012232	0.1787028	-638244.340
112400	0.3994119	0.2490803	0.1276907	0.1158664	0.1063275	0.0500987	0.0298203	0.0726369	0.0564850	0.2774975	0.1902033	0.0928138	0.1499607	-638237.752
112600	0.4091370	0.2556496	0.1275214	0.1125296	0.0901524	0.0400483	0.0286916	0.0806906	0.0560697	0.2586609	0.1884862	0.1616201	0.3328082	-638242.509
112800	0.4032215	0.2450016	0.1225961	0.1093367	0.0980097	0.0401891	0.0261799	0.0982949	0.0646594	0.2719149	0.1720190	0.1103386	0.1996342	-638246.801
113000	0.3834750	0.2407783	0.1152620	0.1019304	0.0927929	0.0440327	0.0292821	0.0731644	0.0557875	0.2279389	0.0700327	0.0779398	0.2015222	-638233.867
113200	0.4128453	0.2476525	0.1177517	0.1075154	0.0962517	0.0397031	0.0290660	0.0756139	0.0735109	0.2756704	0.1266620	0.2099185	0.2515581	-638240.666
113400	0.4062879	0.2374530	0.1232427	0.1114794	0.0994676	0.0421146	0.0234568	0.0742777	0.0444512	0.2674207	0.0822180	0.1850071	0.1566314	-638243.183
113600	0.3816016	0.2263941	0.1325942	0.1157210	0.1031657	0.0445110	0.0330733	0.0760882	0.0508751	0.2670393	0.0985360	0.0951983	0.2438619	-638238.489
113800	0.3949445	0.2389824	0.1304967	0.1174330	0.1051741	0.0412018	0.0300973	0.0936738	0.0474179	0.2425488	0.1464316	0.1736103	0.3069105	-638235.461
114000	0.3948044	0.2564804	0.1330769	0.1235953	0.1101981	0.0463732	0.0315288	0.1000388	0.0560135	0.2407374	0.1713619	0.0945360	0.2989902	-638241.671
114200	0.3985096	0.2701422	0.1333233	0.1237102	0.1095665	0.0489843	0.0345329	0.0844526	0.0431408	0.2613281	0.2465109	0.1467664	0.4702222	-638235.908
114400	0.4074429	0.2547032	0.1425277	0.1232610	0.1035116	0.0370197	0.0268497	0.0603035	0.0589435	0.3388501	0.1529384	0.1589488	0.2085407	-638244.344
114600	0.4057931	0.2494157	0.1424723	0.1240740	0.1124193	0.0444808	0.0354038	0.0709737	0.0522757	0.2289373	0.1269692	0.2673908	0.1585637	-638236.859
114800	0.4031643	0.2368290	0.1344563	0.1240847	0.1110752	0.0377423	0.0277282	0.0865256	0.0575783	0.2353864	0.0928149	0.0825223	0.1715907	-638240.146
115000	0.4005391	0.2474796	0.1341031	0.1241889	0.1106953	0.0384240	0.0253312	0.0821017	0.0452786	0.2657348	0.1464741	0.1334337	0.2660497	-638237.253
115200	0.4006798	0.2451525	0.1382765	0.1214846	0.1049650	0.0354563	0.0221009	0.0785644	0.0493438	0.2605226	0.0909824	0.2048878	0.1917189	-638239.310
115400	0.4085545	0.2415090	0.1399311	0.1252966	0.1117872	0.0371563	0.0244454	0.0770266	0.0528670	0.2642302	0.1852233	0.0745571	0.1726572	-638234.781
115600	0.3934571	0.2362033	0.1342484	0.1250261	0.1155864	0.0452283	0.0292425	0.0871381	0.0521601	0.2492080	0.1206808	0.2127244	0.2012919	-638238.082
115800	0.3947572	0.2696101	0.1450523	0.1296174	0.1171083	0.0451724	0.0333930	0.0760399	0.0420241	0.2472856	0.1327164	0.0915125	0.1662781	-638239.885
116000	0.3923901	0.2504257	0.1428750	0.1240638	0.1087209	0.0482855	0.0309763	0.0708461	0.0439830	0.2316722	0.1318166	0.1461537	0.2198104	-638239.285
116200	0.3816593	0.2471404	0.1327937	0.1189320	0.1058527	0.0398129	0.0305784	0.0819830	0.0539198	0.2658000	0.1813195	0.2789465	0.1858204	-638233.888
116400	0.3909056	0.2478054	0.1318947	0.1192962	0.1043073	0.0416380	0.0255975	0.0688097	0.0580125	0.1897683	0.0862910	0.2379489	0.2268844	-638244.481
116600	0.3958533	0.2510747	0.1278118	0.1122841	0.0996320	0.0486964	0.0280698	0.0756767	0.0508698	0.2571092	0.1382342	0.1109129	0.1310365	-638233.905
116800	0.4053413	0.2633292	0.1261311	0.1072344	0.0972745	0.0412979	0.0290670	0.0815304	0.0556526	0.2588140	0.1612415	0.1884223	0.2568440	-638232.676
117000	0.3849463	0.2528087	0.1227114	0.1091263	0.0902672	0.0412369	0.0293794	0.0813701	0.0549817	0.2546240	0.2831815	0.0946647	0.1654889	-638236.835
117200	0.3809791	0.2509520	0.1202412	0.1060618	0.0949245	0.0420279	0.0313568	0.0843906	0.0711139	0.2607047	0.1276160	0.1902046	0.1986920	-638236.252
117400	0.4105488	0.2485501	0.1287850	0.1174151	0.1057309	0.0450680	0.0294620	0.0783317	0.0468572	0.2188703	0.0813049	0.0921592	0.1568558	-638235.611
117600	0.4083155	0.2355185	0.1271218	0.1144179	0.1071751	0.0462972	0.0333658	0.0772204	0.0525692	0.3063826	0.1735122	0.0985887	0.1912196	-638242.723
117800	0.4035294	0.2486227	0.1326388	0.1203220	0.1090353	0.0413296	0.0271482	0.0840989	0.0532668	0.2783917	0.2318020	0.1333995	0.0988730	-638237.721
118000	0.4231520	0.2611229	0.1321179	0.1154935	0.1000257	0.0377661	0.0272524	0.0807010	0.0528453	0.2753161	0.1066754	0.0698473	0.0945413	-638234.603
118200	0.4062226	0.2453968	0.1279960	0.1133490	0.1007955	0.0372833	0.0239115	0.0932987	0.0451063	0.2641364	0.3003575	0.0994873	0.1237069	-638235.104
118400	0.4056255	0.2473142	0.1292284	0.1163645	0.1029560	0.0349766	0.0225332	0.0699718	0.0600630	0.3508983	0.1474847	0.1449337	0.2890166	-638242.005
118600	0.3960834	0.2509319	0.1366035	0.1167158	0.1056652	0.0338004	0.0245198	0.0673055	0.0506382	0.2735836	0.1716852	0.1536808	0.1160781	-638243.416
118800	0.3776904	0.2481751	0.1265129	0.1135005	0.1041554	0.0338547	0.0227292	0.0904336	0.0660334	0.3039005	0.1532164	0.1253104	0.1473631	-638246.985
119000	0.3925556	0.2361617	0.1238679	0.1119653	0.0992012	0.0405584	0.0269200	0.0908825	0.0540495	0.2971000	0.0638805	0.0728581	0.1469077	-638236.113
119200	0.4027357	0.2444202	0.1311996	0.1159064	0.1045642	0.0405024	0.0285126	0.0789365	0.0508068	0.2606375	0.2042544	0.0508714	0.1801744	-638239.384
119400	0.3999738	0.2406975	0.1308503	0.1207881	0.1048166	0.0418516	0.0314754	0.0933003	0.0537185	0.2693187	0.2027186	0.1158575	0.1191721	-638238.552
119600	0.4006885	0.2542403	0.1297149	0.1195248	0.1049453	0.0423270	0.0297699	0.0782834	0.0485435	0.2258791	0.1117994	0.1507575	0.1700095	-638238.750
119800	0.4005778	0.2436991	0.1373079	0.1207250	0.1125042	0.0327168	0.0225848	0.0739546	0.0730885	0.2702065	0.1072809	0.2035080	0.1931114	-638239.037
120000	0.4004262	0.2507379	0.1228455	0.1121265	0.1002444	0.0388787	0.0268762	0.0985799	0.0517979	0.2785628	0.2217106	0.0590727	0.2644291	-638237.780
120200	0.3721213	0.2387971	0.1363774	0.1127709	0.0980416	0.0424390	0.0282649	0.0768319	0.0537352	0.2201002	0.1482092	0.1660258	0.1776232	-638236.850
120400	0.3875034	0.2490912	0.1271602	0.1144351	0.1013524	0.0432318	0.0329980	0.0809111	0.0465505	0.2681796	0.1016939	0.1036116	0.1430292	-638247.965
120600	0.3746671	0.2196618	0.1276125	0.1062841	0.0944982	0.0373725	0.0243765	0.0813516	0.0528978	0.2556887	0.0975184	0.0802533	0.0752205	-638242.886
120800	0.3769393	0.2529312	0.1342412	0.1164074	0.1056362	0.0376397	0.0235498	0.0782150	0.0625319	0.2517376	0.1507730	0.1745052	0.1759727	-638233.262
121000	0.3938583	0.2536978	0.1372607	0.1254352	0.1107848	0.0376468	0.0282549	0.0717165	0.0717607	0.3288644	0.1056639	0.1421982	0.3403197	-638241.280
121200	0.3615315	0.2371230	0.1337214	0.1225832	0.1102525	0.0355515	0.0277285	0.1040786	0.0719981	0.2310737	0.2009470	0.2471134	0.2410272	-638245.377
121400	0.3606791	0.2723172	0.1420923	0.1312662	0.1169126	0.0438650	0.0281286	0.0778915	0.0546574	0.2727461	0.3184901	0.1190736	0.1590272	-638236.497
121600	0.3819765	0.2508898	0.1376831	0.1274009	0.1186151	0.0420008	0.0258490	0.0886252	0.0562316	0.3030177	0.2394739	0.1149041	0.2727737	-638238.747
121800	0.3799093	0.2417920	0.1431886	0.1243049	0.1029388	0.0369627	0.0261722	0.0844985	0.0510995	0.2465834	0.0794496	0.2467787	0.0742026	-638234.973
122000	0.4008181	0.2563608	0.1343575	0.1226333	0.1128340	0.0445926	0.0242300	0.0826262	0.0548384	0.2840508	0.1390700	0.1247800	0.2598784	-638235.722
122200	0.3882953	0.2558610	0.1321136	0.1136250	0.0966239	0.0362108	0.0232605	0.0934723	0.0616106	0.2824525	0.2568054	0.1306234	0.3473430	-638248.615
122400	0.4042519	0.2451291	0.1289544	0.1121965	0.0985321	0.0432187	0.0329271	0.0831854	0.0593361	0.2586548	0.1647652	0.1852203	0.0858137	-638228.423
122600	0.3973033	0.2244570	0.1250307	0.1046760	0.0940553	0.0401792	0.0292780	0.1006522	0.0583386	0.2368203	0.1781104	0.1928633	0.1219475	-638236.198
122800	0.3654819	0.2478007	0.1247411	0.1119301	0.0968104	0.0392544	0.0255019	0.0876394	0.0590534	0.3234339	0.1339902	0.2181180	0.2180448	-638233.236
123000	0.3627311	0.2514228	0.1287489	0.1144881	0.1016227	0.0424447	0.0270882	0.0731729	0.0534619	0.2871312	0.2106546	0.1105238	0.2706332	-638240.184
123200	0.3772317	0.2503473	0.1234996	0.1064074	0.0940335	0.0506683	0.0354907	0.0654437	0.0548626	0.2775498	0.3339672	0.1027770	0.1436016	-638240.520
123400	0.3667217	0.2565323	0.1111213	0.1023577	0.0867697	0.0390936	0.0267487	0.0892710	0.0557720	0.2803235	0.1705127	0.1480083	0.2218310	-638236.298
123600	0.4033459	0.2507564	0.1082890	0.0999576	0.0864070	0.0408913	0.0208194	0.0814781	0.0610150	0.2705295	0.1030747	0.1171226	0.1840431	-638243.005
123800	0.3966646	0.2468964	0.1194618	0.1095882	0.0961379	0.0283646	0.0197005	0.1004354	0.0633720	0.3255610	0.1241481	0.1018944	0.2021804	-638239.314
124000	0.3989070	0.2389437	0.1290454	0.1180551	0.0959572	0.0324551	0.0221695	0.0808425	0.0616400	0.2792626	0.1300475	0.1966573	0.1940597	-638234.727
124200	0.3680509	0.2431679	0.1259856	0.1060111	0.0929600	0.0370832	0.0208215	0.0962910	0.0614868	0.2721594	0.1449115	0.1736815	0.2543381	-638248.391
124400	0.4025688	0.2304019	0.1216653	0.1053190	0.0887002	0.0374152	0.0245720	0.0789646	0.0740606	0.2955676	0.0702807	0.3558584	0.2529625	-638236.667
124600	0.4044316	0.2429059	0.1245784	0.1073932	0.0967935	0.0412854	0.0249055	0.0877806	0.0571747	0.2998524	0.1551350	0.1102395	0.2598039	-638236.528
124800	0.3989662	0.2429099	0.1321274	0.1104209	0.0955096	0.0400785	0.0289796	0.0877782	0.0583375	0.2037129	0.1272162	0.1030012	0.1220163	-638236.621
125000	0.3988516	0.2562376	0.1287686	0.1168228	0.0994399	0.0387107	0.0221755	0.0858971	0.0483423	0.4264555	0.2033501	0.1013330	0.4799513	-638235.327
125200	0.3978469	0.2358521	0.1268134	0.1113743	0.0979204	0.0357034	0.0235809	0.0817019	0.0678981	0.2524296	0.1614339	0.1757815	0.1394421	-638236.834
125400	0.4007366	0.2413634	0.1283705	0.1139298	0.1017398	0.0393132	0.0273542	0.0754415	0.0603607	0.2745053	0.1480116	0.1011269	0.1658304	-638243.427
125600	0.4041417	0.2415424	0.1222117	0.1117378	0.0996905	0.0383010	0.0260355	0.0900238	0.0646130	0.2374447	0.0880259	0.1488209	0.2670072	-638253.031
125800	0.4058479	0.2253968	0.1285775	0.1110839	0.0966821	0.0390580	0.0253279	0.0875449	0.0648389	0.2964900	0.1058369	0.0819770	0.1775877	-638236.154
126000	0.4029274	0.2476083	0.1243973	0.1137061	0.1031460	0.0355172	0.0278413	0.0813324	0.0528486	0.3124266	0.0817715	0.1932763	0.1041477	-638235.232
126200	0.3917423	0.2451943	0.1297776	0.1211430	0.1070457	0.0314085	0.0244460	0.0855138	0.0627243	0.2650829	0.2851065	0.1566206	0.1254468	-638237.000
126400	0.3989397	0.2498854	0.1343888	0.1220008	0.1133842	0.0400660	0.0287571	0.0814100	0.0481355	0.3136562	0.2069060	0.1184109	0.2291708	-638238.422
126600	0.3959407	0.2469401	0.1296496	0.1219473	0.1092605	0.0382549	0.0274766	0.0962209	0.0680708	0.3167128	0.2618411	0.1829102	0.2210759	-638240.236
126800	0.4030176	0.2308062	0.1333350	0.1204676	0.1109077	0.0532283	0.0336660	0.0674125	0.0497099	0.2294885	0.2597741	0.0659053	0.2924938	-638238.177
127000	0.3956703	0.2410610	0.1355668	0.1212345	0.1052499	0.0455751	0.0324218	0.0776790	0.0628961	0.2796092	0.1863376	0.1737019	0.2058491	-638233.443
127200	0.3994779	0.2484838	0.1343454	0.1244770	0.1097022	0.0434687	0.0346401	0.0812812	0.0475030	0.2932735	0.1452343	0.1723013	0.2683215	-638245.523
127400	0.3974742	0.2594806	0.1418459	0.1248787	0.1152302	0.0426376	0.0261496	0.0881456	0.0624236	0.2591155	0.1235514	0.3266928	0.2790490	-638231.896
127600	0.3938092	0.2441601	0.1364624	0.1261275	0.1143105	0.0420643	0.0309729	0.0840606	0.0534984	0.2373440	0.1365578	0.2016485	0.1063025	-638238.240
127800	0.3970160	0.2508950	0.1474246	0.1311590	0.1187937	0.0384984	0.0277044	0.0738918	0.0573753	0.2287147	0.0992541	0.2346769	0.1298900	-638236.069
128000	0.3929057	0.2509234	0.1486970	0.1326498	0.1188034	0.0412291	0.0275530	0.0775988	0.0537604	0.2101781	0.1651053	0.1265060	0.2110253	-638239.030
128200	0.3963886	0.2517129	0.1446776	0.1335996	0.1189623	0.0417955	0.0287556	0.0818342	0.0663087	0.2376866	0.2890217	0.1615721	0.2377264	-638244.478
128400	0.3995177	0.2451273	0.1485865	0.1305589	0.1193990	0.0529789	0.0340600	0.0759086	0.0552240	0.2118708	0.1723265	0.0863239	0.1109758	-638237.238
128600	0.3801382	0.2357841	0.1420543	0.1231077	0.1076288	0.0460792	0.0318930	0.0857897	0.0576480	0.2539638	0.1186275	0.1379660	0.1450647	-638239.924
128800	0.4069956	0.2557255	0.1354349	0.1230028	0.1134653	0.0540889	0.0413096	0.0805251	0.0492380	0.2451056	0.2465733	0.2068909	0.1770719	-638233.926
129000	0.3954820	0.2583631	0.1382419	0.1230966	0.1113240	0.0551236	0.0408219	0.0745665	0.0558201	0.1820537	0.2049738	0.1496864	0.4834901	-638250.727
129200	0.4062492	0.2619536	0.1330867	0.1207780	0.1092014	0.0454997	0.0305547	0.0757921	0.0597693	0.2627444	0.1485292	0.1946526	0.1651615	-638234.818
129400	0.3984214	0.2539956	0.1360110	0.1178680	0.1072455	0.0383822	0.0260868	0.0749782	0.0511563	0.2358243	0.1550020	0.0766680	0.2249316	-638243.877
129600	0.4081920	0.2420346	0.1313636	0.1121448	0.1022928	0.0354937	0.0235435	0.0933988	0.0639536	0.2760875	0.1669385	0.1289064	0.2424336	-638240.273
129800	0.4023322	0.2365272	0.1300483	0.1165192	0.1010073	0.0429419	0.0285293	0.0820256	0.0503371	0.2086872	0.0812990	0.0786861	0.1808782	-638236.620
130000	0.3955471	0.2542010	0.1382643	0.1205504	0.1076009	0.0509565	0.0306903	0.0843495	0.0521096	0.2240664	0.1675783	0.1429909	0.1734987	-638240.471
130200	0.3748093	0.2513474	0.1370193	0.1229990	0.1075115	0.0430168	0.0251229	0.0907895	0.0483959	0.2540932	0.1688726	0.1159209	0.2321574	-638240.236
130400	0.3926693	0.2613910	0.1343027	0.1239476	0.1129964	0.0459278	0.0263012	0.0938990	0.0691043	0.3865697	0.1565069	0.2942132	0.2724683	-638230.680
130600	0.3861975	0.2884032	0.1452227	0.1315437	0.1156771	0.0504005	0.0274526	0.0790041	0.0533259	0.2288809	0.2037868	0.1306495	0.3941589	-638235.088
130800	0.3929698	0.2636022	0.1425309	0.1301238	0.1118494	0.0448191	0.0321049	0.0825626	0.0591370	0.2610447	0.0816115	0.1984978	0.1905774	-638235.250
131000	0.4000308	0.2521517	0.1483703	0.1313703	0.1082775	0.0418034	0.0215044	0.0811534	0.0505611	0.3217876	0.0946764	0.1557745	0.3043347	-638240.676
131200	0.3916626	0.2433419	0.1418028	0.1294180	0.1129801	0.0361494	0.0214896	0.0743183	0.0544714	0.2522560	0.1013912	0.1388302	0.1800608	-638240.488
131400	0.3860970	0.2302640	0.1436288	0.1283861	0.1063891	0.0369593	0.0224176	0.0770119	0.0517821	0.2619625	0.2462952	0.0919117	0.2301903	-638241.532
131600	0.3898652	0.2407842	0.1489599	0.1322957	0.1214994	0.0426621	0.0267072	0.0933224	0.0591626	0.2834398	0.2848410	0.1717893	0.1622159	-638245.298
131800	0.4083169	0.2428704	0.1584343	0.1423124	0.1259566	0.0465294	0.0376440	0.0879228	0.0598918	0.2473857	0.1522354	0.2051749	0.1158950	-638241.506
132000	0.3936567	0.2432013	0.1635940	0.1429771	0.1272322	0.0478484	0.0371477	0.0882547	0.0491971	0.2432991	0.3334446	0.1694077	0.1242640	-638245.734
132200	0.3828972	0.2484275	0.1589401	0.1467726	0.1307309	0.0450811	0.0314153	0.0690786	0.0468477	0.2373749	0.1478752	0.0684684	0.1305405	-638238.937
132400	0.3972577	0.2457121	0.1555928	0.1488278	0.1323042	0.0434945	0.0306280	0.0792105	0.0535345	0.2751166	0.3099581	0.1337745	0.1536926	-638238.552
132600	0.3998445	0.2498424	0.1563790	0.1454734	0.1240850	0.0418075	0.0279532	0.0899308	0.0532483	0.2463644	0.1032660	0.2057585	0.4465645	-638238.850
132800	0.3823436	0.2704253	0.1676272	0.1481579	0.1248688	0.0457281	0.0301055	0.0720445	0.0443423	0.2118115	0.1902913	0.1180715	0.2000465	-638236.981
133000	0.3865297	0.2488885	0.1521209	0.1404999	0.1276668	0.0447072	0.0332363	0.0901301	0.0596722	0.2341090	0.1989503	0.3128387	0.1980724	-638245.249
133200	0.3900413	0.2457168	0.1559222	0.1358068	0.1271841	0.0409848	0.0273337	0.0897816	0.0607862	0.2499956	0.1671055	0.1450945	0.1820896	-638242.650
133400	0.3946746	0.2533829	0.1471134	0.1360104	0.1213019	0.0383348	0.0239858	0.0863854	0.0546082	0.1944493	0.4057616	0.1948365	0.1971178	-638235.368
133600	0.4005863	0.2510259	0.1543099	0.1400737	0.1265504	0.0383307	0.0291303	0.0745797	0.0604819	0.2181321	0.1943072	0.1385869	0.1383407	-638234.465
133800	0.3913816	0.2367537	0.1615850	0.1382753	0.1200558	0.0392270	0.0304841	0.0682881	0.0492187	0.2527290	0.1848140	0.1370308	0.1573455	-638237.312
134000	0.3855515	0.2470961	0.1679801	0.1422260	0.1257372	0.0455327	0.0266713	0.0734621	0.0557065	0.2849505	0.4273195	0.1067948	0.1775773	-638242.834
134200	0.3906935	0.2499181	0.1539438	0.1410210	0.1296795	0.0461496	0.0248442	0.0801253	0.0833081	0.2854999	0.1859780	0.2153148	0.1730180	-638248.517
134400	0.4036605	0.2850672	0.1595225	0.1457832	0.1268604	0.0450852	0.0256055	0.0794870	0.0541372	0.2194595	0.3390439	0.1472444	0.3897777	-638234.502
134600	0.3986686	0.2561744	0.1570158	0.1346093	0.1291222	0.0355724	0.0290945	0.1005439	0.0740309	0.2781402	0.4258925	0.3703682	0.2263888	-638240.545
134800	0.3938465	0.2508653	0.1627984	0.1461059	0.1303366	0.0431969	0.0301413	0.0747318	0.0527416	0.3942949	0.2081377	0.1040099	0.3423307	-638232.867
135000	0.4017534	0.2534816	0.1561297	0.1407991	0.1284846	0.0416877	0.0278822	0.0871699	0.0521760	0.2650790	0.1846155	0.1019412	0.2188746	-638239.944
135200	0.3920579	0.2520715	0.1663984	0.1461958	0.1296833	0.0404927	0.0273528	0.0728486	0.0522611	0.1976225	0.2645729	0.2032354	0.2374724	-638244.815
135400	0.3988484	0.2670112	0.1673118	0.1531679	0.1424490	0.0514281	0.0341736	0.0624623	0.0554868	0.2443591	0.1095278	0.1465819	0.2140948	-638234.950
135600	0.3889669	0.2745717	0.1712877	0.1519065	0.1252076	0.0462079	0.0355889	0.0849175	0.0503459	0.2168304	0.2076820	0.2540403	0.1837883	-638236.934
135800	0.3977585	0.2701498	0.1716571	0.1601955	0.1454711	0.0474448	0.0351065	0.0782158	0.0435274	0.2084753	0.1309923	0.1565793	0.2154618	-638245.966
136000	0.4120096	0.2680744	0.1746494	0.1577856	0.1453008	0.0467661	0.0345120	0.0612247	0.0534115	0.2103989	0.1644703	0.1355207	0.1452772	-638240.605
136200	0.3942675	0.2464080	0.1642064	0.1457172	0.1311357	0.0524794	0.0292035	0.0700916	0.0505783	0.2388374	0.2686672	0.1250435	0.4729010	-638237.292
136400	0.3805770	0.2598096	0.1499969	0.1292882	0.1172845	0.0570441	0.0388967	0.0731645	0.0552762	0.2687153	0.2758587	0.1026731	0.2039544	-638235.809
136600	0.3715825	0.2580373	0.1474757	0.1329135	0.1205662	0.0429872	0.0296692	0.0797665	0.0563670	0.2836419	0.2356013	0.2470988	0.4330571	-638233.475
136800	0.3907835	0.2810983	0.1414562	0.1337869	0.1202167	0.0420151	0.0253427	0.1070911	0.0544795	0.2821100	0.1795611	0.1156182	0.2366435	-638237.002
137000	0.3665876	0.2622510	0.1471201	0.1375048	0.1252414	0.0440982	0.0275466	0.0891143	0.0578612	0.2275830	0.2509898	0.1941338	0.3932628	-638242.215
137200	0.3551599	0.2486785	0.1489784	0.1339077	0.1183888	0.0367691	0.0266809	0.0850406	0.0553777	0.2461551	0.4446839	0.1298412	0.1841171	-638256.143
137400	0.3680242	0.2523047	0.1473976	0.1302616	0.1159376	0.0362497	0.0266121	0.0734565	0.0568870	0.2242139	0.1504762	0.1570727	0.0909799	-638239.288
137600	0.3982884	0.2567642	0.1399054	0.1281296	0.1202829	0.0491631	0.0231560	0.0883336	0.0526957	0.2991722	0.1238678	0.1003954	0.2331113	-638238.643
137800	0.3863042	0.2416072	0.1413928	0.1280683	0.1135492	0.0359320	0.0241104	0.0967810	0.0460408	0.2561030	0.1860930	0.0923375	0.1079499	-638236.965
138000	0.3951563	0.2490375	0.1436284	0.1257894	0.1111472	0.0363884	0.0271668	0.0879935	0.0805872	0.2623606	0.2049369	0.3148636	0.1526646	-638234.721
138200	0.4111215	0.2656820	0.1436147	0.1302780	0.1156226	0.0452494	0.0322101	0.0864327	0.0455059	0.2545246	0.1500648	0.1037754	0.1790940	-638235.422
138400	0.3978949	0.2508687	0.1421576	0.1224328	0.1068269	0.0486820	0.0320508	0.0836078	0.0486946	0.2542167	0.2163965	0.2145937	0.1571541	-638244.405
138600	0.3984666	0.2584657	0.1275129	0.1158607	0.0998040	0.0357115	0.0251755	0.0772137	0.0595799	0.2667866	0.1425679	0.1261280	0.1095039	-638239.722
138800	0.3924006	0.2678032	0.1250075	0.1147701	0.0985664	0.0455750	0.0305191	0.0783007	0.0600592	0.2697910	0.1816300	0.1183583	0.1627815	-638230.017
