Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
14000	0.3089939	0.2544159	0.1539567	0.1401597	0.1168482	0.0491777	0.0356830	0.0697798	0.0479047	0.2231762	0.2733490	0.3350456	0.1713731	-638234.322
15000	0.3992279	0.2602738	0.1605480	0.1367958	0.1210216	0.0537196	0.0414505	0.0615243	0.0475252	0.1767109	0.1248997	0.1064621	0.1787884	-638239.393
16000	0.3940741	0.2455927	0.1531463	0.1372536	0.1236755	0.0500518	0.0377274	0.0950803	0.0456780	0.2459456	0.1759024	0.0638679	0.2234369	-638234.080
17000	0.4112554	0.2563140	0.1396959	0.1206826	0.1073651	0.0450505	0.0335512	0.0785336	0.0460991	0.2746121	0.1499542	0.1044995	0.2306983	-638235.563
18000	0.3949342	0.2412548	0.1352340	0.1234601	0.1114285	0.0395543	0.0224654	0.0853091	0.0652866	0.2424692	0.1336054	0.1180104	0.1287319	-638236.442
19000	0.3954154	0.2477573	0.1286340	0.1126369	0.0986249	0.0377189	0.0242088	0.0668330	0.0564213	0.2605097	0.1512869	0.1122002	0.1164646	-638232.631
20000	0.3996994	0.2504960	0.1270616	0.1160011	0.1004259	0.0430485	0.0248712	0.0773525	0.0535352	0.2487253	0.0981262	0.1326347	0.3584738	-638241.333
21000	0.4064325	0.2478758	0.1366608	0.1226931	0.1050307	0.0396836	0.0266678	0.0728900	0.0495165	0.2269401	0.1595060	0.1387798	0.1352578	-638242.987
22000	0.3876097	0.2270492	0.1317480	0.1137093	0.0972880	0.0460284	0.0344870	0.0720349	0.0594825	0.2786217	0.0978521	0.2519745	0.1609703	-638233.086
23000	0.3995891	0.2548069	0.1299407	0.1164136	0.0991285	0.0481133	0.0340993	0.0854456	0.0492809	0.1937039	0.2055015	0.1180935	0.1462364	-638242.273
24000	0.3837937	0.2449988	0.1323007	0.1198408	0.1074564	0.0386209	0.0271820	0.0836043	0.0615234	0.2456857	0.2604331	0.1302843	0.1958973	-638235.784
25000	0.3910511	0.2478283	0.1285405	0.1132282	0.1018602	0.0360166	0.0263159	0.1074837	0.0670258	0.2333255	0.2022686	0.1165928	0.1590465	-638242.774
26000	0.3996442	0.2381561	0.1476644	0.1324446	0.1195408	0.0418066	0.0293106	0.0676605	0.0590402	0.2389751	0.1752899	0.1269348	0.1386051	-638237.644
27000	0.3391840	0.2285489	0.1485872	0.1323127	0.1201369	0.0453286	0.0310262	0.0728254	0.0523836	0.2324317	0.1674875	0.1252080	0.1260413	-638242.060
28000	0.3991039	0.2404537	0.1387464	0.1240688	0.1109800	0.0406372	0.0259221	0.0833888	0.0444644	0.2513500	0.1251563	0.0843631	0.1322098	-638236.180
29000	0.3879452	0.2752244	0.1199432	0.1110288	0.1038231	0.0348540	0.0235515	0.0729122	0.0628749	0.2423381	0.1382539	0.1986371	0.2974109	-638235.129
30000	0.3967679	0.2233435	0.1264747	0.1116497	0.0957864	0.0377115	0.0296853	0.0988982	0.0581271	0.2339489	0.1246082	0.1206653	0.0882628	-638239.890
31000	0.4030395	0.2239006	0.1362047	0.1257100	0.1125544	0.0452598	0.0304454	0.0788122	0.0538643	0.2755984	0.1134813	0.1517997	0.1570771	-638240.159
32000	0.3911886	0.2370495	0.1324798	0.1184280	0.1081406	0.0440722	0.0222879	0.0829181	0.0610791	0.2698135	0.0868912	0.1121432	0.2818975	-638237.368
33000	0.3974897	0.2596490	0.1357507	0.1204755	0.1070115	0.0394840	0.0300524	0.0935284	0.0635784	0.2171152	0.1121006	0.2374912	0.0982485	-638233.978
34000	0.3917261	0.2437357	0.1416104	0.1290978	0.1165262	0.0424438	0.0303925	0.0853058	0.0604754	0.2463844	0.2020891	0.1658089	0.1682907	-638242.631
35000	0.3933442	0.2405901	0.1227795	0.1059123	0.0971257	0.0455847	0.0321465	0.0797408	0.0636494	0.2348122	0.1057796	0.2104813	0.1313241	-638238.954
36000	0.3950725	0.2457773	0.1449054	0.1329442	0.1160576	0.0523770	0.0373424	0.0926361	0.0641299	0.2559647	0.1618937	0.1123634	0.2577564	-638240.769
37000	0.3873491	0.2897134	0.1574669	0.1378994	0.1234467	0.0382566	0.0273292	0.0613244	0.0554528	0.2604623	0.2533161	0.1960982	0.1243426	-638243.264
38000	0.4005478	0.2600612	0.1454585	0.1348122	0.1202521	0.0501428	0.0399694	0.0848343	0.0537194	0.2717287	0.1066726	0.1422556	0.2285525	-638236.908
39000	0.4045495	0.2505975	0.1450035	0.1295461	0.1147223	0.0396728	0.0220111	0.0646585	0.0644962	0.2862806	0.1413593	0.2211028	0.1529577	-638233.336
40000	0.3909142	0.2643741	0.1450166	0.1312511	0.1217141	0.0471650	0.0255388	0.0675976	0.0493281	0.2683509	0.1902166	0.1132672	0.2033391	-638236.943
41000	0.3809808	0.2352011	0.1409089	0.1326014	0.1199425	0.0446236	0.0277923	0.0792505	0.0512483	0.2313416	0.1087229	0.1122811	0.2020541	-638237.937
42000	0.3940048	0.2678869	0.1506489	0.1314211	0.1161333	0.0492196	0.0363127	0.0706393	0.0498529	0.2155843	0.1574301	0.0973197	0.1488686	-638237.387
43000	0.3805209	0.2355785	0.1290972	0.1175380	0.1068467	0.0422880	0.0318942	0.0786241	0.0641264	0.2173034	0.0960110	0.0885175	0.0983511	-638246.684
44000	0.3973170	0.2527798	0.1256989	0.1158677	0.0960651	0.0443369	0.0310148	0.0725926	0.0522538	0.2135269	0.1982046	0.1315053	0.1568986	-638234.917
45000	0.3951711	0.2509892	0.1437524	0.1263669	0.1068716	0.0383947	0.0305462	0.0733496	0.0536413	0.2620672	0.3382678	0.1883231	0.1740336	-638241.505
46000	0.4050047	0.2331543	0.1424669	0.1276569	0.1079265	0.0526672	0.0332893	0.0729958	0.0750398	0.2874388	0.0794372	0.2173717	0.1393763	-638232.867
47000	0.4005628	0.2480271	0.1403354	0.1204462	0.1085652	0.0437676	0.0303807	0.0856791	0.0565834	0.2361451	0.1518620	0.0880666	0.3244699	-638235.198
48000	0.3909638	0.2390684	0.1283393	0.1095195	0.0996669	0.0410739	0.0298388	0.0781175	0.0553454	0.2466085	0.1408586	0.1389787	0.1997507	-638240.846
49000	0.3917634	0.2512705	0.1413403	0.1220107	0.1098146	0.0411763	0.0273246	0.0741370	0.0505890	0.2228051	0.1191055	0.1501617	0.2521918	-638239.307
50000	0.3592738	0.2534387	0.1655635	0.1539231	0.1339373	0.0656229	0.0466829	0.0817938	0.0518899	0.2259402	0.1707068	0.2152256	0.2032506	-638237.790
51000	0.3962633	0.2564963	0.1570472	0.1457024	0.1363380	0.0588859	0.0404830	0.0593482	0.0569920	0.2360186	0.2073212	0.1498861	0.4913325	-638245.987
52000	0.3918469	0.2550659	0.1589956	0.1443573	0.1274362	0.0367958	0.0257481	0.0655518	0.0617505	0.2738829	0.1035928	0.2772909	0.2534309	-638231.162
53000	0.4074399	0.2484149	0.1307445	0.1138623	0.0983882	0.0439373	0.0293364	0.0835052	0.0529415	0.2680104	0.4054632	0.0871258	0.2024448	-638246.984
54000	0.3868137	0.2546522	0.1286051	0.1117041	0.1050125	0.0411864	0.0289447	0.0849540	0.0522200	0.2804678	0.1392106	0.2077475	0.2285754	-638238.813
55000	0.3836969	0.2424314	0.1306647	0.1195020	0.1062235	0.0377151	0.0235884	0.0899712	0.0527290	0.2892446	0.1404294	0.2159209	0.1042512	-638242.019
56000	0.3892175	0.2253570	0.1330965	0.1222437	0.1069547	0.0381625	0.0259653	0.0872614	0.0634746	0.2713748	0.1295538	0.1642902	0.1346333	-638237.750
57000	0.3870091	0.2495173	0.1341929	0.1250718	0.1072726	0.0508349	0.0400461	0.0692125	0.0706105	0.2633075	0.1507542	0.2871775	0.2571196	-638234.285
58000	0.4067012	0.2618062	0.1615784	0.1494420	0.1280444	0.0607118	0.0413098	0.0730817	0.0527286	0.2563641	0.1429219	0.2693657	0.2334162	-638233.396
59000	0.3902650	0.2398326	0.1539074	0.1433565	0.1240953	0.0526677	0.0388690	0.0808181	0.0572277	0.2356317	0.4123452	0.1336307	0.1418152	-638235.259
60000	0.4103199	0.2518951	0.1390992	0.1221951	0.1061949	0.0371210	0.0237654	0.0783682	0.0584649	0.2135713	0.2533086	0.1728570	0.1303238	-638242.704
61000	0.4042087	0.2481795	0.1347720	0.1081236	0.0973385	0.0425343	0.0239656	0.0806916	0.0503496	0.2553191	0.2050801	0.1934402	0.1932679	-638234.668
62000	0.3948918	0.2447372	0.1124378	0.1001603	0.0879379	0.0402787	0.0320652	0.0960492	0.0685034	0.2613204	0.1248804	0.3527852	0.0783863	-638248.623
63000	0.3548087	0.2526979	0.1292479	0.1147999	0.1068488	0.0461279	0.0330708	0.0883983	0.0546941	0.3023500	0.2057310	0.1498881	0.2670862	-638237.835
64000	0.4105547	0.2455069	0.1488198	0.1334210	0.1198242	0.0405767	0.0296953	0.0660716	0.0479970	0.2747308	0.2047041	0.0733646	0.1133796	-638244.808
65000	0.4051527	0.2471971	0.1454025	0.1262584	0.1143431	0.0404714	0.0288944	0.0718764	0.0498778	0.2248284	0.1786780	0.1231147	0.1009435	-638240.778
66000	0.3986611	0.2968003	0.1530739	0.1337367	0.1170728	0.0428209	0.0326765	0.0790183	0.0454139	0.2208832	0.1247518	0.1767953	0.2499219	-638243.202
67000	0.4030637	0.2576514	0.1455357	0.1288172	0.1180302	0.0541314	0.0390171	0.0689980	0.0415694	0.2046378	0.3112193	0.0689252	0.1732639	-638233.710
68000	0.4085398	0.2507772	0.1514108	0.1296475	0.1179744	0.0388448	0.0246459	0.0875578	0.0513848	0.2640983	0.1982398	0.2427300	0.1922117	-638232.785
69000	0.3804801	0.2492922	0.1635683	0.1475245	0.1337463	0.0464833	0.0333516	0.0677456	0.0474086	0.2699916	0.1389970	0.1473780	0.1223874	-638250.954
70000	0.4008458	0.2413531	0.1574161	0.1462076	0.1352429	0.0394243	0.0259844	0.0925210	0.0515024	0.2279160	0.2200329	0.1608810	0.1833592	-638250.406
71000	0.3775266	0.2515061	0.1543867	0.1369877	0.1228466	0.0354543	0.0230884	0.0674607	0.0448631	0.2600203	0.1235342	0.1878298	0.1127664	-638240.149
72000	0.3994711	0.2519470	0.1416778	0.1271769	0.1168175	0.0509752	0.0403030	0.0900075	0.0576025	0.2202875	0.0994851	0.0724242	0.1612187	-638239.893
73000	0.3953505	0.2394935	0.1246662	0.1159787	0.1007502	0.0414636	0.0304929	0.0702678	0.0640904	0.3273548	0.1280232	0.2493431	0.2622349	-638234.997
74000	0.3926221	0.2596071	0.1259391	0.1131681	0.1041211	0.0444231	0.0328870	0.0874888	0.0550159	0.2853462	0.1004248	0.0575529	0.1966560	-638236.779
75000	0.3958858	0.2422791	0.1319890	0.1163702	0.1049627	0.0421594	0.0249796	0.0814379	0.0655291	0.2510397	0.1635387	0.2498623	0.2273933	-638241.891
76000	0.4036601	0.2439868	0.1353352	0.1239773	0.1110207	0.0409451	0.0301415	0.0782060	0.0526122	0.2284480	0.0664946	0.1597771	0.1287782	-638237.944
77000	0.3941918	0.2557106	0.1533251	0.1329130	0.1226646	0.0489836	0.0377048	0.0626308	0.0632250	0.2501632	0.1154496	0.2311498	0.1862077	-638231.986
78000	0.3922534	0.2471011	0.1535914	0.1395205	0.1222844	0.0557965	0.0378885	0.0963649	0.0428973	0.2768960	0.2536540	0.1686964	0.2301105	-638238.391
79000	0.3875177	0.2419262	0.1466089	0.1324568	0.1080551	0.0470062	0.0350715	0.0919103	0.0515921	0.1871534	0.3898740	0.1265077	0.1100219	-638236.441
80000	0.3993560	0.2543947	0.1564915	0.1365583	0.1181413	0.0392575	0.0252304	0.0829365	0.0592829	0.2918577	0.2582553	0.1282525	0.3942408	-638232.829
81000	0.3920435	0.2546380	0.1429460	0.1348650	0.1269983	0.0520710	0.0349545	0.0651037	0.0574987	0.2173392	0.1694057	0.0800018	0.1669940	-638242.234
82000	0.3848918	0.2531954	0.1520625	0.1400173	0.1160926	0.0463601	0.0326187	0.0917078	0.0557530	0.1890571	0.2047029	0.0965456	0.1990978	-638232.841
83000	0.3855448	0.2561294	0.1438384	0.1264680	0.1156698	0.0450604	0.0315905	0.0906570	0.0636293	0.2555533	0.2577160	0.2224591	0.1146762	-638257.118
84000	0.3998961	0.2398832	0.1418459	0.1246003	0.1072344	0.0482583	0.0312706	0.0773919	0.0561252	0.2276960	0.1335110	0.1244079	0.2163271	-638233.323
85000	0.3912486	0.2524260	0.1282015	0.1112592	0.1036754	0.0485033	0.0364049	0.0969694	0.0499859	0.2784600	0.1767123	0.1532873	0.1712164	-638239.203
86000	0.3934963	0.2541152	0.1583411	0.1449101	0.1341257	0.0538961	0.0318277	0.1054545	0.0546257	0.2162533	0.3440743	0.0902812	0.2288370	-638237.963
87000	0.4036949	0.2588974	0.1814421	0.1576926	0.1417848	0.0487849	0.0377547	0.0742193	0.0418944	0.2577388	0.1630569	0.1320620	0.1755480	-638246.165
88000	0.3960906	0.2601115	0.1831373	0.1642181	0.1461440	0.0475828	0.0294379	0.0645673	0.0493545	0.2125408	0.2758382	0.2039102	0.1173285	-638233.225
89000	0.3970609	0.2428585	0.1572251	0.1434213	0.1236248	0.0461736	0.0269040	0.0824286	0.0581120	0.2987703	0.1557782	0.1274034	0.2792258	-638241.395
90000	0.3857419	0.2572462	0.1386589	0.1198401	0.1068421	0.0531756	0.0405428	0.0572167	0.0444858	0.2258859	0.1993771	0.1242066	0.2125824	-638233.154
91000	0.3844755	0.2337277	0.1206067	0.1064782	0.0928574	0.0446022	0.0343548	0.0784203	0.0447569	0.2758056	0.1321375	0.2530556	0.1242363	-638232.853
92000	0.3461364	0.2478274	0.1176622	0.1081155	0.1005447	0.0387751	0.0301307	0.0859205	0.0700078	0.2721449	0.2022104	0.1321408	0.0844330	-638239.933
93000	0.3957795	0.2558545	0.1415322	0.1198770	0.1084394	0.0428687	0.0320857	0.0663120	0.0449270	0.2342378	0.2666121	0.1981819	0.1778936	-638242.641
94000	0.3997788	0.2418236	0.1467252	0.1237096	0.1100776	0.0461099	0.0317821	0.0669337	0.0585333	0.2498753	0.1233559	0.1248953	0.1385779	-638234.868
95000	0.4026425	0.2402491	0.1356283	0.1209962	0.1042979	0.0462761	0.0364097	0.0692440	0.0552593	0.2185315	0.1620860	0.1625216	0.0957190	-638236.481
96000	0.3779814	0.2492946	0.1369916	0.1239609	0.1122875	0.0474832	0.0328676	0.0694627	0.0737555	0.2737086	0.1724145	0.1774226	0.1491304	-638243.044
97000	0.4059955	0.2497688	0.1773853	0.1586254	0.1478235	0.0494892	0.0304722	0.0674292	0.0479279	0.3105720	0.2199010	0.1280441	0.3067453	-638242.493
98000	0.3359338	0.2973942	0.1638839	0.1533719	0.1312363	0.0405321	0.0273151	0.0831845	0.0513602	0.2456993	0.2299830	0.2085508	0.2480225	-638243.422
99000	0.3883278	0.2640839	0.1723813	0.1592400	0.1456827	0.0376088	0.0281906	0.0922500	0.0764010	0.2808994	0.2185288	0.2892568	0.4056294	-638235.923
100000	0.3924099	0.2546065	0.1568250	0.1388113	0.1265325	0.0476667	0.0314161	0.0754376	0.0545320	0.2669195	0.1271844	0.1077465	0.1319315	-638232.381
101000	0.3820222	0.2520226	0.1486655	0.1357843	0.1175173	0.0391874	0.0223748	0.0882197	0.0564057	0.2490114	0.0913982	0.2615869	0.3030523	-638239.499
102000	0.3989901	0.2484981	0.1357611	0.1201933	0.1067696	0.0486430	0.0280285	0.0824784	0.0440291	0.2594167	0.1401596	0.0966352	0.1472920	-638235.826
103000	0.3777465	0.2410920	0.1481160	0.1311282	0.1213339	0.0482245	0.0321761	0.1082613	0.0494854	0.2468530	0.2946580	0.2294353	0.2483962	-638233.816
104000	0.3755346	0.2621438	0.1290024	0.1189351	0.1025263	0.0478120	0.0330731	0.0772999	0.0437943	0.2038328	0.2166772	0.1283296	0.2055776	-638243.457
105000	0.3561304	0.2456575	0.1423464	0.1279425	0.1134525	0.0417935	0.0285418	0.0762039	0.0503868	0.2398927	0.2320145	0.1584026	0.0970345	-638245.298
106000	0.4048939	0.2513066	0.1323520	0.1094448	0.0949603	0.0452385	0.0337986	0.0738085	0.0519033	0.2457390	0.1481477	0.1292526	0.1798723	-638241.509
107000	0.3817239	0.2417400	0.1157709	0.1053462	0.0968961	0.0365264	0.0241876	0.0844885	0.0528176	0.3097619	0.1216833	0.1619599	0.1086014	-638247.598
108000	0.3938746	0.2490675	0.1305298	0.1170544	0.1052297	0.0413618	0.0295873	0.0746622	0.0597486	0.2483500	0.1555282	0.1518789	0.1111573	-638242.155
109000	0.4055219	0.2522164	0.1463632	0.1258984	0.1117038	0.0553289	0.0324376	0.0642343	0.0521456	0.2106800	0.1548478	0.1647251	0.1711693	-638240.532
110000	0.3673353	0.2531766	0.1412547	0.1315696	0.1206385	0.0496935	0.0342528	0.0897937	0.0547836	0.1972019	0.1473289	0.1200864	0.2322574	-638241.295
111000	0.4191391	0.2659646	0.1408589	0.1256453	0.1160432	0.0445140	0.0330986	0.0792768	0.0471615	0.2504963	0.1646544	0.2473013	0.2075625	-638234.810
112000	0.3703524	0.2404575	0.1346732	0.1194147	0.1106236	0.0416547	0.0313009	0.0796719	0.0699226	0.2409891	0.1037024	0.2319590	0.1761144	-638243.981
113000	0.4040668	0.2617129	0.1480497	0.1292047	0.1134804	0.0396177	0.0259682	0.0684157	0.0573932	0.2218662	0.1263524	0.1303153	0.1142434	-638239.735
114000	0.4006555	0.2581070	0.1387995	0.1229639	0.1132044	0.0400889	0.0279063	0.0732117	0.0615531	0.2983252	0.0901378	0.1263598	0.1025916	-638245.083
115000	0.3983805	0.2350091	0.1352197	0.1194450	0.1056406	0.0449638	0.0316100	0.0767907	0.0564806	0.2891075	0.1221386	0.1272690	0.1566017	-638234.816
116000	0.4036000	0.2496120	0.1319683	0.1194373	0.1060271	0.0501396	0.0380663	0.0764146	0.0627740	0.2729554	0.0605007	0.3066160	0.2159169	-638234.827
117000	0.4073288	0.2602616	0.1214416	0.1089324	0.0926437	0.0349105	0.0258160	0.0832465	0.0504723	0.2593446	0.1659883	0.3749135	0.0886182	-638238.601
118000	0.3961155	0.2460120	0.1352971	0.1099514	0.0978891	0.0472238	0.0305658	0.0899622	0.0655139	0.2525748	0.1965369	0.1383446	0.1185396	-638235.584
119000	0.3965680	0.2506206	0.1256686	0.1117474	0.0981942	0.0412680	0.0320600	0.0827226	0.0434473	0.2646241	0.1002169	0.2980784	0.1059937	-638237.852
120000	0.3942076	0.2509039	0.1246255	0.1121082	0.1033735	0.0432952	0.0243511	0.0885495	0.0566029	0.3400290	0.1481627	0.2412496	0.2902964	-638237.109
121000	0.3942786	0.2426339	0.1212479	0.1073269	0.0986538	0.0378542	0.0269467	0.0864014	0.0627481	0.2660320	0.1428538	0.1230127	0.1166431	-638238.378
122000	0.3828447	0.2585221	0.1167602	0.0997101	0.0860629	0.0352146	0.0194399	0.0852632	0.0581410	0.4369851	0.1412151	0.2169385	0.3588560	-638244.021
123000	0.3851619	0.2533743	0.1103549	0.0947894	0.0880217	0.0359614	0.0241830	0.1237076	0.0644216	0.2550100	0.2711050	0.1729260	0.1467205	-638241.351
124000	0.3881586	0.2356443	0.1231367	0.1098137	0.0948539	0.0363867	0.0215013	0.0945158	0.0636238	0.3839075	0.1291228	0.1065486	0.3672982	-638239.725
125000	0.4038245	0.2396230	0.1224944	0.1107422	0.0946718	0.0396729	0.0265213	0.0886683	0.0580044	0.2564564	0.0953906	0.1134594	0.1273560	-638244.568
126000	0.3846235	0.2534970	0.1184684	0.1086644	0.0955530	0.0356846	0.0264150	0.0846327	0.0687884	0.2996723	0.1445336	0.2059360	0.1880474	-638238.329
127000	0.4075330	0.2571311	0.1074761	0.0899202	0.0749862	0.0337829	0.0213384	0.1043961	0.0765009	0.3087071	0.1723914	0.2738112	0.2665964	-638246.373
128000	0.3959741	0.2471090	0.1339107	0.1165744	0.1022023	0.0437719	0.0323607	0.0794548	0.0577581	0.2717573	0.1504475	0.1486335	0.1515338	-638233.641
129000	0.4019426	0.2375204	0.1209461	0.1082494	0.0960347	0.0324689	0.0222953	0.0855071	0.0652295	0.2394598	0.2064276	0.1978946	0.2250720	-638240.476
130000	0.3763291	0.2317655	0.1285618	0.1179408	0.0971135	0.0366188	0.0259563	0.0761738	0.0611081	0.2830117	0.1948440	0.2440349	0.1795360	-638242.360
131000	0.3642952	0.2664090	0.1289327	0.1185009	0.1101820	0.0337848	0.0228006	0.1009529	0.0697513	0.2500297	0.2562670	0.3325500	0.1086048	-638241.408
132000	0.3886210	0.2454696	0.1248214	0.1142140	0.1010438	0.0401648	0.0285212	0.0879974	0.0716779	0.2490929	0.1629550	0.2857332	0.0906918	-638243.830
133000	0.3939492	0.2475537	0.1353704	0.1226867	0.1127821	0.0396218	0.0290181	0.0788241	0.0519244	0.3120826	0.0977382	0.0970052	0.4335654	-638234.748
134000	0.3894335	0.2613917	0.1486203	0.1336394	0.1173707	0.0435943	0.0328600	0.0763717	0.0480541	0.1876562	0.1784818	0.1165095	0.0821667	-638239.149
135000	0.3851042	0.2642296	0.1370247	0.1224683	0.1056974	0.0354576	0.0254585	0.0803849	0.0695423	0.2249289	0.0914869	0.2883915	0.2181679	-638231.943
136000	0.3946354	0.2458730	0.1337748	0.1096477	0.0947033	0.0443063	0.0305089	0.0728558	0.0545597	0.2717197	0.1141669	0.1414396	0.1866750	-638246.408
137000	0.4009550	0.2493611	0.1421990	0.1260884	0.1146803	0.0443205	0.0279345	0.0810366	0.0579628	0.2196761	0.1675322	0.2100407	0.1641686	-638250.865
138000	0.3915533	0.2573560	0.1382613	0.1228323	0.1126479	0.0490791	0.0376024	0.0942155	0.0734526	0.2593010	0.2368946	0.3355131	0.3153257	-638235.664
139000	0.4070443	0.2568115	0.1340121	0.1193029	0.1027088	0.0430828	0.0308177	0.0733781	0.0679312	0.2278896	0.1279003	0.1834146	0.2174099	-638240.566
140000	0.3948340	0.2655602	0.1330674	0.1212505	0.1065462	0.0416855	0.0280932	0.0725890	0.0532460	0.2453532	0.2488678	0.1080750	0.1673964	-638231.699
141000	0.3759590	0.2557848	0.1597777	0.1426097	0.1306849	0.0547142	0.0460726	0.0608321	0.0445461	0.1876642	0.3131588	0.2071384	0.1872752	-638233.347
142000	0.4011004	0.2681453	0.1619335	0.1491048	0.1310610	0.0534300	0.0317131	0.0620653	0.0468178	0.1863087	0.1208504	0.0909407	0.1596323	-638237.044
143000	0.3954633	0.2573230	0.1630560	0.1448016	0.1247986	0.0462946	0.0284039	0.0714930	0.0614137	0.2180714	0.1673023	0.1099360	0.2627151	-638241.031
144000	0.3895590	0.2536095	0.1460725	0.1370411	0.1230752	0.0379621	0.0270857	0.0816908	0.0683092	0.2299757	0.1321475	0.3550149	0.2069075	-638240.229
145000	0.4143737	0.2467667	0.1511064	0.1325244	0.1196512	0.0457456	0.0363008	0.0739472	0.0439215	0.2164001	0.1162296	0.1574831	0.1647560	-638236.538
146000	0.3931863	0.2518124	0.1388192	0.1261398	0.1140767	0.0431101	0.0276243	0.0943961	0.0534250	0.2802425	0.1967268	0.0793072	0.2673639	-638231.380
147000	0.3818638	0.2442089	0.1477111	0.1263610	0.1054427	0.0382225	0.0239895	0.1009180	0.0528782	0.2307247	0.2431547	0.3292277	0.1610822	-638244.487
148000	0.4034486	0.2477783	0.1490585	0.1382905	0.1269699	0.0492224	0.0366815	0.0867711	0.0509627	0.2157824	0.1582325	0.1174622	0.3208373	-638239.315
149000	0.3937000	0.2704148	0.1571657	0.1429461	0.1201564	0.0477082	0.0326566	0.0588569	0.0431353	0.1872310	0.1877785	0.0563826	0.2663865	-638245.593
150000	0.3877760	0.2664953	0.1422468	0.1266587	0.1126500	0.0513568	0.0426788	0.0889129	0.0425094	0.2858275	0.2404398	0.2083060	0.2432060	-638233.040
151000	0.4007659	0.2918515	0.1431858	0.1262839	0.1101197	0.0499939	0.0334916	0.0637851	0.0512818	0.2079578	0.1879746	0.2269139	0.2417985	-638236.102
152000	0.4157120	0.2535181	0.1385708	0.1179206	0.1028553	0.0396199	0.0287794	0.0698161	0.0452914	0.2610913	0.1659886	0.2195919	0.1526924	-638239.401
153000	0.3878541	0.2593391	0.1125406	0.1025431	0.0817808	0.0383562	0.0272271	0.1048982	0.0639992	0.2997645	0.4419298	0.2044098	0.2789231	-638240.320
154000	0.3883450	0.2514930	0.1102223	0.1007777	0.0900441	0.0302567	0.0209553	0.1081282	0.0825877	0.2558617	0.1945327	0.3271284	0.1235573	-638235.846
155000	0.3929840	0.2400603	0.1243962	0.1080193	0.0965540	0.0394059	0.0267566	0.0747265	0.0625714	0.2568199	0.1341145	0.1481262	0.1251607	-638237.907
156000	0.3942702	0.2634605	0.1275544	0.1158358	0.1002159	0.0447628	0.0334720	0.0814307	0.0493250	0.2486180	0.0719231	0.1198904	0.2148710	-638240.350
157000	0.3888362	0.2519559	0.1368125	0.1247148	0.1118335	0.0439527	0.0327848	0.0786256	0.0657883	0.2243669	0.2164456	0.1744915	0.1540007	-638249.282
158000	0.3775156	0.2676853	0.1770950	0.1558351	0.1436461	0.0499297	0.0404521	0.0739961	0.0431378	0.2640277	0.1680017	0.1022603	0.2457594	-638247.807
