Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
1623000	0.9823398	0.9492848	0.8761487	0.7912114	0.6477424	0.6555638	0.0382446	0.0227544	0.1867883	0.6510522	0.8966455	0.7002007	-2128010.863
1624000	1.1086818	0.9462425	0.8813615	0.7987858	0.6951018	0.7264554	0.0193549	0.0087366	0.1253900	0.2561464	0.3164214	0.6858991	-2128004.902
1625000	1.0105773	0.9547149	0.8910737	0.8371901	0.7107171	0.7134722	0.0206491	0.0177259	0.0995545	0.6950100	1.2379093	0.3563299	-2128002.539
1626000	1.0200145	0.9661185	0.9011928	0.8454705	0.6639142	0.7524578	0.0256241	0.0148140	0.0925394	0.5673613	0.6591396	0.5150575	-2128008.856
1627000	0.9758916	0.9628717	0.8876150	0.8282057	0.7168808	0.7247607	0.0201047	0.0118347	0.1351562	0.5502876	0.7585107	0.6802323	-2128002.783
1628000	1.0373967	0.9656125	0.8987568	0.8548256	0.7000687	0.7239915	0.0165500	0.0107544	0.0978309	0.3170641	0.3079774	0.3494002	-2128013.158
1629000	1.0582001	0.9621860	0.8723761	0.8097172	0.5434506	0.8493688	0.0252373	0.0096451	0.1161470	0.9593266	0.3492225	0.6182480	-2128005.452
1630000	1.0603609	0.9548158	0.8578452	0.7719381	0.5451725	0.8601887	0.0163776	0.0098040	0.1049344	0.4664440	0.9191288	0.6472542	-2128015.651
1631000	0.9758349	0.9491888	0.8659182	0.7435004	0.5222363	0.8646148	0.0203263	0.0113075	0.1646316	0.3847214	0.7057258	0.7076718	-2128003.593
1632000	1.0671753	0.9540717	0.8980011	0.8361622	0.5489121	0.8842303	0.0231749	0.0090383	0.1444054	0.4087298	0.4006691	0.4800415	-2128008.660
1633000	1.0206681	0.9432124	0.8917471	0.8365130	0.6097309	0.8776672	0.0229006	0.0111862	0.1109192	0.3492063	0.3254862	0.4920462	-2128006.560
1634000	1.0526088	0.9492804	0.8665927	0.7847708	0.6202657	0.8765579	0.0279020	0.0102976	0.1186138	0.6269992	0.6106378	0.5780457	-2128007.987
1635000	1.0818111	0.9803755	0.8238325	0.7820981	0.6820389	0.8803323	0.0211639	0.0145833	0.1047003	0.4261142	0.7290899	0.4963336	-2128006.384
1636000	0.9630936	0.9505650	0.8204975	0.7867820	0.6592878	0.7914250	0.0148885	0.0131289	0.0959406	0.2762787	0.6953846	0.3943551	-2128003.615
1637000	1.0295437	0.9682750	0.9195919	0.8274914	0.5715182	0.8263612	0.0169590	0.0085384	0.0778763	0.3229777	0.2209949	0.4924243	-2128010.349
1638000	1.1004907	0.9899982	0.9358236	0.7977736	0.5168379	0.8275897	0.0180333	0.0124108	0.0819638	0.5297381	0.4691560	0.8422218	-2128009.691
1639000	1.0862238	1.0529135	0.9671336	0.7971191	0.5225786	0.7646283	0.0127316	0.0085935	0.1263241	0.5013460	0.5592202	0.4544213	-2128010.049
1640000	1.0972488	1.0651325	1.0273003	0.9729348	0.6441723	0.7242443	0.0162053	0.0116213	0.0719021	0.3567311	0.3648664	0.2996017	-2128001.614
1641000	1.0591695	1.0432848	1.0075979	0.9425670	0.7140262	0.7005197	0.0244455	0.0081915	0.1030776	0.7455014	0.4047785	0.4961718	-2128010.012
1642000	1.0855484	1.0223964	0.9900730	0.9265997	0.6820598	0.6853986	0.0130387	0.0107465	0.0954187	0.2309793	0.4333773	0.3235209	-2128003.216
1643000	1.0391210	1.0308266	0.9614826	0.8905474	0.7188298	0.8777517	0.0261431	0.0084012	0.1112916	0.7611429	0.6313893	0.3814740	-2128008.015
1644000	1.0868800	1.0749897	0.9859488	0.9282239	0.7461400	0.7457983	0.0311716	0.0128965	0.1113906	1.1528770	0.3550731	0.4122312	-2128009.835
1645000	1.0698196	1.0690251	1.0199723	0.9641162	0.7265543	0.8911994	0.0168096	0.0076564	0.0997987	0.4786677	0.3901027	0.6295641	-2128005.918
1646000	1.0976065	1.0444210	1.0055308	0.9702012	0.7464205	0.7795118	0.0161099	0.0111989	0.0876667	0.5389682	0.7548561	0.3259255	-2128005.984
1647000	1.0778165	1.0615083	1.0293665	0.9802557	0.7775056	0.7865916	0.0171323	0.0108033	0.1577956	0.5331665	0.4171565	1.4095980	-2128003.975
1648000	1.1031314	1.0984392	1.0195787	0.9452247	0.7706012	0.7997313	0.0143183	0.0120563	0.0926695	0.4557885	0.4756103	0.3230754	-2128008.379
1649000	1.1083984	1.1029584	1.0634533	0.9830276	0.6839040	0.6908497	0.0165098	0.0094466	0.1051796	0.4470049	0.3380178	0.4336066	-2128007.570
1650000	1.0783894	1.0636581	1.0284724	0.9570492	0.6455602	0.8288035	0.0176662	0.0091212	0.0992312	0.4476222	0.4940874	0.4553323	-2128000.238
1651000	1.0928818	1.0622849	1.0038059	0.9725432	0.6034434	0.7416579	0.0149792	0.0133889	0.1183189	0.4388093	0.4102558	0.4868243	-2128005.751
1652000	1.0915371	1.0594451	0.9846866	0.9355067	0.6482949	0.5885039	0.0123218	0.0113966	0.0676475	0.3495227	0.6510791	0.6610312	-2128009.492
1653000	1.0662963	1.0205498	0.9330942	0.8367876	0.6610609	0.6071404	0.0196720	0.0139068	0.0727169	0.3755556	0.4422421	0.3400068	-2128000.898
1654000	1.1005051	0.9560961	0.8898146	0.8579390	0.5735927	0.5849750	0.0194861	0.0094008	0.1250810	0.3924313	0.2283204	0.4325637	-2128007.076
1655000	1.0387465	1.0180734	0.9310709	0.8703688	0.5278553	0.5485541	0.0178148	0.0107219	0.1287092	0.5916364	0.2863389	0.6411681	-2128004.852
1656000	1.0937816	0.9624827	0.9101182	0.8685574	0.5487599	0.6630777	0.0171818	0.0152083	0.1015887	0.4756098	0.7530826	0.4123872	-2128008.598
1657000	1.0975466	1.0167832	0.9013949	0.7974334	0.5833837	0.5309258	0.0184023	0.0160977	0.0956993	0.7422172	0.7991700	0.3913664	-2128007.073
1658000	1.0794375	0.9597983	0.8972571	0.8189151	0.5979678	0.6286864	0.0149114	0.0105287	0.0874409	0.2704681	0.4364575	0.4829234	-2128007.386
1659000	1.0918480	0.9570641	0.8768486	0.8184058	0.6237015	0.4050807	0.0135877	0.0106563	0.0935979	0.5536392	0.5667917	0.8929746	-2128006.934
1660000	1.1011544	1.0397655	0.8996971	0.7900529	0.5619143	0.5803328	0.0146103	0.0076581	0.1004577	0.5050588	0.6189764	0.5617016	-2128003.741
1661000	1.0272643	0.9705594	0.9371182	0.8772482	0.6089804	0.5306905	0.0243908	0.0112871	0.0829946	0.3372172	0.4573644	0.3994245	-2128008.264
1662000	1.0820540	0.9570583	0.9362595	0.8595286	0.5448517	0.5996908	0.0172369	0.0127977	0.1135818	0.6695915	0.3040910	0.4703348	-2128003.651
1663000	1.1019185	0.9561807	0.9209758	0.8652973	0.5508173	0.5509029	0.0196305	0.0127693	0.1133182	0.5389575	0.4417772	0.6638047	-2128008.307
1664000	1.0122208	0.9692295	0.9116838	0.8389917	0.4789031	0.5340989	0.0174761	0.0116528	0.1032902	0.3236498	0.4136341	0.3463024	-2128005.517
1665000	1.0476590	1.0126214	0.8994681	0.8174652	0.4432413	0.4586629	0.0152934	0.0150691	0.0829906	0.4617161	0.5214886	0.4596048	-2128003.067
1666000	1.0690122	0.9481267	0.8946165	0.7685189	0.4020331	0.4135746	0.0220294	0.0108259	0.0917022	0.9470583	0.3711760	0.5484466	-2128005.931
1667000	1.0957931	0.9569523	0.8703229	0.7376447	0.5586740	0.4802674	0.0270082	0.0073321	0.1049830	0.4279721	0.4741541	0.5472358	-2128014.883
1668000	1.0847142	0.9639217	0.8697770	0.8157585	0.5985661	0.5003163	0.0160477	0.0123219	0.1162120	0.3760382	0.5278009	0.3064761	-2128007.082
1669000	1.0795629	0.9925540	0.8703609	0.7858402	0.5842485	0.4706100	0.0133484	0.0079413	0.1254191	0.3243804	0.5860807	0.5869475	-2128013.025
1670000	1.0414637	1.0043092	0.9041739	0.8463806	0.6516002	0.5973671	0.0219985	0.0073963	0.0558107	1.0619325	0.4066524	0.5123460	-2128003.921
1671000	1.0997461	0.9476039	0.8728029	0.8054978	0.6261013	0.6849635	0.0118660	0.0118771	0.1197368	0.6851571	0.4258006	0.3625102	-2128003.443
1672000	1.0280372	0.9578305	0.8891185	0.8238593	0.5536040	0.6358559	0.0174654	0.0071366	0.0826719	0.5297033	0.3489851	0.8080062	-2128003.918
1673000	0.9721441	0.9550361	0.9056244	0.8434900	0.5723019	0.5211262	0.0145880	0.0078929	0.0541220	0.2783817	0.2738212	0.5259101	-2128010.545
1674000	1.0158717	0.9413120	0.8689026	0.8403764	0.5856754	0.5302449	0.0211088	0.0145108	0.1369579	0.8200597	0.5329769	0.6398216	-2128005.857
1675000	1.0880113	0.9757534	0.9063820	0.8344551	0.5434613	0.7420509	0.0217550	0.0086696	0.0711289	0.5686301	0.4421031	0.3483148	-2128006.610
1676000	1.1015617	0.9591737	0.9212298	0.8504330	0.5842933	0.6687174	0.0227036	0.0116531	0.0964320	0.4871617	0.3821641	0.4893383	-2128004.949
1677000	1.0560086	0.9461215	0.8321060	0.7875170	0.6141490	0.6913503	0.0240656	0.0119775	0.0810043	0.4248520	0.6977204	0.6327862	-2128008.566
1678000	1.0767724	0.9802678	0.9108345	0.8629962	0.7474502	0.7952628	0.0165749	0.0164097	0.0849660	0.6537720	0.6869413	0.6033854	-2128005.282
1679000	1.0242557	1.0115927	0.9353374	0.8803189	0.6879923	0.7079389	0.0216438	0.0120886	0.0787328	0.6130777	0.4780693	0.6193766	-2128005.767
1680000	1.0292526	0.9955057	0.9270366	0.8609882	0.6804188	0.7132798	0.0268402	0.0129486	0.0911970	0.4590698	0.6482836	0.3405099	-2128004.868
1681000	1.0055285	0.9862500	0.9443813	0.8983374	0.6519058	0.6917169	0.0305683	0.0103194	0.1153345	0.7875901	0.4163264	0.3884141	-2128013.026
1682000	1.0462323	1.0020356	0.9735829	0.9222230	0.6531780	0.6117302	0.0204696	0.0130779	0.1197412	0.5572745	0.4216019	0.6836913	-2128001.604
1683000	1.0862284	0.9947491	0.9729619	0.8949996	0.6154969	0.7296951	0.0336195	0.0124775	0.0975531	0.6880693	0.3513894	0.3039504	-2128006.098
1684000	1.0395705	1.0007081	0.9590258	0.8792948	0.5145823	0.6475371	0.0211189	0.0173499	0.0912441	0.6077449	0.7234760	0.3887169	-2128008.885
1685000	1.0753052	1.0030090	0.9085045	0.8551980	0.6192560	0.7371166	0.0184632	0.0138232	0.0904252	0.3758569	0.6072257	0.3154362	-2128005.541
1686000	1.0110834	0.9924607	0.8830060	0.8251284	0.5978368	0.6028821	0.0196067	0.0119633	0.0715755	0.3523769	0.4647400	0.4255840	-2128003.954
1687000	1.0790365	1.0204001	0.9565099	0.8723949	0.6593945	0.5078989	0.0200703	0.0116829	0.1153207	0.4362949	0.6560239	0.3575814	-2128011.290
1688000	0.9990851	0.9579438	0.8993658	0.7865898	0.6102755	0.6433681	0.0167874	0.0150584	0.0835351	0.3880194	0.4707969	0.3047689	-2128011.609
1689000	1.0466516	1.0366730	0.9293723	0.8471967	0.6647489	0.5275332	0.0159442	0.0095868	0.1994913	0.3280429	0.3070095	0.9607209	-2128011.962
1690000	0.9970928	0.9682408	0.9210428	0.8391742	0.5368432	0.4388228	0.0173048	0.0156868	0.1155671	0.9796845	0.8778687	0.6208102	-2128001.465
1691000	1.0888168	0.9582994	0.8740572	0.7740308	0.4982134	0.4288437	0.0120394	0.0148718	0.1002897	0.2626110	0.6838940	0.5732339	-2128006.813
1692000	1.0319013	0.9736358	0.9372772	0.8159290	0.5432590	0.6121416	0.0199295	0.0073977	0.0805098	0.4569986	0.4605508	0.3868258	-2128005.990
1693000	1.1031843	1.0339668	0.9180273	0.8422117	0.6453804	0.6600220	0.0184903	0.0086410	0.1001090	0.4183598	0.3546412	0.4204807	-2128001.345
1694000	1.0842916	1.0581898	0.9831492	0.9241394	0.7428134	0.5801610	0.0213754	0.0094117	0.0988313	0.5960476	0.5978126	0.3876239	-2128009.441
1695000	1.0737703	1.0617862	1.0040948	0.9018299	0.6488479	0.5787614	0.0170141	0.0110445	0.1113164	0.3209866	0.4318167	0.7576908	-2128008.519
1696000	1.0774860	1.0331590	0.9909214	0.9372268	0.7804341	0.7193655	0.0202080	0.0117798	0.1068961	0.3235056	0.3541108	0.4537875	-2127998.952
1697000	1.0877463	1.0234855	0.9797195	0.9131682	0.7175435	0.8292693	0.0213272	0.0091228	0.0716359	0.4967801	0.3810038	0.6503630	-2128009.817
1698000	1.0780316	1.0173939	0.9820314	0.9278723	0.7838911	0.7807283	0.0183654	0.0181792	0.1129225	0.3503629	0.5531293	0.5093966	-2128006.956
1699000	1.1006252	1.0702575	1.0048045	0.9255766	0.7599193	0.6994793	0.0177892	0.0064565	0.0730051	0.3041972	0.4407776	0.5078945	-2128002.813
1700000	1.0824799	1.0688309	0.9620545	0.9113189	0.6234810	0.9054674	0.0242921	0.0078398	0.1084022	0.9092733	0.3973304	0.4699520	-2128012.905
1701000	1.0518317	1.0337428	0.9845262	0.9486198	0.6208497	0.8263852	0.0224734	0.0120152	0.1198738	0.4533743	0.3149736	0.5523300	-2128005.833
1702000	1.0922933	1.0664636	1.0020573	0.9152887	0.6904279	0.7123512	0.0284355	0.0120075	0.0782562	0.6611916	0.4388571	0.5059650	-2128003.350
1703000	1.0810051	1.0274412	0.9661228	0.9028047	0.6607705	0.5721530	0.0163677	0.0100379	0.0637431	0.6513836	0.6073682	0.4123765	-2128011.174
1704000	1.1024427	1.0566406	1.0149532	0.9105076	0.7187344	0.6123904	0.0164795	0.0099028	0.0796535	0.4868497	0.5089500	0.7517888	-2128004.966
1705000	1.0686720	1.0040190	0.9628767	0.8994459	0.7321804	0.5703723	0.0146809	0.0100028	0.0928896	0.3961354	0.2715481	0.4987022	-2128012.928
1706000	1.0458657	1.0064095	0.9524096	0.8973063	0.6305056	0.5518175	0.0161480	0.0104337	0.1109238	1.0713113	0.4543827	0.4289932	-2128012.923
1707000	1.0755399	0.9789876	0.9561805	0.8684370	0.7440996	0.5586222	0.0207928	0.0129854	0.0708175	0.8169815	0.5357177	0.3719211	-2128003.038
1708000	1.0649395	1.0400865	0.9645822	0.9073833	0.6782698	0.6283245	0.0227627	0.0079597	0.1000373	0.5556674	0.8445646	0.5256461	-2128009.007
1709000	1.0844722	0.9730335	0.9401765	0.8393047	0.6563139	0.5184245	0.0251359	0.0151809	0.0738837	0.5050809	0.7122695	0.4115950	-2128007.677
1710000	1.0079685	0.9739771	0.9080916	0.8467076	0.5891116	0.4521243	0.0188672	0.0106852	0.0735641	0.6375700	0.4018382	0.2788364	-2128010.339
1711000	1.0060973	0.9454595	0.9027366	0.8168985	0.5903315	0.5978766	0.0248417	0.0115150	0.1389221	0.5366253	0.3124356	0.4285376	-2128005.770
1712000	1.0852271	0.9833724	0.9276680	0.8761327	0.6314094	0.4988915	0.0142068	0.0107488	0.0884755	0.3047969	0.6655066	0.3478559	-2128008.697
1713000	1.0148200	0.9489440	0.9127486	0.8661012	0.6104314	0.4889413	0.0201752	0.0117209	0.0883473	0.4775497	0.3373905	0.4179564	-2128011.680
1714000	1.0685371	0.9654786	0.9342229	0.8703139	0.5783703	0.4961876	0.0173455	0.0083028	0.1210574	0.5503283	0.3908247	0.4556133	-2128009.736
1715000	1.0684389	0.9831998	0.9171382	0.8777802	0.5805634	0.5137356	0.0145234	0.0110994	0.0813828	0.8497747	0.4774082	0.4588344	-2128007.511
1716000	1.0921294	0.9818351	0.9205789	0.8518735	0.6513292	0.4837771	0.0166717	0.0135770	0.1166767	0.3507957	0.2323840	0.6136801	-2128008.269
1717000	1.0928944	0.9830924	0.9477074	0.9071989	0.7620854	0.4273176	0.0217173	0.0128711	0.1187668	0.4309778	0.5101090	0.6758043	-2128006.082
1718000	1.0817819	0.9886436	0.9350677	0.8828233	0.7018111	0.4110314	0.0185389	0.0086580	0.1227471	0.3263275	0.3819623	0.4308847	-2128011.380
1719000	1.0389267	0.9707268	0.8799933	0.8490126	0.7251770	0.5854364	0.0459718	0.0092520	0.0817634	0.9379921	0.6716476	0.4483659	-2128005.976
1720000	1.0767382	0.9481915	0.8878985	0.8360268	0.7110672	0.6706764	0.0173145	0.0163749	0.1137344	0.4190745	0.7437228	0.7638255	-2128004.008
1721000	1.0734637	0.9539203	0.9025985	0.8371092	0.7098845	0.7197733	0.0278541	0.0111019	0.1128435	0.5537602	0.3305601	0.3093534	-2128007.419
1722000	1.1014088	0.9711524	0.9054518	0.8467311	0.6642803	0.7314882	0.0133416	0.0126373	0.1015597	0.2108542	0.3025612	0.4325090	-2128000.877
1723000	1.0569459	0.9883991	0.9492152	0.8870589	0.7092930	0.8536662	0.0246688	0.0126039	0.1566306	0.5731303	0.3740769	0.4488034	-2128005.489
1724000	1.0727852	0.9858695	0.9408344	0.8817710	0.6866416	0.7753726	0.0217422	0.0118369	0.0824386	0.5491287	0.3764749	0.4451303	-2128008.099
1725000	1.0400567	0.9543881	0.8800150	0.8373518	0.6822763	0.7395913	0.0143429	0.0125498	0.0736685	0.3364505	0.2281469	0.3757355	-2128002.646
1726000	1.0145954	0.9651532	0.8899030	0.8480615	0.6337942	0.6374454	0.0192292	0.0086925	0.1262799	0.3595738	0.3176801	0.7372528	-2128008.672
1727000	1.0966853	0.9483728	0.8830288	0.8079635	0.6225675	0.4957533	0.0170475	0.0105674	0.1263324	0.9344812	0.4370605	0.3829458	-2128004.374
1728000	1.0949900	0.9412354	0.8191266	0.7726644	0.5988121	0.6965525	0.0190521	0.0105258	0.1215193	0.4533313	0.2169547	0.3998716	-2128006.785
1729000	1.0575346	0.9500189	0.8875510	0.8167020	0.5721288	0.6114177	0.0166862	0.0131249	0.1148198	0.4081552	0.5885496	0.6026700	-2128008.076
1730000	1.0822499	0.9810256	0.9050067	0.8388439	0.4962491	0.7061500	0.0234595	0.0169586	0.0904930	0.4310927	0.7169648	0.2637104	-2128009.320
1731000	0.9955342	0.9578351	0.8791882	0.8423309	0.5500904	0.8046448	0.0254035	0.0136339	0.1493055	0.3418664	0.4344937	0.6971246	-2128009.386
1732000	0.9724269	0.9632188	0.9157106	0.8655337	0.5766434	0.7675450	0.0162511	0.0107179	0.0777728	0.4228256	0.3586321	0.3260795	-2128005.908
1733000	1.0286495	0.9655163	0.9000600	0.8389155	0.5617877	0.8275683	0.0141534	0.0101133	0.0939094	0.4876296	0.5214033	0.5916996	-2128007.498
1734000	1.0173273	0.9618149	0.8996137	0.8165198	0.6876063	0.6921479	0.0144835	0.0063884	0.1178992	0.3998914	0.5607146	0.9167066	-2128015.865
1735000	1.0684438	0.9617612	0.8960492	0.8043706	0.6384762	0.8205176	0.0187418	0.0113632	0.0973430	0.5105027	0.5918212	0.3737972	-2128010.170
1736000	1.0560916	0.9682612	0.9105741	0.8224554	0.6688208	0.8327957	0.0251076	0.0108138	0.0849030	0.6538409	0.3135877	0.3707758	-2128005.157
1737000	1.0662099	0.9607042	0.9120726	0.8507669	0.7030758	0.8115957	0.0169163	0.0118471	0.0959104	0.2865195	0.4399252	0.3210529	-2128012.722
1738000	1.0992642	0.9447292	0.8814649	0.8382547	0.6406777	0.6724267	0.0198718	0.0092941	0.1142335	0.2407140	0.4148003	0.3187021	-2128000.562
1739000	1.1019178	1.0012197	0.9067243	0.8531267	0.6715858	0.7121671	0.0147116	0.0086237	0.1286319	0.2346060	0.5970345	0.6857726	-2128002.264
1740000	1.0825186	1.0105004	0.9569174	0.8789664	0.6582788	0.6976003	0.0163812	0.0087711	0.1012133	0.2912120	0.2886686	0.6535241	-2128003.196
1741000	1.0374801	0.9698980	0.9340216	0.8847152	0.6204901	0.6470398	0.0249434	0.0100691	0.1266214	0.6293965	0.3586748	0.5533473	-2128010.210
1742000	1.0252138	0.9821797	0.9449627	0.8839512	0.6106894	0.6085401	0.0163595	0.0141096	0.1052379	0.3317034	0.5056742	0.3740960	-2128011.423
1743000	1.0962102	1.0154091	0.9655260	0.9069338	0.6361433	0.5476250	0.0347785	0.0110327	0.0903839	0.9001344	0.7136479	0.2461063	-2128008.124
1744000	1.0481611	1.0392602	0.9785664	0.9024093	0.6136227	0.4996398	0.0185786	0.0123827	0.0737814	0.3368137	0.5473875	0.7593629	-2128012.676
1745000	1.0836005	1.0343430	0.9814908	0.8877844	0.6740405	0.5584798	0.0160812	0.0130540	0.0919121	0.4763080	0.5145731	0.7625793	-2128003.869
1746000	1.1020102	1.0584513	1.0067519	0.8618696	0.5825997	0.5492268	0.0191364	0.0122102	0.1153646	0.4327112	0.7880452	0.4339721	-2128024.499
1747000	1.0985717	0.9955254	0.9481660	0.9124643	0.6073257	0.6196379	0.0229264	0.0104672	0.0947557	0.4204187	0.3348471	0.6482817	-2128007.133
1748000	1.0692530	1.0330847	0.9897622	0.9098415	0.6184442	0.7256183	0.0168256	0.0096357	0.1476509	0.2339665	0.5471916	0.4897619	-2128005.010
1749000	1.0912111	1.0338451	0.9947359	0.9015320	0.6432082	0.6759011	0.0230722	0.0079219	0.0964370	0.6596223	0.5183256	0.4983954	-2128012.609
1750000	1.0833217	0.9974333	0.8973154	0.8458968	0.6076403	0.6814344	0.0143507	0.0137587	0.0890357	0.3749577	0.4494051	0.6560254	-2128006.921
1751000	1.0041878	0.9786388	0.9348123	0.8759533	0.6756561	0.6755549	0.0141833	0.0106583	0.0996826	0.3508210	0.3629070	0.7407386	-2128006.801
1752000	0.9709690	0.9670419	0.9097037	0.8333884	0.6544772	0.6270930	0.0171854	0.0081449	0.1499647	0.4393540	0.2699781	0.6530339	-2128000.924
1753000	1.0574787	0.9586170	0.9291913	0.8679167	0.7247344	0.6124402	0.0209485	0.0094613	0.1081692	0.7101503	0.2944319	0.2719065	-2128004.782
1754000	1.0580624	0.9811999	0.9425830	0.8418926	0.6822457	0.4960046	0.0214846	0.0147709	0.1306363	0.4201888	0.3222522	0.5148677	-2128004.866
1755000	1.0818361	0.9821937	0.9463487	0.8661712	0.6384561	0.3334424	0.0162079	0.0106723	0.0959864	0.3649149	0.2809067	0.5644540	-2128002.932
1756000	1.0449628	0.9548719	0.8843702	0.8406973	0.6164188	0.4889487	0.0208330	0.0070494	0.1499400	0.9327937	0.8238195	0.9588152	-2128010.208
1757000	0.9651468	0.9506466	0.8666400	0.7886789	0.6101647	0.6403116	0.0208904	0.0132760	0.1235101	0.6784034	0.5932642	0.7084582	-2128014.480
1758000	1.0203068	0.9934473	0.8638363	0.7815611	0.5801433	0.7581751	0.0183330	0.0176336	0.1506132	0.3972052	1.3699500	0.7844828	-2128003.029
1759000	1.0661522	1.0219503	0.9129724	0.8233308	0.6318292	0.6816028	0.0150052	0.0135752	0.0778129	0.3631381	0.5472169	0.3489518	-2128008.332
1760000	1.0221337	0.9926297	0.9239248	0.8879889	0.6199544	0.7317880	0.0199496	0.0086100	0.0892216	0.4302164	0.5408722	0.4679748	-2128008.706
1761000	1.0501205	0.9926024	0.9580125	0.9222183	0.7199615	0.8882975	0.0186146	0.0085308	0.0974025	0.5460504	0.4184956	0.4153329	-2128009.844
1762000	1.0145229	0.9969865	0.9535344	0.9241769	0.6185472	0.8134533	0.0198006	0.0096234	0.0819732	0.5819984	0.2470440	0.9287960	-2128005.012
1763000	1.0951176	0.9942975	0.9759978	0.9298350	0.6887604	0.7694580	0.0222351	0.0127093	0.0963299	0.5044655	0.2475722	0.5590171	-2128004.879
1764000	1.1009292	0.9927108	0.9499801	0.8979935	0.7217077	0.7437095	0.0183889	0.0075626	0.1395240	0.2546208	0.4920709	0.8904534	-2128002.460
1765000	1.0508050	0.9824118	0.9233497	0.8175246	0.6295065	0.7745486	0.0162641	0.0168243	0.1645777	0.3931961	0.7030449	0.6440138	-2128009.579
1766000	1.0951317	0.9759727	0.9053240	0.8545163	0.5211885	0.8000551	0.0124924	0.0094205	0.0885051	0.4361989	0.5432826	0.6052325	-2128014.354
1767000	1.0074294	0.9561823	0.9094785	0.8525103	0.5606862	0.7326876	0.0260827	0.0123859	0.0983685	0.4415175	0.3859926	0.3162167	-2128006.092
1768000	1.0957131	0.9449700	0.8826631	0.7916686	0.5266763	0.7704661	0.0139533	0.0102604	0.1130774	0.2829133	0.5469260	0.7429026	-2128014.132
1769000	1.0970336	0.9578728	0.8792800	0.8383933	0.4903790	0.8275521	0.0203371	0.0135648	0.1479825	0.3617762	0.8779038	0.8223344	-2128003.022
1770000	1.0299187	0.9614945	0.8796733	0.8266430	0.5912756	0.8173393	0.0321138	0.0123107	0.1253268	0.6344291	0.8040996	0.6424770	-2128002.879
1771000	1.0394527	0.9505982	0.8900955	0.8322374	0.6359824	0.7377992	0.0205148	0.0139515	0.0919109	0.6199296	0.4594413	0.2931841	-2128005.625
1772000	1.0790433	0.9554257	0.8906459	0.8059247	0.5464032	0.7017141	0.0145819	0.0120277	0.0704786	0.4614478	0.7540707	0.7418565	-2128010.883
1773000	1.0979016	0.9655289	0.8744180	0.7983221	0.5120268	0.7047944	0.0238394	0.0103653	0.0836955	0.3618473	0.6287591	0.2890895	-2128005.848
1774000	1.0743267	0.9644227	0.8421737	0.7955252	0.5724986	0.6939774	0.0196362	0.0099930	0.1379581	0.7400679	0.4059185	0.6346682	-2128008.236
1775000	1.0916076	0.9645652	0.9006956	0.7922032	0.4785768	0.7525262	0.0195817	0.0083513	0.0771337	0.3876615	0.2092053	0.4232403	-2128011.954
1776000	1.0474059	0.9446445	0.8936830	0.8089595	0.5134201	0.7491902	0.0552942	0.0081135	0.0945593	1.6125704	0.4619666	0.6015537	-2128008.429
1777000	1.0228626	0.9921886	0.9245903	0.7760744	0.4876474	0.6773607	0.0152192	0.0105373	0.1183523	0.4666596	0.4973706	0.7272295	-2128006.596
1778000	0.9960226	0.9687990	0.8816192	0.8344331	0.5027078	0.7045847	0.0153137	0.0077080	0.1137059	0.3063175	0.4551128	0.4659451	-2128015.926
1779000	1.1026854	0.9651833	0.9109308	0.8182219	0.4718983	0.5701058	0.0246061	0.0127064	0.0925005	0.4553030	0.2943430	0.3732710	-2128008.900
1780000	1.0598044	0.9768523	0.9081660	0.7718308	0.5405962	0.5403610	0.0183215	0.0136527	0.0888198	0.5449229	0.7134110	0.4040957	-2128005.997
1781000	1.1031844	0.9558101	0.9011429	0.7600086	0.4819449	0.4760821	0.0189414	0.0116975	0.1123510	0.7404857	0.3533695	0.3573957	-2128008.151
1782000	1.0329239	0.9568031	0.8921620	0.7609714	0.5192296	0.5966869	0.0164066	0.0086842	0.2338297	0.3904834	0.3515763	1.3121117	-2128010.233
1783000	1.0883210	0.9685880	0.8724590	0.7551321	0.5674129	0.6640548	0.0132347	0.0143600	0.0804931	0.3425009	0.4496701	0.3692647	-2128002.170
1784000	1.0541391	0.9853587	0.8965763	0.8047637	0.5433179	0.6681300	0.0201755	0.0105521	0.1059450	0.3422264	0.4933060	0.7445757	-2128005.350
1785000	1.0557868	0.9748014	0.8514197	0.7727160	0.4268656	0.6007741	0.0446977	0.0155510	0.1372456	0.7771977	0.7070483	0.3763455	-2128006.662
1786000	1.0702846	0.9940418	0.9120957	0.8417451	0.4076903	0.5163595	0.0185920	0.0068594	0.0883189	0.4777297	0.4641960	0.4798762	-2128017.941
1787000	1.1004255	0.9572000	0.8742184	0.8203255	0.4927013	0.4928891	0.0155956	0.0101900	0.1372384	0.4205025	0.4823016	0.7317001	-2128017.148
1788000	1.0803552	0.9503266	0.8663752	0.8180072	0.6251090	0.5278460	0.0178650	0.0121749	0.0780297	0.5199727	0.3626199	0.4564315	-2128005.606
1789000	1.0741652	0.9606348	0.8860102	0.8463875	0.5272904	0.7237998	0.0219274	0.0096891	0.0586912	0.4510516	0.3605275	0.2917579	-2128014.122
