Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
3025000	1.0320557	0.9600170	0.9011576	0.8484772	0.6007527	0.6593310	0.0221103	0.0113730	0.0790559	0.5303979	0.3572923	0.3695394	-2128020.208
3026000	1.0707345	0.9508348	0.8970815	0.8080720	0.6395275	0.7604179	0.0214784	0.0143188	0.0910901	0.6953928	0.5086216	0.4029636	-2128008.232
3027000	1.0055296	0.9631982	0.9077896	0.8190161	0.6077963	0.6673187	0.0228690	0.0104723	0.0969921	0.2131393	0.3866766	0.6073941	-2128010.758
3028000	1.1071137	0.9574079	0.9164069	0.8649522	0.6058179	0.5814991	0.0217431	0.0090723	0.1013177	0.7656984	0.1456576	0.9599967	-2128002.964
3029000	1.0749868	0.9673259	0.9026594	0.8049300	0.5713614	0.6580737	0.0191132	0.0128981	0.0828795	0.5608047	0.3445501	0.5074437	-2128010.706
3030000	1.0672988	0.9583178	0.8282212	0.7768733	0.6505705	0.7567448	0.0179991	0.0169127	0.1101304	0.4712010	0.4745702	0.6401594	-2128008.920
3031000	1.0315440	0.9647191	0.8953473	0.7693087	0.5273789	0.7555908	0.0166638	0.0095641	0.1014792	0.5605427	0.4495453	0.5346298	-2128009.653
3032000	1.1025530	0.9847234	0.8437346	0.6660833	0.5077679	0.7344019	0.0162268	0.0112972	0.1086901	0.4233571	0.7173546	0.5818305	-2128005.548
3033000	1.0077620	0.9704879	0.9063373	0.7315874	0.5781428	0.6217886	0.0220818	0.0113726	0.1218941	0.4641443	0.4549025	0.7170047	-2128005.545
3034000	1.0963409	0.9657115	0.8862332	0.6792195	0.5896803	0.6243196	0.0173028	0.0083571	0.1247721	0.4057817	0.6932273	0.8780420	-2128005.671
3035000	1.0653059	0.9468796	0.8994628	0.7766398	0.5410638	0.6668915	0.0188834	0.0090813	0.1015784	0.3078572	0.4504685	0.4477104	-2128003.847
3036000	1.0816983	0.9742108	0.9047756	0.7673318	0.5280806	0.5041125	0.0142625	0.0100771	0.1206825	0.4739317	0.7631198	0.6581585	-2128004.469
3037000	1.0843392	0.9477653	0.8958620	0.7392532	0.4897491	0.4970894	0.0228381	0.0120986	0.1248900	0.7328349	0.5092262	0.4614378	-2128003.043
3038000	1.0920388	0.9509813	0.9102816	0.8538492	0.5777803	0.6877036	0.0307052	0.0166579	0.0708933	0.4622817	0.5481102	0.3411921	-2128002.255
3039000	1.0400425	0.9572029	0.8849424	0.8295828	0.5381904	0.6777600	0.0212605	0.0092905	0.0942232	0.3373983	0.2797791	0.7532429	-2128007.545
3040000	1.0292713	0.9698437	0.9277435	0.8618816	0.6502157	0.7259163	0.0190315	0.0246103	0.1066034	0.4646061	1.0083233	0.3739730	-2128004.310
3041000	1.0978935	1.0107838	0.9439649	0.8699602	0.6855235	0.7047581	0.0126347	0.0118850	0.0797303	0.3993456	0.9652289	0.2539690	-2128007.328
3042000	1.0869238	0.9533636	0.8984872	0.8331993	0.6256160	0.6768986	0.0189075	0.0112032	0.1051237	0.4246381	0.3546132	0.3841918	-2128011.835
3043000	1.0568990	0.9946970	0.9123875	0.8450752	0.6496483	0.6130642	0.0138392	0.0088988	0.1292332	0.5734490	0.3078100	0.5960705	-2128003.735
3044000	1.0522710	0.9765056	0.8751159	0.8141150	0.6244236	0.6510174	0.0181631	0.0104489	0.0946795	0.4331082	0.3802989	0.4056352	-2128005.366
3045000	1.0691986	0.9916894	0.8654507	0.7911073	0.6251592	0.5977058	0.0251858	0.0068511	0.0623536	0.5358732	0.4628169	0.5358435	-2128009.834
3046000	1.0847605	0.9483468	0.9267248	0.8512482	0.5673405	0.5218871	0.0195086	0.0176511	0.0749408	0.3799849	1.1557833	0.3457537	-2128006.502
3047000	1.0691563	0.9568342	0.8906620	0.7520293	0.5673742	0.6231761	0.0156712	0.0095823	0.0815793	0.3697864	0.4261687	0.2801697	-2128005.667
3048000	1.0206084	0.9786361	0.8296341	0.7745472	0.5844242	0.5724452	0.0187596	0.0108691	0.1193582	0.3832225	0.2601089	1.0846475	-2128008.410
3049000	0.9776255	0.9500205	0.8625883	0.7993733	0.5567264	0.6310674	0.0205643	0.0119174	0.0964543	0.8046076	0.7700899	0.4236736	-2128008.595
3050000	1.0929035	0.9736926	0.9125199	0.7730681	0.5197762	0.7095440	0.0175472	0.0059553	0.1380790	0.4554451	0.3455293	0.7647846	-2128008.728
3051000	1.0880750	0.9698031	0.8412634	0.7731209	0.5254532	0.7249946	0.0121103	0.0113700	0.1114004	0.4303527	0.4788638	0.4640825	-2128013.217
3052000	1.0857944	0.9322840	0.8779054	0.7951810	0.5997346	0.8044922	0.0190290	0.0093489	0.1023881	0.3060088	0.3187272	0.2208567	-2128010.004
3053000	1.0754492	1.0661757	0.9094181	0.8286824	0.4450875	0.8332267	0.0165521	0.0102099	0.0727004	0.5243092	0.3147156	0.4420095	-2127999.008
3054000	1.0526353	1.0163961	0.8633239	0.7968256	0.4777307	0.8226039	0.0289968	0.0120943	0.0939622	0.8096306	0.5325182	0.4109233	-2128011.754
3055000	1.1023262	0.9587836	0.8975419	0.8341000	0.4023986	0.7902079	0.0294786	0.0119816	0.0613223	0.6793051	0.6426884	0.6431255	-2128005.356
3056000	1.0862987	0.9919718	0.8437711	0.7550982	0.4993683	0.7294462	0.0313090	0.0095688	0.1173190	1.2490500	0.5730134	0.4307220	-2128017.996
3057000	0.9764330	0.9717814	0.8965895	0.8134933	0.5953089	0.7941270	0.0122818	0.0081808	0.1183559	0.2719780	0.4603156	0.3852216	-2128012.163
3058000	1.0624894	0.9619323	0.9089939	0.8396690	0.7106586	0.7137627	0.0212418	0.0098487	0.1120350	0.4544403	0.4666005	1.1767827	-2128004.951
3059000	1.0766125	0.9663879	0.9062157	0.8195868	0.6744622	0.7061935	0.0176047	0.0080631	0.0619182	0.4603711	0.2576366	0.6148629	-2128003.815
3060000	1.1044459	1.0182444	0.8876754	0.8355884	0.6595370	0.7699315	0.0116249	0.0191778	0.0826187	0.4294580	1.1713884	0.3962695	-2128007.625
3061000	1.0543450	1.0085910	0.9213922	0.8554700	0.6584442	0.7635517	0.0262211	0.0181159	0.0861254	0.7151138	0.7518967	0.5375285	-2128009.125
3062000	1.1023413	0.9882396	0.9478102	0.8926907	0.6452568	0.6349259	0.0164392	0.0112920	0.1176141	0.2530248	0.4147409	0.4465839	-2128009.928
3063000	1.0546876	0.9835564	0.9434708	0.9072382	0.6581619	0.6663822	0.0242347	0.0097540	0.1130176	0.5507856	0.3537841	0.5181845	-2128005.161
3064000	1.0985218	0.9739887	0.9366628	0.8943269	0.7112942	0.8131082	0.0175507	0.0083475	0.0936510	0.3842281	0.4257945	0.6034296	-2128010.204
3065000	1.0492655	0.9735376	0.9407552	0.8944285	0.7669657	0.8003887	0.0159966	0.0125515	0.1764226	0.3208573	0.4524797	0.8443304	-2128002.595
3066000	1.0947993	0.9886636	0.9496653	0.8965396	0.7836272	0.6748218	0.0162142	0.0096413	0.1003852	0.4004479	0.3521847	0.5568500	-2128005.907
3067000	1.0564339	1.0118496	0.9648123	0.8976318	0.8070245	0.6734707	0.0149479	0.0148649	0.0973473	0.3242988	0.8259604	0.5060246	-2128012.208
3068000	1.0419012	0.9843726	0.9569281	0.8906777	0.7894651	0.7438657	0.0255923	0.0117097	0.1171080	0.4863666	0.3812265	0.4329171	-2128011.866
3069000	1.0819145	0.9566055	0.9239277	0.8875618	0.7995644	0.6570464	0.0194398	0.0097709	0.1139865	0.4838548	0.1917112	0.4509524	-2128006.168
3070000	1.0820597	1.0004921	0.9257340	0.8751055	0.8004787	0.5111925	0.0367536	0.0160386	0.0880587	0.6675338	0.6748687	0.4185144	-2128003.624
3071000	1.0737487	0.9700915	0.9098893	0.8719337	0.8008542	0.5809304	0.0238214	0.0134365	0.2063394	0.6999704	0.4891355	0.6169292	-2128006.798
3072000	1.0886044	0.9523222	0.9147807	0.8811758	0.7776222	0.5506289	0.0195593	0.0126448	0.1028481	0.6506378	0.3670951	0.8722919	-2128010.287
3073000	1.0928998	0.9728407	0.9132058	0.8821490	0.7614145	0.5351761	0.0208212	0.0134470	0.1078344	0.6327488	0.5994089	0.6851062	-2128013.331
3074000	1.0761807	0.9959818	0.9116943	0.8737617	0.7480912	0.4964812	0.0153905	0.0174557	0.1283354	0.4894221	0.5856661	0.4563724	-2127999.243
3075000	1.0738587	0.9844524	0.9298006	0.8820301	0.7614183	0.4152069	0.0170359	0.0095681	0.0924411	0.3478449	0.3667173	0.6200345	-2128007.780
3076000	1.0964217	0.9545988	0.9264280	0.8826532	0.7516565	0.3552843	0.0297014	0.0141079	0.1528560	0.3159287	0.5581512	0.6917229	-2128008.622
3077000	1.0721202	0.9485429	0.9130416	0.8834747	0.7266250	0.3441723	0.0288326	0.0181013	0.0817535	0.9777987	0.6114141	1.1151456	-2128008.974
3078000	1.0329377	0.9521139	0.9174451	0.8776858	0.7270087	0.3580441	0.0173469	0.0186537	0.0947909	0.5177769	0.6954431	0.5938359	-2128007.077
3079000	1.0988914	0.9682198	0.9228005	0.8788507	0.6876489	0.4243002	0.0193633	0.0196628	0.1661416	0.6175381	0.5999907	0.5702381	-2128008.912
3080000	1.0654632	0.9882429	0.9377242	0.8607979	0.7265294	0.4532571	0.0202535	0.0108700	0.1173079	0.4295210	0.8074562	0.5495110	-2127999.670
3081000	1.0726273	0.9617601	0.9155734	0.8546029	0.7261439	0.4273876	0.0186942	0.0106614	0.1076585	0.2940501	0.3793585	0.3901697	-2128009.097
3082000	1.0444013	0.9629343	0.9177014	0.8344490	0.6933211	0.3683166	0.0256932	0.0135100	0.0844654	0.5709414	0.6962822	0.5780499	-2128010.815
3083000	1.0850277	0.9922504	0.9272388	0.8692481	0.6760876	0.3337080	0.0137044	0.0070580	0.1036156	0.5030270	0.9211765	0.4018684	-2128004.080
3084000	1.1000551	0.9735489	0.9370425	0.8911675	0.6461258	0.3011862	0.0181512	0.0110709	0.1156865	0.3534339	0.5810274	0.6584568	-2128007.828
3085000	1.0681716	1.0174752	0.9281151	0.8824988	0.6581814	0.3353703	0.0144155	0.0092384	0.1367052	0.3035664	0.2464528	0.4589793	-2128004.915
3086000	1.0960310	0.9730290	0.9337588	0.8937165	0.5752081	0.2464965	0.0299828	0.0157300	0.1729053	0.9843523	1.9267095	0.5365546	-2128007.924
3087000	1.0668666	1.0089362	0.9445177	0.9160200	0.6417247	0.3266493	0.0254146	0.0202923	0.1223563	0.4901471	0.9205765	0.7100709	-2128005.279
3088000	1.0137500	1.0010554	0.9336483	0.8964071	0.6053561	0.4339853	0.0164080	0.0085329	0.1064255	0.5808366	0.2938974	0.8510655	-2128023.245
3089000	1.0488217	0.9610747	0.9084045	0.8800570	0.6082730	0.3960243	0.0205601	0.0108116	0.1752736	0.5668486	0.3602805	0.5699718	-2128008.361
3090000	1.0767065	0.9603130	0.9043082	0.8822432	0.6388658	0.4722624	0.0235719	0.0163559	0.0816926	0.3017812	0.4138299	0.5521814	-2128006.449
3091000	1.0367678	0.9489194	0.9201326	0.8789229	0.6325154	0.5157166	0.0192405	0.0124290	0.1054619	0.4559287	0.4442841	0.6158701	-2128003.750
3092000	0.9992965	0.9966794	0.9463902	0.8591086	0.5816263	0.5409351	0.0213462	0.0097541	0.0822477	0.5687788	0.3285993	0.6016551	-2128006.619
3093000	1.0799870	0.9409669	0.9005236	0.8464445	0.7136883	0.6779085	0.0388645	0.0103172	0.1515760	0.7192819	0.2205464	0.4857635	-2128008.532
3094000	1.0340022	0.9567884	0.8932116	0.8495133	0.6680534	0.5895858	0.0214350	0.0157162	0.1015306	0.4724315	0.6060138	0.4331900	-2128008.252
3095000	1.0100914	0.9802948	0.9287802	0.8523598	0.6504346	0.5969950	0.0178771	0.0085449	0.1281986	0.6021461	0.4426705	0.4958784	-2128008.682
3096000	1.0472947	0.9498688	0.9035329	0.8379570	0.7072210	0.6482594	0.0203753	0.0120073	0.1143594	0.3539055	0.9111481	0.4728023	-2128004.432
3097000	1.0640955	0.9711272	0.8962481	0.8603483	0.6632006	0.5414839	0.0183918	0.0129335	0.1165529	0.3838156	0.3128631	0.4564754	-2128000.979
3098000	1.0812294	0.9591078	0.8812858	0.8569869	0.6531911	0.4248713	0.0329205	0.0141506	0.1233567	0.7632678	0.8913459	0.4226448	-2128005.111
3099000	1.0637767	0.9550956	0.8908400	0.8472356	0.5645392	0.6372319	0.0187471	0.0178646	0.1047834	0.7314915	0.4226755	0.6500573	-2128006.575
3100000	1.0932846	0.9911709	0.8834473	0.8286028	0.5334806	0.6427368	0.0271605	0.0117665	0.1206849	0.4562031	0.2718758	0.7473369	-2128006.148
3101000	1.0143648	0.9470217	0.8776244	0.8214719	0.6304345	0.6072338	0.0139958	0.0099133	0.0861731	0.3402500	0.5128294	0.8233351	-2128006.158
3102000	1.1044728	0.9578406	0.8951181	0.8220993	0.5508768	0.7653893	0.0240505	0.0146650	0.1340069	0.6957628	0.8273735	0.6637712	-2128006.305
3103000	1.0153872	0.9437129	0.8789529	0.8484695	0.4978904	0.7030659	0.0293160	0.0105030	0.0791150	0.9125970	0.2621772	0.4430289	-2128005.537
3104000	1.1096987	0.9643249	0.9269010	0.8650189	0.4701433	0.7226956	0.0226915	0.0116609	0.1077719	0.4244355	0.3038365	0.8044777	-2128006.384
3105000	1.0805085	1.0064692	0.9560519	0.8743222	0.6370298	0.7497844	0.0235314	0.0084071	0.1018519	0.4097038	0.5596951	0.6018501	-2128005.469
3106000	1.1006876	1.0281558	0.9084694	0.8176926	0.6272872	0.6013700	0.0120830	0.0083253	0.0769560	0.3304583	0.7693003	0.3589700	-2128012.366
3107000	1.1064356	0.9898899	0.9028100	0.7851663	0.7083073	0.6808414	0.0147856	0.0144101	0.0783733	0.3829393	1.1387034	0.4919553	-2128010.009
3108000	1.0888047	0.9514082	0.8969908	0.7749626	0.7082091	0.7590572	0.0207737	0.0124439	0.1004949	0.6192194	0.5607465	0.4420667	-2128005.101
3109000	0.9984172	0.9512363	0.9037161	0.7962189	0.7024691	0.7090460	0.0160303	0.0127251	0.1014016	0.3430587	0.7718886	0.4928343	-2128009.928
3110000	1.1125537	0.9394006	0.8891646	0.8050104	0.6537133	0.6852434	0.0165313	0.0084114	0.1238146	0.2717737	0.2404389	0.4257044	-2128006.252
3111000	1.0659169	0.9551184	0.8907990	0.8556497	0.6379780	0.6825301	0.0197176	0.0104048	0.1146014	0.2637213	0.4762346	0.3006936	-2128000.343
3112000	1.0941556	0.9575768	0.9040145	0.8636807	0.6856527	0.7592156	0.0183984	0.0094377	0.1500327	0.2515512	0.2359007	0.4817115	-2128003.237
3113000	1.1110071	0.9583451	0.9134807	0.8723282	0.6831936	0.8421133	0.0202877	0.0099110	0.0905380	0.4513032	0.3116854	0.3773275	-2128006.305
3114000	0.9995358	0.9537834	0.9047255	0.8648330	0.5789011	0.8459504	0.0309772	0.0127723	0.0952064	0.6783469	0.7200131	0.6090348	-2128012.391
3115000	1.0921635	0.9943541	0.9110005	0.8744050	0.6492688	0.8324600	0.0117632	0.0118115	0.0861209	0.5132086	0.3792188	0.6329955	-2128007.557
3116000	1.0814292	0.9857691	0.9147980	0.8569535	0.6291147	0.8225109	0.0356171	0.0149452	0.0907645	0.5767200	0.8515092	0.5479643	-2128003.617
3117000	1.0603655	0.9770082	0.9296169	0.8693230	0.7337819	0.7265111	0.0208250	0.0112695	0.0747165	0.3256183	0.7952057	0.2767188	-2128008.916
3118000	1.0677227	0.9695197	0.9135985	0.8819646	0.7381464	0.8155799	0.0140623	0.0107168	0.0911243	0.2780962	0.6783756	0.2949440	-2128003.189
3119000	1.0650395	0.9442839	0.9158338	0.8860562	0.7928124	0.7591902	0.0302283	0.0151060	0.1603609	0.5595561	0.5638215	0.9049770	-2128008.092
3120000	1.0985337	1.0389010	0.9128936	0.8871277	0.7540301	0.8301731	0.0164102	0.0099776	0.0898705	0.3700801	0.5679916	0.5439594	-2128008.195
3121000	1.0090831	0.9505505	0.9092749	0.8837926	0.7614214	0.7892481	0.0260070	0.0115455	0.1123897	0.4845064	0.7974024	0.4875196	-2128007.513
3122000	1.0887818	0.9795016	0.9446451	0.8947549	0.7371390	0.7795845	0.0234928	0.0083981	0.1190052	0.6471702	0.1545860	0.3759805	-2128013.817
3123000	1.0588357	0.9828640	0.9398864	0.8974497	0.7192478	0.7940065	0.0280141	0.0092793	0.0840711	0.3890628	0.2902845	0.4265614	-2128006.569
3124000	1.0762549	1.0431765	0.9636009	0.9026048	0.7455359	0.7824964	0.0185562	0.0117297	0.0948957	0.4517970	0.5717324	0.3367579	-2128011.923
3125000	1.0865370	1.0183465	0.9814289	0.9130403	0.6476433	0.8234168	0.0168642	0.0188690	0.1010941	0.3523674	0.8572770	0.2902002	-2128006.654
3126000	1.0696804	1.0102910	0.9652201	0.9185981	0.6998663	0.6619527	0.0388472	0.0109297	0.1643650	0.7102778	0.3995009	0.6838940	-2128002.942
3127000	1.0654594	0.9987549	0.9452950	0.8881310	0.6744166	0.4485454	0.0171530	0.0108880	0.1100285	0.5456923	0.4544029	0.4768976	-2128004.693
3128000	1.0330504	0.9750605	0.9265035	0.8795557	0.6473606	0.5721529	0.0134580	0.0090706	0.0986024	0.2973926	0.5252894	0.5322685	-2128003.321
3129000	0.9696659	0.9583768	0.8997819	0.8563648	0.6765504	0.5054298	0.0150031	0.0136869	0.1208288	0.3040994	0.4933791	0.2946620	-2128008.028
3130000	1.0313293	0.9483483	0.8968320	0.8389253	0.6902453	0.4352912	0.0197688	0.0102372	0.1742192	0.3278581	0.4815543	0.9659705	-2128011.250
3131000	1.0299786	0.9987117	0.9218809	0.8374635	0.6975543	0.7388653	0.0156098	0.0108113	0.0816822	0.5281778	0.2955453	0.5145717	-2128006.493
3132000	1.0419951	0.9654951	0.9209076	0.8370674	0.7002155	0.6667281	0.0151361	0.0094008	0.0916139	0.3993770	0.2751397	0.5516384	-2128010.462
3133000	0.9795071	0.9526354	0.9194490	0.8601873	0.6838360	0.8220533	0.0175156	0.0102512	0.1364244	0.3949244	0.4738145	0.4919060	-2128003.259
3134000	1.0748598	0.9871699	0.9289450	0.8769381	0.6983662	0.8006066	0.0157542	0.0097172	0.0756746	0.2491350	0.3521045	0.3022955	-2128014.174
3135000	1.0926826	0.9843032	0.9243686	0.8860694	0.6598913	0.7647235	0.0169955	0.0113513	0.1121932	0.3489890	0.3293986	0.7125609	-2128006.565
3136000	1.0854380	0.9558017	0.9116338	0.8614331	0.6873708	0.6951914	0.0138839	0.0097264	0.1152711	0.2818419	0.4247709	0.6893890	-2128009.043
3137000	1.0857164	0.9509748	0.9052235	0.8553255	0.7423904	0.6327325	0.0355193	0.0183786	0.1040008	0.9113251	0.7582585	0.3625957	-2128005.709
3138000	1.0816565	0.9639646	0.9189036	0.8722153	0.6015286	0.7734455	0.0228033	0.0147150	0.0891337	0.5454744	0.5789044	0.3059755	-2128006.981
3139000	1.1018408	1.0179641	0.9474169	0.8941635	0.6596870	0.7880634	0.0200590	0.0125187	0.1222651	0.5653070	0.5908575	0.8815359	-2128005.840
3140000	1.0717973	0.9679410	0.9170243	0.8441252	0.6014326	0.7232358	0.0287209	0.0085958	0.0903874	0.5354828	0.4063660	0.4078668	-2128000.178
3141000	0.9820022	0.9782397	0.9304263	0.8683389	0.5663768	0.7683628	0.0213831	0.0128551	0.0880338	0.3362267	0.7564896	0.3086134	-2128001.436
3142000	1.0238934	0.9652439	0.9133819	0.8456668	0.5700070	0.7405390	0.0187140	0.0151058	0.0951261	0.4522156	0.6924130	0.6094949	-2128008.411
3143000	1.0880255	0.9857974	0.9385678	0.8914996	0.6335745	0.7724865	0.0118132	0.0109441	0.0919054	0.2833233	0.2888380	0.4484051	-2127999.769
3144000	1.0927885	0.9984242	0.9501951	0.8454638	0.7018087	0.5544553	0.0198806	0.0109451	0.0875469	0.4391673	0.3576504	0.3582555	-2128011.578
3145000	1.0358168	1.0004314	0.9529163	0.8740682	0.6894555	0.6549938	0.0194338	0.0156537	0.1008719	0.3437407	0.4353087	0.8109766	-2128004.657
3146000	1.0746268	0.9753661	0.9385638	0.8907748	0.6783730	0.7067373	0.0179959	0.0101472	0.1023534	0.3021264	0.3429641	0.3585958	-2128009.473
3147000	1.0802028	1.0000419	0.9508617	0.8617816	0.6854746	0.6979866	0.0243321	0.0096175	0.0852581	0.8595097	0.3146171	0.7072170	-2128001.381
3148000	1.0934786	1.0280436	0.9373591	0.8453407	0.6376050	0.6019252	0.0149879	0.0109456	0.0803196	0.3698394	0.6498804	0.5221168	-2128002.655
3149000	1.0953378	1.0148661	0.9497532	0.8874416	0.6072431	0.5541135	0.0175553	0.0080524	0.1460404	0.2601701	0.4026264	1.0218933	-2128015.063
3150000	1.0218275	1.0086595	0.9420948	0.8731844	0.5547006	0.7031842	0.0173296	0.0108273	0.0949994	0.5331696	0.7652976	0.9469588	-2128014.163
3151000	1.0626701	1.0457251	0.9780478	0.8808844	0.5156079	0.6870357	0.0183209	0.0088382	0.0899227	0.3593716	0.6423445	0.5616821	-2128004.264
3152000	1.0303827	1.0091007	0.9592178	0.8609212	0.5523241	0.6334694	0.0156814	0.0111714	0.0673094	0.4313561	0.6135768	0.4811659	-2128008.274
3153000	1.0992074	1.0350439	0.9618181	0.8576541	0.5142773	0.5745726	0.0384956	0.0080954	0.0914451	1.3155482	0.6038342	0.3932771	-2128012.554
3154000	1.0937368	0.9641760	0.8894817	0.8212699	0.5898863	0.4970106	0.0149233	0.0143689	0.0666078	0.3665239	0.4610666	0.6618488	-2128013.729
3155000	1.0729143	1.0072937	0.9167614	0.8533537	0.5913858	0.4826391	0.0265706	0.0080413	0.0728206	0.7328081	0.4606411	0.4885421	-2128000.794
3156000	1.1013185	0.9655962	0.9216370	0.8467880	0.6441976	0.5229628	0.0182294	0.0113286	0.0879788	0.3582006	0.4158106	0.2747025	-2128010.844
3157000	1.0640848	0.9494784	0.8987200	0.8066354	0.6757254	0.5378228	0.0166251	0.0107710	0.1082921	0.3771968	0.3641972	0.3459723	-2128007.711
3158000	1.1061846	0.9814177	0.8815317	0.7844603	0.6038154	0.4740368	0.0151769	0.0089553	0.0739978	0.6618868	0.3821750	0.4580182	-2128012.841
3159000	1.0407526	0.9895888	0.9133453	0.8223765	0.6276008	0.6013364	0.0166760	0.0098158	0.1327588	0.2919090	0.3055729	0.6133126	-2128013.384
3160000	1.0552961	0.9524294	0.8911597	0.8191197	0.5336845	0.6315828	0.0192430	0.0085612	0.0846127	0.3061762	0.9246402	0.4849271	-2128004.822
3161000	0.9998243	0.9564856	0.8719025	0.8067655	0.5583504	0.5924030	0.0187053	0.0137030	0.2007787	0.5813687	0.7999345	0.6843453	-2128001.870
3162000	1.0972744	0.9610625	0.8857693	0.8117087	0.6065679	0.6847471	0.0193856	0.0133416	0.1052205	1.0180724	0.5395814	0.4218480	-2128014.437
3163000	1.0865576	0.9556808	0.9086439	0.8520874	0.6030731	0.6241100	0.0336128	0.0119131	0.0855571	0.9966219	0.4951367	0.7319686	-2128001.579
3164000	1.0966937	0.9540231	0.9131428	0.8498101	0.6009107	0.5807573	0.0293280	0.0103378	0.0970512	0.6093923	0.5126828	0.5359203	-2128005.540
3165000	1.0635685	1.0107528	0.9614781	0.8519438	0.5964596	0.5377788	0.0160718	0.0122115	0.0856726	0.3293836	0.5106142	0.4149615	-2128002.939
3166000	1.0542779	0.9636687	0.9231098	0.8826273	0.7375713	0.5823021	0.0129350	0.0100616	0.1150368	0.3925905	0.3636156	0.7162807	-2128016.778
3167000	1.0785493	0.9802888	0.9278898	0.8902957	0.7040877	0.6167806	0.0233328	0.0113778	0.0965395	0.6047122	0.3678295	0.3365423	-2128010.169
3168000	1.0591745	0.9907695	0.9367328	0.8756073	0.7733708	0.6392526	0.0133840	0.0217922	0.1074307	0.3343643	0.7530680	0.3648737	-2128007.700
3169000	1.0535603	1.0014020	0.9254395	0.8883751	0.6900640	0.6213938	0.0140795	0.0105388	0.1089850	0.2436687	0.3804197	0.2688116	-2128020.056
3170000	1.0865358	0.9835253	0.9235911	0.8554977	0.6612507	0.6306351	0.0165614	0.0078587	0.0819783	0.5101604	0.4020555	0.2299871	-2128003.583
3171000	1.0718058	0.9628423	0.8923824	0.8487183	0.6832911	0.6483894	0.0186006	0.0085667	0.1057821	0.4827329	0.4639968	0.9502268	-2128008.166
3172000	1.0756264	0.9666966	0.9145844	0.8511160	0.7373986	0.5995349	0.0189108	0.0108238	0.0829360	0.3149573	0.2816310	0.3834142	-2128010.070
3173000	1.0731848	1.0205794	0.9412518	0.8824465	0.7965672	0.6501842	0.0228637	0.0087649	0.1363163	0.6771179	0.2379865	0.6235741	-2128003.090
3174000	1.0399827	0.9887212	0.9434783	0.8659532	0.7899523	0.7534286	0.0259189	0.0141153	0.0807475	0.2863393	0.4180729	0.8236855	-2128006.117
3175000	1.0897101	1.0404960	0.9601061	0.8752514	0.7550535	0.8139664	0.0219746	0.0170686	0.0587643	0.3037166	0.7900123	0.4451298	-2128008.840
3176000	1.0854823	0.9850632	0.9498904	0.9153541	0.7525578	0.6461585	0.0169167	0.0111259	0.1868603	0.3957145	0.1899863	0.7393857	-2128003.034
3177000	1.0156912	1.0034542	0.9528461	0.9139111	0.7545719	0.6345609	0.0108118	0.0157735	0.1030703	0.4180818	0.6226534	0.4641628	-2128010.317
3178000	1.0799020	1.0418083	0.9499538	0.9229434	0.6607019	0.5922576	0.0153226	0.0088434	0.0943099	0.4600020	0.2266661	0.5447889	-2128011.807
3179000	1.1159245	1.0240647	0.9551665	0.9234235	0.5209611	0.5883247	0.0228106	0.0139961	0.0753524	0.8050812	0.6335373	0.6085483	-2128014.398
3180000	1.0676068	1.0106427	0.9607134	0.8973010	0.5223463	0.5852061	0.0148644	0.0118996	0.1040802	0.3238759	0.5771220	0.3052040	-2128006.195
3181000	1.0603208	1.0178729	0.9720928	0.8453325	0.5176243	0.6678797	0.0199498	0.0101264	0.0930171	0.6375071	0.4631455	0.4126317	-2128008.501
3182000	1.0941311	0.9623848	0.9103523	0.8457183	0.5514084	0.6532151	0.0204371	0.0213281	0.1072889	0.6307277	0.9169112	0.5727608	-2128006.846
3183000	1.0169311	0.9715662	0.9202187	0.8675125	0.6107163	0.6404964	0.0196482	0.0107357	0.0965414	0.4065637	0.4177310	0.4117670	-2128011.233
3184000	1.0394252	0.9531310	0.9098750	0.8275216	0.5604465	0.5658261	0.0144603	0.0150690	0.1551913	0.4056729	0.6102514	0.6152514	-2128004.838
3185000	1.0290789	0.9942601	0.8816157	0.8265039	0.5655910	0.5011054	0.0211750	0.0095378	0.1116863	0.6102186	0.5850718	0.7647334	-2128003.963
3186000	1.0194613	0.9735474	0.8771568	0.8269377	0.6156679	0.5530629	0.0184037	0.0086942	0.0820956	0.3099451	0.2175468	0.3778232	-2128009.881
3187000	0.9606809	0.9365309	0.8402214	0.7478046	0.5717521	0.4679375	0.0268235	0.0087498	0.1233882	0.5498723	0.3634062	0.7091730	-2128013.668
3188000	1.0249851	0.9658115	0.9119300	0.7888658	0.5662185	0.6020738	0.0201003	0.0137044	0.1077102	0.4289140	0.3443678	0.4692654	-2128004.070
3189000	1.0599527	0.9548596	0.8932339	0.8436499	0.5686539	0.6111897	0.0402667	0.0077302	0.1238344	0.9464380	0.3342082	0.4752741	-2128004.968
3190000	1.0869690	0.9660830	0.9189829	0.8298918	0.5750760	0.7348303	0.0203739	0.0113768	0.0821733	0.6920652	0.5206715	0.9361557	-2128009.070
3191000	1.0812170	0.9569086	0.8876187	0.8235636	0.5417251	0.7676591	0.0207963	0.0102614	0.0743993	0.4974776	0.5792226	0.2495583	-2128011.350
