Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
5025000	1.0764222	0.9582653	0.8993751	0.8061533	0.5271938	0.4764771	0.0170894	0.0118832	0.0673261	0.5075027	0.4420002	0.9394817	-2128010.390
5026000	1.0617945	0.9476739	0.8842417	0.8393784	0.5210151	0.5230504	0.0165199	0.0142685	0.0780005	0.4057421	0.6007327	0.3401793	-2128005.915
5027000	1.0114567	0.9809550	0.8786486	0.8511026	0.6397827	0.6204542	0.0181604	0.0216363	0.0775361	0.3825177	0.6534427	0.6475556	-2128009.493
5028000	1.0532620	0.9468233	0.9125960	0.8583918	0.6054034	0.4615322	0.0220061	0.0087630	0.1214845	0.5721543	0.2891746	0.5632563	-2128005.208
5029000	1.0258860	0.9634072	0.9032687	0.8668435	0.7159151	0.4590860	0.0177762	0.0098001	0.0902513	0.5998637	0.3854122	0.6876104	-2128001.753
5030000	1.0252600	0.9610265	0.9252896	0.8273570	0.7031861	0.4708523	0.0201484	0.0094004	0.0882772	0.6458638	0.4908329	0.4774691	-2128003.914
5031000	1.0884415	1.0604795	1.0143325	0.8371353	0.6826846	0.6580483	0.0147656	0.0114297	0.0883527	0.8537796	0.6456860	0.6330836	-2128003.895
5032000	1.0560861	1.0361280	1.0141594	0.8550874	0.7124223	0.7176706	0.0220439	0.0114036	0.0872881	0.5056034	0.4156898	0.3463916	-2128010.436
5033000	1.1072199	1.0718639	0.9920418	0.8823570	0.7272282	0.6627235	0.0111461	0.0084356	0.1088623	0.4060065	0.3275003	0.4452202	-2128011.745
5034000	1.0952230	1.0295715	0.9666890	0.8772329	0.6833650	0.6859899	0.0144971	0.0105155	0.0710906	0.3004372	0.4837622	0.3713825	-2128005.279
5035000	1.0548070	1.0360044	0.9671481	0.8883238	0.6751688	0.6107812	0.0255155	0.0058637	0.1024626	0.7289659	0.4833988	0.4735094	-2128003.658
5036000	1.0974657	1.0071072	0.9370791	0.8791234	0.7335148	0.5546228	0.0192659	0.0147926	0.0980051	0.4959530	0.4650074	0.5822371	-2128005.509
5037000	1.0814175	0.9491295	0.9112953	0.8462990	0.6622229	0.5450656	0.0183742	0.0113366	0.1303108	0.6340872	0.5685637	0.4402337	-2128006.647
5038000	1.0725191	0.9738273	0.9163622	0.8138046	0.5820283	0.6082057	0.0127269	0.0110607	0.0742408	0.3684771	0.3625367	0.3874369	-2128003.797
5039000	1.0511630	1.0042785	0.9093430	0.8567652	0.5563035	0.5225347	0.0248985	0.0141897	0.0821789	1.1353175	0.5722550	0.6367432	-2128005.199
5040000	1.1028283	0.9664283	0.9056551	0.8667213	0.5360799	0.7357217	0.0234321	0.0131344	0.0907500	0.4558777	0.6099745	0.9796024	-2128010.882
5041000	1.0796442	0.9799819	0.8878119	0.8171444	0.5579136	0.7347490	0.0242515	0.0098945	0.0955231	0.5826029	0.4049208	0.4252204	-2128008.018
5042000	1.0957723	0.9879756	0.9261399	0.8695396	0.5406494	0.6478724	0.0179687	0.0086282	0.0912377	0.4252848	0.4942901	0.4673411	-2128006.674
5043000	1.0360841	1.0306032	0.9075460	0.8376842	0.6021801	0.7553435	0.0204616	0.0091462	0.1079020	0.7469247	0.4014878	0.5099627	-2128013.471
5044000	1.0883790	0.9673927	0.8966243	0.8076225	0.6485514	0.8242428	0.0351359	0.0087578	0.1510248	0.8036890	0.3053188	0.4141974	-2128000.430
5045000	1.0177454	0.9482780	0.8605302	0.7789355	0.6146958	0.7325957	0.0152274	0.0116019	0.0991435	0.3826605	0.4833743	0.3961240	-2128014.589
5046000	1.1011655	0.9601467	0.8806346	0.8177428	0.5985571	0.7027423	0.0170673	0.0093119	0.0861562	0.3669645	0.3086906	0.3321433	-2128005.389
5047000	1.0227551	0.9516941	0.8766763	0.8187214	0.5979080	0.6958401	0.0269012	0.0100027	0.1198206	0.6029206	0.4018501	0.5109707	-2128011.127
5048000	1.0318990	0.9532021	0.9058870	0.8150428	0.5709202	0.7261350	0.0168274	0.0075830	0.1103610	0.3832606	0.1840870	0.6278426	-2128006.230
5049000	1.0177096	0.9781626	0.8926256	0.8477243	0.5067078	0.7029184	0.0131899	0.0104972	0.0938147	0.4413012	0.4761063	0.5253535	-2128002.973
5050000	1.1049072	0.9522380	0.9017440	0.8311671	0.5772350	0.6949562	0.0191808	0.0103595	0.1087787	0.5150739	0.3357209	0.3772275	-2128005.813
5051000	1.0948837	0.9656223	0.8946090	0.8378997	0.5728587	0.6850591	0.0222757	0.0138629	0.0580172	0.5537751	0.5424010	0.3015473	-2128003.708
5052000	1.0974231	0.9492296	0.8879616	0.7596756	0.5390847	0.7768802	0.0225897	0.0112211	0.0911293	0.3775213	0.5119185	0.2960455	-2128006.229
5053000	1.0698400	0.9615961	0.8249798	0.7763173	0.6351266	0.7330033	0.0181321	0.0071692	0.0980355	0.6241910	0.7172142	0.4544757	-2128010.797
5054000	1.0280828	0.9521206	0.8098582	0.7696829	0.5715044	0.6902901	0.0138081	0.0103432	0.1002847	0.4361229	0.3051563	0.4992165	-2128009.225
5055000	1.0996165	0.9507610	0.8239082	0.7426612	0.6321482	0.7196480	0.0197042	0.0259922	0.0915917	0.5857624	1.1374732	0.5252952	-2128004.220
5056000	1.0348690	0.9653116	0.8582512	0.8065365	0.6688919	0.6568478	0.0275929	0.0113130	0.0962400	0.5940053	0.4148066	0.5609821	-2128010.921
5057000	1.0060244	0.9535830	0.8214952	0.7749945	0.6723743	0.7252681	0.0220187	0.0073507	0.1317880	0.3642787	1.2823559	0.5684970	-2128007.986
5058000	0.9750337	0.9660262	0.8617304	0.7833998	0.6139174	0.6497936	0.0154409	0.0085604	0.1363998	0.2521010	0.5460967	0.9383434	-2128013.232
5059000	1.0474001	0.9545455	0.8802483	0.7959385	0.6436119	0.7918112	0.0148505	0.0135019	0.0979450	0.4572647	0.3581748	0.6266801	-2128005.521
5060000	1.0906039	1.0144695	0.8968913	0.7880346	0.6440398	0.7781181	0.0195026	0.0119620	0.0785416	0.7330831	0.3546426	0.6144988	-2128006.899
5061000	1.0406187	0.9560109	0.9188811	0.8158165	0.6805398	0.7524714	0.0213589	0.0117115	0.0904220	0.7116166	0.4461924	0.6035743	-2128002.079
5062000	0.9713568	0.9488307	0.8786068	0.8200624	0.6394774	0.7274903	0.0215699	0.0118298	0.1325879	0.4042403	0.5680611	0.3248262	-2128004.628
5063000	0.9956866	0.9607570	0.8873839	0.8379148	0.6510354	0.7877476	0.0251591	0.0109300	0.1193647	0.4428815	0.3797319	0.4007857	-2128007.707
5064000	1.0833194	0.9564471	0.8939535	0.7929770	0.5565583	0.7867841	0.0171492	0.0167991	0.0733446	0.2991651	1.2592805	0.2769781	-2128008.541
5065000	1.0579972	0.9545602	0.8633540	0.7913865	0.6042204	0.6975491	0.0160433	0.0087018	0.0723903	0.4262238	0.3752800	0.1929742	-2128004.545
5066000	1.0807045	0.9721442	0.8632382	0.7758471	0.5906648	0.7144618	0.0229473	0.0086748	0.1015627	0.7383979	0.4585842	0.9065798	-2128007.874
5067000	1.0723705	0.9555865	0.8927923	0.8117094	0.6453608	0.6837723	0.0138425	0.0141851	0.1495360	0.4879785	0.4468601	0.4479332	-2128010.057
5068000	1.0920171	0.9790027	0.9412861	0.8573966	0.7042300	0.7826801	0.0177708	0.0099497	0.1543850	0.6464798	0.5372663	0.8476118	-2128004.600
5069000	1.0892583	0.9695434	0.8908621	0.8259640	0.6457460	0.6754923	0.0142189	0.0123633	0.1172862	0.5180103	0.5744903	0.5938134	-2128018.566
5070000	1.0654642	0.9913381	0.9336289	0.8631470	0.5816005	0.5945995	0.0151908	0.0120177	0.0879889	0.7116741	0.5622468	0.2801808	-2128011.791
5071000	1.1075341	0.9980748	0.9442389	0.8931618	0.7075959	0.6476143	0.0182535	0.0091853	0.1212631	0.2668285	0.3582371	0.5079984	-2128007.787
5072000	1.0974927	0.9724291	0.9370379	0.8634760	0.5823107	0.6729733	0.0287323	0.0110625	0.0945572	0.3519621	0.5353674	0.3723620	-2128009.474
5073000	1.0743822	0.9721082	0.9209735	0.8483446	0.6312224	0.5306006	0.0159254	0.0103150	0.0652246	0.4529781	0.2281534	0.4723228	-2128005.154
5074000	1.0822314	0.9609579	0.9278811	0.8404272	0.6772881	0.5095668	0.0250487	0.0115371	0.1710645	0.7045732	0.6565622	0.6440657	-2128009.506
5075000	1.0733027	0.9833052	0.9102197	0.8520402	0.6841234	0.4358289	0.0208298	0.0107601	0.0958421	0.3130666	0.3659173	0.6873425	-2128004.487
5076000	1.0936482	0.9669124	0.8948619	0.8518731	0.6891063	0.5470261	0.0134033	0.0106958	0.1394927	0.2981475	0.4548275	1.0104807	-2128003.645
5077000	1.0515569	0.9706549	0.9067430	0.8578036	0.7167266	0.3669757	0.0197501	0.0112370	0.1101962	0.5487782	1.1954626	0.3355468	-2128016.219
5078000	1.0127709	0.9536730	0.8949909	0.8604935	0.7023544	0.3909869	0.0166151	0.0099134	0.1575027	0.5976954	0.3661856	0.4712751	-2128010.329
5079000	0.9736237	0.9545579	0.8816773	0.8501066	0.6517014	0.3360046	0.0163624	0.0106204	0.0757193	0.9637272	0.7099074	0.7380369	-2128010.809
5080000	1.0122468	0.9554505	0.8776884	0.8386965	0.6234105	0.2690827	0.0200757	0.0105038	0.1266061	0.3519486	0.7962393	0.9115112	-2128007.177
5081000	1.0256294	0.9616081	0.8791938	0.8342531	0.6566377	0.3777651	0.0273209	0.0151615	0.1335561	0.7101368	0.6839599	0.4192392	-2128009.843
5082000	0.9706605	0.9602554	0.8858119	0.8321238	0.6150364	0.4697317	0.0272802	0.0145681	0.1239254	0.6737326	0.9410423	1.0273985	-2128008.100
5083000	1.0268814	0.9968325	0.9110329	0.8281639	0.5066821	0.4712940	0.0244661	0.0085604	0.1086523	0.4833907	0.6296441	0.7626193	-2128014.284
5084000	1.0914671	0.9651797	0.8931216	0.8535043	0.5538716	0.3143759	0.0196376	0.0113717	0.0990188	0.3461441	0.3457115	0.3930835	-2128006.632
5085000	1.0258986	0.9586449	0.9072085	0.8616604	0.6227147	0.3831276	0.0183517	0.0111020	0.0697300	0.4087381	0.3257606	0.5160559	-2128007.456
5086000	1.0268649	0.9599204	0.9129220	0.8661551	0.6049609	0.3594643	0.0232793	0.0119671	0.1293171	0.4247286	0.5290103	0.9344986	-2128006.064
5087000	1.0340989	0.9607612	0.9215687	0.8727569	0.5994249	0.4616009	0.0212687	0.0090279	0.1127114	0.4756355	0.2946300	0.6016374	-2128005.280
5088000	1.1067944	0.9724198	0.9219592	0.8895581	0.6346107	0.4725322	0.0273661	0.0112342	0.1283185	0.8674323	0.4805582	0.5557809	-2128020.149
5089000	1.0929337	0.9922509	0.9395714	0.8846208	0.6330705	0.4340281	0.0145627	0.0103210	0.1545967	0.2789392	0.8568703	0.5750783	-2128009.740
5090000	1.0842957	1.0000329	0.9635937	0.9193686	0.6854315	0.4465545	0.0212090	0.0149634	0.0946962	1.2246759	0.5294063	0.4451046	-2128006.975
5091000	1.0787826	0.9933711	0.9568143	0.9109103	0.6116609	0.5415460	0.0153084	0.0102052	0.1028736	0.3092928	0.3142130	0.3423497	-2128005.191
5092000	1.0166222	1.0143441	0.9848760	0.9158319	0.5696879	0.5314325	0.0127613	0.0129554	0.0701026	0.2756112	0.4544481	0.4094700	-2128006.477
5093000	1.0695536	1.0437395	0.9765381	0.9163438	0.6401196	0.7051011	0.0180061	0.0114357	0.0986513	0.4851846	0.3533723	0.3923903	-2128004.460
5094000	1.0287964	0.9904177	0.9636620	0.9236621	0.7173533	0.7687111	0.0349348	0.0130971	0.1036835	0.9251911	0.4684784	0.4105710	-2128000.965
5095000	1.0707523	1.0300811	0.9672441	0.9250643	0.6218885	0.8148897	0.0239542	0.0101018	0.0960884	0.4649058	0.5671707	0.4581130	-2128007.366
5096000	1.0700612	1.0554388	0.9708265	0.9258587	0.5804779	0.8634221	0.0185918	0.0106490	0.1196040	0.3839041	0.7787864	0.3818119	-2128013.134
5097000	1.1010137	0.9797265	0.9427159	0.8563415	0.6173310	0.8332585	0.0188909	0.0095746	0.1041491	0.5097470	0.3885639	0.6824544	-2128007.193
5098000	1.0953960	1.0441078	0.9857702	0.9077488	0.6965825	0.8532136	0.0186584	0.0111146	0.1016961	0.4282176	0.5258063	0.6163585	-2128009.552
5099000	1.0740500	1.0586799	1.0106745	0.8916409	0.7063473	0.8536086	0.0205677	0.0117713	0.0729783	0.8253102	0.3529607	0.4862200	-2128003.679
5100000	1.0963311	1.0546420	0.9851064	0.8942129	0.6625538	0.8256451	0.0248956	0.0102391	0.0779873	0.5434125	0.3682300	0.3491306	-2128003.281
5101000	1.0086635	1.0084187	0.9386404	0.8855826	0.6272178	0.7651435	0.0163492	0.0112498	0.2091957	0.2759810	0.4165374	1.2366734	-2128002.037
5102000	1.0844546	0.9922955	0.9275487	0.8718138	0.6792336	0.7241269	0.0209697	0.0162940	0.1051156	0.6255074	0.5116963	0.3937485	-2128004.623
5103000	1.1051691	0.9935388	0.9152168	0.8810425	0.7345335	0.5852894	0.0197949	0.0090115	0.1227831	0.3512128	0.2692915	0.6070560	-2128001.635
5104000	1.0378791	0.9586502	0.9156288	0.8372716	0.7102222	0.7349706	0.0209388	0.0087085	0.1743125	0.7729874	0.5097018	0.9733118	-2128002.692
5105000	1.0074224	0.9943693	0.9264972	0.8680285	0.6752211	0.6584093	0.0226228	0.0093537	0.0946556	0.2884261	0.5236937	0.5312984	-2128003.804
5106000	1.0150005	0.9640775	0.9341283	0.8809788	0.6326580	0.6774981	0.0212443	0.0149807	0.1554102	0.6903027	0.4742510	0.7517520	-2128006.071
5107000	1.0531107	0.9645075	0.8993816	0.8511582	0.6179252	0.6316789	0.0161943	0.0099997	0.0819892	0.3864630	0.3428913	0.4085820	-2128012.179
5108000	1.0402647	0.9910277	0.9258349	0.8274475	0.5570571	0.6440649	0.0211718	0.0106431	0.1024953	0.6095722	0.1885038	0.5229496	-2128004.670
5109000	1.0955078	1.0190220	0.8995612	0.8512173	0.5671875	0.6576870	0.0189434	0.0097405	0.0810324	0.7308302	0.5714709	0.4622474	-2128003.725
5110000	1.0980768	0.9648425	0.9218742	0.8735436	0.6856849	0.6039429	0.0211245	0.0108540	0.0722822	0.7376708	0.5354289	0.6185755	-2128005.898
5111000	1.0663783	1.0070386	0.9289143	0.8637605	0.6172831	0.7266173	0.0163965	0.0108971	0.1226096	0.2797577	0.4356258	0.5277644	-2128008.929
5112000	1.0645359	0.9803854	0.9335401	0.8493969	0.5275273	0.7515591	0.0186617	0.0080822	0.0896337	0.2720641	0.4643745	0.6589443	-2128007.134
5113000	1.0265015	0.9450032	0.8908878	0.8389152	0.6006340	0.7351411	0.0221712	0.0135136	0.1547208	0.3233736	0.4471712	0.3756311	-2128001.039
5114000	0.9663981	0.9582410	0.8837685	0.7984363	0.6389859	0.8123018	0.0203329	0.0083759	0.1144469	0.2898140	0.5726795	0.5870822	-2128002.423
5115000	0.9532920	0.9521505	0.8704217	0.8284566	0.6472239	0.7773345	0.0190073	0.0098805	0.1226702	0.3798301	0.9229662	0.4612651	-2128005.776
5116000	0.9828252	0.9592747	0.8560966	0.8242989	0.5810475	0.6727329	0.0372058	0.0117903	0.0998259	0.9473037	0.2822965	0.3693388	-2128003.099
5117000	1.0896821	0.9582339	0.9068345	0.8434556	0.6472283	0.6552750	0.0206770	0.0104432	0.0910180	0.5537285	0.2818384	0.6279510	-2128012.038
5118000	1.0434966	0.9528454	0.9177028	0.8530163	0.6495991	0.6825638	0.0292098	0.0126966	0.1164579	0.7050393	0.3672125	0.6143588	-2128003.493
5119000	1.0660735	0.9692825	0.9232494	0.8424631	0.6484958	0.7844922	0.0220909	0.0152698	0.1468918	0.3662011	0.3510526	0.5565345	-2128004.917
5120000	1.0826376	1.0263077	0.9515009	0.8657161	0.6930840	0.8372929	0.0194482	0.0051444	0.0951053	0.5161562	0.5471695	0.5498849	-2128006.439
5121000	1.0561977	1.0312084	0.9927419	0.9093862	0.6557482	0.9009960	0.0163445	0.0142658	0.0768006	0.4306965	0.5511329	0.3927647	-2128007.570
5122000	1.0136305	1.0081566	0.9593082	0.8351495	0.6310568	0.8796839	0.0282416	0.0098457	0.1274369	0.6570938	0.6679077	0.4940149	-2128003.755
5123000	1.0217975	0.9571664	0.9269951	0.8477525	0.6634173	0.7939739	0.0245969	0.0146393	0.0919429	0.2766613	0.6362615	0.3735643	-2128015.026
5124000	0.9730724	0.9693752	0.9129425	0.8617805	0.6122448	0.6967166	0.0163619	0.0108006	0.1119660	0.3087957	0.5198016	0.5302176	-2128014.542
5125000	0.9646406	0.9625224	0.9194264	0.8491910	0.6694428	0.6466232	0.0245299	0.0099607	0.1034961	0.5666398	0.5571687	0.3860695	-2128006.695
5126000	1.0530302	0.9642612	0.9081652	0.8404739	0.7010235	0.7104686	0.0143363	0.0096129	0.1149055	0.3324850	0.2519996	0.5615045	-2128004.746
5127000	1.1019083	0.9418270	0.8876252	0.8118659	0.6683186	0.6690411	0.0208499	0.0090800	0.0901121	0.8230610	0.3669388	0.3535033	-2128008.577
5128000	1.0614345	0.9480807	0.9055915	0.8401968	0.7331245	0.6645678	0.0169481	0.0134952	0.1328318	0.4516683	0.8633717	0.5825983	-2128002.497
5129000	1.0909783	0.9707128	0.9393656	0.8621444	0.6939185	0.6519083	0.0124879	0.0082341	0.1429786	0.3691966	0.6505517	0.2843820	-2128005.212
5130000	1.1032667	0.9785046	0.9082420	0.8430255	0.6006351	0.7310221	0.0133999	0.0146412	0.1082130	0.5205353	0.7969805	0.5054942	-2128004.555
5131000	1.0878053	0.9564189	0.9083137	0.8453713	0.6298100	0.8108875	0.0204004	0.0092336	0.1017459	0.6437211	0.2413020	0.4067033	-2128004.647
5132000	1.0854474	0.9607435	0.9299716	0.8416040	0.5920276	0.7756520	0.0262405	0.0135736	0.0972717	0.6836468	0.8843981	0.5052753	-2128006.579
5133000	1.0842641	1.0068428	0.9633629	0.9097322	0.5953880	0.7763872	0.0138930	0.0089514	0.1302799	0.2538615	0.3303101	0.4284838	-2128011.126
5134000	1.0372752	1.0228024	0.9549940	0.8413973	0.5731376	0.8301238	0.0286886	0.0069500	0.0536670	1.2265068	0.6104967	0.5349847	-2128000.369
5135000	1.0506681	1.0447207	1.0077264	0.9401194	0.6094082	0.8225047	0.0295655	0.0210421	0.1383938	0.6328821	0.8467407	0.5207105	-2128002.871
5136000	1.0747783	1.0491986	1.0216094	0.9405138	0.7167128	0.8841414	0.0234921	0.0099247	0.1131525	0.6164667	0.4375902	0.6546406	-2128005.493
5137000	1.0475509	1.0226887	0.9678697	0.8917062	0.6747354	0.8032698	0.0173339	0.0098005	0.1349012	0.4762990	0.3105582	0.6564133	-2128003.253
5138000	1.0612428	0.9713357	0.9472867	0.9130577	0.6830239	0.7212191	0.0190445	0.0169819	0.1020587	0.7629946	0.8170920	0.3918006	-2128005.098
5139000	1.1001633	1.0273246	0.9452487	0.8999993	0.7138627	0.6942433	0.0224644	0.0079686	0.0728893	0.6334922	0.3020975	0.7042561	-2128011.713
5140000	1.0949670	1.0168057	0.9203035	0.8999152	0.6785307	0.4719331	0.0183162	0.0115163	0.1637184	0.6515575	0.4249888	1.2708516	-2128018.900
5141000	1.0693730	1.0149220	0.9200912	0.8989431	0.6327225	0.5410363	0.0149267	0.0101649	0.0833245	0.4603653	0.3518006	0.6527779	-2128006.476
5142000	1.0870145	1.0409641	0.9187041	0.8868792	0.6824437	0.7341800	0.0186098	0.0096947	0.1096056	0.3957039	0.4517181	0.4878557	-2128007.719
5143000	1.0820066	0.9488711	0.9154355	0.8352914	0.6422064	0.7017863	0.0149497	0.0099199	0.1077516	0.2897564	0.4004581	0.5436343	-2128010.287
5144000	1.0554881	0.9543051	0.8970788	0.8577386	0.7034885	0.7489897	0.0340210	0.0158369	0.0864125	0.5558334	0.4322428	0.2680631	-2128007.040
5145000	1.0721655	0.9508646	0.9127762	0.8436322	0.5518930	0.6831801	0.0176723	0.0095174	0.1073106	0.4303477	0.4754610	0.4587739	-2128006.299
5146000	1.0962637	0.9508937	0.8864007	0.8324618	0.6545876	0.7092489	0.0163771	0.0106972	0.0852853	0.6449540	0.2784563	0.2979025	-2128015.364
5147000	1.1157593	0.9727102	0.9158142	0.8088816	0.6706514	0.7086835	0.0133342	0.0100174	0.1021374	0.6442407	0.3728557	0.2245432	-2128002.162
5148000	1.1054858	0.9726923	0.9293508	0.8258729	0.6293583	0.8307700	0.0212760	0.0096544	0.1621411	0.3885739	0.3356343	1.2129518	-2128003.143
5149000	1.0650854	1.0117326	0.9290814	0.8495019	0.6477576	0.7672959	0.0310833	0.0068307	0.1033042	0.9237830	0.3370490	0.6957663	-2128002.994
5150000	1.0913180	0.9610247	0.9029097	0.8226545	0.5122715	0.7914892	0.0137109	0.0093290	0.0942606	0.6467665	0.2461627	0.4602497	-2128008.866
5151000	1.0388589	1.0125488	0.8998946	0.8101430	0.5726199	0.7605517	0.0277950	0.0083144	0.0683907	1.0602726	0.6678908	0.3124230	-2128003.301
5152000	1.0045611	0.9565707	0.8740618	0.8274433	0.5111242	0.6252021	0.0227987	0.0104546	0.0910894	0.4122465	0.3070349	0.3875073	-2128007.804
5153000	0.9848402	0.9498236	0.8679990	0.7418690	0.4565373	0.6249881	0.0203538	0.0075842	0.0858973	0.5742654	0.4042120	0.4992803	-2128007.139
5154000	1.0067562	0.9916637	0.9454653	0.8759263	0.5346664	0.6588132	0.0174647	0.0092507	0.0822511	0.5380556	0.2954560	0.3915785	-2128015.315
5155000	1.0511031	0.9628080	0.9265666	0.8337687	0.5691060	0.6472500	0.0217022	0.0090767	0.0961091	0.6042312	0.3381296	0.2866926	-2128005.343
5156000	1.0890814	0.9539713	0.9134259	0.8179609	0.5798709	0.5922194	0.0207959	0.0106249	0.1020260	0.3522461	0.4080471	0.6063716	-2128005.472
5157000	1.0752283	0.9741110	0.8936844	0.8232591	0.6199797	0.6193795	0.0162605	0.0079893	0.1523191	0.5169341	0.4572911	0.4302547	-2128007.620
5158000	1.0814105	0.9530906	0.8304030	0.7721781	0.4957932	0.5130527	0.0163370	0.0147474	0.1491499	0.5750964	0.7060139	0.6760089	-2128005.424
5159000	0.9518700	0.9504327	0.8943421	0.7858270	0.5483693	0.6498356	0.0295828	0.0098944	0.1042260	0.6204133	0.4517124	0.6435318	-2128002.211
5160000	1.0563298	0.9483171	0.8060684	0.7695803	0.5114009	0.4742123	0.0167861	0.0115431	0.1103971	0.4747070	0.4226534	0.4316846	-2128010.685
5161000	1.0090668	0.9651747	0.8152384	0.7726317	0.4507510	0.4641395	0.0158642	0.0145058	0.1072100	0.3448060	0.4043988	0.4650719	-2128018.176
5162000	1.0356149	0.9596028	0.8970601	0.8097979	0.5016424	0.4291298	0.0153306	0.0101366	0.0957767	0.3054240	0.5257291	0.6333225	-2128003.576
5163000	1.0733858	0.9544592	0.9347221	0.8764986	0.5484832	0.4853824	0.0199616	0.0116993	0.1199305	0.3711212	0.3846476	0.4163977	-2128005.885
5164000	1.0860482	0.9801721	0.9409121	0.8980890	0.5955292	0.6180545	0.0270215	0.0142747	0.1060860	0.8902171	0.4650687	0.3011566	-2128007.671
5165000	1.0882749	1.0047148	0.9417093	0.8623196	0.5110483	0.7175572	0.0256874	0.0145702	0.0707974	0.4122260	0.5393041	0.2847387	-2128007.550
5166000	1.0604127	0.9618776	0.9162102	0.8684015	0.5178931	0.7311849	0.0176180	0.0087631	0.1062596	0.4155383	0.4770337	0.3316700	-2128009.897
5167000	1.0780625	1.0093501	0.8876424	0.7758277	0.5026427	0.8180173	0.0173079	0.0093360	0.0918167	0.4553624	0.7430031	0.5978886	-2128004.644
5168000	1.0251195	0.9837409	0.8426188	0.7430169	0.4336291	0.7596759	0.0145587	0.0114520	0.1037138	0.3476320	0.5672204	0.6089522	-2128003.773
5169000	1.0476294	0.9530391	0.8683824	0.7023292	0.4886089	0.7696598	0.0125753	0.0147781	0.0704219	0.6728089	0.5752723	0.8077283	-2128004.018
5170000	1.0671841	0.9622592	0.8743277	0.7978160	0.3982314	0.7929689	0.0195710	0.0157476	0.0980270	0.4032322	0.5995288	0.6850607	-2128007.544
5171000	1.0830204	0.9800627	0.9230671	0.8899947	0.5155538	0.7837268	0.0182022	0.0218300	0.0942495	0.5787399	1.0437052	0.3393800	-2128014.387
5172000	1.0878740	1.0040318	0.9160850	0.8615177	0.5784552	0.7580689	0.0153195	0.0099557	0.0979876	0.8202651	0.4191461	0.4325049	-2128003.001
5173000	1.0731082	0.9666866	0.8490655	0.7626004	0.4869811	0.8123268	0.0201919	0.0172418	0.1457603	0.7923341	0.7667751	1.1109029	-2128013.157
5174000	1.0170780	0.9564572	0.8768789	0.7751294	0.5169585	0.8754004	0.0213843	0.0147805	0.1452885	0.5116558	0.5426907	0.5893985	-2128011.564
5175000	1.0792463	0.9508659	0.8556644	0.7756658	0.5119129	0.8432896	0.0151699	0.0085111	0.1261530	0.4757592	0.4404994	0.5314116	-2128007.551
5176000	1.0800206	0.9790611	0.8971299	0.8315696	0.5291773	0.7674392	0.0233890	0.0093381	0.0589429	0.4247460	0.3211629	0.4225955	-2128008.615
5177000	1.0383876	0.9535942	0.9093595	0.8666403	0.6895721	0.7341945	0.0186634	0.0099244	0.0991455	0.3708189	0.2972733	0.3664779	-2128002.701
5178000	1.0977150	0.9753159	0.9336292	0.8750518	0.7298628	0.7543315	0.0176030	0.0139276	0.1047836	0.3418344	0.5820060	0.4052439	-2128004.033
5179000	1.0695812	0.9587903	0.9234297	0.8684619	0.6880399	0.7214814	0.0139984	0.0080943	0.1044069	0.4248714	0.2731976	0.6602893	-2128011.070
5180000	1.0797599	0.9864536	0.9210593	0.8329303	0.5897943	0.7042387	0.0208142	0.0091555	0.0643362	0.5209762	0.3618122	0.7007204	-2128004.274
5181000	1.0680411	0.9918138	0.9433849	0.8702581	0.6905475	0.6341425	0.0245730	0.0109258	0.0756499	0.5212951	0.5057205	0.6045127	-2128006.874
5182000	1.0916076	1.0476264	0.9855970	0.8359883	0.7440602	0.7220118	0.0156367	0.0128489	0.1187947	0.6421939	0.5075699	0.6552519	-2128008.928
5183000	1.0886224	1.0874148	1.0021137	0.9426168	0.7390665	0.7540313	0.0124052	0.0118207	0.1010618	0.4709877	0.5138057	0.6851350	-2128004.315
5184000	1.0936047	1.0299672	0.9797775	0.9203062	0.7167290	0.7968323	0.0162747	0.0143912	0.0848298	0.3007603	0.5658927	0.5185192	-2128006.598
5185000	1.1115671	1.0614101	0.9711148	0.9359439	0.7697223	0.8325929	0.0334664	0.0083466	0.1051450	0.7022331	0.5828942	0.6021607	-2128005.161
5186000	1.0996473	1.0359508	1.0004470	0.9183194	0.6785899	0.8625136	0.0225259	0.0106903	0.1076128	0.5825040	0.5438330	0.2797463	-2128009.806
5187000	1.0559111	0.9973911	0.9322744	0.8751825	0.6712771	0.8018024	0.0147603	0.0095325	0.0736225	0.3089676	0.4185096	0.7976851	-2128006.541
5188000	1.1022448	0.9526103	0.9260992	0.8924917	0.5874741	0.7306012	0.0149096	0.0110658	0.0773582	0.4303408	0.2219259	0.5255190	-2128008.721
5189000	1.0048513	0.9713735	0.9267645	0.9015582	0.6614758	0.7526445	0.0151718	0.0217772	0.1041068	1.2635540	0.4604101	0.5290109	-2128013.989
5190000	1.0222778	0.9967169	0.9269067	0.8997857	0.6407273	0.7564146	0.0158679	0.0108748	0.1440707	0.7495775	0.4036336	0.5852465	-2128006.164
5191000	1.0089154	0.9751232	0.9280033	0.9000913	0.7202318	0.6124222	0.0167684	0.0083340	0.1028246	0.4594094	0.2640871	0.3308232	-2128006.511
