Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
30000	0.3983919	0.2622856	0.1619678	0.1441717	0.1341237	0.0442038	0.0306752	0.1013330	0.0449239	0.2546723	0.2665699	0.0876206	0.2740435	-638238.779
32000	0.3794012	0.2900175	0.1506841	0.1311458	0.1213267	0.0430639	0.0351486	0.0855960	0.0536024	0.2511201	0.1634733	0.1992224	0.2168090	-638230.071
34000	0.4008471	0.2525429	0.1533152	0.1350230	0.1267791	0.0471017	0.0360167	0.0587810	0.0517017	0.1848141	0.2785901	0.1363047	0.1787298	-638234.800
36000	0.4030189	0.2551803	0.1582411	0.1455695	0.1324603	0.0373337	0.0247661	0.0837013	0.0617134	0.2355605	0.1449093	0.1872101	0.5483356	-638233.574
38000	0.3643091	0.2652407	0.1482668	0.1309579	0.1148506	0.0517034	0.0346100	0.0668242	0.0488495	0.2053257	0.1089588	0.1512935	0.2745318	-638240.688
40000	0.3906693	0.2444584	0.1328243	0.1155359	0.1004099	0.0459919	0.0336331	0.0933812	0.0498366	0.2249793	0.2564618	0.1621844	0.1207214	-638247.409
42000	0.3870614	0.2665609	0.1649888	0.1486220	0.1386557	0.0632513	0.0456699	0.0682280	0.0489835	0.2195504	0.1592877	0.1303426	0.5616894	-638236.977
44000	0.4045182	0.2530785	0.1628819	0.1474707	0.1332752	0.0411296	0.0267354	0.0761683	0.0535037	0.2735379	0.1334238	0.3481671	0.1948209	-638235.951
46000	0.4014847	0.2514190	0.1506371	0.1281439	0.1146917	0.0405159	0.0239562	0.0816261	0.0484655	0.2455542	0.1154468	0.1241347	0.1641149	-638241.299
48000	0.3935856	0.2548918	0.1228313	0.1077999	0.0953978	0.0452772	0.0327324	0.1026267	0.0477037	0.2252024	0.2557619	0.0925568	0.3205589	-638233.384
50000	0.3854238	0.2492764	0.1588932	0.1342730	0.1238073	0.0525837	0.0345060	0.0739237	0.0627863	0.2325698	0.1491988	0.3170275	0.2608241	-638243.668
52000	0.4030913	0.2498985	0.1482288	0.1387877	0.1313488	0.0421600	0.0280257	0.0671930	0.0551087	0.2071025	0.1187837	0.1522450	0.1470847	-638243.402
54000	0.3707570	0.2405490	0.1496771	0.1346572	0.1207691	0.0499749	0.0375222	0.0626621	0.0550708	0.2995582	0.1034786	0.2653188	0.2298175	-638238.357
56000	0.4032015	0.2464092	0.1562888	0.1358951	0.1154298	0.0418199	0.0300508	0.0655223	0.0536973	0.2624075	0.1796278	0.1893189	0.1761192	-638241.699
58000	0.3942843	0.2564045	0.1655337	0.1492961	0.1295761	0.0559474	0.0378525	0.0657549	0.0408716	0.1966336	0.1076660	0.2695587	0.2268108	-638241.932
60000	0.4006990	0.2481687	0.1518542	0.1409232	0.1271423	0.0539160	0.0365304	0.0598762	0.0487780	0.2429765	0.1322748	0.0690235	0.1638086	-638236.526
62000	0.3969543	0.2462824	0.1614094	0.1415665	0.1250558	0.0539032	0.0406059	0.0807989	0.0431150	0.2273342	0.1166474	0.1094988	0.2488785	-638238.586
64000	0.4037562	0.2842114	0.1646487	0.1475050	0.1348647	0.0561164	0.0464944	0.0743267	0.0496093	0.2236444	0.1059073	0.3085085	0.0679676	-638235.562
66000	0.4080461	0.3120911	0.1749419	0.1555017	0.1424665	0.0611444	0.0458238	0.0577936	0.0417708	0.2032022	0.1653115	0.2035018	0.2097415	-638245.465
68000	0.3939708	0.2775181	0.1825918	0.1605150	0.1389519	0.0629976	0.0357684	0.0628026	0.0548090	0.2058498	0.1082640	0.2526587	0.3766877	-638242.122
70000	0.4041286	0.2659052	0.1474620	0.1330418	0.1189157	0.0401178	0.0252867	0.0815970	0.0446234	0.2194772	0.1767629	0.1450276	0.1457883	-638239.059
72000	0.3995980	0.2422538	0.1305390	0.1161246	0.1021780	0.0390240	0.0312704	0.0870064	0.0643010	0.2543388	0.1066568	0.0965883	0.1216290	-638246.708
74000	0.4153642	0.2383652	0.1243343	0.1097872	0.0946631	0.0358710	0.0217797	0.0982726	0.0549929	0.2328038	0.2852034	0.0883151	0.3373796	-638240.643
76000	0.3793051	0.2490783	0.1418108	0.1242896	0.1109865	0.0458326	0.0309756	0.0845512	0.0502337	0.2320744	0.1975023	0.1161217	0.1566576	-638233.309
78000	0.3909892	0.2721970	0.1643949	0.1517970	0.1416777	0.0440927	0.0249613	0.0702034	0.0415475	0.2328656	0.1911968	0.0784001	0.3409991	-638247.518
80000	0.3941953	0.2434691	0.1429587	0.1273480	0.1184818	0.0417645	0.0288475	0.0917839	0.0754571	0.2828114	0.2451049	0.3026378	0.3527223	-638236.127
82000	0.4021734	0.2422270	0.1605949	0.1367816	0.1190016	0.0463596	0.0299312	0.0815612	0.0547419	0.2351676	0.1906283	0.1165807	0.2485164	-638237.889
84000	0.3443150	0.2494223	0.1259179	0.1094507	0.1008302	0.0394707	0.0308325	0.0833359	0.0611269	0.2641360	0.1377464	0.1431611	0.1717328	-638235.745
86000	0.3998786	0.2472947	0.1417114	0.1310792	0.1158759	0.0481570	0.0355883	0.0630125	0.0519825	0.2206956	0.0688213	0.0768638	0.0936418	-638240.017
88000	0.4055931	0.2541311	0.1535024	0.1440973	0.1300795	0.0415263	0.0302781	0.0700148	0.0545492	0.2413102	0.1184250	0.0862400	0.1321363	-638242.706
90000	0.3979421	0.2489116	0.1663963	0.1427726	0.1334794	0.0526068	0.0327206	0.0647480	0.0588960	0.2037288	0.1636366	0.1543394	0.1469748	-638236.140
92000	0.3888722	0.2483617	0.1425162	0.1336433	0.1207473	0.0507620	0.0391923	0.0771863	0.0488430	0.2508389	0.1629018	0.1632801	0.3465379	-638242.863
94000	0.4001659	0.2844055	0.1363127	0.1252447	0.1112555	0.0550481	0.0353667	0.0696523	0.0471078	0.2491789	0.1982687	0.2101946	0.2184441	-638237.814
96000	0.3950321	0.2526779	0.1214468	0.1102175	0.0990738	0.0354882	0.0276850	0.0989923	0.0511986	0.3106906	0.1366352	0.0914238	0.1762160	-638242.729
98000	0.3665683	0.2458330	0.1270920	0.1147561	0.1042355	0.0467232	0.0335316	0.0979031	0.0596681	0.2399887	0.1565727	0.1325640	0.2766830	-638236.049
100000	0.3859875	0.2403463	0.1341781	0.1163552	0.0990979	0.0425299	0.0319067	0.0757200	0.0659076	0.2496430	0.1363878	0.2446771	0.1752543	-638241.224
102000	0.3969397	0.2216925	0.1319708	0.1219009	0.1103482	0.0372407	0.0277540	0.0860208	0.0545291	0.2675902	0.0839572	0.0590848	0.1298558	-638233.207
104000	0.3597924	0.2451545	0.1122279	0.1000141	0.0883880	0.0314117	0.0233145	0.0811963	0.0682087	0.2289466	0.2289248	0.2315305	0.1468643	-638237.801
106000	0.4015577	0.2449294	0.1412567	0.1186523	0.1054820	0.0438610	0.0334840	0.0758359	0.0543835	0.2551905	0.2019745	0.2085631	0.1001719	-638237.482
108000	0.3817205	0.2456153	0.1373266	0.1242398	0.1076515	0.0395262	0.0292319	0.0788347	0.0602903	0.2102531	0.1188204	0.4544359	0.1658946	-638240.463
110000	0.3920943	0.2421191	0.1454622	0.1302078	0.1117312	0.0434163	0.0305098	0.0677039	0.0457632	0.2389912	0.1412994	0.1087059	0.1350301	-638238.893
112000	0.3797013	0.2512425	0.1310078	0.1160566	0.0973443	0.0355663	0.0240222	0.0837303	0.0545835	0.2650726	0.1083798	0.0969167	0.1350710	-638232.444
114000	0.3975040	0.2369699	0.1374924	0.1209997	0.1095594	0.0424482	0.0291319	0.0721775	0.0595300	0.2288485	0.0537412	0.1658056	0.1562632	-638240.266
116000	0.3932032	0.2264193	0.1334823	0.1177964	0.1010657	0.0442902	0.0328910	0.0701354	0.0727365	0.2318930	0.1445826	0.1970725	0.4194362	-638248.005
118000	0.3965857	0.2639494	0.1282622	0.1162738	0.1086957	0.0577876	0.0436219	0.0627926	0.0459485	0.2273449	0.2283666	0.1181318	0.2456210	-638239.736
120000	0.3735857	0.2483486	0.1210898	0.1039011	0.0929117	0.0423798	0.0273023	0.0772132	0.0535636	0.2025263	0.1202920	0.1715012	0.1998166	-638233.795
122000	0.3975525	0.2447241	0.1210378	0.1111174	0.0936777	0.0449003	0.0347529	0.0743618	0.0571193	0.2415163	0.1299100	0.1698903	0.0966129	-638238.209
124000	0.4010385	0.2465394	0.1452923	0.1304930	0.1109552	0.0380693	0.0278614	0.0960569	0.0676894	0.2144892	0.3155767	0.3009653	0.1426615	-638236.124
126000	0.3965919	0.2433589	0.1522257	0.1326587	0.1213460	0.0427324	0.0295776	0.0653165	0.0678441	0.2428830	0.1480547	0.1698982	0.1749184	-638235.520
128000	0.3959083	0.2521475	0.1186973	0.1093103	0.0973724	0.0359951	0.0258704	0.0836874	0.0572032	0.2500594	0.0661809	0.0984853	0.3937684	-638235.590
130000	0.3802229	0.2545392	0.1333437	0.1208583	0.1110619	0.0439441	0.0333586	0.0694315	0.0640483	0.2706904	0.2459491	0.1540042	0.1234105	-638240.266
132000	0.3995996	0.2462643	0.1080074	0.0954926	0.0807696	0.0397316	0.0259667	0.0935196	0.0667555	0.2784491	0.1685922	0.2704445	0.2313622	-638238.633
134000	0.3968507	0.2527218	0.1314556	0.1157379	0.1018358	0.0469154	0.0338549	0.0962709	0.0539905	0.2515398	0.3587191	0.1490356	0.1570964	-638241.769
136000	0.4002768	0.2471602	0.1146497	0.0999088	0.0909287	0.0398796	0.0308759	0.0872804	0.0532833	0.2768305	0.1593208	0.0863637	0.1462692	-638239.025
138000	0.3888117	0.2574105	0.1343291	0.1126166	0.0999438	0.0358428	0.0278203	0.0655989	0.0599742	0.2295556	0.1159632	0.1089999	0.1522189	-638235.893
140000	0.3577798	0.2390419	0.1638656	0.1425976	0.1214297	0.0402893	0.0292195	0.0760910	0.0584486	0.2337900	0.5362619	0.3271801	0.2941259	-638241.242
142000	0.4030093	0.2563830	0.1341601	0.1188245	0.1077906	0.0401737	0.0281846	0.0922463	0.0592446	0.2257831	0.2085205	0.1540100	0.0988318	-638237.210
144000	0.4106086	0.2525381	0.1290191	0.1114526	0.1025025	0.0403316	0.0312819	0.0756564	0.0548378	0.2542721	0.1649335	0.1887911	0.1330468	-638238.301
146000	0.3929087	0.2272915	0.1276083	0.1168022	0.1049944	0.0354600	0.0236794	0.0895086	0.0589190	0.2532100	0.0646908	0.0816541	0.1067565	-638241.500
148000	0.4003338	0.2514869	0.1437140	0.1298009	0.1172073	0.0398577	0.0266715	0.0659013	0.0475245	0.2286407	0.2013421	0.0853399	0.1808243	-638242.175
150000	0.3636748	0.2455363	0.1530433	0.1390498	0.1212038	0.0441975	0.0315651	0.0761417	0.0538279	0.2729078	0.2026870	0.1420209	0.2138187	-638242.761
152000	0.4129073	0.2497956	0.1295163	0.1164517	0.0997029	0.0455012	0.0280492	0.0739067	0.0539572	0.2558061	0.1891200	0.1278170	0.1790603	-638231.954
154000	0.3949697	0.2501623	0.1505573	0.1346975	0.1183437	0.0524554	0.0372557	0.0638953	0.0433011	0.2046474	0.1101698	0.2179141	0.0762681	-638237.966
156000	0.4056001	0.2525308	0.1479923	0.1342175	0.1166643	0.0485718	0.0367196	0.0692285	0.0450053	0.1928758	0.1470321	0.1280833	0.1739354	-638242.017
158000	0.3712583	0.2644432	0.1461541	0.1316282	0.1198617	0.0426901	0.0291357	0.0718228	0.0595073	0.2500030	0.1082444	0.1644897	0.1529072	-638233.890
160000	0.3893850	0.2496413	0.1378965	0.1208309	0.1082864	0.0420485	0.0259307	0.0719259	0.0587462	0.2725714	0.1995115	0.2068701	0.2170460	-638234.504
162000	0.3702531	0.2256007	0.1156266	0.1036767	0.0927109	0.0379178	0.0222997	0.0962840	0.0598984	0.2505536	0.1387870	0.0882546	0.1501544	-638238.605
164000	0.3782568	0.2483713	0.1322113	0.1100461	0.1013002	0.0363070	0.0286580	0.0765513	0.0689276	0.2950907	0.1263406	0.2029729	0.1829376	-638234.775
166000	0.3848604	0.2635423	0.1573794	0.1412014	0.1237066	0.0534432	0.0386800	0.0785214	0.0499103	0.1894231	0.2290123	0.2857633	0.1768482	-638238.299
168000	0.3674293	0.2388130	0.1276755	0.1211491	0.1081138	0.0358285	0.0283372	0.0831096	0.0624885	0.3024249	0.1234329	0.1541402	0.1571913	-638240.834
170000	0.4018219	0.2579278	0.1526308	0.1330761	0.1215454	0.0633136	0.0486916	0.0621027	0.0556143	0.2914095	0.1841367	0.1168596	0.5197528	-638237.990
172000	0.4068618	0.2486512	0.1470290	0.1304885	0.1151000	0.0396999	0.0251467	0.0668660	0.0431917	0.2903199	0.1841386	0.0921399	0.2596486	-638237.213
174000	0.4077272	0.2586501	0.1359300	0.1159217	0.1048943	0.0470351	0.0345656	0.0579622	0.0548105	0.2562590	0.3064535	0.1650436	0.1737158	-638236.735
176000	0.3786259	0.2332958	0.1084571	0.0970397	0.0886617	0.0371965	0.0232629	0.0914619	0.0629764	0.3177359	0.0880589	0.0853407	0.1556812	-638231.824
178000	0.3995537	0.2563143	0.1591564	0.1353627	0.1170132	0.0489795	0.0349051	0.0713303	0.0472851	0.2122397	0.2240899	0.1785731	0.2450959	-638234.611
180000	0.3655175	0.2483949	0.1438840	0.1332194	0.1147002	0.0458429	0.0291552	0.0757600	0.0406899	0.2552086	0.1632590	0.1401251	0.1643788	-638234.914
182000	0.4005914	0.2496519	0.1335724	0.1217572	0.1145661	0.0451117	0.0363103	0.0779908	0.0513838	0.2670945	0.3550549	0.1664100	0.1396575	-638237.496
184000	0.3905575	0.2490043	0.1265435	0.1128676	0.0965480	0.0400210	0.0285002	0.1107074	0.0515086	0.2270082	0.2517059	0.2557656	0.1957577	-638234.091
186000	0.3737275	0.2624817	0.1413414	0.1169393	0.1050519	0.0537338	0.0420884	0.0606626	0.0464857	0.2586582	0.2136195	0.1113060	0.2524808	-638239.124
188000	0.3967120	0.2385371	0.1204050	0.1062062	0.0954857	0.0473029	0.0278799	0.0765827	0.0559818	0.2012304	0.1223789	0.1590361	0.2025027	-638242.834
190000	0.3914348	0.2518694	0.1417388	0.1221473	0.1063218	0.0420002	0.0315147	0.0800193	0.0492750	0.2565270	0.1273175	0.1703191	0.3270183	-638243.406
192000	0.4022298	0.2148434	0.1038136	0.0909970	0.0797130	0.0303724	0.0210417	0.0814082	0.0725413	0.3169392	0.1458874	0.1272521	0.2465688	-638235.904
194000	0.3938625	0.2497580	0.1094499	0.0967848	0.0845040	0.0342859	0.0254725	0.0824642	0.0683487	0.2862412	0.1378520	0.3187964	0.1070350	-638233.302
196000	0.4009549	0.2621696	0.1256348	0.1095108	0.0936553	0.0396747	0.0259218	0.0836307	0.0684974	0.2622104	0.1783028	0.1293964	0.1258255	-638240.885
198000	0.3984605	0.2626376	0.1395084	0.1245900	0.1122798	0.0484373	0.0373557	0.0699450	0.0562977	0.2226431	0.1345021	0.2093450	0.0925954	-638235.994
200000	0.4013586	0.2591179	0.1433716	0.1212424	0.1076702	0.0458506	0.0304746	0.0527454	0.0540285	0.2320109	0.1323079	0.1396538	0.2536436	-638238.787
202000	0.4001119	0.2415905	0.1440573	0.1315318	0.1093145	0.0409802	0.0235155	0.0875540	0.0825000	0.2747890	0.2783922	0.2542729	0.3149346	-638232.106
204000	0.3917162	0.2442978	0.1288812	0.1176143	0.1088916	0.0385575	0.0265752	0.0901419	0.0555758	0.2565803	0.1462852	0.1397708	0.1197038	-638237.944
206000	0.3763399	0.2513451	0.1374581	0.1249407	0.1067247	0.0490484	0.0330019	0.0637373	0.0621126	0.2128106	0.1457598	0.1643630	0.3098150	-638239.468
208000	0.4007488	0.2174008	0.1171767	0.1055633	0.0935934	0.0352658	0.0256808	0.0917679	0.0572111	0.2722002	0.1165981	0.1110144	0.1196035	-638246.133
210000	0.4005162	0.2590989	0.1546107	0.1339471	0.1097759	0.0438872	0.0347268	0.0780548	0.0587686	0.1957001	0.1614501	0.2219825	0.1638379	-638234.664
212000	0.4105254	0.2523310	0.1493857	0.1357029	0.1206239	0.0521795	0.0332361	0.0674326	0.0436757	0.2625896	0.0597296	0.1115381	0.1837637	-638231.342
214000	0.4020518	0.2446374	0.1602103	0.1376359	0.1201572	0.0468637	0.0333573	0.1034577	0.0477141	0.1944015	0.2720703	0.1306153	0.4336235	-638236.926
216000	0.3904707	0.2727711	0.1660726	0.1533059	0.1458851	0.0465598	0.0303741	0.1025893	0.0592683	0.2464745	0.3241821	0.2737911	0.4510638	-638237.288
218000	0.3912561	0.2529862	0.1366117	0.1229200	0.1064806	0.0550800	0.0446599	0.0635056	0.0552133	0.1933069	0.1318906	0.1810230	0.1604831	-638236.584
220000	0.3978680	0.2547466	0.1408622	0.1284136	0.1180594	0.0478499	0.0370660	0.0785530	0.0558711	0.2319453	0.0831056	0.1105457	0.0964131	-638236.056
222000	0.4065722	0.2448856	0.1428640	0.1254247	0.1156437	0.0427685	0.0257164	0.0834818	0.0587348	0.2372883	0.1987009	0.1654029	0.3472682	-638235.012
224000	0.4033220	0.2494496	0.1168126	0.1056003	0.0911936	0.0400405	0.0269836	0.0786541	0.0549033	0.2847767	0.2443420	0.1375308	0.1805884	-638237.192
226000	0.3979002	0.2291655	0.1208542	0.1091936	0.0956785	0.0295799	0.0199654	0.0914844	0.0660798	0.2760023	0.1787675	0.1760314	0.1359148	-638239.056
228000	0.4030231	0.2326171	0.1216772	0.1071716	0.0978207	0.0405349	0.0280112	0.0863796	0.0563349	0.2342763	0.1434917	0.0607500	0.1324621	-638229.952
230000	0.3944040	0.2452501	0.1503689	0.1319068	0.1223274	0.0453694	0.0330032	0.0817241	0.0467463	0.2044596	0.4655797	0.1749238	0.2714397	-638233.955
232000	0.3758707	0.2510389	0.1227654	0.1150925	0.1040888	0.0305230	0.0218630	0.1064624	0.0683714	0.2355866	0.3225136	0.1838662	0.1927473	-638241.910
234000	0.3950628	0.2535530	0.1257577	0.1121126	0.0992663	0.0377426	0.0276591	0.0623846	0.0558240	0.2879867	0.1274387	0.1988442	0.2425767	-638237.143
236000	0.3930905	0.2497908	0.1466274	0.1287005	0.1161073	0.0389968	0.0289992	0.0806473	0.0532135	0.2396293	0.0973694	0.1344024	0.0882481	-638248.247
238000	0.3631892	0.2718862	0.1569854	0.1433377	0.1210855	0.0555566	0.0398037	0.0699275	0.0678397	0.2684073	0.1780456	0.3356915	0.2784931	-638241.883
240000	0.3802267	0.2490113	0.1558634	0.1315727	0.1122426	0.0477559	0.0343553	0.0676285	0.0490326	0.1813107	0.1430238	0.2049524	0.1629608	-638250.763
242000	0.4004585	0.2299318	0.1334854	0.1193444	0.1045437	0.0457603	0.0326313	0.1205530	0.0549912	0.2487541	0.4128486	0.1132554	0.1470635	-638249.138
244000	0.4008173	0.2520292	0.1178305	0.1108947	0.1005586	0.0410242	0.0299511	0.0917953	0.0565319	0.2324824	0.2531084	0.1526400	0.3086243	-638244.556
246000	0.4144588	0.2359251	0.1380889	0.1236332	0.1075197	0.0435549	0.0322398	0.0972934	0.0621046	0.2315223	0.1560804	0.1582684	0.1041171	-638241.528
248000	0.4024275	0.2563920	0.1731344	0.1420206	0.1290808	0.0632914	0.0466127	0.0625732	0.0417826	0.2131904	0.2215991	0.1367582	0.1601617	-638242.596
250000	0.3912051	0.2526100	0.1289917	0.1144312	0.0982588	0.0409321	0.0320916	0.0848616	0.0595801	0.2460033	0.3604924	0.2369286	0.0861846	-638237.296
252000	0.3732651	0.2475294	0.1285171	0.1075381	0.0926806	0.0367521	0.0269983	0.0778987	0.0636445	0.3013935	0.1167564	0.1374341	0.2991760	-638238.436
254000	0.4029962	0.2563613	0.1503800	0.1223330	0.1100477	0.0415375	0.0250628	0.0675116	0.0460663	0.2794549	0.1369853	0.2504010	0.2366636	-638238.099
256000	0.3867785	0.2400004	0.1398833	0.1199967	0.1072907	0.0437367	0.0264698	0.0749958	0.0564459	0.2272078	0.2246667	0.2124079	0.1980600	-638235.991
258000	0.3932891	0.2517186	0.1546968	0.1262940	0.1095307	0.0556556	0.0401518	0.0798629	0.0406525	0.2382704	0.3215495	0.1281015	0.1936518	-638245.751
260000	0.3899549	0.2526068	0.1282890	0.1119386	0.0997421	0.0429825	0.0371186	0.0875927	0.0589946	0.2371144	0.3533894	0.2007861	0.2940130	-638235.327
262000	0.3934090	0.2442066	0.1391650	0.1272926	0.1154432	0.0428905	0.0292012	0.0926089	0.0626231	0.2399959	0.1218169	0.0953314	0.1655208	-638237.973
264000	0.4072105	0.2557137	0.1439149	0.1210849	0.1102496	0.0516815	0.0366917	0.0611460	0.0488063	0.2118856	0.1015906	0.0911380	0.1067819	-638243.744
266000	0.4045510	0.2334107	0.1115428	0.0980671	0.0832540	0.0365601	0.0236350	0.0836231	0.0788613	0.2449521	0.1787991	0.4044772	0.2664976	-638241.866
268000	0.3892971	0.2557454	0.1150332	0.1040873	0.0936726	0.0389984	0.0259143	0.0896637	0.0581323	0.2549472	0.1995991	0.1926714	0.2220258	-638243.505
270000	0.4002959	0.2504409	0.1260231	0.1089694	0.0977192	0.0440314	0.0272525	0.0734115	0.0504170	0.2592513	0.0696928	0.1042450	0.1796659	-638242.019
272000	0.3988737	0.2620610	0.1547325	0.1307223	0.1190975	0.0402884	0.0284960	0.0665276	0.0600275	0.3009947	0.0712364	0.3483097	0.2042925	-638236.671
274000	0.3837900	0.2695288	0.1529251	0.1374888	0.1275273	0.0551550	0.0378692	0.0677063	0.0444956	0.1700627	0.2186460	0.0729905	0.1380531	-638237.596
276000	0.4030769	0.2392169	0.1260361	0.1120369	0.1004333	0.0382795	0.0289692	0.0769271	0.0579633	0.3189525	0.1562139	0.1049949	0.2952073	-638245.745
278000	0.3789202	0.2511574	0.1293185	0.1111553	0.0998264	0.0336189	0.0245348	0.0803762	0.0517189	0.2722720	0.1493032	0.1105112	0.1654533	-638241.181
280000	0.3961509	0.2443592	0.1435099	0.1276767	0.1179892	0.0463903	0.0309572	0.0711974	0.0536787	0.2073136	0.1251990	0.0958749	0.1783247	-638239.273
282000	0.4106238	0.2444965	0.1211362	0.1117974	0.0970507	0.0321733	0.0207556	0.0822647	0.0631066	0.3365850	0.1358931	0.1498976	0.2084803	-638243.548
284000	0.3998951	0.2618875	0.1191664	0.1079375	0.0943052	0.0345913	0.0247937	0.0825043	0.0687341	0.2576460	0.1369128	0.1339367	0.5131819	-638238.916
286000	0.3602571	0.2619924	0.1396059	0.1323901	0.1167477	0.0532869	0.0334965	0.0817578	0.0463196	0.2894213	0.2609833	0.1222382	0.4414664	-638242.306
288000	0.3983506	0.2034395	0.1253977	0.1113337	0.1009991	0.0404067	0.0295999	0.0767770	0.0655324	0.2642025	0.0520189	0.1046696	0.0710139	-638236.035
290000	0.3969607	0.2336450	0.1306280	0.1151573	0.1048903	0.0493193	0.0359781	0.0649074	0.0564772	0.2529938	0.0714490	0.0857246	0.2815341	-638233.788
292000	0.3866089	0.2421937	0.1468899	0.1280188	0.1158017	0.0497013	0.0366766	0.0987951	0.0581162	0.2219011	0.2350021	0.1319134	0.1471863	-638237.273
294000	0.4090718	0.2645747	0.1535050	0.1385357	0.1212255	0.0582230	0.0348371	0.0650111	0.0476343	0.2086671	0.3650346	0.0816718	0.2519986	-638240.162
296000	0.3805894	0.2579586	0.1607334	0.1433372	0.1232445	0.0413846	0.0294309	0.0720276	0.0594414	0.2381791	0.2086820	0.3295914	0.1691198	-638238.113
298000	0.3818930	0.2557826	0.1653658	0.1498860	0.1337142	0.0554313	0.0347661	0.0707589	0.0495701	0.2449818	0.1084766	0.1125485	0.3342315	-638235.242
300000	0.3828409	0.2734713	0.1747271	0.1617200	0.1465858	0.0682666	0.0485735	0.0938227	0.0438310	0.1794457	0.5401462	0.1577900	0.1787731	-638240.654
302000	0.3934534	0.2651444	0.1670568	0.1526411	0.1334159	0.0542247	0.0375603	0.0717858	0.0430995	0.2306063	0.1931686	0.1409651	0.1573696	-638237.725
304000	0.3878918	0.2483207	0.1660446	0.1437246	0.1317401	0.0546064	0.0379959	0.0633906	0.0422406	0.2248741	0.3663731	0.0834021	0.2139648	-638234.529
306000	0.3993763	0.2545055	0.1694757	0.1516415	0.1421088	0.0491162	0.0375328	0.0747314	0.0561210	0.2941944	0.2010262	0.1565349	0.3475977	-638235.930
308000	0.3949781	0.2948072	0.2046282	0.1826857	0.1728151	0.0531759	0.0324325	0.0746789	0.0395779	0.2197878	0.3892876	0.5600187	0.5021396	-638244.559
310000	0.3669069	0.3118853	0.2148276	0.1971810	0.1876042	0.0689804	0.0493369	0.0773733	0.0520390	0.1909378	0.2798117	0.3036013	0.5083457	-638239.640
312000	0.3976438	0.2798296	0.2199275	0.1938363	0.1809106	0.0841518	0.0584530	0.0590200	0.0404827	0.2655643	0.2387660	0.2359497	0.4215402	-638245.965
314000	0.3646450	0.2887331	0.2053462	0.1788290	0.1676669	0.0432313	0.0266076	0.0787406	0.0386946	0.2021380	0.3395688	0.2865853	0.2812994	-638231.988
316000	0.3998544	0.2980337	0.1702061	0.1457763	0.1324123	0.0588427	0.0401366	0.0663796	0.0442700	0.2096653	0.2080243	0.2540230	0.2098786	-638234.105
