Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
46000	1.0424687	0.9838016	0.8257495	0.7144405	0.4512890	0.7605228	0.0137498	0.0061989	0.0743649	0.3284320	0.6172266	0.3610444	-2128007.600
48000	1.0904645	0.9679184	0.9265290	0.8763696	0.5230225	0.6627525	0.0139421	0.0215471	0.0827434	0.3138332	0.6234018	0.8455644	-2128005.761
50000	1.0737336	0.9816390	0.9342453	0.8619870	0.5403129	0.6323295	0.0154602	0.0097122	0.0743361	0.2673900	0.6303938	0.4871680	-2128007.974
52000	1.0515622	0.9491485	0.8977920	0.8349212	0.6099055	0.5983420	0.0235929	0.0109695	0.0956948	0.5567836	0.3798315	0.2608574	-2128009.513
54000	1.0461149	0.9650229	0.9016178	0.8233593	0.6067500	0.8445440	0.0260024	0.0161912	0.1126970	0.3522380	0.8103827	0.5486687	-2128010.296
56000	1.1003758	1.0073939	0.8884564	0.8184289	0.6372783	0.8383825	0.0216673	0.0095699	0.1171536	0.3976398	0.4904366	0.6935701	-2128013.083
58000	1.0855748	0.9680879	0.9147514	0.8564337	0.5911545	0.7712695	0.0170333	0.0100035	0.1067785	0.2464662	0.4845200	0.3138838	-2128006.728
60000	1.0852133	0.9990941	0.8702820	0.8125692	0.6219339	0.7278840	0.0155014	0.0101506	0.1030123	0.2905625	0.4799633	0.7881249	-2128005.444
62000	1.0820461	0.9531183	0.8620962	0.7915450	0.5084217	0.7126680	0.0210667	0.0123177	0.1111115	0.4700086	0.7096290	0.5522784	-2128008.891
64000	1.0892933	0.9825040	0.8893059	0.8133181	0.5927957	0.6087899	0.0171959	0.0121744	0.1025257	0.4090113	0.5066550	0.3470717	-2128006.691
66000	1.0933769	1.0455841	0.9189395	0.8726901	0.7153502	0.7348752	0.0134924	0.0099321	0.0959905	0.5700453	0.3101883	0.8307127	-2128009.173
68000	1.0958205	1.0042674	0.9158518	0.8649279	0.6314444	0.4339990	0.0206718	0.0090770	0.1884011	0.6275390	0.6517764	0.5279987	-2128003.296
70000	1.0760315	0.9601210	0.9112014	0.8920292	0.7383159	0.4769073	0.0225162	0.0098617	0.1416300	0.2624886	0.4507486	0.5265350	-2128012.493
72000	1.0751645	0.9858673	0.9155456	0.8634597	0.6573616	0.6757613	0.0181750	0.0121652	0.1100484	0.5984572	0.4764687	0.5871719	-2128006.720
74000	1.0510394	1.0124897	0.9310059	0.8648648	0.7532318	0.5921897	0.0171100	0.0160946	0.0810703	0.4347617	0.9073103	0.4136834	-2128021.078
76000	1.0162620	1.0154430	0.9316920	0.8729519	0.7036197	0.7162162	0.0111431	0.0112222	0.1054134	0.3133083	0.4642527	0.4374006	-2128009.340
78000	1.0769556	1.0391176	0.9867083	0.9521533	0.6984748	0.5405719	0.0211288	0.0172791	0.0811243	0.4578321	0.5538297	0.4866765	-2128010.164
80000	1.0931552	1.0252083	0.9507230	0.9019838	0.5131251	0.5042898	0.0136278	0.0146057	0.1192830	1.1332996	0.5267545	0.4754346	-2128005.979
82000	1.0922736	0.9879731	0.9615610	0.8842115	0.4858759	0.6286655	0.0134450	0.0063559	0.1084648	0.4727197	0.3906299	0.4418278	-2128012.691
84000	1.0969102	1.0225869	0.9551549	0.8585968	0.6279523	0.7130026	0.0153875	0.0075045	0.1433597	0.4883863	0.5074069	1.0779679	-2128000.721
86000	1.0778757	0.9604683	0.9047870	0.8462578	0.6942964	0.5814957	0.0165423	0.0102161	0.0899681	0.4893039	0.3178495	0.3397292	-2128007.378
88000	1.0369641	0.9670501	0.8954400	0.8461866	0.6835679	0.4431125	0.0277178	0.0127940	0.1137628	0.9269854	0.5835037	0.5470695	-2128007.207
90000	1.0615831	0.9810192	0.8983643	0.8572843	0.6052094	0.4809248	0.0190452	0.0115105	0.0969740	0.4006684	0.8028702	0.6554420	-2128001.322
92000	1.0876491	0.9509582	0.8837580	0.8503373	0.6676816	0.5804299	0.0249923	0.0197048	0.0689538	0.5130651	0.8126386	0.4017303	-2128004.660
94000	1.0897048	1.0222299	0.8827612	0.7999134	0.6264089	0.5190747	0.0241492	0.0087754	0.1141557	0.6202369	0.6436930	0.4823561	-2128002.469
96000	1.0175738	0.9718229	0.9371639	0.8848039	0.6286985	0.6168138	0.0261826	0.0147328	0.1271302	0.4397847	0.5736760	0.4921049	-2128014.652
98000	0.9914456	0.9663700	0.9182464	0.8059109	0.6265137	0.8015342	0.0192676	0.0122116	0.0856629	0.7013017	0.4663115	0.4135013	-2128007.898
100000	1.0821233	0.9693522	0.9112985	0.8473727	0.5935560	0.6943563	0.0152959	0.0090169	0.0783034	0.2233300	0.3481786	0.5026712	-2128006.148
102000	1.0648865	1.0206165	0.9641711	0.9091101	0.6496558	0.8777596	0.0199401	0.0141734	0.0737113	0.7774061	0.4962591	0.2923248	-2128010.550
104000	1.0232620	1.0101859	0.9701089	0.8801342	0.6407300	0.6428990	0.0258668	0.0092655	0.0931771	0.6626224	0.3305644	0.4935534	-2128005.050
106000	1.1024393	1.0651751	1.0178614	0.9044826	0.5929737	0.6539426	0.0179563	0.0077257	0.1362628	0.6071335	0.6354830	1.2464756	-2128006.730
108000	1.1138062	1.0130170	0.9231186	0.8576004	0.5128612	0.7556720	0.0317442	0.0127920	0.1383797	1.2045728	0.5226307	0.5316054	-2128007.213
110000	1.0904432	0.9628982	0.9045052	0.8475682	0.6008487	0.8144088	0.0150721	0.0101390	0.0965780	0.2841984	0.3843318	0.3397724	-2128012.174
112000	1.0633224	0.9477417	0.8888928	0.8009501	0.6396886	0.6776765	0.0233568	0.0103339	0.0892362	1.4404113	0.5304056	0.3322263	-2128004.346
114000	1.0317128	0.9469287	0.8540705	0.8263112	0.6971365	0.5603905	0.0209897	0.0112299	0.1004984	0.5226255	0.3833981	0.4533667	-2128001.906
116000	1.0733483	0.9555195	0.8495960	0.7901005	0.6838616	0.5152892	0.0160974	0.0080296	0.1096925	0.4592716	0.3461488	0.4170275	-2128007.214
118000	1.0264850	0.9612178	0.9098183	0.8250407	0.5821940	0.3638378	0.0220601	0.0094571	0.0785418	0.3281608	0.4535343	0.5846959	-2128007.352
120000	1.0408205	0.9759881	0.9144116	0.8533912	0.7510451	0.4258949	0.0237855	0.0082848	0.0921346	0.5999495	0.2199153	0.3003139	-2128004.724
122000	1.0064125	0.9816550	0.9443872	0.9078710	0.7637423	0.3791659	0.0157855	0.0090471	0.1143399	0.8164247	0.4519819	0.3755353	-2128008.473
124000	1.0373362	1.0003249	0.9726625	0.9222754	0.7745265	0.4167729	0.0273288	0.0144602	0.1102699	0.8161800	0.5269943	0.4867859	-2128011.923
126000	1.0349919	0.9564733	0.9247148	0.8608105	0.7196201	0.5056805	0.0177941	0.0167084	0.1158345	0.4931081	0.8965497	0.6642788	-2128004.444
128000	1.0350125	1.0102838	0.9676503	0.9184749	0.7132858	0.6902032	0.0160677	0.0115873	0.0977457	0.2014270	0.4098213	0.6875960	-2128008.724
130000	1.0416573	1.0322243	0.9804414	0.9395348	0.6981242	0.5767612	0.0207645	0.0128861	0.1045644	0.4255573	0.3744905	0.4219484	-2128005.739
132000	1.0934593	1.0197904	0.9691498	0.9031235	0.6499901	0.8767927	0.0165024	0.0113027	0.0769259	0.4382356	0.4737669	0.4336955	-2128006.762
134000	1.0796737	1.0568866	1.0013953	0.8721906	0.7140672	0.7892990	0.0195104	0.0120389	0.1304765	0.5650022	0.6741902	0.5800068	-2128012.064
136000	1.0428544	0.9930007	0.9589467	0.8996108	0.6093458	0.7458508	0.0173020	0.0125425	0.1011583	0.5018828	0.5736347	0.3013602	-2128005.718
138000	1.0631758	0.9853867	0.9334715	0.8850790	0.5645642	0.7827404	0.0182674	0.0131266	0.0892758	0.2941750	0.6115406	0.5072024	-2128005.939
140000	1.0435623	1.0354220	0.9782046	0.9172534	0.6132818	0.7265676	0.0157927	0.0110863	0.1056570	0.2294979	0.3287715	0.3363851	-2128009.630
142000	1.0942014	1.0711323	0.9836340	0.8996352	0.5839755	0.5738216	0.0214813	0.0133386	0.0811005	0.4062599	0.4999939	0.6970713	-2128002.131
144000	1.0347739	0.9796299	0.9580235	0.8472036	0.6648956	0.6999294	0.0143517	0.0164706	0.0765670	0.2669993	0.6819191	0.3473327	-2128005.130
146000	1.0642304	1.0637009	0.9524431	0.8284537	0.6579456	0.7279890	0.0170116	0.0112841	0.1230694	0.5113895	0.4961321	0.7272355	-2128016.693
148000	0.9552433	0.9523522	0.9198021	0.8258382	0.6289476	0.7349959	0.0148736	0.0110660	0.1445559	0.5553089	0.3152363	0.6781654	-2128007.227
150000	0.9996423	0.9509736	0.8860252	0.8239292	0.6381373	0.7180074	0.0141868	0.0091865	0.0891805	0.2532657	0.3248076	0.3385851	-2128003.265
152000	1.0965705	0.9681632	0.9434321	0.8617875	0.7050764	0.8437591	0.0236401	0.0097738	0.0838470	0.5808902	0.2883395	0.4409501	-2128007.621
154000	1.0855479	0.9694956	0.9228286	0.8459570	0.7110577	0.8096903	0.0178187	0.0099554	0.1264133	0.4727067	0.3577409	0.3017107	-2128001.226
156000	1.0014986	0.9410601	0.8412626	0.7680036	0.6826783	0.6933108	0.0123822	0.0120864	0.0807640	0.3084070	0.5707874	0.7487386	-2128007.727
158000	1.0512988	0.9643519	0.8765306	0.7753649	0.6771344	0.7705341	0.0251877	0.0138568	0.0859724	0.5714263	0.6037508	0.3917683	-2128014.862
160000	1.0793888	0.9791147	0.9296398	0.8802035	0.5885132	0.7065778	0.0313850	0.0159117	0.1022722	0.5810213	0.7116276	0.3086751	-2128002.533
162000	1.0809927	1.0567821	1.0064848	0.9668586	0.6442273	0.8979338	0.0175460	0.0083428	0.0955932	0.6734588	0.6842828	0.3091595	-2128008.619
164000	1.0931805	1.0769031	0.9987829	0.8815373	0.6919127	0.8221071	0.0162969	0.0088578	0.0682405	0.4796783	0.5796357	0.6562511	-2128001.982
166000	1.0933460	1.0820327	0.9428371	0.8644337	0.5889188	0.6610648	0.0135780	0.0089282	0.0984210	0.2508292	0.3838780	0.5004816	-2128007.515
168000	1.0716260	1.0036012	0.9403465	0.7850890	0.6192997	0.7540609	0.0246869	0.0116502	0.0912252	0.5461122	0.5150713	0.9474654	-2128006.152
170000	1.0507286	0.9702708	0.9272322	0.8891454	0.6339503	0.6108634	0.0198349	0.0208710	0.0936482	0.2947115	0.9990229	0.5067855	-2128004.504
172000	1.0191322	0.9638604	0.9111695	0.8204954	0.5225888	0.6122091	0.0157336	0.0114148	0.1033586	0.6383975	0.3165867	0.4343549	-2127999.525
174000	1.0939151	1.0103092	0.8485522	0.7242316	0.5448158	0.6436862	0.0173294	0.0105310	0.1049178	0.3147929	0.4874256	0.6092287	-2128007.155
176000	1.0670075	0.9459758	0.8482053	0.7997461	0.6127752	0.4587048	0.0185254	0.0121275	0.1227205	0.4499170	0.5478661	0.7132629	-2128016.914
178000	1.0727165	0.9600705	0.9091949	0.8357300	0.6172800	0.5476408	0.0171439	0.0105302	0.1143661	0.3170601	0.4411306	0.4478238	-2128010.730
180000	1.0423672	0.9495392	0.9162238	0.8708021	0.6621842	0.6090716	0.0256126	0.0131503	0.0935271	0.5266789	0.2801447	0.3873358	-2128006.375
182000	0.9918229	0.9591258	0.9150447	0.8414338	0.6772698	0.5540689	0.0286064	0.0084599	0.1820125	0.4603195	0.3086668	0.6462569	-2128009.294
184000	1.0216352	0.9681257	0.9088860	0.8366276	0.7111061	0.4347882	0.0152133	0.0102113	0.0846780	0.3752352	0.3315014	0.2466908	-2128009.568
186000	1.0660411	0.9719427	0.9506830	0.8716158	0.7609958	0.4555787	0.0221421	0.0106720	0.0842324	0.7978814	0.5568942	0.4495025	-2128009.349
188000	1.0742683	0.9593331	0.9251447	0.8735315	0.6645432	0.3940122	0.0146306	0.0123757	0.1044903	0.6704907	0.5822863	0.4603939	-2128001.914
190000	1.0424591	0.9975390	0.9262929	0.8708129	0.7221969	0.6494975	0.0204000	0.0092564	0.0835912	0.3757383	0.2875667	0.7182302	-2128006.204
192000	0.9883005	0.9547072	0.8930075	0.8461353	0.6904704	0.7384676	0.0231350	0.0122367	0.1112317	0.4610535	0.5212988	0.5139135	-2128007.341
194000	1.0125021	1.0017802	0.9733701	0.8769650	0.7407161	0.7010533	0.0371449	0.0122502	0.1036227	0.9206240	0.4660572	0.3507275	-2128008.470
196000	1.0381187	0.9577498	0.8432197	0.7998729	0.5373855	0.4347003	0.0141032	0.0109872	0.1048426	0.3671534	0.5112895	0.6207781	-2128004.468
198000	1.0995946	0.9933540	0.8867011	0.8182174	0.5585423	0.6950122	0.0242282	0.0108524	0.0811593	0.4959473	0.2988830	0.4912079	-2128010.125
200000	1.0559250	0.9735251	0.9266277	0.7757160	0.5857325	0.5453315	0.0151191	0.0075709	0.0740788	0.5489424	0.5369378	0.4335155	-2128006.410
202000	1.0959780	1.0061418	0.9158889	0.8175012	0.6667558	0.7240954	0.0189904	0.0108961	0.0933541	0.4426873	0.4073737	0.5522475	-2128013.658
204000	1.0506057	1.0210498	0.9593894	0.9149421	0.4749958	0.7263030	0.0139240	0.0082900	0.0987824	1.0139007	0.3375943	0.5332177	-2128011.937
206000	1.0778628	1.0036549	0.9568807	0.8577470	0.5641244	0.8093471	0.0119387	0.0057872	0.0698077	0.5045578	0.3130583	0.4819903	-2128009.837
208000	1.0766310	0.9606703	0.8690192	0.7535468	0.4954199	0.7177958	0.0146830	0.0091023	0.0824270	0.7718014	0.3466874	0.3373259	-2128006.401
210000	1.0436530	0.9726160	0.9090256	0.8267809	0.5927024	0.6968643	0.0129131	0.0116152	0.1575389	0.3969098	0.6069434	0.5223193	-2128008.985
212000	1.0650962	0.9892546	0.8801626	0.8474120	0.6295775	0.6333833	0.0195357	0.0103025	0.1140842	0.4149087	0.4220106	0.5669949	-2128007.106
214000	1.0984773	1.0059604	0.8942858	0.8332426	0.5856984	0.8169916	0.0178358	0.0112609	0.0783571	0.4877289	0.6402200	0.4566519	-2128011.057
216000	1.0700854	0.9899328	0.9468158	0.8438780	0.6358391	0.7024051	0.0190792	0.0128922	0.1253750	0.2464104	0.7677132	0.6238818	-2128002.015
218000	1.0456865	0.9934086	0.9134479	0.8694650	0.7135862	0.6447916	0.0286376	0.0162263	0.1149670	0.7794166	0.7482551	0.3934758	-2128009.311
220000	1.0831678	0.9843952	0.9027922	0.8738177	0.7051604	0.8179987	0.0178789	0.0149866	0.1003142	0.4017797	0.4518258	0.3513332	-2128007.003
222000	1.0274303	0.9736334	0.9329942	0.8986633	0.7004653	0.7583038	0.0331617	0.0136908	0.1006811	0.4844321	0.2552015	0.2296340	-2128001.200
224000	1.0968911	1.0449256	0.9347706	0.8898704	0.7228988	0.8098256	0.0249542	0.0099054	0.0890933	0.7225113	0.4420131	0.4686658	-2128014.909
226000	1.1025717	0.9783199	0.9424319	0.8835398	0.7858443	0.7412243	0.0188524	0.0092655	0.0918321	0.2574062	0.2800171	0.4605016	-2128014.720
228000	1.0878506	0.9771591	0.9354084	0.8597216	0.6475819	0.6856273	0.0147139	0.0140377	0.0934822	0.4265257	0.6329504	0.2132823	-2128005.475
230000	1.0518080	0.9838221	0.9234723	0.8918241	0.6892647	0.7684154	0.0192251	0.0098122	0.0880435	0.5419903	0.3755780	0.7445529	-2128002.861
232000	1.0389605	0.9834271	0.9419034	0.9224320	0.5787672	0.7011345	0.0252146	0.0164105	0.1149542	0.3202970	0.6493051	0.8049866	-2128007.293
234000	1.0877714	1.0460408	0.9614166	0.9297297	0.6420433	0.6576328	0.0169703	0.0111657	0.1100313	0.2697275	0.3555835	0.4269889	-2128006.083
236000	1.0059860	0.9606057	0.8729819	0.8260821	0.5898326	0.5101349	0.0166862	0.0134389	0.1069572	0.3075914	0.6286979	0.3268923	-2128006.541
238000	1.0128629	1.0092626	0.9195504	0.8243972	0.5498112	0.3350235	0.0196471	0.0074430	0.0769870	0.5582679	0.3695967	0.5084710	-2128002.743
240000	1.0490890	0.9771026	0.9394200	0.8690793	0.6419408	0.5553151	0.0182131	0.0172213	0.0839497	0.5259070	0.5716451	0.3625102	-2128011.980
242000	1.0558932	0.9608863	0.9242778	0.8919220	0.6097673	0.8070732	0.0129856	0.0101927	0.0855654	0.5707802	0.5591996	0.5329842	-2128006.366
244000	1.0041515	0.9709677	0.9198368	0.8868172	0.6117359	0.6605562	0.0187310	0.0097304	0.0853678	0.6759388	0.9988569	0.6650442	-2128009.395
246000	1.0834757	0.9794402	0.9079591	0.8308430	0.5339057	0.6345180	0.0235499	0.0153689	0.0931706	0.3810296	0.4700281	0.3455756	-2128011.818
248000	1.1072355	0.9490841	0.9045121	0.8342275	0.7019540	0.5780350	0.0344659	0.0107869	0.0948610	0.6160421	0.6056845	0.4686229	-2128003.163
250000	1.0931573	0.9714261	0.8763426	0.8400320	0.6479793	0.3500226	0.0235223	0.0148186	0.1306807	0.4135402	0.5049401	0.5060753	-2128006.923
252000	1.0553225	0.9709318	0.9168494	0.8218964	0.4265520	0.3673304	0.0174545	0.0111086	0.1063648	0.5067645	0.7418171	0.4417572	-2128007.886
254000	1.1018437	1.0145078	0.9522376	0.8519323	0.6024060	0.5717949	0.0191352	0.0082395	0.0886176	0.3194657	0.2902614	0.5303988	-2128003.912
256000	1.0561367	0.9589774	0.9169163	0.8268927	0.6506440	0.6385481	0.0177057	0.0124443	0.1284870	0.6262009	0.5540204	0.6231132	-2128004.765
258000	1.0737980	0.9847618	0.9166569	0.8632930	0.5874914	0.6729458	0.0171676	0.0119809	0.1123261	0.4098833	0.2618987	0.5180595	-2128001.612
260000	1.0709950	0.9498900	0.9021902	0.8580291	0.5981971	0.6491288	0.0178733	0.0125246	0.1171267	0.7179118	0.3391145	0.1958678	-2128013.941
262000	1.0594135	0.9473250	0.9093046	0.8370558	0.5752058	0.7793820	0.0167843	0.0078295	0.0851823	0.3772254	0.3724219	0.3519247	-2128011.721
264000	1.0192742	1.0041324	0.8682036	0.7768762	0.4735622	0.7303829	0.0179921	0.0118873	0.0728880	0.5809746	1.0106469	0.6155327	-2128007.291
266000	0.9688273	0.9548264	0.9190179	0.8814177	0.5809971	0.5777049	0.0229851	0.0104615	0.2524725	0.4339163	0.4732028	1.3900111	-2128008.219
268000	1.0698161	0.9895676	0.9234672	0.8622512	0.5983681	0.4911090	0.0164962	0.0071712	0.1210875	0.4858023	0.5790698	0.5296936	-2128010.942
270000	1.0961360	0.9784832	0.8995461	0.8311457	0.6762045	0.5194676	0.0157880	0.0168754	0.0777052	0.2724905	0.4015551	0.4576090	-2128014.038
272000	1.0673978	1.0086028	0.8526716	0.8165963	0.6743896	0.6119140	0.0222549	0.0075329	0.1023746	0.6219928	0.5118793	0.5349756	-2128008.545
274000	1.1128090	0.9522451	0.8816683	0.8231340	0.6405140	0.6799795	0.0167323	0.0091047	0.1239261	0.7393570	0.4461222	0.6154979	-2128006.155
276000	1.0618132	0.9680236	0.8379441	0.7698820	0.5455409	0.5790773	0.0143029	0.0114724	0.0762055	0.3775326	0.4965610	0.5797783	-2128010.846
278000	1.0596611	0.9584200	0.8230914	0.7221251	0.5821963	0.7680183	0.0215802	0.0123649	0.0980899	0.5477169	0.6355935	0.3626018	-2128008.544
280000	1.0980896	0.9517073	0.8851623	0.8364397	0.6585677	0.7637381	0.0160227	0.0115817	0.0910742	0.6928959	0.3350093	0.2875134	-2128004.463
282000	1.0887015	1.0030095	0.9447446	0.8469893	0.5921443	0.8408434	0.0132013	0.0079636	0.1106191	0.3964731	0.3110360	0.5913736	-2128006.614
284000	1.0981280	0.9875543	0.9562738	0.8729839	0.5934628	0.8076430	0.0234548	0.0079706	0.0857620	0.3663006	0.4805901	0.2406580	-2128003.114
286000	1.0678080	1.0329014	0.9741282	0.8786409	0.6071169	0.7554558	0.0144631	0.0111249	0.0908203	0.2852827	0.3777566	0.3396156	-2128004.202
288000	1.0722823	0.9849721	0.9391776	0.8480299	0.5727396	0.6653295	0.0164951	0.0085878	0.0891300	0.3621948	0.4397375	0.8006006	-2128013.306
290000	1.0820801	0.9739295	0.8840478	0.7684018	0.6496951	0.6195677	0.0219712	0.0135637	0.1532613	0.3775467	0.5229109	0.8499792	-2128006.212
292000	1.0842113	0.9829717	0.9407795	0.8678144	0.6569494	0.6285839	0.0245631	0.0091980	0.0997216	0.7539853	0.6295870	0.4756418	-2128011.101
294000	1.0552032	1.0239271	0.9482865	0.9094155	0.6379279	0.8588876	0.0166076	0.0121806	0.1024332	0.3012430	0.4216128	0.4098189	-2128014.058
296000	1.0865050	0.9433983	0.9156386	0.8627669	0.6956876	0.7837068	0.0257209	0.0189821	0.1336041	0.3240180	0.6348161	0.5449773	-2128009.166
298000	1.1077352	0.9592309	0.9236108	0.8901411	0.6351239	0.6365745	0.0422200	0.0090724	0.1267072	0.8578996	0.2906758	0.5317925	-2128005.775
300000	1.0341907	0.9885263	0.8927673	0.8146561	0.5749023	0.6583760	0.0163563	0.0084493	0.0929153	0.3729347	0.3189409	0.6494340	-2128004.041
302000	1.0780534	1.0099295	0.9599017	0.9174759	0.6657681	0.6463690	0.0176339	0.0095972	0.0832110	0.4759799	0.3260410	0.3936438	-2128008.246
304000	1.0690093	1.0248353	0.9674187	0.9283453	0.7133730	0.6884948	0.0149905	0.0081353	0.1266931	0.5361139	0.3207546	0.7761922	-2128012.123
306000	1.0742153	1.0224995	0.9659964	0.9028403	0.7717118	0.7273714	0.0222787	0.0118484	0.1310114	0.2776544	0.3972199	0.4664262	-2128003.919
308000	1.0968531	0.9980863	0.9207340	0.8694273	0.7481500	0.8538921	0.0212012	0.0093866	0.0787635	0.5053670	0.4169342	0.4019773	-2128008.983
310000	1.0926716	1.0464334	0.9958539	0.9520640	0.7976816	0.6642483	0.0142696	0.0141021	0.0985374	0.6481490	0.4066527	0.6526264	-2128011.546
312000	1.0733585	1.0560672	1.0180278	0.9485084	0.6887213	0.6684156	0.0411636	0.0104974	0.0992777	1.1105131	0.4815056	0.3398015	-2128013.367
314000	1.0742689	1.0729232	1.0169138	0.9715800	0.7016098	0.7502596	0.0149785	0.0106890	0.0876639	0.3893909	0.4599752	0.5826879	-2128013.351
316000	1.0892134	1.0226031	0.9642436	0.8690002	0.5645404	0.4891516	0.0219129	0.0136750	0.1015009	0.6604457	0.8787309	0.4687488	-2128009.462
318000	1.0960286	1.0031303	0.9357967	0.8521436	0.5636207	0.4332114	0.0177225	0.0074383	0.0819229	0.4229954	0.3885487	0.8087310	-2128013.039
320000	1.0060207	0.9855113	0.9396366	0.9039276	0.4975572	0.5116496	0.0157644	0.0150107	0.0749098	0.4925776	0.5478736	0.4431621	-2128016.976
322000	1.0235138	0.9497045	0.9199175	0.8361636	0.4893987	0.6826528	0.0169410	0.0098963	0.0766256	0.3950371	0.4396523	0.4352430	-2128006.416
324000	1.1002517	1.0063282	0.9666702	0.7282517	0.5546659	0.5744773	0.0130966	0.0101283	0.0802897	0.6576416	0.4055192	0.3548290	-2128003.682
326000	1.0864816	0.9580568	0.8974409	0.8259860	0.5436157	0.6661695	0.0144349	0.0094327	0.0989958	0.3597874	0.3038582	0.3880887	-2128006.144
328000	1.0549716	0.9496197	0.8974902	0.8466144	0.6261411	0.7893970	0.0203201	0.0123420	0.0905752	0.3983523	0.4335541	0.6440960	-2128009.163
330000	1.0885602	1.0168642	0.9279079	0.8484181	0.6393809	0.6924154	0.0202643	0.0090708	0.0973214	0.5722445	0.3109381	0.4386166	-2128002.926
332000	1.0809429	0.9527929	0.8959050	0.8338022	0.5431643	0.7091320	0.0150758	0.0155981	0.0723822	0.3800334	0.6469621	0.2499341	-2128005.762
334000	1.0999796	0.9855321	0.9408139	0.8912606	0.5988843	0.6681993	0.0201847	0.0086196	0.1307270	0.4812498	0.2915145	0.4191329	-2128008.124
336000	1.0665934	0.9735548	0.9256662	0.8331693	0.5596387	0.5125008	0.0172259	0.0131311	0.1012325	0.2419367	0.7623399	0.4126839	-2128003.916
