Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
6264000	1.0170308	0.9737538	0.8964573	0.8122459	0.5234125	0.5993048	0.0183511	0.0092475	0.0973857	0.3589974	0.2196456	0.6351860	-2128012.220
6266000	1.0885103	0.9700054	0.8566522	0.8053355	0.5938196	0.7227676	0.0206463	0.0105003	0.0980424	0.5565223	0.4579497	0.4574503	-2128009.557
6268000	1.0602977	1.0100916	0.9650880	0.9155510	0.7073105	0.6488419	0.0264488	0.0099707	0.0990925	0.7108108	0.2652089	0.3910637	-2128004.093
6270000	1.1008111	1.0321719	1.0014039	0.9560750	0.6365280	0.6587355	0.0129340	0.0097141	0.0818096	0.3002185	0.4277685	0.7174950	-2128001.462
6272000	1.0766628	1.0576406	0.9861098	0.9406117	0.6345912	0.6671624	0.0171897	0.0116849	0.0896620	0.3943556	0.4775121	0.5229251	-2128000.578
6274000	1.0610693	0.9896369	0.9336640	0.8603507	0.7346555	0.8428744	0.0170488	0.0070328	0.0972234	0.3247929	0.3578651	0.5133152	-2128009.671
6276000	1.0962280	0.9764098	0.8874704	0.8438391	0.6349969	0.8365555	0.0206384	0.0090190	0.1691539	0.4729951	0.3995021	0.6219554	-2128004.488
6278000	1.0943220	0.9837090	0.9112177	0.8089620	0.5475052	0.7103560	0.0214980	0.0093092	0.1504508	0.4666844	0.5987608	1.6574382	-2128008.965
6280000	1.1050627	1.0488346	0.9937043	0.9600090	0.5274014	0.7331130	0.0330012	0.0168917	0.0681045	0.4939526	0.9495567	0.3823287	-2128004.204
6282000	1.0833461	1.0334529	0.9948719	0.9520784	0.5402808	0.6666342	0.0234145	0.0111345	0.1022373	0.7163507	0.3708062	0.3755037	-2128012.516
6284000	1.0344109	0.9628890	0.9065116	0.8329124	0.5855018	0.6321465	0.0187024	0.0093467	0.1231312	0.6316811	0.2956032	0.3790048	-2128007.699
6286000	1.0658331	1.0055253	0.9255715	0.8402345	0.6926060	0.6064476	0.0203984	0.0081225	0.1010502	0.4328219	0.5158760	0.3631146	-2128006.915
6288000	1.0966079	0.9465684	0.8996106	0.8650085	0.7461414	0.5924576	0.0238352	0.0094859	0.1090379	0.8240463	0.3667335	0.3289532	-2128009.944
6290000	1.0294193	0.9687201	0.8979392	0.8579944	0.6503760	0.6252651	0.0186323	0.0106592	0.1570419	0.4028118	0.3694003	1.0935328	-2128006.174
6292000	1.0475508	1.0199657	0.9888398	0.9425952	0.7704566	0.7336990	0.0177368	0.0087267	0.1164045	0.7427719	0.7959562	0.5919974	-2128006.079
6294000	1.0842228	1.0394477	0.9483421	0.8500609	0.6897639	0.7303245	0.0170657	0.0143541	0.1037795	0.3045703	0.6123172	0.3232804	-2128005.355
6296000	1.0470421	1.0215065	0.9687426	0.9191862	0.6493959	0.8433104	0.0212756	0.0134302	0.0951556	0.4020485	0.4260617	0.4131078	-2128006.040
6298000	1.0734131	1.0617529	0.9397519	0.8478998	0.6851321	0.8123335	0.0122467	0.0103373	0.0925696	0.6013011	0.3813561	0.7934182	-2127999.678
6300000	1.1025483	0.9952994	0.9527412	0.9079662	0.7385292	0.7898035	0.0197323	0.0147744	0.0983013	0.5338387	0.4534547	0.5730210	-2128006.411
6302000	1.1018438	0.9747394	0.9317595	0.8729227	0.5984420	0.6183734	0.0188334	0.0102438	0.0991380	0.3949138	0.3773857	0.2747671	-2128003.839
6304000	1.0531292	0.9622464	0.8759561	0.8396327	0.5294388	0.5496359	0.0182257	0.0108954	0.1290671	0.8758927	0.3984013	0.6351036	-2128006.137
6306000	1.0774159	0.9483233	0.8839881	0.7369644	0.4881984	0.7864518	0.0156829	0.0106477	0.0906184	0.3512430	0.3319050	0.6540190	-2128010.543
6308000	1.0560031	0.9641473	0.8921120	0.7833656	0.5861417	0.7989541	0.0223520	0.0091852	0.1119924	0.4598055	0.3918701	0.5820957	-2128015.183
6310000	0.9797873	0.9627396	0.8838648	0.8292546	0.6594527	0.7108618	0.0202863	0.0090932	0.0781756	0.5742606	0.6644818	0.3844100	-2128004.920
6312000	1.0394483	0.9747256	0.8923572	0.8267716	0.5570782	0.7618669	0.0179964	0.0082692	0.1002012	0.3384168	0.5742684	0.4677508	-2128005.058
6314000	1.0791201	0.9575939	0.8538050	0.8116002	0.5589136	0.7373794	0.0108157	0.0163175	0.0764701	0.2809640	1.3248196	0.3391576	-2128006.554
6316000	1.0782927	0.9475267	0.8792448	0.8051591	0.6311999	0.7477722	0.0236504	0.0116852	0.1071116	0.5052344	0.3602850	0.4948676	-2128010.142
6318000	1.0736579	0.9630379	0.8806829	0.7737858	0.6079285	0.7014372	0.0181062	0.0116607	0.0824407	0.4509242	0.4029444	0.3897770	-2128004.170
6320000	1.1032310	0.9374778	0.8873875	0.8064530	0.6824202	0.6831303	0.0158361	0.0098966	0.1202954	0.3923995	0.4976041	0.3169376	-2128007.054
6322000	1.0584656	0.9758609	0.9086465	0.8692184	0.5938917	0.6727066	0.0177296	0.0113028	0.0781891	0.3886614	0.4661014	0.2823826	-2128008.349
6324000	1.0867119	0.9803935	0.9427221	0.8886145	0.6115327	0.5239928	0.0168013	0.0113576	0.1491487	0.6811225	0.4646591	0.4714075	-2128002.124
6326000	1.0348429	0.9610104	0.8935188	0.8465098	0.6309053	0.6208885	0.0207037	0.0129973	0.0930575	0.5171863	0.6148688	0.4485125	-2128008.695
6328000	1.0727478	0.9543241	0.9020096	0.8511954	0.7192288	0.6627288	0.0205901	0.0155339	0.0686666	0.3121842	0.3237493	0.2707556	-2128002.714
6330000	1.0469930	0.9807500	0.9271980	0.8721875	0.7625606	0.6323616	0.0188555	0.0072461	0.1277296	0.4066071	0.7201660	0.5215517	-2128013.939
6332000	1.0690368	0.9546058	0.9133525	0.8747836	0.5915046	0.6532166	0.0263082	0.0096952	0.1024579	0.5845460	0.5245517	0.7258752	-2128011.502
6334000	1.0473527	0.9601242	0.9224537	0.8353372	0.6360494	0.7437822	0.0179300	0.0199469	0.1212619	0.4601027	0.7431647	0.3356966	-2128006.177
6336000	1.0296125	0.9534322	0.8941784	0.8375544	0.6311814	0.7142566	0.0137515	0.0086670	0.0980047	0.3604492	0.2508218	0.3005581	-2128010.426
6338000	1.0155079	0.9531679	0.8858040	0.8585763	0.6521943	0.8062532	0.0239796	0.0121359	0.1654247	0.6596975	0.4058165	0.7801481	-2128014.397
6340000	1.0797745	0.9652740	0.9047842	0.7908992	0.6366240	0.8021642	0.0235642	0.0106141	0.1006037	0.7863611	0.6482183	0.3566242	-2128005.240
6342000	1.0027789	0.9499292	0.9197685	0.8649763	0.7381585	0.6885969	0.0134693	0.0108207	0.1108594	0.3842796	0.6186367	0.4334611	-2128005.524
6344000	0.9962752	0.9506462	0.9101426	0.8602650	0.6616788	0.4557466	0.0204879	0.0120893	0.1507231	0.8519914	0.6253809	0.5510306	-2128011.361
6346000	1.0756029	1.0022062	0.9473245	0.8826313	0.6353247	0.6241297	0.0244393	0.0125748	0.0804579	0.4372372	0.5110887	0.4026882	-2128015.544
6348000	1.0606644	0.9838744	0.9612033	0.9057199	0.7244865	0.7278602	0.0239837	0.0140671	0.0880016	0.4806602	0.4675229	0.3675785	-2128005.203
6350000	1.0968038	1.0184323	0.9662887	0.7862920	0.5921835	0.6445601	0.0288475	0.0083935	0.0802369	0.9682575	0.5610306	0.4281640	-2128003.277
6352000	1.0552089	0.9448393	0.8776497	0.7724057	0.6037375	0.6346314	0.0335784	0.0117254	0.1072366	1.3256421	0.2688672	0.5099463	-2128006.709
6354000	1.0786343	0.9541822	0.8946009	0.8402569	0.5733219	0.7980033	0.0174067	0.0081141	0.1220632	0.5897411	0.5398120	0.4948677	-2128004.716
6356000	1.0650174	0.9758821	0.9015111	0.8272856	0.5420824	0.7680728	0.0140119	0.0095085	0.1019763	0.3277373	0.3851715	0.3720599	-2128001.380
6358000	1.0472811	0.9610556	0.9043907	0.8359758	0.5990849	0.6131725	0.0238692	0.0092033	0.1347972	0.3549039	0.4656677	0.6136322	-2128003.927
6360000	1.0959141	1.0140871	0.9588330	0.8418127	0.6991234	0.5794419	0.0250137	0.0109810	0.1088746	0.5640930	0.4662313	0.6223167	-2128007.049
6362000	1.0430966	0.9498759	0.8894604	0.8102614	0.5696915	0.6538401	0.0148807	0.0075328	0.0636095	0.2719810	0.3380880	0.5816180	-2128006.432
6364000	1.0375963	0.9539131	0.8753288	0.7917661	0.5389544	0.6803046	0.0178126	0.0083622	0.0900990	0.3455547	0.4366626	0.5215849	-2128001.503
6366000	1.0457816	1.0236359	0.9260750	0.7540505	0.5322550	0.6029243	0.0166719	0.0138822	0.1232737	0.5188732	0.3995926	0.5204199	-2128003.177
6368000	1.0617087	1.0033257	0.9075625	0.8510012	0.5854869	0.5683490	0.0149559	0.0187240	0.0663120	0.2189410	0.7331324	0.4622882	-2128004.634
6370000	1.0963434	1.0009188	0.9455139	0.8160413	0.5954512	0.6138220	0.0157815	0.0128772	0.1107414	0.4032664	0.5340558	0.6051143	-2128011.373
6372000	1.0258673	0.9546456	0.8978566	0.8344533	0.6373676	0.6858070	0.0131600	0.0100426	0.0715053	0.4628665	0.3469322	0.2923864	-2128003.013
6374000	1.1012792	0.9427605	0.8908018	0.8137282	0.5481094	0.7335650	0.0193410	0.0099985	0.0949845	0.5415704	0.2913256	0.5409205	-2128002.019
6376000	1.0018965	0.9743176	0.8716735	0.7933842	0.4845198	0.7169025	0.0109351	0.0083068	0.1144856	0.2751979	0.4707357	0.7503545	-2128011.212
6378000	0.9644616	0.9453129	0.9138568	0.8217012	0.5542548	0.8128808	0.0156828	0.0110970	0.1398348	0.7721212	0.5531766	0.4418916	-2128005.815
6380000	1.0953621	0.9737482	0.8078892	0.7014274	0.3791077	0.5621587	0.0160241	0.0132059	0.0833201	0.3181691	0.4647361	0.5256072	-2128005.538
6382000	1.0979736	0.9473336	0.9094589	0.7437964	0.4561126	0.5975652	0.0174567	0.0099985	0.1256611	0.5337808	0.4295974	0.5764347	-2128004.496
6384000	1.0689417	0.9558228	0.8991304	0.8462070	0.5962476	0.7042918	0.0186412	0.0115011	0.0828149	0.4449477	0.5330492	0.6165850	-2128005.155
6386000	1.1003258	0.9594829	0.9090433	0.8296106	0.6078295	0.4639474	0.0125821	0.0097789	0.0951003	0.2299303	0.4628120	0.6021096	-2128010.528
6388000	1.0688073	0.9548071	0.9061406	0.8195030	0.6654771	0.5940366	0.0172804	0.0139015	0.1278667	0.4890263	0.4181794	0.5352467	-2128007.418
6390000	1.0484050	1.0367370	0.9492632	0.8936809	0.7387284	0.7152167	0.0155874	0.0094425	0.0869416	0.4058119	0.3065395	0.3924361	-2128008.895
6392000	1.0112018	0.9860191	0.9514362	0.8764517	0.6879682	0.6009608	0.0275225	0.0177378	0.0883373	0.6257164	0.6042014	0.2540491	-2128006.862
6394000	1.0324353	1.0183595	0.9642491	0.9087671	0.7304167	0.5880897	0.0143171	0.0065120	0.1332059	0.3941285	0.4773588	0.5713417	-2128005.086
6396000	1.0766354	0.9650587	0.9094748	0.8310489	0.6939669	0.4755720	0.0258254	0.0078161	0.1140218	0.3534572	0.2013664	0.7477203	-2128001.119
6398000	1.0965084	0.9645577	0.8994217	0.8215154	0.6263333	0.6177633	0.0142064	0.0156588	0.0821085	0.5118286	0.5232723	0.5407175	-2128010.761
6400000	1.0816547	0.9946950	0.8379190	0.7586898	0.5747778	0.6803617	0.0148898	0.0077786	0.0881194	0.3204682	0.2831512	0.4335662	-2128005.917
6402000	0.9974280	0.9860436	0.9030190	0.8327003	0.5521461	0.7735389	0.0140030	0.0099723	0.0641035	0.3962026	0.3923558	0.3663896	-2128014.551
6404000	0.9957167	0.9677661	0.8986790	0.8383260	0.6020971	0.7097571	0.0165261	0.0222870	0.1085363	0.6079549	0.5905886	0.6573742	-2128007.600
6406000	1.0952964	0.9931491	0.9355589	0.8492816	0.5066015	0.7298837	0.0198116	0.0103377	0.0955259	0.5073974	0.6443071	0.4998203	-2128007.881
6408000	1.1040931	0.9527873	0.8352712	0.7455996	0.5983706	0.7431395	0.0149216	0.0098705	0.0880772	0.6215760	0.2726511	0.7237173	-2128004.985
6410000	1.0881540	0.9681217	0.8440820	0.7529286	0.5259292	0.6751388	0.0142964	0.0087652	0.1530658	0.3548203	0.4683931	1.2819014	-2128005.422
6412000	1.0430104	0.9615788	0.9339661	0.8959119	0.7208340	0.6822615	0.0167875	0.0204959	0.0902802	0.4837093	0.9553469	0.5152903	-2128005.577
6414000	1.0849808	0.9636777	0.8837687	0.8556095	0.7044768	0.6796028	0.0253807	0.0139622	0.1030730	0.8960833	0.7959047	0.3979542	-2128006.810
6416000	1.0705309	0.9910963	0.9319558	0.8750568	0.7904068	0.6952061	0.0180236	0.0141614	0.1042610	0.4270669	0.5645977	0.5779066	-2128016.333
6418000	1.0898912	1.0289861	0.9645613	0.9144436	0.7394268	0.6570760	0.0133585	0.0068790	0.1468749	0.3429782	0.5962513	0.7663074	-2128014.283
6420000	1.0590948	1.0504034	0.9746393	0.8913427	0.6299050	0.6885534	0.0187398	0.0120838	0.1224561	0.4427157	0.4091917	0.5546154	-2128006.297
6422000	1.0584524	1.0521192	1.0236479	0.9436492	0.6236078	0.7168950	0.0193703	0.0132241	0.1121937	0.9920838	0.6267412	0.5442287	-2128007.000
6424000	1.0700893	1.0520970	0.9798047	0.9147979	0.6954384	0.6034120	0.0190059	0.0082903	0.0826231	0.3209212	0.5895828	0.9344057	-2128005.312
6426000	1.0285291	1.0123627	0.9355196	0.8567786	0.6794676	0.7014266	0.0135816	0.0087461	0.1070934	0.5961456	0.6195922	0.5674753	-2128006.263
6428000	0.9639921	0.9527865	0.9089089	0.8384921	0.5315005	0.7580035	0.0231740	0.0088956	0.0886614	0.7845803	0.3472302	0.5198314	-2128008.618
6430000	1.0382084	1.0013842	0.9346706	0.8455601	0.5823302	0.7409265	0.0174455	0.0068936	0.0896490	0.3025323	0.2812654	0.2971094	-2128002.319
6432000	1.0696491	0.9745998	0.8873166	0.8246503	0.5269911	0.7605200	0.0142252	0.0105820	0.1050497	0.4463260	0.2994105	0.3463052	-2128009.458
6434000	1.0708496	0.9629623	0.8812046	0.7784550	0.5275056	0.6306954	0.0174876	0.0081118	0.0886587	0.2824190	0.7247177	0.2701118	-2128002.688
6436000	1.0459397	0.9624600	0.9034920	0.8307202	0.6454374	0.7149633	0.0147634	0.0102433	0.1228507	0.3646664	0.2293120	0.4816805	-2128014.777
6438000	1.0538519	0.9462697	0.9020382	0.8411739	0.6948892	0.5818503	0.0130208	0.0088658	0.0908397	0.4580005	0.2336852	0.3124665	-2128007.447
6440000	1.0156613	1.0029048	0.9458408	0.8916094	0.7440780	0.5261703	0.0165274	0.0081561	0.1130662	0.6395189	0.3116250	0.7155507	-2128007.022
6442000	1.0431097	0.9558533	0.8931918	0.8259521	0.6645125	0.6170401	0.0180596	0.0125138	0.0868110	0.2786717	0.4492397	0.4772976	-2128014.263
6444000	1.0945217	1.0081046	0.9118404	0.8351556	0.6363330	0.5418399	0.0154538	0.0094173	0.0791323	0.3370653	0.2628171	0.4654554	-2128011.797
6446000	1.0987175	0.9599858	0.8858119	0.8411574	0.5015627	0.6394282	0.0190989	0.0129401	0.0834771	0.8738503	0.4862512	0.3641273	-2128012.789
6448000	1.0142097	0.9543976	0.9226587	0.8668606	0.5827730	0.5807860	0.0192614	0.0146078	0.1108476	0.3058634	0.6650856	0.2163135	-2128015.149
6450000	1.0351497	0.9762815	0.8994943	0.7871177	0.5171261	0.5265241	0.0128947	0.0119412	0.1226956	0.6424721	0.3152526	0.5447410	-2128010.662
6452000	1.0876650	1.0070835	0.8697519	0.7892228	0.5238676	0.7485324	0.0160312	0.0123812	0.1039926	0.6390613	0.4320915	0.7667920	-2128009.419
6454000	1.1021217	0.9334516	0.8794220	0.7467466	0.5363908	0.6100677	0.0199244	0.0114231	0.0792055	0.6978534	0.5644332	0.5297070	-2128009.606
6456000	1.0517514	0.9500938	0.8658477	0.8251953	0.5879529	0.5558305	0.0167225	0.0110988	0.0904523	0.3566610	0.3579516	0.7616178	-2128011.915
6458000	1.0890489	0.9568076	0.8929194	0.8437409	0.6374328	0.4957303	0.0253212	0.0141910	0.0974262	0.5685063	0.3327055	0.4635336	-2128010.253
6460000	1.0759027	0.9874420	0.9229388	0.8358340	0.4924706	0.7029438	0.0145644	0.0156859	0.0927854	0.4415259	0.7573481	0.7371917	-2128002.632
6462000	1.1022609	0.9605070	0.8910979	0.8323063	0.6718386	0.6174538	0.0208115	0.0094970	0.0878329	0.3590387	0.5548094	0.2374811	-2128018.624
6464000	1.0529339	0.9903137	0.9246168	0.8704594	0.6333860	0.8459809	0.0166344	0.0105545	0.1112560	0.3112685	0.4759132	0.5571864	-2128005.759
6466000	1.0942175	1.0166936	0.9476046	0.8837830	0.7081574	0.9032998	0.0208352	0.0092025	0.1282622	0.3874551	0.2825251	0.4881319	-2128007.056
6468000	1.0963819	1.0869801	1.0014978	0.9278805	0.5895838	0.8910352	0.0240601	0.0091544	0.0737214	0.4564053	0.4223218	0.4959040	-2128004.084
6470000	1.0418220	1.0360685	0.9875816	0.8670706	0.5068846	0.6784527	0.0128314	0.0102984	0.0808369	0.2309684	0.5466434	0.5276659	-2128004.083
6472000	1.0773400	0.9501851	0.8861467	0.8350334	0.6011213	0.7600991	0.0216711	0.0082347	0.1021370	0.5944274	0.4145580	0.5992512	-2128005.019
6474000	1.0705833	0.9648182	0.9124860	0.8260029	0.5440690	0.7857810	0.0176944	0.0095204	0.0920842	0.7061653	0.6878878	0.3907128	-2128008.333
6476000	1.0928146	1.0283583	0.8952588	0.8496526	0.6120696	0.7671087	0.0191969	0.0105917	0.1173086	0.5746201	0.6898680	0.6254100	-2128008.803
6478000	1.0834328	0.9686484	0.9050926	0.8148586	0.6552259	0.6880938	0.0155732	0.0075704	0.1046301	0.4905764	0.4187186	0.5867091	-2128019.666
6480000	1.0795987	0.9552450	0.8881398	0.8312489	0.6769447	0.7589961	0.0138344	0.0114671	0.0808669	0.3759663	0.4103999	0.3668494	-2128011.375
6482000	1.0940051	0.9501771	0.8964028	0.8195064	0.5056356	0.6995009	0.0232385	0.0107296	0.1257442	0.5719391	0.7371499	0.4408118	-2128015.274
6484000	1.0605068	0.9629152	0.9110984	0.7866262	0.4994438	0.6361389	0.0151328	0.0085055	0.1381263	0.3047980	0.2568334	0.4865109	-2128005.934
6486000	1.0722490	1.0355992	0.9426825	0.8720734	0.5918977	0.7530001	0.0158573	0.0093784	0.1764758	0.6139817	0.3778424	0.4846600	-2128008.109
6488000	1.0815316	1.0730992	0.9808941	0.9284998	0.6651461	0.7909827	0.0155718	0.0067296	0.1083193	0.4397242	0.3377186	0.4997994	-2128005.959
6490000	1.0745518	0.9869568	0.9576961	0.9011846	0.6187760	0.7576940	0.0218117	0.0098191	0.0815678	0.8059716	0.3328709	0.5981382	-2128002.524
6492000	0.9900560	0.9513351	0.8929807	0.8390366	0.6406392	0.7852544	0.0194898	0.0137981	0.0941905	0.3794668	0.7166002	0.3807088	-2128009.156
6494000	1.0959079	0.9906829	0.9060739	0.8362791	0.6122272	0.5137520	0.0177543	0.0112406	0.0829529	0.3511543	0.3460898	0.7394450	-2128012.785
6496000	1.0839001	0.9625824	0.9075991	0.7976269	0.4360272	0.5794936	0.0149265	0.0070845	0.0834526	0.2656573	0.5812877	0.3980003	-2128000.707
6498000	1.0748879	0.9910353	0.9134479	0.7691435	0.5520595	0.5406002	0.0182279	0.0129755	0.0800154	0.4828912	0.6722588	0.7295240	-2128011.165
6500000	1.1025138	0.9663818	0.9014907	0.8265836	0.6876363	0.5282636	0.0156259	0.0090963	0.0792049	0.2578190	0.2725706	0.4451760	-2128004.465
6502000	1.1046040	0.9582312	0.9042334	0.8119931	0.6757552	0.6832419	0.0185879	0.0088740	0.1437604	0.5051124	0.3633698	1.0083914	-2128010.306
6504000	1.0671940	1.0093672	0.9422075	0.8235102	0.5884387	0.8362236	0.0164314	0.0124917	0.1129281	0.3802952	0.2925191	0.5049907	-2128006.408
6506000	1.1001606	0.9620223	0.8798104	0.7646074	0.5742032	0.6383445	0.0169146	0.0110104	0.1384653	0.2978165	0.4040374	0.6296142	-2128002.197
6508000	1.0847993	0.9629241	0.9117352	0.8570586	0.4817926	0.6955549	0.0123249	0.0152763	0.1341904	0.8570558	0.4214378	0.3753807	-2128013.513
6510000	1.0517307	1.0235554	0.9728497	0.8790363	0.5471354	0.7275229	0.0147179	0.0071430	0.0874089	0.7021839	0.3931106	0.4027712	-2128009.005
6512000	1.0654312	1.0072819	0.9426385	0.8974399	0.5363364	0.7411246	0.0228237	0.0100051	0.0680088	0.5145184	0.3751169	0.4973875	-2128009.090
6514000	1.1077690	1.0679047	1.0146476	0.9467844	0.5153570	0.6811661	0.0169030	0.0085377	0.0591438	0.5423128	0.3976794	0.4136159	-2128011.334
6516000	1.0942035	1.0215131	0.9665142	0.9056467	0.5355646	0.7650562	0.0168512	0.0153488	0.0887957	0.5547750	0.6968735	0.4460273	-2128011.676
6518000	1.0588441	1.0256058	0.9949883	0.8598863	0.5962295	0.7832955	0.0118109	0.0113474	0.0723440	0.7726041	0.6009645	0.4626324	-2128012.730
6520000	1.0895439	0.9945757	0.9511726	0.9101714	0.7053072	0.7332049	0.0159095	0.0108745	0.0808594	0.5562738	0.2381064	0.4533835	-2128007.474
6522000	1.1000139	0.9627805	0.9087017	0.8494918	0.7391823	0.4286780	0.0135987	0.0121058	0.0835316	0.5408619	0.5262139	0.4371755	-2128009.820
6524000	1.0458014	0.9695195	0.9471587	0.8861965	0.7541216	0.4008981	0.0299727	0.0136936	0.0981491	0.7982547	0.3926577	0.3480885	-2128006.027
6526000	1.0566315	0.9670846	0.9176300	0.8821360	0.7408649	0.4399759	0.0195069	0.0134902	0.0934903	0.3915107	0.3438277	0.3664697	-2128005.059
6528000	1.0353715	0.9583529	0.9089753	0.8751625	0.7362507	0.5877747	0.0162254	0.0150668	0.0957259	0.2201773	0.5890071	0.4736977	-2128011.369
6530000	1.0954425	0.9754007	0.9237770	0.8531475	0.6519134	0.6668435	0.0114530	0.0129973	0.0983905	0.6253666	0.4514515	0.4713233	-2128011.054
6532000	1.0560803	0.9785707	0.8932926	0.8547527	0.6048454	0.7722902	0.0147465	0.0208241	0.0931693	0.3245482	0.9719802	0.2603520	-2128012.673
6534000	1.0886399	0.9574123	0.8861781	0.7979566	0.5957987	0.6824559	0.0150497	0.0099056	0.1711088	0.3275859	0.4141949	0.6035798	-2128004.551
6536000	1.0711736	0.9428288	0.8914521	0.8635207	0.6563295	0.6477830	0.0315645	0.0132129	0.1752833	0.6097022	0.3814803	0.9579090	-2128012.148
6538000	1.0364369	0.9809580	0.9449302	0.8947003	0.7251941	0.7448758	0.0103293	0.0130643	0.1078776	0.2465135	0.6934817	0.3657093	-2128002.723
6540000	1.0401130	0.9634440	0.9285692	0.8604954	0.6090214	0.6557453	0.0189208	0.0127671	0.1013609	0.6447367	0.6414523	0.1788146	-2128008.329
6542000	1.0957634	1.0061922	0.9541700	0.8887257	0.6492983	0.8394413	0.0156969	0.0109746	0.1157790	0.5975483	0.2977661	0.4656731	-2128016.158
6544000	1.0967191	1.0736946	0.9967027	0.9423651	0.5635429	0.7799226	0.0182029	0.0117600	0.0816927	0.5615645	0.3629562	0.4408179	-2128007.535
6546000	1.1005314	1.0538924	0.9390793	0.8926899	0.4436119	0.9142482	0.0207444	0.0091698	0.0774502	0.3531800	0.2413247	1.9684133	-2128011.186
6548000	1.0740420	0.9970115	0.9074313	0.8389158	0.4599097	0.8051931	0.0166325	0.0113551	0.0871451	0.7640545	0.4169420	0.5840366	-2128011.623
6550000	1.0869937	0.9816974	0.9123226	0.8564426	0.5905985	0.6590497	0.0177143	0.0098243	0.0752094	0.4355349	0.4898269	0.3642213	-2128014.426
6552000	1.0127014	0.9955559	0.9318214	0.8491234	0.5764370	0.7001655	0.0213293	0.0127420	0.1219253	0.5636847	0.5073471	0.5963476	-2128013.767
6554000	1.0897120	0.9531718	0.8785848	0.8056245	0.5893834	0.7962743	0.0197217	0.0152439	0.1084610	0.5767045	0.8774575	0.3909826	-2128005.071
6556000	1.0827595	0.9545119	0.8873063	0.8275547	0.6558491	0.6253397	0.0176152	0.0078204	0.1067176	0.3600742	0.2612916	0.3292544	-2128011.124
6558000	0.9906011	0.9779826	0.9488114	0.8426132	0.7403941	0.5531993	0.0205112	0.0072988	0.1821433	1.0269796	0.4852442	1.1132921	-2128002.007
6560000	1.0845156	0.9934772	0.9540067	0.9041867	0.6987630	0.7516904	0.0198091	0.0092730	0.0957748	0.3843101	0.3525665	0.2849030	-2128012.309
6562000	1.0552912	1.0112220	0.9692498	0.9149033	0.6052498	0.5509337	0.0206000	0.0082721	0.0930100	0.2619185	0.2070679	0.6338335	-2128008.389
6564000	0.9726486	0.9626978	0.9295374	0.8806432	0.6443834	0.5385036	0.0256997	0.0116643	0.1094190	0.5379637	0.4044241	0.3461235	-2128000.289
6566000	1.1049354	0.9617070	0.8989260	0.7955422	0.5860255	0.4159158	0.0216556	0.0129521	0.0781834	0.3928166	0.7465765	0.3179279	-2128007.774
6568000	1.0980944	0.9600763	0.8068441	0.7636041	0.6216037	0.4077659	0.0311078	0.0086817	0.1038318	0.8751839	0.3953822	0.7075971	-2128005.849
6570000	1.0959020	0.9453869	0.8173006	0.7740751	0.5925185	0.3944008	0.0231167	0.0108310	0.1062863	0.8530716	0.4319807	0.8854082	-2128012.245
6572000	1.0358994	0.9339332	0.8058895	0.7027053	0.5245846	0.3739880	0.0147354	0.0103886	0.0999278	0.3636338	0.5292938	0.4824960	-2128008.182
6574000	0.9813468	0.9770617	0.8240355	0.7589633	0.5430147	0.3629554	0.0144845	0.0086856	0.1153749	0.4753542	0.3636248	0.8754419	-2128000.730
6576000	1.0898466	0.9893757	0.8878446	0.8614142	0.6370095	0.3244792	0.0220544	0.0118390	0.0803273	0.6253690	0.6669756	0.8306868	-2128007.836
6578000	1.0936746	1.0828386	0.9599132	0.8582775	0.7077033	0.4032852	0.0181454	0.0062745	0.0978805	0.5057936	0.5168216	0.3272534	-2128012.762
6580000	1.0674378	0.9735996	0.9236263	0.8787306	0.5617949	0.8197900	0.0165923	0.0131851	0.1086669	0.3198940	0.4185737	0.3380846	-2128007.889
6582000	1.1005641	0.9683962	0.9123657	0.8508772	0.6696376	0.8055851	0.0194696	0.0120453	0.0942430	0.4581179	0.5958270	0.4742965	-2128002.265
6584000	1.0981107	0.9545998	0.8997189	0.8512693	0.6549242	0.8282486	0.0341158	0.0104292	0.0832967	0.8761469	0.4992427	0.4654658	-2128008.526
6586000	1.0721539	0.9310833	0.8689314	0.8158018	0.5280619	0.7476387	0.0234163	0.0093047	0.1315526	0.4387504	0.2064313	0.8729487	-2128002.581
6588000	1.0601410	0.9581301	0.9043100	0.8341478	0.5317831	0.7346315	0.0180430	0.0166131	0.1505685	0.5466831	0.4901956	0.4907501	-2128002.529
6590000	1.0798987	0.9852231	0.9433374	0.8602967	0.5570864	0.6456715	0.0191382	0.0105214	0.0634512	0.3985210	0.4122162	0.6510621	-2128005.637
6592000	1.0826998	0.9871605	0.9207605	0.8678634	0.5784426	0.6569071	0.0171656	0.0089692	0.0953768	0.5888283	0.3471671	0.3807816	-2128005.500
6594000	1.0871873	0.9642364	0.8351528	0.7695302	0.5989138	0.6984728	0.0156873	0.0076555	0.0726609	0.4121192	0.2933591	0.5384025	-2128007.622
6596000	1.0662415	0.9770290	0.9200351	0.8399452	0.6146757	0.6090835	0.0221570	0.0118851	0.0859746	0.5092279	0.7809259	0.5386648	-2128007.057
