Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
3369000	0.3937448	0.2503555	0.1605540	0.1459649	0.1322350	0.0473359	0.0324971	0.0658982	0.0472090	0.2339606	0.0924915	0.1205751	0.3328834	-638234.190
3370000	0.3935933	0.2810968	0.1517933	0.1290186	0.1083702	0.0397264	0.0277324	0.0647443	0.0566106	0.2299012	0.1376360	0.2448597	0.1864783	-638236.172
3371000	0.3986999	0.2370098	0.1536314	0.1383810	0.1294764	0.0422928	0.0278922	0.1013792	0.0542194	0.2788470	0.2751292	0.0897806	0.2638216	-638234.135
3372000	0.4009608	0.2720733	0.1474486	0.1314051	0.1201716	0.0529744	0.0384039	0.0864917	0.0480470	0.2686412	0.1658501	0.1715356	0.2447245	-638236.997
3373000	0.4133377	0.2509623	0.1410943	0.1308929	0.1173831	0.0501333	0.0408922	0.0824789	0.0481600	0.2599791	0.2608317	0.1967629	0.1792280	-638239.598
3374000	0.4020868	0.2613332	0.1453243	0.1323103	0.1177596	0.0384759	0.0256543	0.0673691	0.0598796	0.2909378	0.1118681	0.1393469	0.2195538	-638238.457
3375000	0.3870544	0.2559903	0.1503196	0.1404838	0.1264616	0.0452711	0.0321900	0.0777500	0.0453458	0.2053110	0.0876843	0.2564246	0.1630973	-638237.330
3376000	0.3918394	0.2736360	0.1583066	0.1365410	0.1250722	0.0520283	0.0367790	0.0598160	0.0466523	0.1643401	0.2166545	0.1770323	0.3593152	-638233.930
3377000	0.3829592	0.2448471	0.1418538	0.1249355	0.1133572	0.0505552	0.0343647	0.0637793	0.0566490	0.2288770	0.1481333	0.2405726	0.1285093	-638236.413
3378000	0.4012203	0.2485734	0.1381157	0.1250290	0.1105970	0.0344404	0.0241238	0.0995063	0.0593771	0.2288604	0.1919188	0.3685424	0.1888958	-638236.947
3379000	0.4153077	0.2474941	0.1219370	0.1119407	0.1020921	0.0410191	0.0261450	0.0964128	0.0584783	0.3044052	0.1827853	0.1523892	0.2002898	-638250.819
3380000	0.3948796	0.2343061	0.1220677	0.1070788	0.0947733	0.0340867	0.0228413	0.0808234	0.0667336	0.2972290	0.1819391	0.1324770	0.2016633	-638237.279
3381000	0.4022976	0.2409601	0.1211316	0.1092060	0.0935408	0.0350011	0.0277254	0.0849853	0.0732312	0.2365003	0.1658413	0.1446805	0.2496506	-638239.788
3382000	0.3988694	0.2503351	0.1266449	0.1160241	0.1064502	0.0359690	0.0261479	0.1148331	0.0727542	0.2628694	0.2920885	0.2177948	0.1656560	-638237.631
3383000	0.3862763	0.2666533	0.1580660	0.1410388	0.1254827	0.0530787	0.0399590	0.0643019	0.0419585	0.2412476	0.1534981	0.1575099	0.1271626	-638232.754
3384000	0.3792711	0.2598501	0.1528695	0.1391597	0.1233763	0.0371006	0.0236436	0.0743880	0.0606678	0.2634403	0.1110702	0.1663605	0.2417480	-638242.306
3385000	0.3989691	0.2820992	0.1544654	0.1356340	0.1221283	0.0436282	0.0254251	0.0987061	0.0449409	0.2133807	0.3427438	0.1658351	0.3465433	-638236.882
3386000	0.3932324	0.2604806	0.1328604	0.1220434	0.1121081	0.0442650	0.0299206	0.0756074	0.0649887	0.2611926	0.1411769	0.2013835	0.3276323	-638236.599
3387000	0.3893039	0.2504142	0.1288868	0.1158650	0.1040385	0.0396180	0.0292738	0.0819653	0.0604251	0.2659935	0.1129966	0.1589432	0.1711615	-638240.500
3388000	0.3854079	0.2492159	0.1416394	0.1322767	0.1163588	0.0437197	0.0284944	0.0815508	0.0530770	0.1964588	0.1515855	0.1792716	0.2742592	-638239.374
3389000	0.3852557	0.2585646	0.1462760	0.1335204	0.1141844	0.0496385	0.0315783	0.0825915	0.0499581	0.2137002	0.1271538	0.1134571	0.1582079	-638234.120
3390000	0.3901470	0.2563002	0.1603327	0.1414434	0.1260158	0.0532130	0.0319804	0.0734799	0.0490265	0.2314969	0.1855499	0.1487451	0.2636733	-638240.446
3391000	0.3998475	0.3100901	0.1458746	0.1335781	0.1161344	0.0453793	0.0351021	0.0730362	0.0429618	0.2235910	0.2477667	0.2906933	0.1969990	-638237.137
3392000	0.3883371	0.2470371	0.1521157	0.1407435	0.1296893	0.0451797	0.0248243	0.0702629	0.0544989	0.2748710	0.1092870	0.1189510	0.2821586	-638231.213
3393000	0.3903936	0.2547606	0.1365560	0.1237426	0.1107852	0.0536585	0.0398945	0.0690329	0.0550493	0.1855828	0.1782057	0.1305601	0.2675017	-638236.817
3394000	0.3933993	0.2736331	0.1671942	0.1383601	0.1257828	0.0492229	0.0336762	0.0619408	0.0405046	0.2266743	0.1469481	0.1610970	0.1915878	-638239.815
3395000	0.4024213	0.3000324	0.1547394	0.1382873	0.1191441	0.0430911	0.0263239	0.0640406	0.0594965	0.2520377	0.1219722	0.3051035	0.2615637	-638238.696
3396000	0.3879272	0.2564330	0.1525887	0.1393647	0.1276121	0.0493975	0.0329133	0.0930373	0.0416113	0.2586013	0.1570242	0.1387953	0.1896240	-638235.294
3397000	0.3828974	0.2365828	0.1421120	0.1254678	0.1134963	0.0450447	0.0287641	0.0739911	0.0548204	0.2875672	0.1398305	0.0840974	0.2969822	-638238.228
3398000	0.4080696	0.2525768	0.1469986	0.1272449	0.1149964	0.0472639	0.0354180	0.0764868	0.0578200	0.2474058	0.1223762	0.1507723	0.2867568	-638236.221
3399000	0.3982846	0.2592220	0.1386822	0.1249677	0.1139799	0.0413815	0.0334560	0.0863942	0.0498156	0.2498804	0.2477840	0.2126532	0.1540719	-638247.697
3400000	0.3959531	0.2506086	0.1375341	0.1275098	0.1089974	0.0495859	0.0353020	0.0654215	0.0618824	0.2253303	0.1142233	0.1709766	0.2226539	-638235.551
3401000	0.3972636	0.2482535	0.1308459	0.1174049	0.1026046	0.0450991	0.0334703	0.0708675	0.0456113	0.2476531	0.1147167	0.1274810	0.1852636	-638232.715
3402000	0.3855348	0.2683714	0.1383547	0.1199935	0.1059915	0.0413992	0.0326535	0.0934056	0.0555707	0.2415268	0.1975780	0.1984133	0.1222244	-638244.660
3403000	0.3818884	0.2488506	0.1351233	0.1209080	0.1023035	0.0384926	0.0298341	0.0882779	0.0573293	0.2321133	0.1214648	0.1559492	0.1210613	-638235.355
3404000	0.4014630	0.2530105	0.1347521	0.1243422	0.1084641	0.0511365	0.0400748	0.0818991	0.0538561	0.2583315	0.1671265	0.2156574	0.3213253	-638247.735
3405000	0.3943829	0.2557451	0.1182015	0.1040093	0.0912785	0.0363083	0.0224446	0.0792403	0.0642465	0.2912676	0.1461562	0.2125701	0.1902743	-638242.982
3406000	0.3992026	0.2662959	0.1164704	0.1063821	0.0942068	0.0437306	0.0307274	0.0651784	0.0578210	0.2561628	0.3239228	0.2615219	0.2143177	-638237.654
3407000	0.3968644	0.2478882	0.1268640	0.1146671	0.1010888	0.0338723	0.0211587	0.0884979	0.0628095	0.2933831	0.3739124	0.1072681	0.3020270	-638235.263
3408000	0.3996212	0.2582166	0.1238721	0.1113287	0.0900973	0.0416757	0.0353333	0.0867056	0.0509601	0.2846404	0.2008920	0.2401864	0.1057371	-638242.314
3409000	0.3958026	0.2455053	0.1099318	0.1022611	0.0897608	0.0270151	0.0186661	0.1166159	0.0699911	0.3298875	0.4289447	0.2246617	0.1274553	-638250.929
3410000	0.3978949	0.2514031	0.1233538	0.1040489	0.0938548	0.0337890	0.0250614	0.1045566	0.0675923	0.2598436	0.2810567	0.1728393	0.1172790	-638241.358
3411000	0.4044067	0.2768994	0.1276246	0.1058153	0.0923803	0.0353022	0.0250158	0.0810493	0.0661436	0.1923802	0.1540203	0.1292436	0.2297546	-638235.117
3412000	0.4069171	0.2549709	0.1262747	0.1171123	0.1054209	0.0434990	0.0328660	0.0752731	0.0520703	0.2428248	0.2145693	0.1254075	0.1244396	-638242.561
3413000	0.4271287	0.2460006	0.1482010	0.1346333	0.1164520	0.0431620	0.0331743	0.0749002	0.0530702	0.2276783	0.0711059	0.1714154	0.1347657	-638233.242
3414000	0.3943848	0.2517831	0.1333158	0.1181922	0.1083243	0.0406990	0.0286635	0.0841696	0.0810145	0.2188256	0.1464132	0.3320212	0.2811089	-638239.541
3415000	0.3996451	0.2404843	0.1172175	0.1024650	0.0891144	0.0348979	0.0279368	0.0869203	0.0840935	0.3536309	0.2112885	0.2905475	0.1265647	-638234.998
3416000	0.3650550	0.2574322	0.1205066	0.1058882	0.0930917	0.0349177	0.0248856	0.0829894	0.0503333	0.2368918	0.1022540	0.1759642	0.1326059	-638248.635
3417000	0.3810612	0.2526744	0.1150689	0.1026860	0.0911915	0.0429318	0.0310465	0.1006430	0.0523207	0.2423035	0.2541051	0.1746278	0.3702353	-638237.920
3418000	0.3963942	0.2524294	0.1380517	0.1226248	0.1115222	0.0536589	0.0346103	0.0605229	0.0571205	0.2439133	0.2326098	0.2938520	0.1423090	-638236.236
3419000	0.3872645	0.2480894	0.1403979	0.1297723	0.1177176	0.0380673	0.0275676	0.0949056	0.0691017	0.3731517	0.4128871	0.2386878	0.5743207	-638236.943
3420000	0.3991363	0.2606239	0.1651891	0.1458653	0.1323081	0.0510481	0.0322407	0.0704728	0.0613329	0.1971940	0.1038419	0.3320931	0.1911604	-638244.614
3421000	0.3787099	0.2764824	0.1408802	0.1233588	0.1101980	0.0490868	0.0298992	0.0754228	0.0540667	0.2281285	0.1718624	0.1352115	0.3572230	-638243.672
3422000	0.3981607	0.2507665	0.1293809	0.1188748	0.1060999	0.0563481	0.0394209	0.0793328	0.0523228	0.2542706	0.1691569	0.2164801	0.2242299	-638241.741
3423000	0.3982935	0.2389172	0.1595463	0.1424693	0.1336792	0.0409579	0.0277111	0.0749852	0.0489404	0.2480243	0.3104111	0.0860796	0.3818216	-638239.574
3424000	0.3781805	0.3042971	0.1750496	0.1494811	0.1285700	0.0407136	0.0299974	0.0781699	0.0627585	0.2264893	0.1049165	0.3635721	0.2150705	-638237.706
3425000	0.4001782	0.2494384	0.1673971	0.1461656	0.1212578	0.0457679	0.0290686	0.0796723	0.0474224	0.1857828	0.3493378	0.0616407	0.2163353	-638231.735
3426000	0.4071318	0.2579125	0.1728467	0.1560533	0.1380887	0.0502233	0.0354150	0.0724006	0.0459986	0.2294226	0.1984637	0.1803482	0.1559843	-638240.025
3427000	0.3992146	0.2617220	0.1647847	0.1527235	0.1353505	0.0650832	0.0444384	0.0781252	0.0433958	0.2482447	0.1641428	0.1028145	0.1772939	-638239.417
3428000	0.3981577	0.2506409	0.1606844	0.1471121	0.1266008	0.0474007	0.0313381	0.0735124	0.0425194	0.2218005	0.1135425	0.1445271	0.3211754	-638234.526
3429000	0.3729552	0.2552540	0.1684558	0.1477129	0.1338441	0.0488055	0.0346802	0.0638726	0.0517806	0.2512774	0.1590980	0.2468331	0.2669543	-638239.503
3430000	0.3918971	0.2505218	0.1404880	0.1261627	0.1056458	0.0426933	0.0298217	0.0688343	0.0488801	0.2034730	0.3011526	0.1773970	0.1766208	-638254.033
3431000	0.4113358	0.2475174	0.1244649	0.1132426	0.1017087	0.0392232	0.0272261	0.0785459	0.0549648	0.2508874	0.1007024	0.0779320	0.2094167	-638237.533
3432000	0.3892559	0.2624703	0.1520945	0.1221988	0.1037167	0.0465696	0.0345792	0.0763674	0.0450413	0.2290761	0.3414023	0.1879143	0.2566624	-638240.795
3433000	0.3826862	0.2521622	0.1381866	0.1149284	0.1023717	0.0371045	0.0235195	0.0973722	0.0471273	0.2940398	0.2184690	0.0941677	0.2349652	-638237.291
3434000	0.3983959	0.2445407	0.1307922	0.1147531	0.1052832	0.0420425	0.0314881	0.0888764	0.0577024	0.2840999	0.3060483	0.0960161	0.1499114	-638235.828
3435000	0.3770274	0.2477220	0.1322885	0.1174422	0.1076896	0.0423529	0.0270917	0.0597116	0.0557298	0.2411556	0.2629499	0.1116919	0.5315021	-638237.031
3436000	0.3980303	0.2385155	0.1377489	0.1231038	0.1086070	0.0455310	0.0316160	0.0923409	0.0476546	0.1991526	0.2724719	0.0800768	0.5914442	-638246.167
3437000	0.4017861	0.2609785	0.1479392	0.1242110	0.1099134	0.0468806	0.0317516	0.1016210	0.0642012	0.1926427	0.5672931	0.2145140	0.2241547	-638242.858
3438000	0.4016173	0.2504088	0.1545970	0.1262916	0.1129150	0.0487824	0.0349740	0.0692258	0.0457779	0.2527187	0.3165815	0.2368376	0.1911630	-638241.868
3439000	0.4089156	0.2557773	0.1357774	0.1231518	0.1083679	0.0419858	0.0299091	0.0854826	0.0593170	0.2334849	0.2001446	0.1423444	0.2075039	-638244.495
3440000	0.4207071	0.2528993	0.1301929	0.1185176	0.0969995	0.0410648	0.0288190	0.0706298	0.0590376	0.2266500	0.0713512	0.2078422	0.1512591	-638243.754
3441000	0.4180673	0.2428565	0.1411545	0.1297697	0.1166834	0.0373014	0.0291211	0.1074798	0.0601342	0.2307716	0.3528732	0.1229186	0.0806187	-638245.557
3442000	0.3909874	0.2455350	0.1448736	0.1304384	0.1142916	0.0353168	0.0211190	0.0814370	0.0641143	0.2320989	0.2510920	0.1148555	0.1332151	-638231.664
3443000	0.3783138	0.2500768	0.1366581	0.1257025	0.1147129	0.0359401	0.0253414	0.1108619	0.0529966	0.3313205	0.3723138	0.1278640	0.3543962	-638238.250
3444000	0.3584132	0.2614412	0.1518567	0.1311131	0.1159509	0.0471570	0.0290815	0.0675963	0.0507052	0.2554905	0.0886152	0.4464363	0.2271698	-638240.455
3445000	0.3646127	0.2732891	0.1439166	0.1284273	0.1152176	0.0474637	0.0328939	0.0767789	0.0550111	0.2138453	0.1297808	0.1922243	0.2052549	-638238.067
3446000	0.4044488	0.2428345	0.1484047	0.1346804	0.1229216	0.0490885	0.0308866	0.0774906	0.0405604	0.2428875	0.1536093	0.2389731	0.3742169	-638239.456
3447000	0.4092120	0.2502339	0.1429363	0.1293585	0.1180067	0.0382157	0.0279836	0.0702572	0.0603439	0.2085740	0.0940691	0.1089959	0.1972108	-638244.927
3448000	0.4106495	0.2524405	0.1359702	0.1208382	0.1074480	0.0408590	0.0312297	0.0816666	0.0578999	0.2872382	0.1175862	0.1633937	0.1079221	-638241.012
3449000	0.3730373	0.2563105	0.1485240	0.1333927	0.1170970	0.0510332	0.0332440	0.0517816	0.0467979	0.2802615	0.1632779	0.1493128	0.2291615	-638240.173
3450000	0.3635961	0.2375643	0.1191310	0.1053610	0.0949242	0.0373515	0.0252290	0.1032443	0.0686437	0.2788255	0.1313290	0.1741169	0.2087131	-638240.476
3451000	0.3863963	0.2461667	0.1334840	0.1231778	0.1117035	0.0381829	0.0287307	0.0833976	0.0690860	0.2224562	0.1609976	0.2626786	0.2733675	-638242.377
3452000	0.4103089	0.2516277	0.1330627	0.1229511	0.1096968	0.0457129	0.0342399	0.0747597	0.0529875	0.2167182	0.1766467	0.2000104	0.1161560	-638234.910
3453000	0.4025637	0.2496300	0.1420116	0.1240668	0.1080925	0.0308569	0.0219561	0.0883487	0.0501663	0.2963393	0.2449294	0.1396797	0.1845149	-638240.398
3454000	0.3901132	0.2592652	0.1418851	0.1241847	0.1086437	0.0523000	0.0363405	0.0701920	0.0500423	0.2186669	0.1532899	0.1197571	0.1538698	-638239.576
3455000	0.3831317	0.2490319	0.1430381	0.1301535	0.1103409	0.0408327	0.0317929	0.0768599	0.0563924	0.2230908	0.1717833	0.1539670	0.1664650	-638237.454
3456000	0.3595745	0.2502217	0.1465424	0.1292892	0.1197432	0.0357050	0.0245839	0.0983158	0.0559249	0.2142086	0.3461980	0.1815799	0.1608507	-638233.413
3457000	0.4129673	0.2627158	0.1153865	0.1012209	0.0919797	0.0448557	0.0289043	0.0799870	0.0705999	0.3010190	0.3311612	0.2388854	0.2258684	-638234.697
3458000	0.4029193	0.2314351	0.1298858	0.1136582	0.1013972	0.0439118	0.0303890	0.0774727	0.0473760	0.2146956	0.1118991	0.0777330	0.1224955	-638234.861
3459000	0.3886398	0.2494194	0.1354380	0.1168864	0.0978474	0.0516154	0.0379647	0.0881728	0.0493930	0.2325152	0.2888864	0.2849127	0.1968443	-638236.235
3460000	0.4040827	0.2470166	0.1468959	0.1227403	0.1141046	0.0482990	0.0337226	0.0751222	0.0533961	0.2327658	0.1123001	0.1092744	0.1722002	-638243.829
3461000	0.3852280	0.2484853	0.1349592	0.1212474	0.1059816	0.0368553	0.0247479	0.0633111	0.0540986	0.2348909	0.1246063	0.1364008	0.1641277	-638232.843
3462000	0.3954871	0.2364837	0.1461087	0.1224739	0.1108085	0.0470757	0.0319238	0.0666390	0.0490707	0.1814993	0.1723155	0.1629903	0.3161040	-638231.481
3463000	0.3824104	0.2426977	0.1436287	0.1293594	0.1151771	0.0406873	0.0307776	0.0830650	0.0667503	0.2682852	0.2959513	0.1316184	0.0985697	-638244.314
3464000	0.3905639	0.2465590	0.1380392	0.1213725	0.1070925	0.0360158	0.0291032	0.0898352	0.0578419	0.2555509	0.1603658	0.1204996	0.0999342	-638243.135
3465000	0.4174899	0.2441205	0.1384633	0.1249555	0.1090882	0.0464367	0.0253375	0.0747371	0.0505908	0.2739820	0.1835748	0.1244256	0.1203689	-638238.958
3466000	0.4161354	0.2310949	0.1259349	0.1128193	0.1021054	0.0395368	0.0267544	0.0751731	0.0544491	0.2336790	0.1410604	0.0631723	0.0979747	-638243.407
3467000	0.3711881	0.2347158	0.1263321	0.1104289	0.0997225	0.0338404	0.0274894	0.0726181	0.0725403	0.2714478	0.0687995	0.1874398	0.1732229	-638236.657
3468000	0.3996071	0.2558165	0.1404776	0.1269096	0.1140852	0.0422157	0.0282090	0.0792278	0.0479639	0.2326636	0.2409701	0.1052470	0.1857292	-638239.424
3469000	0.4068093	0.2467076	0.1462381	0.1233360	0.1069165	0.0438546	0.0276556	0.0736461	0.0557943	0.2151502	0.1572441	0.2162877	0.2099667	-638239.627
3470000	0.3885923	0.2445981	0.1214526	0.1074702	0.0931074	0.0450726	0.0286541	0.0761660	0.0578688	0.3056471	0.1263051	0.1216744	0.2436271	-638241.418
3471000	0.3758294	0.2492722	0.1113394	0.0962717	0.0853006	0.0392115	0.0268997	0.1029065	0.0526151	0.2795056	0.1560063	0.1553469	0.2753472	-638243.664
3472000	0.3808524	0.2444257	0.1016022	0.0885588	0.0782141	0.0396027	0.0231402	0.0795241	0.0508117	0.2903333	0.1325426	0.2681376	0.4008589	-638239.094
3473000	0.3990178	0.2625347	0.0982459	0.0864584	0.0753625	0.0275985	0.0176165	0.0881100	0.0704901	0.3429763	0.3199667	0.3483358	0.1880683	-638235.578
3474000	0.3815180	0.2097327	0.1021088	0.0902186	0.0792058	0.0337680	0.0266586	0.0985664	0.0661625	0.3168221	0.1987175	0.1867185	0.1256131	-638238.066
3475000	0.4030518	0.2591592	0.1214790	0.1058785	0.0851820	0.0482955	0.0350477	0.0941229	0.0769907	0.2404520	0.3275561	0.4669747	0.2223877	-638232.337
3476000	0.3911551	0.2526747	0.1254606	0.1118346	0.0997217	0.0389552	0.0300842	0.0888035	0.0607190	0.2550671	0.2359967	0.1334281	0.2575637	-638235.977
3477000	0.4007268	0.2324543	0.1235179	0.1099134	0.0991290	0.0294193	0.0244704	0.1051011	0.0618642	0.3199034	0.1463774	0.1844570	0.2082142	-638235.962
3478000	0.3936920	0.2572518	0.1271149	0.1108266	0.1026528	0.0383608	0.0286586	0.0737241	0.0513696	0.2571895	0.1990252	0.1142428	0.1523542	-638242.298
3479000	0.4022963	0.2534255	0.1505539	0.1371484	0.1234127	0.0458472	0.0343542	0.0731149	0.0483744	0.2125266	0.1339175	0.1030463	0.1129816	-638242.100
3480000	0.3817609	0.2567350	0.1397887	0.1265686	0.1183310	0.0434620	0.0280319	0.0789488	0.0544369	0.2338688	0.1051321	0.1667209	0.1385425	-638241.463
3481000	0.3984836	0.2587297	0.1444402	0.1326248	0.1198344	0.0438938	0.0319579	0.0762226	0.0481514	0.2405006	0.1142791	0.1575848	0.1343702	-638238.112
3482000	0.3807348	0.2450221	0.1519123	0.1360135	0.1217176	0.0382789	0.0286123	0.0969211	0.0646758	0.2715863	0.2421697	0.3335576	0.2283521	-638234.033
3483000	0.4289600	0.2473025	0.1442026	0.1329804	0.1187837	0.0547917	0.0350178	0.0782430	0.0501562	0.2903277	0.1050911	0.0586035	0.6162025	-638235.492
3484000	0.3758986	0.2504157	0.1379488	0.1237627	0.1067009	0.0319976	0.0245500	0.1139760	0.0645517	0.2417889	0.2900132	0.3204790	0.1364048	-638242.177
3485000	0.4049801	0.2600885	0.1560459	0.1387838	0.1175682	0.0470157	0.0334596	0.0790095	0.0408274	0.2779862	0.3578348	0.1248410	0.2322700	-638236.660
3486000	0.3897723	0.2595884	0.1457165	0.1252428	0.1151479	0.0496426	0.0352544	0.0761648	0.0593104	0.2134712	0.2385844	0.1930723	0.2521026	-638235.021
3487000	0.3932698	0.2789527	0.1516217	0.1358848	0.1193021	0.0471135	0.0351032	0.0745562	0.0374799	0.1908396	0.2323963	0.1518587	0.1456041	-638239.221
3488000	0.3794987	0.2557021	0.1466617	0.1286219	0.1161250	0.0417525	0.0313863	0.1141019	0.0451470	0.2462113	0.2889989	0.1126978	0.2939734	-638246.299
3489000	0.3625142	0.2493798	0.1636963	0.1433028	0.1329592	0.0504432	0.0301632	0.0664007	0.0509047	0.2919639	0.1438973	0.2462572	0.1446405	-638234.325
3490000	0.3976574	0.2623925	0.1631510	0.1517751	0.1366856	0.0504121	0.0414246	0.0654040	0.0633160	0.1934368	0.2232451	0.2116964	0.1431721	-638234.145
3491000	0.4012795	0.2491739	0.1458026	0.1333995	0.1168921	0.0403204	0.0286408	0.0757314	0.0620294	0.2625116	0.1688181	0.2799960	0.1643441	-638235.542
3492000	0.3945881	0.2526742	0.1455416	0.1330330	0.1212614	0.0411910	0.0317577	0.0670140	0.0624551	0.2566885	0.1489845	0.1926987	0.1354101	-638241.509
3493000	0.3874662	0.2658326	0.1541411	0.1417705	0.1236960	0.0508334	0.0359088	0.1155867	0.0492469	0.2326827	0.5327847	0.1873977	0.1620571	-638244.078
3494000	0.4002249	0.2639334	0.1461946	0.1305880	0.1149493	0.0461146	0.0332592	0.0769386	0.0460463	0.2228064	0.1157280	0.1654305	0.1712180	-638239.410
3495000	0.3728550	0.2474342	0.1571024	0.1450156	0.1324844	0.0494876	0.0334932	0.0821125	0.0476233	0.1729882	0.2433514	0.1385984	0.2320942	-638242.112
3496000	0.3884394	0.2509792	0.1460427	0.1348751	0.1220110	0.0405653	0.0328580	0.0867178	0.0636808	0.2193203	0.1360720	0.1530119	0.1680706	-638241.233
3497000	0.3778718	0.2575317	0.1548222	0.1359542	0.1186730	0.0527382	0.0382308	0.0758218	0.0556042	0.2220125	0.1685875	0.1523155	0.1516247	-638240.359
3498000	0.3530514	0.2615760	0.1415390	0.1234985	0.1089812	0.0515851	0.0436528	0.0866147	0.0673590	0.2331142	0.3785749	0.2583801	0.1149860	-638244.983
3499000	0.3437658	0.2850948	0.1481458	0.1369747	0.1248312	0.0493597	0.0361791	0.0719194	0.0631682	0.2536686	0.2076088	0.3044358	0.2323694	-638233.843
3500000	0.3983020	0.2531399	0.1441179	0.1306859	0.1216322	0.0434166	0.0280089	0.0957401	0.0405467	0.2621281	0.1410545	0.2247154	0.2201576	-638241.158
3501000	0.3855835	0.2598119	0.1647881	0.1338010	0.1215676	0.0489527	0.0363049	0.0649029	0.0492761	0.2086223	0.1523220	0.2354673	0.1030257	-638237.726
3502000	0.3966702	0.2670060	0.1489337	0.1309714	0.1150815	0.0525012	0.0317829	0.0744119	0.0452041	0.2603902	0.0988541	0.0939106	0.2069851	-638250.294
3503000	0.3791579	0.2468636	0.1366124	0.1216611	0.1144064	0.0492182	0.0360825	0.0783585	0.0498297	0.2626261	0.2342665	0.1321861	0.1775825	-638234.919
3504000	0.3979401	0.2557459	0.1588622	0.1382870	0.1305637	0.0624353	0.0399025	0.0884387	0.0397945	0.2312646	0.3162284	0.1859030	0.1981999	-638249.890
3505000	0.4011422	0.2884457	0.1538319	0.1395540	0.1209148	0.0469748	0.0373368	0.0835128	0.0654241	0.2112690	0.1386542	0.1985739	0.2450632	-638241.200
3506000	0.4185950	0.2560200	0.1609901	0.1433962	0.1268722	0.0501917	0.0341135	0.0719408	0.0470608	0.2083272	0.1539213	0.0744370	0.1627489	-638248.747
3507000	0.4094856	0.2449222	0.1329010	0.1229773	0.1105087	0.0452818	0.0238996	0.0796375	0.0496873	0.2207559	0.1717821	0.0855125	0.5918446	-638249.019
3508000	0.3741871	0.2811329	0.1542803	0.1411787	0.1208372	0.0455988	0.0284913	0.0866255	0.0447430	0.2240541	0.3237065	0.1932750	0.1645037	-638242.248
3509000	0.3887390	0.2539068	0.1462909	0.1361010	0.1244908	0.0456852	0.0327854	0.0785696	0.0520013	0.3175948	0.2327951	0.1448752	0.3119391	-638243.577
3510000	0.3798395	0.2679967	0.1382912	0.1258882	0.1173217	0.0477626	0.0294989	0.0761285	0.0570527	0.2752617	0.2431430	0.1441331	0.1663736	-638233.757
3511000	0.3986745	0.2483598	0.1379792	0.1199902	0.1075505	0.0415678	0.0312207	0.0718848	0.0645152	0.2595152	0.2112813	0.1767693	0.1460026	-638241.044
3512000	0.3914190	0.2573789	0.1401496	0.1220574	0.1024849	0.0436909	0.0312910	0.0746493	0.0648740	0.2584411	0.1644360	0.1076242	0.1832017	-638243.305
3513000	0.3839159	0.2521958	0.1447358	0.1310819	0.1198107	0.0429638	0.0260119	0.0695594	0.0581365	0.2211191	0.0849680	0.1177177	0.3259796	-638237.730
3514000	0.3684446	0.2528922	0.1545410	0.1403939	0.1172872	0.0466294	0.0326409	0.0619231	0.0525636	0.2947934	0.2050018	0.1212665	0.2862822	-638236.232
3515000	0.3984828	0.2680849	0.1480764	0.1360072	0.1139609	0.0546432	0.0398374	0.0662447	0.0555496	0.2059868	0.2928402	0.2301593	0.2480481	-638236.455
3516000	0.4088165	0.2540003	0.1619637	0.1457764	0.1311278	0.0514397	0.0351466	0.0633451	0.0511000	0.2168256	0.1136808	0.1974760	0.0949382	-638245.847
3517000	0.3951166	0.2650838	0.1734987	0.1547730	0.1393109	0.0521475	0.0383213	0.0636453	0.0449231	0.2017992	0.0814563	0.1139889	0.1643876	-638237.504
3518000	0.3649448	0.3060633	0.1753539	0.1572494	0.1452230	0.0564618	0.0382233	0.0809066	0.0470866	0.1786900	0.2887967	0.2833507	0.1356505	-638239.969
3519000	0.3843530	0.2616298	0.1806195	0.1638240	0.1438337	0.0596817	0.0441493	0.0562012	0.0485286	0.2440503	0.1856134	0.1634674	0.1704432	-638232.021
3520000	0.3947339	0.2484035	0.1764430	0.1593553	0.1378766	0.0806184	0.0633094	0.0640482	0.0387781	0.2611891	0.3682235	0.1459340	0.6377233	-638242.132
3521000	0.3910237	0.2568939	0.1549792	0.1398375	0.1271251	0.0554132	0.0419137	0.0682368	0.0537854	0.1974381	0.1908667	0.1504984	0.2863041	-638244.292
3522000	0.4060636	0.2738098	0.1487958	0.1367777	0.1183056	0.0445035	0.0313233	0.0553083	0.0488443	0.2498580	0.1381945	0.1196894	0.3569200	-638241.980
3523000	0.3950279	0.2358707	0.1428785	0.1327692	0.1141696	0.0422129	0.0289988	0.0722025	0.0573357	0.2034363	0.0864254	0.1310889	0.0914089	-638241.795
3524000	0.4046600	0.2540633	0.1391793	0.1279793	0.1138391	0.0391045	0.0264392	0.0814910	0.0553223	0.2601686	0.1243160	0.1094444	0.1926082	-638239.975
3525000	0.4014481	0.2474286	0.1635767	0.1427088	0.1321086	0.0664871	0.0422825	0.0785053	0.0300108	0.1953293	0.1648654	0.1753039	0.2718708	-638241.857
3526000	0.3647073	0.2757341	0.1753858	0.1599078	0.1312212	0.0533531	0.0335710	0.0755235	0.0444104	0.1981540	0.2463741	0.1206345	0.2584719	-638227.811
