Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
15000	0.3895563	0.2501692	0.1518791	0.1394559	0.1239778	0.0415333	0.0274106	0.0812435	0.0703300	0.2345177	0.1070738	0.3631583	0.2995033	-638236.948
16000	0.4014536	0.2491169	0.1387111	0.1263729	0.1130249	0.0469177	0.0352113	0.0909822	0.0570689	0.2269785	0.2010528	0.2515643	0.1037038	-638239.395
17000	0.4049860	0.2480033	0.1504888	0.1325217	0.1192873	0.0415777	0.0299071	0.0768326	0.0474116	0.2244225	0.2177691	0.1258119	0.2076179	-638239.549
18000	0.4059183	0.2500245	0.1392962	0.1252417	0.1038506	0.0338677	0.0246660	0.0756266	0.0559951	0.2586065	0.1809151	0.1226164	0.1795122	-638240.503
19000	0.4045616	0.2499691	0.1517028	0.1324500	0.1092861	0.0466000	0.0299988	0.0708520	0.0397429	0.2207748	0.1712752	0.1391997	0.1770946	-638233.482
20000	0.3900626	0.2326540	0.1459150	0.1290184	0.1188338	0.0331307	0.0259927	0.1133685	0.0528540	0.2642706	0.1374052	0.2115966	0.0921330	-638239.427
21000	0.3834840	0.2474666	0.1457243	0.1238512	0.1146276	0.0407326	0.0293774	0.0679988	0.0583546	0.2047629	0.1283222	0.1281884	0.2990893	-638239.667
22000	0.4045145	0.2563180	0.1426978	0.1275006	0.1138159	0.0551602	0.0351431	0.0620601	0.0533177	0.2294192	0.1470931	0.1110462	0.2282478	-638230.962
23000	0.3877688	0.2573856	0.1294032	0.1143799	0.1037327	0.0458752	0.0319462	0.0695947	0.0531545	0.2424911	0.0783058	0.1530954	0.1029388	-638238.633
24000	0.3876990	0.2459878	0.1233505	0.1099194	0.0957849	0.0381774	0.0245434	0.0880345	0.0570244	0.3000042	0.1729742	0.2371939	0.1402295	-638247.212
25000	0.3879223	0.2571581	0.1321345	0.1217419	0.1095219	0.0393532	0.0255872	0.0793819	0.0594097	0.2282007	0.1868192	0.1954130	0.2103566	-638240.554
26000	0.3970563	0.2486119	0.1426950	0.1307117	0.1176263	0.0472783	0.0335572	0.0754787	0.0522359	0.2210825	0.1035900	0.0948488	0.1608378	-638243.088
27000	0.4072939	0.2666703	0.1342359	0.1210555	0.1086931	0.0446405	0.0323670	0.0666495	0.0646255	0.2257576	0.1182034	0.1714515	0.2097981	-638239.645
28000	0.3628994	0.2498029	0.1454651	0.1326298	0.1187845	0.0406877	0.0281571	0.0763082	0.0544421	0.2478347	0.1265452	0.2495559	0.1694198	-638229.871
29000	0.3444619	0.2481583	0.1468393	0.1383631	0.1255526	0.0426772	0.0324121	0.0747369	0.0550463	0.2523742	0.1203647	0.2378567	0.1688693	-638241.556
30000	0.3987998	0.2456957	0.1400829	0.1259955	0.1170448	0.0447835	0.0367703	0.0683914	0.0505557	0.2678068	0.1594550	0.1143279	0.1439309	-638239.539
31000	0.4089946	0.2422309	0.1491367	0.1342613	0.1193220	0.0356693	0.0258778	0.0885831	0.0580348	0.2844293	0.1485684	0.1235729	0.2845941	-638240.596
32000	0.3998555	0.2362490	0.1294983	0.1180917	0.1024643	0.0329465	0.0244806	0.0864537	0.0508367	0.3008743	0.1259307	0.1126921	0.1799793	-638241.291
33000	0.3968617	0.2348527	0.1238326	0.1114982	0.0997863	0.0369210	0.0241234	0.0965058	0.0548878	0.2831220	0.1283587	0.0761018	0.1807879	-638236.993
34000	0.4013327	0.2399087	0.1343770	0.1215721	0.1095020	0.0365952	0.0257510	0.0759694	0.0590320	0.2916006	0.1122181	0.1272246	0.1060979	-638248.881
35000	0.3954557	0.2383690	0.1518498	0.1359534	0.1204903	0.0504619	0.0329186	0.0728892	0.0518023	0.2529510	0.1342050	0.1939327	0.2031535	-638246.873
36000	0.3836800	0.2649476	0.1473765	0.1283894	0.1140630	0.0435698	0.0301556	0.0745857	0.0511411	0.2297397	0.2317169	0.1072008	0.1800873	-638237.658
37000	0.3657880	0.2439401	0.1191863	0.1104557	0.1038762	0.0363329	0.0211568	0.1118207	0.0629977	0.3359345	0.2664233	0.1042728	0.3183911	-638234.745
38000	0.3723265	0.2424199	0.1264255	0.1113028	0.1025818	0.0348461	0.0192524	0.0782234	0.0566144	0.3149038	0.1349213	0.0538363	0.3695668	-638239.984
39000	0.3964867	0.2568264	0.1452254	0.1205942	0.1033286	0.0467527	0.0313901	0.0587394	0.0448344	0.2359677	0.1887025	0.1491506	0.1600722	-638237.816
40000	0.3699974	0.2620056	0.1491913	0.1297296	0.1167002	0.0491447	0.0340101	0.0643799	0.0525425	0.2831968	0.0951511	0.1105048	0.1973908	-638240.117
41000	0.3963515	0.2541156	0.1364145	0.1208627	0.1065168	0.0531711	0.0380923	0.0757697	0.0529205	0.2404371	0.3496509	0.2053835	0.2182933	-638234.974
42000	0.4019630	0.2392120	0.1391795	0.1214245	0.1096588	0.0420675	0.0277825	0.0840823	0.0557958	0.2399993	0.1612108	0.0935418	0.1685031	-638241.937
43000	0.3544239	0.2528711	0.1503586	0.1346446	0.1234661	0.0465926	0.0277249	0.0930644	0.0521172	0.2253239	0.2652932	0.1675698	0.5189473	-638234.369
44000	0.4000119	0.2766552	0.1479533	0.1337089	0.1186731	0.0454101	0.0269404	0.0828308	0.0634870	0.2558861	0.1081566	0.2256246	0.2523389	-638235.382
45000	0.4073127	0.2495890	0.1531772	0.1312603	0.1061901	0.0416061	0.0312067	0.0718139	0.0558289	0.2938308	0.2098948	0.1586875	0.2266192	-638237.066
46000	0.3719821	0.2495366	0.1586289	0.1375282	0.1228653	0.0436809	0.0311401	0.0696407	0.0561250	0.2529846	0.2354152	0.2113904	0.1896004	-638239.819
47000	0.3962116	0.2438028	0.1611798	0.1472924	0.1356707	0.0442182	0.0321107	0.0871865	0.0592388	0.2053515	0.2628166	0.1557401	0.1839817	-638247.156
48000	0.4220783	0.2506000	0.1349282	0.1184755	0.1059711	0.0511843	0.0326167	0.0644545	0.0457010	0.2168160	0.0827479	0.1118812	0.1453929	-638236.081
49000	0.3805281	0.2406061	0.1509246	0.1371752	0.1217583	0.0413743	0.0278553	0.0812266	0.0494465	0.2323676	0.1129830	0.1528971	0.2463122	-638241.143
50000	0.3991980	0.2493976	0.1443402	0.1295981	0.1209442	0.0446048	0.0284048	0.0754707	0.0470140	0.2721270	0.1423059	0.1235853	0.2044758	-638243.156
51000	0.4025062	0.2548525	0.1264819	0.1178400	0.1072189	0.0377565	0.0251509	0.0816117	0.0668501	0.3235765	0.1040947	0.1565185	0.3528131	-638239.156
52000	0.4022360	0.2541850	0.1378179	0.1196413	0.1092294	0.0491654	0.0313337	0.0752670	0.0482926	0.2211745	0.1770944	0.0790311	0.3206520	-638238.023
53000	0.4000823	0.2435063	0.1377632	0.1247004	0.1126793	0.0515340	0.0335308	0.0673161	0.0490925	0.2457570	0.1824426	0.0810009	0.1212030	-638245.089
54000	0.4037761	0.2486752	0.1275454	0.1170335	0.1046614	0.0401657	0.0269997	0.0701557	0.0512970	0.3226911	0.1318183	0.1739665	0.2179789	-638234.260
55000	0.4005509	0.2504400	0.1257120	0.1110394	0.1028070	0.0456496	0.0294923	0.0774935	0.0541975	0.3045692	0.0777224	0.2483292	0.3926529	-638234.612
56000	0.3985665	0.2503530	0.1492703	0.1327469	0.1173548	0.0548354	0.0354691	0.0714571	0.0365674	0.2444043	0.1233697	0.2167105	0.1223823	-638245.657
57000	0.3950456	0.2759140	0.1623631	0.1488190	0.1409044	0.0459075	0.0338533	0.0579762	0.0483314	0.2063996	0.1602104	0.1024754	0.1907063	-638240.264
58000	0.3972093	0.2501764	0.1502874	0.1410622	0.1312348	0.0433802	0.0353686	0.0813377	0.0660119	0.2927427	0.2000877	0.3428981	0.2827413	-638242.200
59000	0.3638103	0.2762027	0.1652439	0.1491173	0.1216051	0.0443125	0.0355101	0.0659882	0.0502098	0.1983376	0.1664193	0.3835335	0.1745430	-638240.238
60000	0.3928921	0.2774695	0.1545370	0.1344767	0.1139229	0.0441163	0.0327186	0.0726182	0.0479600	0.1845176	0.1304150	0.0988787	0.2977361	-638241.715
61000	0.3830845	0.2541688	0.1447466	0.1224689	0.1107596	0.0517470	0.0355943	0.0772487	0.0613972	0.2521968	0.3097943	0.1299849	0.2026764	-638236.435
62000	0.3562415	0.2607384	0.1497426	0.1297196	0.1150608	0.0605225	0.0455993	0.0749559	0.0555595	0.1993082	0.1476415	0.2781318	0.2318499	-638241.748
63000	0.3919302	0.2461392	0.1208537	0.1109637	0.0994132	0.0412892	0.0273986	0.0745393	0.0466054	0.2837854	0.1609187	0.1264059	0.1429692	-638239.411
64000	0.3925246	0.2492513	0.1288480	0.1181443	0.1095504	0.0450246	0.0258374	0.0807475	0.0689305	0.2395004	0.2186612	0.2840974	0.1963220	-638232.635
65000	0.3965675	0.2466886	0.1362025	0.1207684	0.1084459	0.0384819	0.0238943	0.0833078	0.0667733	0.2925587	0.1367624	0.1978205	0.1474627	-638240.420
66000	0.3926638	0.2578155	0.1405213	0.1218404	0.1060327	0.0499118	0.0339975	0.0660349	0.0510945	0.2330644	0.1538939	0.1949444	0.1922346	-638235.794
67000	0.3757850	0.2304642	0.1109995	0.0988912	0.0896931	0.0362624	0.0198017	0.0949320	0.0662458	0.2556841	0.1027990	0.1373918	0.1498815	-638240.115
68000	0.4068736	0.2492003	0.1398009	0.1262057	0.1115456	0.0380327	0.0250461	0.0672914	0.0674359	0.2488998	0.0780195	0.1450914	0.1890266	-638243.007
69000	0.4129610	0.2682059	0.1640607	0.1464051	0.1309917	0.0551522	0.0405184	0.0776491	0.0568215	0.2432068	0.0956499	0.1480596	0.2603497	-638238.078
70000	0.4059000	0.2461888	0.1582986	0.1358279	0.1184631	0.0563384	0.0375582	0.0734065	0.0492864	0.2155275	0.1558606	0.1791639	0.1703914	-638234.827
71000	0.3596169	0.2507295	0.1664864	0.1487515	0.1252550	0.0511401	0.0372272	0.0625225	0.0557627	0.2336697	0.0760862	0.3256248	0.2212553	-638230.589
72000	0.3895113	0.2918696	0.1731467	0.1602370	0.1394854	0.0509976	0.0371365	0.0710732	0.0429342	0.1939712	0.2745649	0.2090665	0.2079873	-638236.614
73000	0.3973998	0.2689939	0.1464347	0.1346165	0.1227048	0.0438139	0.0323675	0.0765655	0.0508431	0.3174564	0.3119259	0.1574818	0.2950919	-638242.823
74000	0.3896575	0.2476157	0.1536258	0.1347654	0.1201279	0.0457041	0.0282810	0.0789094	0.0529852	0.2160209	0.2059317	0.1328880	0.1235752	-638237.528
75000	0.4065163	0.2507107	0.1482628	0.1399825	0.1219873	0.0482503	0.0353311	0.0737648	0.0511148	0.2354518	0.1360490	0.1994410	0.2002698	-638246.342
76000	0.4094456	0.2502686	0.1494357	0.1418383	0.1265004	0.0485739	0.0313453	0.0950863	0.0503946	0.2663637	0.2299100	0.1345540	0.2186268	-638237.588
77000	0.4019368	0.2532112	0.1359540	0.1173189	0.1041737	0.0404858	0.0239313	0.1137481	0.0535366	0.2582875	0.2571262	0.0875461	0.1238875	-638238.253
78000	0.3677928	0.2534512	0.1218777	0.1095355	0.1019769	0.0450517	0.0300004	0.0709893	0.0579372	0.2857848	0.2787406	0.1526650	0.2078554	-638237.491
79000	0.3921946	0.2492840	0.1282113	0.1103033	0.0900197	0.0357998	0.0254631	0.0588974	0.0585279	0.2339111	0.2082681	0.2624910	0.1827326	-638241.343
80000	0.3820497	0.2524745	0.1264907	0.1139961	0.1017998	0.0382067	0.0271002	0.1005875	0.0505471	0.2701563	0.1290294	0.1274580	0.1295244	-638239.937
81000	0.3929049	0.2482245	0.1263201	0.1189425	0.1106226	0.0407927	0.0303282	0.0865382	0.0697503	0.2320832	0.2572666	0.1983229	0.2141775	-638238.610
82000	0.3655913	0.2380609	0.1345793	0.1177735	0.1032816	0.0371172	0.0243949	0.0823992	0.0579516	0.2400108	0.1204859	0.2406143	0.0712882	-638236.622
83000	0.4066119	0.2447275	0.1301867	0.1174892	0.1010198	0.0422630	0.0305250	0.0632753	0.0552400	0.1946924	0.0805747	0.1616330	0.1729186	-638249.278
84000	0.3952408	0.2413871	0.1507677	0.1320572	0.1136360	0.0366049	0.0251779	0.0629077	0.0524393	0.2115689	0.1086902	0.1867525	0.1089592	-638242.082
85000	0.3950307	0.2521946	0.1462325	0.1294777	0.1106319	0.0438022	0.0339363	0.0766021	0.0538156	0.2387077	0.1449584	0.1277670	0.2372211	-638243.742
86000	0.4009796	0.2381953	0.1607288	0.1452429	0.1322094	0.0405529	0.0289172	0.0757827	0.0626511	0.2079884	0.1159932	0.1257121	0.2679949	-638242.078
87000	0.3979019	0.2984586	0.1660133	0.1445988	0.1248435	0.0519705	0.0374533	0.0650845	0.0449933	0.1788487	0.1066498	0.1841284	0.1599519	-638236.753
88000	0.4110454	0.2554066	0.1626010	0.1442490	0.1266102	0.0381859	0.0257829	0.0637723	0.0503125	0.2550482	0.0940024	0.4054430	0.1072934	-638238.247
89000	0.3897762	0.2544615	0.1672221	0.1433123	0.1325744	0.0507953	0.0384581	0.0888321	0.0616314	0.2111056	0.1199696	0.4020078	0.1513503	-638246.331
90000	0.3582215	0.2526500	0.1732214	0.1553139	0.1401546	0.0532299	0.0323412	0.0711900	0.0500506	0.2436110	0.1172371	0.1065378	0.2679890	-638237.155
91000	0.3856366	0.2496409	0.1632601	0.1443256	0.1284478	0.0465820	0.0341832	0.0941632	0.0517899	0.2441889	0.2883665	0.3647389	0.2546197	-638237.712
92000	0.3847649	0.2587647	0.1621378	0.1316861	0.1211816	0.0539927	0.0352686	0.0631692	0.0511520	0.3019108	0.2192641	0.2512904	0.3847459	-638237.835
93000	0.4002216	0.2762546	0.1269240	0.1106042	0.1007027	0.0408972	0.0297805	0.1029684	0.0572804	0.2512593	0.2803227	0.1850122	0.1607141	-638238.441
94000	0.4030733	0.2204625	0.1185105	0.1065169	0.0907216	0.0352194	0.0209632	0.0888482	0.0602425	0.3542047	0.0784117	0.1518242	0.2991133	-638235.525
95000	0.3932046	0.2568961	0.1144211	0.1023133	0.0891880	0.0356385	0.0250209	0.0946646	0.0648291	0.3226835	0.1395642	0.1160430	0.4229610	-638249.978
96000	0.3852557	0.2438931	0.1118014	0.0986314	0.0852613	0.0415361	0.0303934	0.0934113	0.0632772	0.2805376	0.1585736	0.0903021	0.1552410	-638243.080
97000	0.3913672	0.2242992	0.1360293	0.1215007	0.1092471	0.0421990	0.0295637	0.0854400	0.0608138	0.2324380	0.1699415	0.1281424	0.3078235	-638237.952
98000	0.4025853	0.2703736	0.1535296	0.1398609	0.1263592	0.0479617	0.0253242	0.0647938	0.0413078	0.2003260	0.0777216	0.2105144	0.1717602	-638236.870
99000	0.3958168	0.2513138	0.1463839	0.1322193	0.1235198	0.0477646	0.0370544	0.1259088	0.0527027	0.2351729	0.2939743	0.2190883	0.2208602	-638245.106
100000	0.4007834	0.2615435	0.1404731	0.1216351	0.1094542	0.0459608	0.0349550	0.0678495	0.0464615	0.2433874	0.0977487	0.1153684	0.1410248	-638245.823
101000	0.3958398	0.2505222	0.1377053	0.1181748	0.1054406	0.0476003	0.0332263	0.0697186	0.0637367	0.2775406	0.1012934	0.1970672	0.2404580	-638247.921
102000	0.4055526	0.2453146	0.1268558	0.1123224	0.1034658	0.0413221	0.0277600	0.0751951	0.0670837	0.2288167	0.0900781	0.1999327	0.2602176	-638244.003
103000	0.3983703	0.2477592	0.1304577	0.1144209	0.1041644	0.0486160	0.0270208	0.0745885	0.0595961	0.2920164	0.2013204	0.1250035	0.2813860	-638238.801
104000	0.3842371	0.2579406	0.1542802	0.1395155	0.1324982	0.0517604	0.0358611	0.0730552	0.0431218	0.2870536	0.2812674	0.3843287	0.3066295	-638233.260
105000	0.4007039	0.2363673	0.1484836	0.1335829	0.1220457	0.0443341	0.0296667	0.0701418	0.0515568	0.2289763	0.1584394	0.1584318	0.0974298	-638240.179
106000	0.3936407	0.2519790	0.1450081	0.1302219	0.1213509	0.0602459	0.0475445	0.0757876	0.0465701	0.1984061	0.2474508	0.1156581	0.2265035	-638231.731
107000	0.3952038	0.2779196	0.1573041	0.1441727	0.1261728	0.0514267	0.0384074	0.0670045	0.0490568	0.1864608	0.1081983	0.1314561	0.1302217	-638242.834
108000	0.3944582	0.2488237	0.1606833	0.1463341	0.1310508	0.0525924	0.0398367	0.0583160	0.0520717	0.2482996	0.2739508	0.1742931	0.1945507	-638233.419
109000	0.3944304	0.2350727	0.1411370	0.1272611	0.1108685	0.0418399	0.0285668	0.0871756	0.0475980	0.2245062	0.1644892	0.1193213	0.1300608	-638236.797
110000	0.3742069	0.2439134	0.1573967	0.1359877	0.1195030	0.0534739	0.0372683	0.0767209	0.0459717	0.2030672	0.1437457	0.1165171	0.2481101	-638236.121
111000	0.3858729	0.2492458	0.1586145	0.1427979	0.1289725	0.0500639	0.0378885	0.0854654	0.0510924	0.2026431	0.1525903	0.1479160	0.1366598	-638236.827
112000	0.3905611	0.2651299	0.1716274	0.1612084	0.1491835	0.0569964	0.0378318	0.0682412	0.0441318	0.2244522	0.1326526	0.1148125	0.2240001	-638241.594
113000	0.4075659	0.3208280	0.1776363	0.1636959	0.1493030	0.0640797	0.0460192	0.0688102	0.0411082	0.1902681	0.2561559	0.1299515	0.3731214	-638238.940
114000	0.3944300	0.2878621	0.1979132	0.1655499	0.1384446	0.0464990	0.0350124	0.0547786	0.0507004	0.1637803	0.1164108	0.2241097	0.2806007	-638241.098
115000	0.3973019	0.2368681	0.1586197	0.1467782	0.1283052	0.0438955	0.0258009	0.0778591	0.0532506	0.2250486	0.1525777	0.3518305	0.2563202	-638236.634
116000	0.3948010	0.2575753	0.1341335	0.1236298	0.1066405	0.0469563	0.0336961	0.0793844	0.0493269	0.2424572	0.1437164	0.1042330	0.1951041	-638233.364
117000	0.4166885	0.2401284	0.1344693	0.1211024	0.1086635	0.0449883	0.0317792	0.0690147	0.0554420	0.2765482	0.1084868	0.0886495	0.1211215	-638233.419
118000	0.4029815	0.2459151	0.1245822	0.1100172	0.0938941	0.0370643	0.0285954	0.0974328	0.0489322	0.2567246	0.1291406	0.1204681	0.1471471	-638248.240
119000	0.3723945	0.2536815	0.1237041	0.1116315	0.0986560	0.0398943	0.0296907	0.0901845	0.0629545	0.2771036	0.3204970	0.2486037	0.1765399	-638242.649
120000	0.3953677	0.2632439	0.1348811	0.1162383	0.0979074	0.0442107	0.0314040	0.0744910	0.0509076	0.2575281	0.1707285	0.1677631	0.2019433	-638237.100
121000	0.4024441	0.2450396	0.1257832	0.1100009	0.1015679	0.0334196	0.0255139	0.0794893	0.0669681	0.2421394	0.1821510	0.1786267	0.1931058	-638231.295
122000	0.4077242	0.2390944	0.1304264	0.1120205	0.0989781	0.0477240	0.0286730	0.0717237	0.0608528	0.2363023	0.1394257	0.0654474	0.1069854	-638245.361
123000	0.3659669	0.2519054	0.1322970	0.1130026	0.1026365	0.0575397	0.0436893	0.0701673	0.0553903	0.2843507	0.1592636	0.1416452	0.2119268	-638232.687
124000	0.3844065	0.2652326	0.1403674	0.1263012	0.1137469	0.0308491	0.0200950	0.0950319	0.0696548	0.3201032	0.3330502	0.1565884	0.3712630	-638236.541
125000	0.4167229	0.2466606	0.1270003	0.1154402	0.1020809	0.0372963	0.0256868	0.0696403	0.0565559	0.2212197	0.1459503	0.1418867	0.1142971	-638249.372
126000	0.3908176	0.2503656	0.1508880	0.1401827	0.1260914	0.0486900	0.0340729	0.0745269	0.0384462	0.2480129	0.1542756	0.0995469	0.1657079	-638240.449
127000	0.3973733	0.2466405	0.1537028	0.1360793	0.1212092	0.0408550	0.0282859	0.0784051	0.0540143	0.2999978	0.1286782	0.0925107	0.2589379	-638249.261
128000	0.3920972	0.2447044	0.1420802	0.1308870	0.1202304	0.0433183	0.0333590	0.0997284	0.0548203	0.2595518	0.2025386	0.1347552	0.0984102	-638239.985
129000	0.4012149	0.2626752	0.1308455	0.1229799	0.1101104	0.0353682	0.0251155	0.0789406	0.0618313	0.2175998	0.1576240	0.3782858	0.2646091	-638238.355
130000	0.3914533	0.2501677	0.1349646	0.1147621	0.1038817	0.0318400	0.0237959	0.0743297	0.0660508	0.3011859	0.0822280	0.1000425	0.2276611	-638242.687
131000	0.3928386	0.2464220	0.1386408	0.1265142	0.1163399	0.0435324	0.0294309	0.0754379	0.0748691	0.2315270	0.1363850	0.2418331	0.1303908	-638236.119
132000	0.4075098	0.2490545	0.1234783	0.1128176	0.1026491	0.0446480	0.0294800	0.0788763	0.0577509	0.2447979	0.1707612	0.1050469	0.2774538	-638240.980
133000	0.4131708	0.2240601	0.1180961	0.1021454	0.0891870	0.0338247	0.0253335	0.0888582	0.0709283	0.2561182	0.1829360	0.1512744	0.0714875	-638246.000
134000	0.4041151	0.2503098	0.1206083	0.1049734	0.0965404	0.0444876	0.0296323	0.0836475	0.0526710	0.2187003	0.1793835	0.1320533	0.3205832	-638238.992
135000	0.3811944	0.2703607	0.1394498	0.1191832	0.0986786	0.0497361	0.0368712	0.0812982	0.0444245	0.2362041	0.1471595	0.1334558	0.3008837	-638239.118
136000	0.3713036	0.2562789	0.1109615	0.0991019	0.0892183	0.0302779	0.0223392	0.0958892	0.0754819	0.3307720	0.1709835	0.2896904	0.2917930	-638240.279
137000	0.3459266	0.2725992	0.1122948	0.1019029	0.0906780	0.0343927	0.0261675	0.0874855	0.0788837	0.3491215	0.1899405	0.4497865	0.3875860	-638239.650
138000	0.4196868	0.2516547	0.1274862	0.1142975	0.0994934	0.0409424	0.0291544	0.0796554	0.0544825	0.2519784	0.1339085	0.0874861	0.1074163	-638244.987
139000	0.3944621	0.2426177	0.1269960	0.1156458	0.0979366	0.0472160	0.0369960	0.0613288	0.0518819	0.2662895	0.1780021	0.2079429	0.2189649	-638242.072
140000	0.3838212	0.2575533	0.1223839	0.1151507	0.1019339	0.0399121	0.0291245	0.1013019	0.0590397	0.2800354	0.2507648	0.1462197	0.1322827	-638238.358
141000	0.3990200	0.2441609	0.1355941	0.1164951	0.1033770	0.0386286	0.0269118	0.0779549	0.0497949	0.2379677	0.2127215	0.2124312	0.3503709	-638237.806
142000	0.3954149	0.2473966	0.1445134	0.1281647	0.1121815	0.0393514	0.0262279	0.0811728	0.0517481	0.2328807	0.1171123	0.1627706	0.1311950	-638236.358
143000	0.3927000	0.2541705	0.1488449	0.1306208	0.1178120	0.0509101	0.0342584	0.0630091	0.0507351	0.2173497	0.1855706	0.0891843	0.3363563	-638240.722
144000	0.3959659	0.2615082	0.1661157	0.1452786	0.1290650	0.0509834	0.0393073	0.0622680	0.0439044	0.2376901	0.1436586	0.2385566	0.0965002	-638232.451
145000	0.4003565	0.2554762	0.1504962	0.1387176	0.1244535	0.0565066	0.0373273	0.0646466	0.0486123	0.1979053	0.1293321	0.1745574	0.1686579	-638240.070
146000	0.3997931	0.2390687	0.1416831	0.1238086	0.1140425	0.0407075	0.0286494	0.0807041	0.0580883	0.2465718	0.1264175	0.0733385	0.1022928	-638236.662
147000	0.3996354	0.2600282	0.1505774	0.1376381	0.1290930	0.0442113	0.0326329	0.0762039	0.0520780	0.2084239	0.1654424	0.1108860	0.1236158	-638243.871
148000	0.3849142	0.2505892	0.1382084	0.1248836	0.1084379	0.0416048	0.0238133	0.0833711	0.0510944	0.2814181	0.1994357	0.0805536	0.2869211	-638242.004
149000	0.3995229	0.2599020	0.1235238	0.1108306	0.0996335	0.0331146	0.0241516	0.0884011	0.0569505	0.2845252	0.1183696	0.1834790	0.1771074	-638236.293
150000	0.3967889	0.2734555	0.1341155	0.1204126	0.1041711	0.0450430	0.0269973	0.0766827	0.0530919	0.1934183	0.0618785	0.0707188	0.1816309	-638252.860
151000	0.3579513	0.2438629	0.1145516	0.1032493	0.0891348	0.0420880	0.0281763	0.0759005	0.0602824	0.2389161	0.0991296	0.2238235	0.1351223	-638242.231
152000	0.3551278	0.2457940	0.1135570	0.0957994	0.0831248	0.0261716	0.0203114	0.0900656	0.0703789	0.3248295	0.1906837	0.1386835	0.1908189	-638242.096
153000	0.4056868	0.2587940	0.1373860	0.1242935	0.1119740	0.0407354	0.0236826	0.0878190	0.0593840	0.2495301	0.1666773	0.1013603	0.1605179	-638241.308
154000	0.3984877	0.2416520	0.1434517	0.1309180	0.1224214	0.0390392	0.0281544	0.0759879	0.0534027	0.2513687	0.1175123	0.1460166	0.1722716	-638241.892
155000	0.3889996	0.2514942	0.1405722	0.1240098	0.1109832	0.0515420	0.0365141	0.0742733	0.0489129	0.1950712	0.1610958	0.2028278	0.2116513	-638238.489
156000	0.3950282	0.2759168	0.1410074	0.1215133	0.1109747	0.0471955	0.0318833	0.0719127	0.0555288	0.3014912	0.1815649	0.1037521	0.2375381	-638232.766
157000	0.3963249	0.2480245	0.1358273	0.1231740	0.1115393	0.0439873	0.0294527	0.0857531	0.0502922	0.2818894	0.1500136	0.1198888	0.2946358	-638238.403
158000	0.3896249	0.2470500	0.1460311	0.1308488	0.1136157	0.0402143	0.0263420	0.0871967	0.0602494	0.1997057	0.1658097	0.1204095	0.2366443	-638237.468
