Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
1	0.4074020	0.2508697	0.1574987	0.1458958	0.1296004	0.0574901	0.0415401	0.0782857	0.0508014	0.2915397	0.2448449	0.1099222	0.1926161	-638239.745
1000	0.3921947	0.2562301	0.1526113	0.1347106	0.1255135	0.0439156	0.0312747	0.0677159	0.0547975	0.2200345	0.2490021	0.1913283	0.1713116	-638240.790
2000	0.3962350	0.2547854	0.1499098	0.1301172	0.1131803	0.0360924	0.0275794	0.0823348	0.0526857	0.2725689	0.1237862	0.1490643	0.1410926	-638248.903
3000	0.3718513	0.2524258	0.1495305	0.1368793	0.1247215	0.0407401	0.0304746	0.0817296	0.0466740	0.2569204	0.1593263	0.1075214	0.1225003	-638234.259
4000	0.3965981	0.2508010	0.1620614	0.1451005	0.1364051	0.0547721	0.0330044	0.0698752	0.0526152	0.2475748	0.1819442	0.2187644	0.6711162	-638242.427
5000	0.3980244	0.2627572	0.1671534	0.1480960	0.1331355	0.0551426	0.0379900	0.0570096	0.0522855	0.1877234	0.1025607	0.1233140	0.2795200	-638243.647
6000	0.3591332	0.2592023	0.1488305	0.1342956	0.1245454	0.0410631	0.0266896	0.0647492	0.0470068	0.2206280	0.1316746	0.1418925	0.1913828	-638230.936
7000	0.3837301	0.2457328	0.1688592	0.1479847	0.1285538	0.0399971	0.0267167	0.0817572	0.0450460	0.2545419	0.1952791	0.2511852	0.2311657	-638243.156
8000	0.4083878	0.2497138	0.1572044	0.1430732	0.1297771	0.0509627	0.0351929	0.0773303	0.0481228	0.1987138	0.1354086	0.0957877	0.3040706	-638236.686
9000	0.3872397	0.2511838	0.1552317	0.1402743	0.1242568	0.0423608	0.0247321	0.0776920	0.0550839	0.2267265	0.1167140	0.1104163	0.3107092	-638241.128
10000	0.3911851	0.2630540	0.1563287	0.1416369	0.1315098	0.0546863	0.0405875	0.0594663	0.0527342	0.2145574	0.2188555	0.2183571	0.1476561	-638241.212
11000	0.3803446	0.2667543	0.1657528	0.1394758	0.1266978	0.0577975	0.0441283	0.0714051	0.0503511	0.2003718	0.2357148	0.1357615	0.2734468	-638236.307
12000	0.3868279	0.2662190	0.1432135	0.1285937	0.1139523	0.0374365	0.0274027	0.0774935	0.0608815	0.2098028	0.0828523	0.1604447	0.1064930	-638235.663
13000	0.3916966	0.2508268	0.1565565	0.1396525	0.1199007	0.0481598	0.0338066	0.0735052	0.0501016	0.2127978	0.1177699	0.1467328	0.1756601	-638238.963
14000	0.3753603	0.2463918	0.1668710	0.1431989	0.1290137	0.0604891	0.0410138	0.0604224	0.0352417	0.1844758	0.2207847	0.2974683	0.1863905	-638237.669
15000	0.3908960	0.2470168	0.1721480	0.1590012	0.1325926	0.0617516	0.0414207	0.0688322	0.0446704	0.2256649	0.1686353	0.1672989	0.2575762	-638244.259
16000	0.3945101	0.2861203	0.1787970	0.1633548	0.1383737	0.0660121	0.0384098	0.0629675	0.0452322	0.2422739	0.2151581	0.1714996	0.3282409	-638237.138
17000	0.3946525	0.2588227	0.1426477	0.1282170	0.1066336	0.0347613	0.0214847	0.0862980	0.0577750	0.2254987	0.1727066	0.1015874	0.1787081	-638236.877
18000	0.3842449	0.2560442	0.1342239	0.1192343	0.1067950	0.0485845	0.0325795	0.0781973	0.0491633	0.3284956	0.2778104	0.1239524	0.5940341	-638241.957
19000	0.4015619	0.2463688	0.1409002	0.1232059	0.1092774	0.0423773	0.0307299	0.0741825	0.0614359	0.2567479	0.2694498	0.1250457	0.2123518	-638244.320
20000	0.3927579	0.2508910	0.1342873	0.1222588	0.1075532	0.0434196	0.0315760	0.0670581	0.0636828	0.2231065	0.1731780	0.2122230	0.0940957	-638239.698
21000	0.3757219	0.2506343	0.1269115	0.1115450	0.0981280	0.0353612	0.0280334	0.0922671	0.0822258	0.2863191	0.1784982	0.3207832	0.1070020	-638242.308
22000	0.3896362	0.2420974	0.1301405	0.1143805	0.0969428	0.0432056	0.0257301	0.0880016	0.0652005	0.2223191	0.0683023	0.2296184	0.2583249	-638235.399
23000	0.4095560	0.2515493	0.1402068	0.1263647	0.1128027	0.0357327	0.0252453	0.0939790	0.0596894	0.3198979	0.1449604	0.1135743	0.3136137	-638243.276
24000	0.4076856	0.2735782	0.1484288	0.1310499	0.1217089	0.0540510	0.0316924	0.0666870	0.0543794	0.2046080	0.3223540	0.1236438	0.3130934	-638235.158
25000	0.4009065	0.2479762	0.1425433	0.1259917	0.1152624	0.0446712	0.0257586	0.0802005	0.0527025	0.1811595	0.1444831	0.1355357	0.2882749	-638235.588
26000	0.3920626	0.2537645	0.1379923	0.1295761	0.1151390	0.0424658	0.0279819	0.0792107	0.0509247	0.2408688	0.1301407	0.0840524	0.4002239	-638239.268
27000	0.3923459	0.2430203	0.1419364	0.1274230	0.1142709	0.0553948	0.0390817	0.0696677	0.0487158	0.2627029	0.2350528	0.1030156	0.1593100	-638236.193
28000	0.4001033	0.2447966	0.1423057	0.1323498	0.1202438	0.0530777	0.0410390	0.0696103	0.0551806	0.2463951	0.0799883	0.2015926	0.1584035	-638233.573
29000	0.3877051	0.2462514	0.1513692	0.1402831	0.1249837	0.0538283	0.0383018	0.0775063	0.0393749	0.2567927	0.3979598	0.1128778	0.4853712	-638239.881
30000	0.4070668	0.2402203	0.1398521	0.1255269	0.1112899	0.0469652	0.0357976	0.0781263	0.0546296	0.2160231	0.1532588	0.1596433	0.1379759	-638239.350
31000	0.3850886	0.2457493	0.1442225	0.1297135	0.1151681	0.0448508	0.0257082	0.0888625	0.0450970	0.3273900	0.1724494	0.0875607	0.3163589	-638242.728
32000	0.4011950	0.2657975	0.1532084	0.1403118	0.1310183	0.0475654	0.0253338	0.0819658	0.0427674	0.2244143	0.2365906	0.1449091	0.2178700	-638238.811
33000	0.4057687	0.2908202	0.1538056	0.1367457	0.1189531	0.0582501	0.0379670	0.0706402	0.0399265	0.2419736	0.4008650	0.1305320	0.2010035	-638234.556
34000	0.3984831	0.2483784	0.1466531	0.1198716	0.1025610	0.0492663	0.0398313	0.0860748	0.0552800	0.2351217	0.1331393	0.5836171	0.1512470	-638243.219
35000	0.3909305	0.2871176	0.1524660	0.1339935	0.1132696	0.0406754	0.0301655	0.0627841	0.0542411	0.2452018	0.2048997	0.2471906	0.1582894	-638234.873
36000	0.3970877	0.2697340	0.1297917	0.1155435	0.1035307	0.0530245	0.0348008	0.1121376	0.0469190	0.2166001	0.3757217	0.1066474	0.3082696	-638238.727
37000	0.3977082	0.2531554	0.1427755	0.1300057	0.1120920	0.0456765	0.0377412	0.0669107	0.0579310	0.1951540	0.1507244	0.2030591	0.1684037	-638238.710
38000	0.4025818	0.2800230	0.1618130	0.1436223	0.1197653	0.0365778	0.0253521	0.0837200	0.0508547	0.3260068	0.1828953	0.2389547	0.2313472	-638237.309
39000	0.3797039	0.2490866	0.1538020	0.1396713	0.1251762	0.0405807	0.0304062	0.0750045	0.0496116	0.2277467	0.1471939	0.1650416	0.2275459	-638249.696
40000	0.3959197	0.2432315	0.1472844	0.1295458	0.1107072	0.0482135	0.0290262	0.0714124	0.0376495	0.2172575	0.1278463	0.2971614	0.3839933	-638239.950
41000	0.3890389	0.2399624	0.1459935	0.1310898	0.1210517	0.0426981	0.0274362	0.0746791	0.0492580	0.2979581	0.3916328	0.2742164	0.2168828	-638244.384
42000	0.3988639	0.2439106	0.1333753	0.1223807	0.1100946	0.0486499	0.0323395	0.0784731	0.0455384	0.2618220	0.2927131	0.0604658	0.4317768	-638233.209
43000	0.3962690	0.2550096	0.1440595	0.1161949	0.1056918	0.0454297	0.0337515	0.0573968	0.0632120	0.1751034	0.2056361	0.2044448	0.1716552	-638246.049
44000	0.3818197	0.2230922	0.1290743	0.1179182	0.1099676	0.0550832	0.0336571	0.0640064	0.0543675	0.2952794	0.2308429	0.0833290	0.2922694	-638239.830
45000	0.3896818	0.2118119	0.1330286	0.1116947	0.1033311	0.0426473	0.0303831	0.0900418	0.0591181	0.2403065	0.1781783	0.0777504	0.0981477	-638244.545
46000	0.4012498	0.2440101	0.1355634	0.1184746	0.1070763	0.0516813	0.0245007	0.0727643	0.0633414	0.2248765	0.1696667	0.2072330	0.3331164	-638235.645
47000	0.4048401	0.2497092	0.1405907	0.1266199	0.1119544	0.0371189	0.0284028	0.0781924	0.0736267	0.2195625	0.1127055	0.2316535	0.1012542	-638240.083
48000	0.3995982	0.2812605	0.1371221	0.1191451	0.1093996	0.0344461	0.0236805	0.0977761	0.0617783	0.2460539	0.1825213	0.1633869	0.1718178	-638235.685
49000	0.3160128	0.2587704	0.1491686	0.1373654	0.1268081	0.0365585	0.0289757	0.0903325	0.0613571	0.2228133	0.2242925	0.1833464	0.1203184	-638244.218
50000	0.4077436	0.2532598	0.1331970	0.1154319	0.1003324	0.0412233	0.0226244	0.0894016	0.0538555	0.2108512	0.1582886	0.0805827	0.2096430	-638230.271
51000	0.3963302	0.2439007	0.1421617	0.1277093	0.1188740	0.0453390	0.0311149	0.0869106	0.0578416	0.2508181	0.1862131	0.1224012	0.1435816	-638245.307
52000	0.3801785	0.2661617	0.1628371	0.1420059	0.1287689	0.0729864	0.0481306	0.0901204	0.0457619	0.1977187	0.3555199	0.0964960	0.2395434	-638237.687
53000	0.3957423	0.2491053	0.1544340	0.1401600	0.1208969	0.0377369	0.0286820	0.0883046	0.0516502	0.2517288	0.1099210	0.2795121	0.1206673	-638249.482
54000	0.3701695	0.2573612	0.1251877	0.1089203	0.0904809	0.0403278	0.0308709	0.0814465	0.0613013	0.2766157	0.1639037	0.3845945	0.1048158	-638244.394
55000	0.3818806	0.2396185	0.1333183	0.1220487	0.1102461	0.0375958	0.0261693	0.0819707	0.0626291	0.2933598	0.1037831	0.0999885	0.1179292	-638233.834
56000	0.3919070	0.2320101	0.1258746	0.1115745	0.0922118	0.0354978	0.0275164	0.0800883	0.0578607	0.3061668	0.1548186	0.2857676	0.1583823	-638241.619
57000	0.3784723	0.2397629	0.1274472	0.1110106	0.1023287	0.0363883	0.0276455	0.0893715	0.0589308	0.2438228	0.2728735	0.1231983	0.1036401	-638237.916
58000	0.4027641	0.2535751	0.1338667	0.1187541	0.1040036	0.0454676	0.0358545	0.0738542	0.0525459	0.2325523	0.1606604	0.1214270	0.1641181	-638238.803
59000	0.4092479	0.2486125	0.1376633	0.1266756	0.1154083	0.0452030	0.0325634	0.0789580	0.0707753	0.2783248	0.1585332	0.1654220	0.1784441	-638244.990
60000	0.4118262	0.2527210	0.1396010	0.1270947	0.1148876	0.0413125	0.0311895	0.0755816	0.0521023	0.2386689	0.0854744	0.2013184	0.1792029	-638248.844
61000	0.3922499	0.2609342	0.1616308	0.1447218	0.1262530	0.0611430	0.0426292	0.0631881	0.0453616	0.1975403	0.1737038	0.1201135	0.2683409	-638241.140
62000	0.3467983	0.2644356	0.1579575	0.1412291	0.1268687	0.0506731	0.0396914	0.0566709	0.0432161	0.2053909	0.1407915	0.1559787	0.1626581	-638236.378
63000	0.4079488	0.2603826	0.1681450	0.1532415	0.1314995	0.0629468	0.0483477	0.0736149	0.0395265	0.2128661	0.3691209	0.1654940	0.1971416	-638245.080
64000	0.3850334	0.2598251	0.1397179	0.1271256	0.1107834	0.0420188	0.0284428	0.0765530	0.0549580	0.2619464	0.1152961	0.1606266	0.1734837	-638244.002
65000	0.3993070	0.2326126	0.1404655	0.1272816	0.1134184	0.0397222	0.0255188	0.0691848	0.0681783	0.2249528	0.0916590	0.1803182	0.1410459	-638230.462
66000	0.3692811	0.2554354	0.1326127	0.1209740	0.1102841	0.0424352	0.0326427	0.0777246	0.0591941	0.2738919	0.1487376	0.1540153	0.2020240	-638238.474
67000	0.4047139	0.2346339	0.1299214	0.1177458	0.1045959	0.0420205	0.0284557	0.0827937	0.0639296	0.2634429	0.2630814	0.1374144	0.1278654	-638243.741
68000	0.3936989	0.2526680	0.1187740	0.1053183	0.0964832	0.0401850	0.0292171	0.0992270	0.0516116	0.2690750	0.2763711	0.0707987	0.1914489	-638237.757
69000	0.3848948	0.2718016	0.1646908	0.1396166	0.1222076	0.0604451	0.0453615	0.0555947	0.0567164	0.2392239	0.1931149	0.2653642	0.1363451	-638247.908
70000	0.4019385	0.2407493	0.1566482	0.1442992	0.1301035	0.0474502	0.0322909	0.0765268	0.0477025	0.2372235	0.1655985	0.1757148	0.1387680	-638238.661
71000	0.3910182	0.2424586	0.1523579	0.1369126	0.1215840	0.0528445	0.0385780	0.0673586	0.0469157	0.1808187	0.1289795	0.0905801	0.1902769	-638238.734
72000	0.3862988	0.2516710	0.1572604	0.1349622	0.1176639	0.0515084	0.0406156	0.0845335	0.0465221	0.2122650	0.2177241	0.1682467	0.1426553	-638246.526
73000	0.3792631	0.2313872	0.1388782	0.1285769	0.1115532	0.0292866	0.0209497	0.0910435	0.0584325	0.2790218	0.1427961	0.1711795	0.1991082	-638245.406
74000	0.3931414	0.2613145	0.1475331	0.1371612	0.1254985	0.0429372	0.0305322	0.0905034	0.0442063	0.2802519	0.1904015	0.1464865	0.1592121	-638230.712
75000	0.3918478	0.2396539	0.1240085	0.1092872	0.0941393	0.0401775	0.0315014	0.0957969	0.0514360	0.3228350	0.1079705	0.3484001	0.1556789	-638232.032
76000	0.3914177	0.2437791	0.1309235	0.1195804	0.1086258	0.0397805	0.0267581	0.0719706	0.0631360	0.2193031	0.1344486	0.1021151	0.1961867	-638233.467
77000	0.3854853	0.2502252	0.1377344	0.1194196	0.1091185	0.0398927	0.0291320	0.0784617	0.0640319	0.2909511	0.1740111	0.1829588	0.1710877	-638242.392
78000	0.3221262	0.2287013	0.1274389	0.1202032	0.0976652	0.0376037	0.0268122	0.0880466	0.0602594	0.2982030	0.2158575	0.3347250	0.3939543	-638238.889
79000	0.3945240	0.2522224	0.1144857	0.1017698	0.0919830	0.0374907	0.0293104	0.0940351	0.0581596	0.2786993	0.1349050	0.1629149	0.1865987	-638237.886
80000	0.3900588	0.2492553	0.1140016	0.0981913	0.0894071	0.0383066	0.0285544	0.0820748	0.0626501	0.2562738	0.1099237	0.1116676	0.1346170	-638238.880
81000	0.3654603	0.2519667	0.1425672	0.1241947	0.1161389	0.0476426	0.0324234	0.0858109	0.0512068	0.2804946	0.1371634	0.2034578	0.6427661	-638234.237
82000	0.4057724	0.2273325	0.1393561	0.1206188	0.1076005	0.0340490	0.0283406	0.0992939	0.0591583	0.2345039	0.3446434	0.1455124	0.1505826	-638239.072
83000	0.3938117	0.2577658	0.1261409	0.1127239	0.1049365	0.0435355	0.0296713	0.0760186	0.0604524	0.2515867	0.1354858	0.1359367	0.2187179	-638244.308
84000	0.3771655	0.2505762	0.1373968	0.1240562	0.1179573	0.0475363	0.0298475	0.0830721	0.0574356	0.2930122	0.1284421	0.1360980	0.2177406	-638239.508
85000	0.4225193	0.2566008	0.1499904	0.1340895	0.1238207	0.0465112	0.0278845	0.0715047	0.0448652	0.2360693	0.1163277	0.1065809	0.1601495	-638242.878
86000	0.3963006	0.2499648	0.1539417	0.1458976	0.1353450	0.0439559	0.0268677	0.0829324	0.0483780	0.2298676	0.1380947	0.1257740	0.2781608	-638238.808
87000	0.3949662	0.2551985	0.1585897	0.1444182	0.1248239	0.0423838	0.0306971	0.0671833	0.0535259	0.2557437	0.2374510	0.1436012	0.1768841	-638232.275
88000	0.3840043	0.2639070	0.1649472	0.1391039	0.1249498	0.0479849	0.0325758	0.0491639	0.0569433	0.1592277	0.1710357	0.1070352	0.2045596	-638236.822
89000	0.4000300	0.2473891	0.1503690	0.1339288	0.1217439	0.0457747	0.0295686	0.0690060	0.0417318	0.2667234	0.1339668	0.1845169	0.3280206	-638252.503
90000	0.3806313	0.2216712	0.1331960	0.1257132	0.1169665	0.0383591	0.0264413	0.1159794	0.0670851	0.3286181	0.5515467	0.1233302	0.3045242	-638240.852
91000	0.3634662	0.2393198	0.1232560	0.1110360	0.0964549	0.0414837	0.0291614	0.0801259	0.0554803	0.2358400	0.1098028	0.1320158	0.1145764	-638236.833
92000	0.3957311	0.2479559	0.1314039	0.1161470	0.1054461	0.0414405	0.0274788	0.0744809	0.0532660	0.2366750	0.0774806	0.0671376	0.1911421	-638247.046
93000	0.3791935	0.2425527	0.1310630	0.1188893	0.1082561	0.0414435	0.0269964	0.0859940	0.0532956	0.2468735	0.1152325	0.1332650	0.1874404	-638240.682
94000	0.3969444	0.2481535	0.1323985	0.1157213	0.1039901	0.0426895	0.0303424	0.0675992	0.0560285	0.2239734	0.1383279	0.1021602	0.1483421	-638235.201
95000	0.4018898	0.2442884	0.1252197	0.1082835	0.0958371	0.0454315	0.0351276	0.0923929	0.0620749	0.2368826	0.2606724	0.1652620	0.3071915	-638244.880
96000	0.3867803	0.2547750	0.1203751	0.1098273	0.0975765	0.0525966	0.0388134	0.0812145	0.0601871	0.2498187	0.2225708	0.2086755	0.2018482	-638241.253
97000	0.3747256	0.2519612	0.1137755	0.0994976	0.0917126	0.0451584	0.0312135	0.0881823	0.0580662	0.3113123	0.1673571	0.1385358	0.2125515	-638243.960
98000	0.3976925	0.2492024	0.1233105	0.1084193	0.0958762	0.0435333	0.0292089	0.0835616	0.0602822	0.2766384	0.1832090	0.1143165	0.1131579	-638235.922
99000	0.4010757	0.2622087	0.1402680	0.1271839	0.1125602	0.0375441	0.0278033	0.0733724	0.0690224	0.1865078	0.0976217	0.1759055	0.1676790	-638236.827
100000	0.3807223	0.2633991	0.1538839	0.1386147	0.1263722	0.0414640	0.0300188	0.0967258	0.0447855	0.2052212	0.2220614	0.1662363	0.1937851	-638232.972
101000	0.3964262	0.2451410	0.1482594	0.1306010	0.1165969	0.0429688	0.0188610	0.0662994	0.0638368	0.2454917	0.1359815	0.2152186	0.3646658	-638235.780
102000	0.4069668	0.2550452	0.1538987	0.1385362	0.1240871	0.0566612	0.0376208	0.0638442	0.0520310	0.2693222	0.2457384	0.1850094	0.2765271	-638242.911
103000	0.4039515	0.2705208	0.1650676	0.1500587	0.1364610	0.0491182	0.0319775	0.0846569	0.0471213	0.1760588	0.1523679	0.0985161	0.3318509	-638237.374
104000	0.3884015	0.2461157	0.1427218	0.1318796	0.1159047	0.0512348	0.0279924	0.0919858	0.0535084	0.2034540	0.4464569	0.1027972	0.3198163	-638239.863
105000	0.4004110	0.2443884	0.1463674	0.1231169	0.1066967	0.0438371	0.0342119	0.0645524	0.0541842	0.2164953	0.0965779	0.1301173	0.1601423	-638237.846
106000	0.4002863	0.2608353	0.1577061	0.1389601	0.1206853	0.0507681	0.0339811	0.0749991	0.0442311	0.2492167	0.1399749	0.1286470	0.2835485	-638243.587
107000	0.3990205	0.2534009	0.1459956	0.1323574	0.1160670	0.0420023	0.0268602	0.0717307	0.0468396	0.2201538	0.1317588	0.0993903	0.1194093	-638241.539
108000	0.3813945	0.2834345	0.1472088	0.1301502	0.1194813	0.0491890	0.0352215	0.0700398	0.0480618	0.2437672	0.2081441	0.1874663	0.2189399	-638237.671
109000	0.4044076	0.2482779	0.1212751	0.1099833	0.0913192	0.0365897	0.0225890	0.1062676	0.0676829	0.2459451	0.2326062	0.2332845	0.2385291	-638235.760
110000	0.3546492	0.2423001	0.1238451	0.1105577	0.0936077	0.0458686	0.0270034	0.0995893	0.0655251	0.2572218	0.3505867	0.1427079	0.2302683	-638239.807
111000	0.3977935	0.2396954	0.1100236	0.1007703	0.0856581	0.0428967	0.0301136	0.0853074	0.0566036	0.2247910	0.1522287	0.1575950	0.2340806	-638235.508
112000	0.3832580	0.2562805	0.1133021	0.0981127	0.0872152	0.0355586	0.0267882	0.0973328	0.0706169	0.2751302	0.1339889	0.1433267	0.1437175	-638238.394
113000	0.4018650	0.2467334	0.1351707	0.1196474	0.1051371	0.0457181	0.0338028	0.0837471	0.0571531	0.2096897	0.1319526	0.1557863	0.1320253	-638238.697
114000	0.3874152	0.2472369	0.1312625	0.1190933	0.1103983	0.0421088	0.0311376	0.0899136	0.0566719	0.2303302	0.1519766	0.0742843	0.1281305	-638236.174
115000	0.3961320	0.2386771	0.1196655	0.1069408	0.0954320	0.0377347	0.0295197	0.0783664	0.0641236	0.3408788	0.1403397	0.0979553	0.1244323	-638243.273
116000	0.4024476	0.2418620	0.1179610	0.1021193	0.0890460	0.0373428	0.0249475	0.0870034	0.0790248	0.2854425	0.0770597	0.2384594	0.2560435	-638241.282
117000	0.3786188	0.2480028	0.1526984	0.1397196	0.1272340	0.0494968	0.0335141	0.0771256	0.0581676	0.2392573	0.2436642	0.1420995	0.3049624	-638236.623
118000	0.4188898	0.2504493	0.1460994	0.1293294	0.1145048	0.0479420	0.0354909	0.0720168	0.0543513	0.2187857	0.1513644	0.0635113	0.1502413	-638236.685
119000	0.4073423	0.2469995	0.1536938	0.1388652	0.1260027	0.0440631	0.0279780	0.0795233	0.0511129	0.2276247	0.1780714	0.1011675	0.1424243	-638240.562
120000	0.3881609	0.2578041	0.1400419	0.1280790	0.1161056	0.0421366	0.0309719	0.0787281	0.0440818	0.2711877	0.1586163	0.2093989	0.1644997	-638233.827
121000	0.3820121	0.2618333	0.1447655	0.1275244	0.1132612	0.0467540	0.0367714	0.0870212	0.0499032	0.1928819	0.1548597	0.0960763	0.1163471	-638243.191
122000	0.4047358	0.2682631	0.1409377	0.1267978	0.1092420	0.0457561	0.0297138	0.0566420	0.0502185	0.2383594	0.1957052	0.0956862	0.1943676	-638240.209
123000	0.3924755	0.2482180	0.1264540	0.1090755	0.0992225	0.0461238	0.0307287	0.0816774	0.0573901	0.2209505	0.1313418	0.1742507	0.1750645	-638235.863
124000	0.4033795	0.2457331	0.1173126	0.1015090	0.0856463	0.0314075	0.0177865	0.0936956	0.0813853	0.2284785	0.1082595	0.2668486	0.1832267	-638244.488
125000	0.3921578	0.2486395	0.1391691	0.1232634	0.1127374	0.0423544	0.0306764	0.0788217	0.0566870	0.1925842	0.0504462	0.1563245	0.1712782	-638239.640
126000	0.4061067	0.2464108	0.1420384	0.1285846	0.1116738	0.0392572	0.0234901	0.0726563	0.0555987	0.2685272	0.1440285	0.0689720	0.1797895	-638235.494
127000	0.4008225	0.2755498	0.1472928	0.1274408	0.1100017	0.0478614	0.0373719	0.0610580	0.0578156	0.1879205	0.1595617	0.2232509	0.1641441	-638232.312
128000	0.3879216	0.2582829	0.1281441	0.1155159	0.0995012	0.0593650	0.0459313	0.0761113	0.0516219	0.2493236	0.2343039	0.1835118	0.1872708	-638236.437
129000	0.3963410	0.2558082	0.1180321	0.1053869	0.0950855	0.0429161	0.0287174	0.0847349	0.0566921	0.2021785	0.1056222	0.1748231	0.3747170	-638234.531
130000	0.3775182	0.2436858	0.1269469	0.1174940	0.1066748	0.0369804	0.0290874	0.0979217	0.0739963	0.3054647	0.2157928	0.1950815	0.1384528	-638245.781
131000	0.3663505	0.2579642	0.1266558	0.1129460	0.0975651	0.0436220	0.0258086	0.0792900	0.0540414	0.2470716	0.1885004	0.2530464	0.2152486	-638241.564
132000	0.3850657	0.2453060	0.1178537	0.1077845	0.0938346	0.0371518	0.0219288	0.0866516	0.0488188	0.2745588	0.1197150	0.1308853	0.2362913	-638241.200
133000	0.3985223	0.2379133	0.1253384	0.1123950	0.0981702	0.0425437	0.0323587	0.1016298	0.0602817	0.2672394	0.2152620	0.0933861	0.1637259	-638239.957
134000	0.3896559	0.2401726	0.1427153	0.1272910	0.1186162	0.0445791	0.0334006	0.0694252	0.0599186	0.2450767	0.2882135	0.1787501	0.2022988	-638240.530
135000	0.4158554	0.2671729	0.1591877	0.1462467	0.1263018	0.0505633	0.0388695	0.0602158	0.0502590	0.2432898	0.1761988	0.1390620	0.1834974	-638235.289
136000	0.3836163	0.3003815	0.1849791	0.1606345	0.1478092	0.0518966	0.0376902	0.0600664	0.0677456	0.2110169	0.2743494	0.2539457	0.2510641	-638234.099
137000	0.3831488	0.2488503	0.1527994	0.1374598	0.1196467	0.0389238	0.0259831	0.0730730	0.0556990	0.2649816	0.0972218	0.1850857	0.3129683	-638233.423
138000	0.3903190	0.2568868	0.1387336	0.1192842	0.1093898	0.0492402	0.0314326	0.0710456	0.0535949	0.2521328	0.0998307	0.2956891	0.1465732	-638234.128
139000	0.3980830	0.2490418	0.1537131	0.1353457	0.1244698	0.0542827	0.0342507	0.0651574	0.0535364	0.2177434	0.1523362	0.0660180	0.1157695	-638238.297
140000	0.3962937	0.2496773	0.1323067	0.1217943	0.1061391	0.0411982	0.0306144	0.0898903	0.0544511	0.2302036	0.2058817	0.1164517	0.1695089	-638239.494
141000	0.4070288	0.2717680	0.1390236	0.1223590	0.1078573	0.0537813	0.0303430	0.0816760	0.0500036	0.2230441	0.3774612	0.0707977	0.2190648	-638239.465
142000	0.3855093	0.2561784	0.1447033	0.1304171	0.1104331	0.0373758	0.0255165	0.0866945	0.0554459	0.3103605	0.1572502	0.1716461	0.3339616	-638239.717
143000	0.3714062	0.2804034	0.1704635	0.1422621	0.1280458	0.0478490	0.0342192	0.0640853	0.0497883	0.2359516	0.1705918	0.1004439	0.2226449	-638235.184
144000	0.3956155	0.2437171	0.1564856	0.1412333	0.1292319	0.0578014	0.0383388	0.0893479	0.0483876	0.2192318	0.2023922	0.0913142	0.1741547	-638242.863
145000	0.4033268	0.2538343	0.1486835	0.1361935	0.1258007	0.0507666	0.0351636	0.0737085	0.0432861	0.2007718	0.0842021	0.1650634	0.2315513	-638245.780
146000	0.4225289	0.2803863	0.1594964	0.1492088	0.1316324	0.0498924	0.0268002	0.0717904	0.0493001	0.2087917	0.1964218	0.0742947	0.3041757	-638243.414
147000	0.3752151	0.2858369	0.1684379	0.1475098	0.1352408	0.0415447	0.0288013	0.0712145	0.0570861	0.2169112	0.1792984	0.2427313	0.1330795	-638239.966
148000	0.3790567	0.2494621	0.1420676	0.1228465	0.1111731	0.0398360	0.0277502	0.1006861	0.0550986	0.2204642	0.2103014	0.1874480	0.1343188	-638243.504
149000	0.3931246	0.2789661	0.1455292	0.1327113	0.1208103	0.0384611	0.0276741	0.0809985	0.0651257	0.2311462	0.1136873	0.1219427	0.1359622	-638240.026
150000	0.4022007	0.2476345	0.1393688	0.1244222	0.1093604	0.0477822	0.0299733	0.0788881	0.0674703	0.2839694	0.1410329	0.1837098	0.3956184	-638235.480
151000	0.4049880	0.2562934	0.1440451	0.1268687	0.1158085	0.0552310	0.0341497	0.0845227	0.0523745	0.2117008	0.1247069	0.0663278	0.1775413	-638235.545
152000	0.3965753	0.2643136	0.1358302	0.1261680	0.1102860	0.0408802	0.0263879	0.0733408	0.0734203	0.2246145	0.0976440	0.1822317	0.2216104	-638243.359
153000	0.4009900	0.2503089	0.1280737	0.1124966	0.1048068	0.0399151	0.0269376	0.0801077	0.0483971	0.2736445	0.2797627	0.1020963	0.3887377	-638231.390
154000	0.4010758	0.2625476	0.1228447	0.1099029	0.0952958	0.0444079	0.0334164	0.0761315	0.0569967	0.1972481	0.1330313	0.1591436	0.1352299	-638244.076
155000	0.4000448	0.2449116	0.1361105	0.1234064	0.1108431	0.0450381	0.0307579	0.0796106	0.0537910	0.2347672	0.0929741	0.0933880	0.1097079	-638236.856
156000	0.3982067	0.2513507	0.1313146	0.1187658	0.1106568	0.0394471	0.0237838	0.0740569	0.0616883	0.2861328	0.1021404	0.0999957	0.1732685	-638238.118
157000	0.3948668	0.2462622	0.1286172	0.1155923	0.0983634	0.0497686	0.0346581	0.0713966	0.0520614	0.2423818	0.1269609	0.1696663	0.1546839	-638238.812
158000	0.3943095	0.2493246	0.1462768	0.1342392	0.1210105	0.0523869	0.0362511	0.0803447	0.0504227	0.2527408	0.1103765	0.1442837	0.1708545	-638233.409
159000	0.4053864	0.2460504	0.1309205	0.1170448	0.1037176	0.0500384	0.0397626	0.0806239	0.0525289	0.2526920	0.1415402	0.1025940	0.1009614	-638236.856
