Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
12596000	1.0992284	0.9539589	0.9232005	0.8522109	0.4036992	0.6239597	0.0168173	0.0171902	0.1265239	0.4768594	0.5412711	0.8565185	-2128003.234
12598000	1.0646323	0.9559584	0.8749081	0.8270344	0.3680416	0.6093800	0.0270958	0.0115461	0.1056793	0.6422996	0.8929811	0.5133589	-2128003.875
12600000	1.0673948	0.9611375	0.9004731	0.7759929	0.4304394	0.5939808	0.0191735	0.0099701	0.0715686	0.6617666	0.4633921	0.3756800	-2128009.301
12602000	1.0862582	0.9561294	0.8790894	0.8060752	0.5380684	0.7380063	0.0201088	0.0108783	0.1041218	0.6087871	0.2750793	0.4514005	-2128006.047
12604000	1.0968732	1.0175462	0.9490232	0.8892518	0.5869346	0.6465833	0.0151662	0.0180333	0.0965551	0.2851748	0.5176242	0.3682798	-2128003.846
12606000	1.0382185	1.0049121	0.8750906	0.8000376	0.4794323	0.7147201	0.0153663	0.0088219	0.0907913	0.3235960	0.4130286	0.6063868	-2128005.495
12608000	1.0219750	0.9703696	0.8938423	0.7922436	0.6649182	0.5169366	0.0204717	0.0096443	0.1292632	0.4935739	0.2323183	0.5803712	-2128007.983
12610000	1.0055308	0.9563369	0.9137155	0.8628157	0.6939318	0.6407689	0.0215011	0.0097869	0.1207887	0.4908127	0.3165172	0.8418275	-2128015.659
12612000	1.0031350	0.9894792	0.9439109	0.9038863	0.5822616	0.4564166	0.0208243	0.0100978	0.1002175	0.5197766	0.2887167	0.4852986	-2128008.323
12614000	1.0173051	1.0014561	0.9527506	0.8995278	0.7406763	0.3043107	0.0145228	0.0103931	0.0900277	0.5985638	0.2144071	0.4143614	-2128005.376
12616000	1.0939801	1.0244591	0.9806140	0.8892028	0.6975397	0.4549959	0.0172920	0.0092349	0.1287979	0.6190723	0.7232877	0.5459451	-2128007.414
12618000	1.0927009	1.0114462	0.9670099	0.8738800	0.7123821	0.4268024	0.0233505	0.0112260	0.1212908	0.4486623	0.5447031	0.3262731	-2128003.756
12620000	1.0766857	0.9895813	0.9451119	0.8746296	0.7147863	0.6612795	0.0223592	0.0095735	0.1100493	0.5470320	0.6753759	0.2668930	-2128010.054
12622000	1.0385775	1.0184831	0.9857233	0.9032206	0.6907588	0.8126998	0.0187412	0.0087401	0.1030352	0.6564501	0.2629265	0.5686463	-2128005.851
12624000	1.0535256	1.0065780	0.8827603	0.8357356	0.6635450	0.7006742	0.0183076	0.0109365	0.1197560	0.4217068	0.3419218	0.4620696	-2128010.719
12626000	1.0895550	0.9554748	0.8538738	0.8180838	0.6761161	0.6528834	0.0252811	0.0097412	0.1162693	0.4633056	0.6700577	0.3503330	-2128006.253
12628000	1.0853065	0.9659730	0.9196649	0.8556695	0.6486438	0.7381528	0.0146399	0.0128038	0.1053962	0.3195449	0.4350230	0.3842946	-2128006.407
12630000	1.0759326	0.9999739	0.9140268	0.8456288	0.6717916	0.5445168	0.0148329	0.0110437	0.1157950	0.3511067	0.6477073	0.4633209	-2128017.302
12632000	1.0586064	0.9716868	0.9275359	0.8930025	0.5534710	0.5738148	0.0234055	0.0141739	0.0794733	0.4371694	0.6977956	0.6033827	-2128017.493
12634000	1.0698754	0.9562607	0.9202158	0.8400233	0.4490463	0.4811334	0.0160510	0.0101314	0.0923677	0.2966196	0.4620891	0.4602093	-2127997.499
12636000	1.0245283	0.9483335	0.8992645	0.8168524	0.5281812	0.5144151	0.0238155	0.0099554	0.0817444	0.3061999	0.2695165	0.5615132	-2128013.845
12638000	1.0906966	0.9674526	0.9284175	0.8819878	0.5964880	0.6804365	0.0246034	0.0153279	0.1044372	0.9088485	0.5284514	0.3768300	-2128009.232
12640000	1.0494924	0.9624956	0.8727839	0.7443027	0.5266510	0.6433142	0.0198986	0.0168930	0.0679793	0.6321133	0.8383557	0.4549993	-2128004.598
12642000	1.0796430	0.9574397	0.9231858	0.7891210	0.5349965	0.6889526	0.0269000	0.0120604	0.1475706	0.5263842	0.4716007	0.7154772	-2128010.967
12644000	1.0972032	0.9515428	0.8900199	0.8278697	0.6017128	0.8059284	0.0187084	0.0102332	0.0912952	0.8241876	1.0946197	0.2850878	-2128006.128
12646000	1.1079639	0.9804263	0.9023409	0.8478781	0.6680337	0.5740865	0.0155820	0.0084508	0.0837165	0.2154568	0.3408166	0.4080635	-2128010.328
12648000	1.0842370	0.9616002	0.8713441	0.7954816	0.5985539	0.6333018	0.0195641	0.0082533	0.0964105	0.3676322	0.3292303	0.4089415	-2128009.765
12650000	1.0810761	0.9507902	0.9030767	0.8491291	0.6384820	0.6275138	0.0205301	0.0102237	0.0854899	0.3776960	0.3038110	0.4169762	-2128008.510
12652000	1.0658488	0.9712721	0.9284756	0.8352812	0.6382193	0.5708586	0.0203699	0.0092843	0.1003970	0.5338229	0.2058569	0.6816867	-2128001.647
12654000	1.0800702	0.9415424	0.8852474	0.8418374	0.6172166	0.4838383	0.0184457	0.0117304	0.0918488	0.3997720	0.3063016	0.8714955	-2128009.929
12656000	1.0862361	1.0177056	0.9578636	0.8531381	0.6091660	0.6332685	0.0115813	0.0092293	0.1052013	0.4938205	0.4038158	0.4740516	-2128004.921
12658000	1.0545361	1.0212966	0.9930040	0.8852063	0.6972177	0.6492475	0.0267103	0.0092431	0.1761642	0.7365966	0.9013420	0.5037091	-2128001.944
12660000	1.0583223	1.0302326	0.9743246	0.8385581	0.6010360	0.4857044	0.0118747	0.0100748	0.0718970	0.8307086	0.5042579	0.3376148	-2128005.864
12662000	1.1026923	1.1023254	0.9256282	0.8701234	0.6257750	0.6554817	0.0190637	0.0166028	0.1119209	0.5173030	0.8301324	0.6994039	-2128004.230
12664000	1.0957034	1.0166673	0.9975947	0.8389372	0.6248924	0.5419761	0.0143019	0.0106948	0.0784044	0.6691403	0.3243855	1.0129248	-2128007.778
12666000	1.0916515	1.0760862	1.0162326	0.9290398	0.6858821	0.5431732	0.0192338	0.0115560	0.0923266	0.5199522	0.3097154	0.2870530	-2128008.227
12668000	1.0878425	1.0439720	0.9872820	0.9336259	0.6807279	0.6939035	0.0121456	0.0096359	0.0885114	0.4013440	0.2738417	0.5041953	-2128012.675
12670000	1.0492061	0.9968772	0.9379658	0.8419341	0.5790868	0.6314709	0.0223919	0.0110665	0.0923446	0.3440693	0.3680521	0.4497393	-2128000.745
12672000	1.0378466	1.0156884	0.9272104	0.8637166	0.5728913	0.6221449	0.0131924	0.0108806	0.1086970	0.3883702	0.3540114	0.7165374	-2128006.452
12674000	1.0311716	0.9976810	0.9502011	0.8823074	0.6322002	0.5986393	0.0183538	0.0128808	0.1378852	0.3405149	0.4845228	0.7463511	-2128011.670
12676000	1.0540975	0.9909372	0.9454486	0.8504284	0.4835511	0.7315247	0.0205868	0.0086991	0.0775609	0.6835815	0.2664496	0.3566232	-2128007.114
12678000	1.0898650	0.9623419	0.9317340	0.8535425	0.5814531	0.8328209	0.0243806	0.0093331	0.0947262	0.5465072	0.4509397	0.4232026	-2128014.063
12680000	1.0930357	0.9522609	0.8928494	0.8559880	0.6540915	0.7485517	0.0192304	0.0125819	0.0893351	0.2944011	0.1976640	0.3550451	-2128006.215
12682000	1.0809076	0.9665014	0.8969798	0.8264154	0.6354963	0.4786559	0.0307694	0.0092775	0.1104605	0.5402443	0.2778212	0.5429087	-2128005.423
12684000	1.1000490	0.9761695	0.9250615	0.8700665	0.6747422	0.3597984	0.0188373	0.0107723	0.1066715	0.5585485	0.2847514	0.6891240	-2128011.376
12686000	1.0895524	1.0067990	0.8967535	0.8561725	0.7481648	0.4443313	0.0184946	0.0161778	0.0965187	0.4445530	0.4892793	0.4230896	-2128014.528
12688000	1.0610247	0.9651408	0.9020789	0.8395839	0.7340619	0.6769739	0.0211138	0.0162611	0.0731090	0.4894251	1.0194957	0.4331817	-2128008.577
12690000	1.1002744	0.9688718	0.9137340	0.7618321	0.5138470	0.7491728	0.0187222	0.0106055	0.0631877	0.4221559	0.4015103	0.5296762	-2128007.891
12692000	1.0720904	0.9554986	0.8564616	0.7858124	0.5793077	0.7511370	0.0244861	0.0173808	0.0972013	0.5267970	0.6364761	0.5947130	-2128001.749
12694000	1.0668029	0.9694777	0.9173656	0.8816446	0.5593069	0.8008081	0.0169179	0.0219987	0.1125698	0.2743182	0.6578408	0.3438809	-2128014.654
12696000	1.0451663	0.9528050	0.9013492	0.8583891	0.5954670	0.7525559	0.0185143	0.0109285	0.1507350	0.3649851	0.2811719	0.7741487	-2128018.830
12698000	1.0381291	0.9793300	0.9137633	0.8456848	0.5935952	0.7463715	0.0171539	0.0073566	0.1376686	0.4801018	0.4110952	0.3820347	-2128005.568
12700000	1.0539779	1.0052790	0.8999326	0.8304078	0.5918964	0.7170770	0.0107870	0.0154354	0.0836283	0.3614677	0.9754648	0.3307200	-2128010.073
12702000	1.0634606	1.0354880	0.9924181	0.9544754	0.6515610	0.6639395	0.0177796	0.0142878	0.1006951	0.5181663	0.3898373	0.7315644	-2128010.229
12704000	1.0901047	1.0465869	1.0146216	0.9332555	0.7238836	0.7737658	0.0148930	0.0101854	0.0797453	0.3843044	0.2262383	0.6936884	-2128010.629
12706000	1.0838421	1.0439637	0.9936185	0.9334785	0.7305564	0.7904283	0.0208834	0.0079168	0.1124983	0.5496200	0.4126555	0.4590177	-2128013.284
12708000	1.0798146	1.0166016	0.9484147	0.9066231	0.7086404	0.8344889	0.0201405	0.0095349	0.1233842	0.3072348	0.2299438	0.7151373	-2128003.122
12710000	1.0873536	1.0488706	1.0013902	0.9462531	0.6867929	0.8164757	0.0296081	0.0105181	0.0757174	0.7275702	0.2806359	0.4318549	-2128007.330
12712000	1.0675410	1.0560759	0.9946177	0.9418762	0.7197622	0.5716353	0.0181773	0.0125085	0.1249246	0.3202425	0.6010784	1.1529479	-2128006.409
12714000	1.0905639	1.0283300	0.9687342	0.8950423	0.5176246	0.6961292	0.0141539	0.0110226	0.0928574	0.5748635	0.6569151	0.4924187	-2128010.600
12716000	1.0640929	1.0563153	0.9911616	0.9214374	0.7858556	0.4961772	0.0238740	0.0106250	0.0994730	0.6094365	0.5002142	0.4770287	-2127999.784
12718000	1.0506083	1.0222932	0.9874081	0.9361589	0.6475834	0.6440205	0.0364085	0.0135668	0.1183561	0.8911344	0.8057185	0.8158813	-2128012.473
12720000	1.0789698	1.0769978	1.0145584	0.9207810	0.6209377	0.7673180	0.0136946	0.0099934	0.1099252	0.3529275	0.3691009	1.1479464	-2128010.161
12722000	1.0629401	1.0388663	0.9857879	0.9064447	0.6963536	0.4682710	0.0217473	0.0111906	0.0997597	0.5446938	0.5907980	0.3769452	-2128008.067
12724000	1.0964447	0.9675816	0.9296134	0.8823955	0.6900309	0.4732365	0.0198805	0.0142917	0.0822690	0.4603482	0.5437513	0.4882657	-2128005.380
12726000	1.0715383	0.9648697	0.9292712	0.8811763	0.6931776	0.5897088	0.0299261	0.0099821	0.1095638	0.7870899	0.2158985	0.4896607	-2128002.136
12728000	1.0898724	1.0015257	0.9141553	0.8505948	0.6730181	0.6009556	0.0096661	0.0188592	0.0848686	0.2448883	0.6745796	0.8038775	-2128005.235
12730000	1.0960523	0.9604645	0.9095002	0.8526727	0.7319719	0.5898527	0.0159077	0.0088516	0.0866097	0.5172020	0.4112626	0.5542710	-2128010.758
12732000	1.0863586	0.9581436	0.9086266	0.8383868	0.5688045	0.4556325	0.0194138	0.0115311	0.0975478	0.4662857	0.7610670	0.3989119	-2128012.104
12734000	1.0610020	0.9611340	0.9083887	0.8216607	0.6055784	0.4844402	0.0197890	0.0082300	0.1098490	0.4162622	0.4150256	0.9062603	-2128001.947
12736000	1.0254750	0.9504174	0.8546328	0.7564790	0.5523725	0.7016869	0.0158507	0.0124869	0.1012686	0.4365415	0.6849351	0.3600751	-2128008.536
12738000	0.9930642	0.9536881	0.8195665	0.7743812	0.6169862	0.8142690	0.0129329	0.0117864	0.0718070	0.4556780	0.5016062	0.7219956	-2128007.061
12740000	1.0650050	0.9529878	0.8971201	0.8357353	0.5761480	0.7569246	0.0152130	0.0103084	0.0920692	0.3247946	0.4126625	0.3665271	-2128003.922
12742000	1.0901621	1.0219774	0.9567118	0.8817706	0.5505661	0.6976049	0.0214137	0.0123093	0.1104622	0.4542040	1.1006316	0.3427846	-2128002.341
12744000	1.0838691	1.0337877	0.9922467	0.9260511	0.6988153	0.6027029	0.0226496	0.0097842	0.0796811	0.8187048	0.5261320	0.3407089	-2128014.411
12746000	1.0808328	1.0352382	0.9897074	0.9028651	0.7060930	0.6780378	0.0156444	0.0140470	0.1094725	0.3856896	0.5772179	0.4254145	-2128011.162
12748000	1.0903786	1.0587466	0.9719748	0.8867231	0.7364609	0.8851390	0.0132545	0.0070685	0.0929223	0.4316608	0.4295707	0.4350272	-2128007.143
12750000	1.0884011	1.0009347	0.8797258	0.8013836	0.6088511	0.7226895	0.0147100	0.0109229	0.1108886	0.3614678	0.3098459	0.4375716	-2128004.280
12752000	1.0921629	0.9518770	0.8811131	0.8049319	0.6010490	0.7455290	0.0136446	0.0098626	0.0753298	0.2459085	0.1767042	0.2805344	-2128009.831
12754000	1.1075975	0.9532359	0.8446383	0.7765847	0.6160185	0.6275013	0.0129420	0.0128246	0.1171246	0.4378099	0.4660559	0.7238672	-2128007.255
12756000	1.0524092	0.9633644	0.8890428	0.8287231	0.6666968	0.5800261	0.0171154	0.0119850	0.0860652	0.3886283	0.4802268	0.3673645	-2128008.737
12758000	1.0569874	0.9793062	0.8996953	0.7511159	0.4792575	0.6611948	0.0184452	0.0079737	0.1495868	0.7154626	0.3609556	0.3027990	-2128002.063
12760000	1.0601442	1.0136868	0.7996610	0.7226766	0.5586384	0.7039440	0.0250782	0.0094252	0.1155378	0.7706929	0.6761509	0.7160435	-2128012.639
12762000	1.0245705	0.9663025	0.9019294	0.8269018	0.5891837	0.5046555	0.0213842	0.0100210	0.1083848	0.6518227	0.3432587	0.4339423	-2128016.990
12764000	1.0588392	0.9797234	0.9009204	0.8396548	0.5040133	0.4112668	0.0163169	0.0079864	0.1206784	0.5186832	0.5388831	0.7770955	-2128003.913
12766000	1.0860535	0.9723754	0.8841799	0.7936985	0.3806090	0.5393162	0.0184855	0.0132180	0.1011873	0.5859270	0.6575177	0.3993598	-2128006.969
12768000	1.0695057	0.9898852	0.9394210	0.8833087	0.4520158	0.6606051	0.0137366	0.0087900	0.0963728	0.4687128	0.6384849	0.4415426	-2128007.543
12770000	1.0108316	0.9574226	0.9274395	0.8778076	0.5418928	0.5788165	0.0308578	0.0110277	0.1299359	0.7037190	0.7095530	0.7607130	-2128004.305
12772000	0.9915945	0.9759440	0.9281451	0.8568587	0.5147086	0.5271469	0.0167922	0.0103792	0.0897372	0.2370846	0.5541121	0.3278353	-2128010.445
12774000	1.0211341	0.9664325	0.9429199	0.8681561	0.3973008	0.4154912	0.0243880	0.0166139	0.0698842	0.6732574	0.5454712	0.4452794	-2128009.670
12776000	1.0702669	0.9671833	0.9206156	0.7935547	0.3582539	0.2047375	0.0320982	0.0087594	0.1051905	0.7792256	0.4811747	0.5515869	-2128013.875
12778000	1.0956621	0.9608013	0.8999453	0.7996996	0.6438578	0.4374389	0.0183146	0.0109506	0.0951285	0.3613221	0.3263300	0.6429332	-2128002.811
12780000	1.0786143	0.9903605	0.9107412	0.8835672	0.7347606	0.6670622	0.0178421	0.0088835	0.0938829	0.4585785	0.6845002	0.5604186	-2128009.866
12782000	1.0453940	0.9995672	0.9585819	0.8603505	0.6930944	0.6616276	0.0139619	0.0135572	0.1003392	0.6180714	0.5821922	0.7291174	-2128006.388
12784000	1.0695125	0.9803612	0.9346547	0.8842468	0.6838338	0.7517360	0.0167314	0.0100191	0.0801180	0.3695626	0.3148881	0.5225644	-2128009.658
12786000	1.0100509	0.9840339	0.9386560	0.9053332	0.6675812	0.7677639	0.0148474	0.0096846	0.1045041	0.8263015	0.4067094	0.8329583	-2128005.305
12788000	1.0207285	1.0115016	0.9653050	0.9023184	0.6941301	0.5686715	0.0184338	0.0077684	0.1518897	0.4079157	0.5606147	0.5083072	-2128010.364
12790000	1.0174200	0.9761653	0.9466306	0.8627647	0.6667058	0.8402243	0.0266253	0.0161753	0.1455667	1.1557818	0.4953936	0.2335959	-2128011.836
12792000	1.0005048	0.9956743	0.9089325	0.8431925	0.6623454	0.8155837	0.0187717	0.0115342	0.1152828	0.3722479	0.3971836	0.9311971	-2128006.289
12794000	1.0001990	0.9499022	0.9131259	0.8623962	0.6302230	0.7370861	0.0148316	0.0141129	0.0994738	0.7186243	0.3877268	0.2933242	-2128004.633
12796000	1.0662866	0.9929735	0.9641736	0.8793084	0.6341942	0.7884888	0.0222904	0.0098709	0.0887011	0.4428338	0.2487606	0.2971734	-2128004.011
12798000	1.0565128	0.9566087	0.8563784	0.8246386	0.5018296	0.7296735	0.0201389	0.0097167	0.2089969	0.3997767	0.3673067	0.5914536	-2128009.554
12800000	0.9846607	0.9556814	0.8753368	0.8136305	0.6011497	0.7072067	0.0215850	0.0100615	0.1647453	0.7745542	0.3517310	0.6240839	-2128006.298
12802000	0.9686212	0.9655536	0.9232709	0.8643684	0.6466955	0.7677448	0.0221932	0.0133760	0.1829995	0.3564300	0.4821287	0.7789014	-2128007.408
12804000	0.9973217	0.9503348	0.8902556	0.8284631	0.6134667	0.5814794	0.0156720	0.0128960	0.1097219	0.3211401	0.4852120	0.4456131	-2128019.637
12806000	0.9606104	0.9528900	0.9128111	0.8496673	0.6482055	0.4054748	0.0222182	0.0124730	0.1146495	0.7307425	0.5144206	0.3211061	-2128003.045
12808000	1.0241788	0.9580218	0.8807891	0.7979181	0.6638660	0.6457431	0.0155426	0.0167514	0.1201512	0.5375065	0.3950084	0.4447526	-2128007.151
12810000	1.0539094	0.9635194	0.9116823	0.8264610	0.6038126	0.6635518	0.0196053	0.0097040	0.0880439	0.3211566	0.2204369	0.3779269	-2128019.869
12812000	1.0995642	0.9334003	0.8152035	0.7571930	0.6301210	0.7575967	0.0149854	0.0113435	0.1168398	0.3630850	0.5483521	0.5183914	-2128006.825
12814000	1.0668780	0.9640545	0.8523998	0.7427569	0.5019195	0.8044692	0.0195158	0.0100839	0.1696757	0.6595271	0.4686510	0.8545578	-2128002.602
12816000	0.9799020	0.9612856	0.8690980	0.8101126	0.5519218	0.6580783	0.0181323	0.0087127	0.1102736	0.3960622	0.4569370	0.4766143	-2128004.713
12818000	1.0140413	0.9470429	0.8846180	0.8199768	0.6499202	0.7417833	0.0191316	0.0087479	0.1127431	0.4336080	0.3538036	0.3670516	-2128003.689
12820000	1.0060833	0.9694991	0.9257347	0.8836929	0.6177526	0.6786647	0.0156756	0.0097281	0.1421953	0.3340825	0.2638069	0.5328996	-2128008.462
12822000	1.0899650	0.9510514	0.8985524	0.8640567	0.6024086	0.4268162	0.0118167	0.0107271	0.1113481	0.3481378	0.2426848	0.3367344	-2128004.644
12824000	1.0432064	0.9828264	0.9178151	0.8606590	0.4863798	0.4745585	0.0144269	0.0091172	0.0980519	0.8603920	0.4064925	0.5154247	-2128008.091
12826000	1.0746332	0.9640408	0.9153795	0.8796074	0.5515372	0.5839350	0.0357807	0.0099973	0.1448726	0.4486201	0.3247199	0.7956985	-2128001.323
12828000	1.0966551	0.9805376	0.9207875	0.8727824	0.7047196	0.6803360	0.0336185	0.0142618	0.1153103	0.4803164	0.3460485	0.4247103	-2128009.542
12830000	1.1045130	1.0132548	0.9344802	0.8591762	0.7026657	0.7021106	0.0151901	0.0117868	0.0923234	0.4412704	0.3260656	0.4948937	-2128007.311
12832000	1.0542174	1.0130516	0.9312128	0.8585121	0.6795915	0.7347448	0.0162386	0.0102345	0.1191672	0.4105135	0.2217440	0.3772241	-2128010.422
12834000	1.0764319	0.9907932	0.9310914	0.8443676	0.6095127	0.6525098	0.0163383	0.0080069	0.0809577	0.2959845	0.2892452	0.4204481	-2128007.279
12836000	1.0875108	0.9739533	0.9215636	0.8424797	0.6578544	0.7071685	0.0563687	0.0107856	0.1127567	1.1274872	0.4523670	0.4087857	-2128003.308
12838000	1.0649425	0.9748097	0.9238874	0.8712083	0.7378784	0.6127692	0.0189628	0.0120800	0.0971673	0.5073692	0.2639625	0.3423574	-2128009.010
12840000	1.0345500	0.9646179	0.9125066	0.8552491	0.6863838	0.7834069	0.0257347	0.0181885	0.1271589	0.9538382	0.5306363	0.6047844	-2128006.836
12842000	1.0549824	0.9606147	0.9104388	0.8379315	0.6829483	0.8642439	0.0228622	0.0099417	0.1089985	0.3887060	0.3961811	0.6739232	-2128002.874
12844000	1.0659103	0.9498391	0.8536917	0.7921702	0.5919105	0.7022393	0.0214527	0.0134922	0.1701357	0.3917240	0.6965973	0.7755319	-2128008.736
12846000	1.0960152	0.9510964	0.8836797	0.8472780	0.6256816	0.7573701	0.0172040	0.0099208	0.0933578	0.2669128	0.2370076	0.6190274	-2128010.601
12848000	1.0632430	0.9908480	0.9393444	0.8753413	0.6669184	0.8164485	0.0203121	0.0135266	0.1025499	0.4347786	0.5880257	0.4175426	-2128013.422
12850000	1.0665875	1.0020161	0.9469134	0.8430996	0.6636270	0.8001923	0.0196409	0.0133428	0.1091174	0.3982746	0.5193886	0.3227177	-2128012.865
12852000	1.0413035	0.9927659	0.8684919	0.8113246	0.6135715	0.8720707	0.0156776	0.0122528	0.1010363	1.0051561	0.8359097	0.3807061	-2128006.529
12854000	1.0484912	0.9881662	0.9331482	0.8151917	0.6080794	0.8282831	0.0139336	0.0091545	0.1562382	0.5430380	0.2759267	0.3917567	-2128002.276
12856000	1.0069876	0.9503914	0.8953360	0.7940954	0.5935374	0.7292534	0.0183404	0.0097032	0.1561344	0.3736573	0.3958459	0.5619510	-2128006.608
12858000	0.9826916	0.9715884	0.8598104	0.7984604	0.5458072	0.5736796	0.0174039	0.0126506	0.1329680	0.5425463	0.4775002	0.7510870	-2128009.517
12860000	0.9769922	0.9618413	0.9084215	0.7932030	0.5076682	0.6915950	0.0180862	0.0126359	0.1047700	0.7241591	0.5956127	0.6675688	-2128009.750
12862000	1.0981184	0.9860250	0.8851794	0.8224037	0.5060079	0.8261072	0.0211285	0.0070608	0.0821738	0.6974194	0.4623975	0.7107655	-2128005.016
12864000	1.0565429	0.9782593	0.9108431	0.7667394	0.5662099	0.8160704	0.0183605	0.0116900	0.0930919	0.3190138	0.5626264	0.3729115	-2128005.506
12866000	1.0287786	0.9856848	0.9365822	0.7645159	0.5373453	0.8880511	0.0268078	0.0340245	0.1030053	1.0902325	1.3452637	0.4719604	-2128007.409
12868000	1.0389238	1.0379736	0.8643433	0.7779303	0.5883946	0.9142762	0.0179833	0.0074846	0.0742617	0.7843132	0.7061125	0.5630131	-2128016.339
12870000	1.0357535	1.0136411	0.8461698	0.7853853	0.5794892	0.9251400	0.0253299	0.0128636	0.1345263	0.6202433	0.5538341	0.4005124	-2128013.259
12872000	1.0427034	0.9470870	0.8788723	0.7894080	0.5848455	0.7066344	0.0145219	0.0133055	0.1214585	0.1849499	0.4714553	0.4536788	-2128013.052
12874000	1.0927049	1.0281111	0.9743897	0.8668975	0.6283717	0.7316220	0.0204878	0.0082241	0.0784981	0.3893131	0.2580434	0.4143405	-2128005.358
12876000	1.0929229	0.9791227	0.9414481	0.9133090	0.7076391	0.5873141	0.0185113	0.0097241	0.1114347	0.4371724	0.2140215	0.5404731	-2128007.874
12878000	1.0706706	1.0184188	0.9525241	0.9202047	0.7123653	0.5845395	0.0157423	0.0089972	0.0906377	0.6158592	0.5293349	0.3989535	-2128003.591
12880000	1.0831308	1.0074122	0.9620456	0.9112077	0.7533024	0.7340712	0.0254631	0.0121056	0.0784741	0.9382461	0.3096836	0.5477747	-2128007.171
12882000	1.0973886	1.0477359	0.9560900	0.9271138	0.6729726	0.7784373	0.0136153	0.0110082	0.1406115	0.2919625	0.3933840	0.4925118	-2128001.931
12884000	1.0806046	1.0200687	0.9664870	0.9156965	0.6499495	0.6711247	0.0161899	0.0101268	0.0848015	0.5385594	0.3341644	0.2851263	-2128003.285
12886000	1.0742385	1.0344149	1.0130063	0.9830528	0.6574495	0.6730728	0.0182650	0.0193240	0.0858689	0.3847786	0.8988127	0.4061141	-2128004.924
12888000	1.1014252	1.0705825	0.9991523	0.9770784	0.6780545	0.6297362	0.0201598	0.0124022	0.0793667	0.8477872	0.4616898	0.6167505	-2128006.703
12890000	1.0520438	1.0334163	0.9525963	0.8666595	0.6727983	0.5557055	0.0128785	0.0093588	0.1077425	0.4600235	0.4975588	0.7685817	-2127999.948
12892000	1.0785408	0.9905823	0.9409295	0.9026327	0.5860035	0.7610950	0.0197288	0.0117516	0.0932419	0.3432817	0.3849167	0.4741872	-2128008.349
12894000	1.0852207	1.0248297	0.9309166	0.8933452	0.6045204	0.7648816	0.0148784	0.0110880	0.1023124	0.4404493	0.4961276	0.7070989	-2128007.384
12896000	1.1009008	0.9861617	0.8992849	0.8538471	0.6460189	0.8609257	0.0295605	0.0078869	0.0855864	0.8664496	0.3788151	0.4202037	-2128010.018
12898000	1.0996363	0.9583457	0.8829119	0.8292976	0.6607616	0.7260005	0.0138884	0.0103301	0.0877501	0.4135699	0.3839801	0.5671284	-2128012.022
12900000	1.0611305	0.9779633	0.9290573	0.8774398	0.6910339	0.7272796	0.0212979	0.0121048	0.0949950	0.5188648	0.2749061	0.4155922	-2128008.124
12902000	1.0748809	0.9688737	0.8818237	0.8236383	0.6206057	0.6843138	0.0174591	0.0103868	0.1196352	0.3355140	0.5621994	0.3751520	-2128008.259
12904000	1.1066035	0.9724229	0.8634917	0.8213785	0.5952525	0.6302354	0.0231606	0.0142019	0.1013242	0.3462725	0.3480319	0.4497467	-2128008.455
12906000	1.0532177	0.9655765	0.9004812	0.8388811	0.5170009	0.6703893	0.0173020	0.0112893	0.1004980	0.7405186	0.4047041	0.9839124	-2128007.082
12908000	1.0990924	0.9536171	0.9170077	0.8615679	0.4543381	0.7226154	0.0240644	0.0106508	0.0906614	0.7127245	0.3587415	0.5722604	-2128007.867
12910000	1.0835054	0.9958522	0.9075801	0.8233020	0.5834517	0.7051198	0.0173883	0.0123301	0.0865232	0.7921455	0.5265179	0.2333696	-2128007.359
12912000	1.0955187	1.0113604	0.9695577	0.8490901	0.5480943	0.8069406	0.0179271	0.0154648	0.0706125	0.4368970	0.4340457	0.3061758	-2128013.030
12914000	1.0921109	1.0012583	0.9546278	0.9052552	0.6620105	0.6075441	0.0198827	0.0091198	0.1015892	0.4985893	0.2343449	0.5054030	-2128011.009
12916000	1.0778246	0.9729694	0.9408015	0.9153039	0.5857897	0.6163788	0.0126304	0.0109103	0.0784455	0.4204761	0.5076895	0.3098043	-2128007.710
12918000	1.0980015	0.9973261	0.9490568	0.8727439	0.6411372	0.6405970	0.0250676	0.0152485	0.0760349	1.1933724	0.7053470	0.2816404	-2128011.381
12920000	1.0873746	0.9664585	0.9179925	0.8125015	0.5841964	0.4748305	0.0133740	0.0090262	0.1168425	0.2860641	0.2780912	0.4888870	-2128002.976
12922000	1.0810928	0.9615963	0.9203219	0.8422393	0.6660894	0.5605729	0.0147849	0.0145921	0.0999594	0.2908199	0.5178703	0.3030617	-2128003.363
12924000	1.0739969	0.9445170	0.8950943	0.8134322	0.6032523	0.6192379	0.0230985	0.0124570	0.1133975	0.3726591	0.3429991	0.4267480	-2128008.478
12926000	1.0587698	0.9693744	0.8652000	0.8016311	0.4883396	0.7311430	0.0151391	0.0096053	0.1083575	0.2852380	0.5163200	0.6206152	-2128008.442
12928000	1.0628590	0.9451386	0.8461129	0.7754001	0.6336600	0.6623531	0.0132236	0.0089231	0.1147826	0.2351583	0.3090589	0.4580113	-2128010.048
